Date,Close,GOOG
08/12/2004,169.98,-0.008494237
07/12/2004,171.43,-0.027955346
06/12/2004,176.29,-0.023046241
03/12/2004,180.4,0.005558658
02/12/2004,179.4,-0.003116654
01/12/2004,179.96,-0.011162187
30/11/2004,181.98,0.005123555
29/11/2004,181.05,0.00921103
26/11/2004,179.39,0.026148603
24/11/2004,174.76,0.042310857
23/11/2004,167.52,0.014551396
22/11/2004,165.1,-0.025711431
19/11/2004,169.4,0.011040653
18/11/2004,167.54,-0.029175108
17/11/2004,172.5,-0.000231857
16/11/2004,172.54,-0.069023782
15/11/2004,184.87,0.015646188
12/11/2004,182,-0.005588749
11/11/2004,183.02,0.086465138
10/11/2004,167.86,-0.004991691
09/11/2004,168.7,-0.02256506
08/11/2004,172.55,0.01871947
05/11/2004,169.35,-0.086765308
04/11/2004,184.7,-0.037042256
03/11/2004,191.67,-0.016557526
02/11/2004,194.87,-0.005935039
01/11/2004,196.03,0.027880876
29/10/2004,190.64,-0.013856553
28/10/2004,193.3,0.038658016
27/10/2004,185.97,0.022678189
26/10/2004,181.8,-0.030338188
25/10/2004,187.4,0.083254013
22/10/2004,172.43,0.143497962
21/10/2004,149.38,0.061357083
20/10/2004,140.49,-0.051670474
19/10/2004,147.94,-0.008212769
18/10/2004,149.16,0.034442658
15/10/2004,144.11,0.014749839
14/10/2004,142,0.007776639
13/10/2004,140.9,0.025154039
12/10/2004,137.4,0.015697528
11/10/2004,135.26,-0.018096395
08/10/2004,137.73,-0.008098967
07/10/2004,138.85,0.012829517
06/10/2004,137.08,-0.00936656
05/10/2004,138.37,0.024212133
04/10/2004,135.06,0.018532887
01/10/2004,132.58,0.022733453
30/09/2004,129.6,-0.01135504
29/09/2004,131.08,0.032723708
28/09/2004,126.86,0.070198526
27/09/2004,118.26,-0.013188481
24/09/2004,119.83,-0.008227763
23/09/2004,120.82,0.020402045
22/09/2004,118.38,0.004572017
21/09/2004,117.84,-0.012816364
20/09/2004,119.36,0.015790913
17/09/2004,117.49,0.030417968
16/09/2004,113.97,0.017436385
15/09/2004,112,0.004563971
14/09/2004,111.49,0.036444053
13/09/2004,107.5,0.020392569
10/09/2004,105.33,0.029090859
09/09/2004,102.31,9.77469E-05
08/09/2004,102.3,0.007063008
07/09/2004,101.58,0.015576484
03/09/2004,100.01,-0.014887135
02/09/2004,101.51,0.01249025
01/09/2004,100.25,-0.020926635
31/08/2004,102.37,0.003522853
30/08/2004,102.01,-0.03978234
27/08/2004,106.15,-0.016444358
26/08/2004,107.91,0.017858452
25/08/2004,106,0.010717606
24/08/2004,104.87,-0.042289402
23/08/2004,109.4,0.010013404
20/08/2004,108.31,0.076433067
19/08/2004,100.34,
