Date,Close,CAN
10/12/2004,26.52,0.012139755
09/12/2004,26.2,-0.01176261
08/12/2004,26.51,-0.014975944
07/12/2004,26.91,-0.004079368
06/12/2004,27.02,0
03/12/2004,27.02,-0.002587324
02/12/2004,27.09,0.010389704
01/12/2004,26.81,0.032988773
30/11/2004,25.94,0
29/11/2004,25.94,0
26/11/2004,25.94,0.003475578
24/11/2004,25.85,0.025466606
23/11/2004,25.2,-0.001586043
22/11/2004,25.24,-0.007106228
19/11/2004,25.42,-0.020635344
18/11/2004,25.95,0.004247931
17/11/2004,25.84,0.024286348
16/11/2004,25.22,0.00119024
15/11/2004,25.19,0.027365893
12/11/2004,24.51,0.008604847
11/11/2004,24.3,0.004123717
10/11/2004,24.2,-0.017612579
09/11/2004,24.63,0.00938208
08/11/2004,24.4,-0.023892613
05/11/2004,24.99,-0.005586607
04/11/2004,25.13,0.019691213
03/11/2004,24.64,0.008559253
02/11/2004,24.43,0.015676889
01/11/2004,24.05,-0.006630774
29/10/2004,24.21,-0.009864445
28/10/2004,24.45,0.000409082
27/10/2004,24.44,0.021088232
26/10/2004,23.93,0.009236002
25/10/2004,23.71,-0.005887317
22/10/2004,23.85,-0.018280526
21/10/2004,24.29,0.00371211
20/10/2004,24.2,0.009549585
19/10/2004,23.97,0.013862856
18/10/2004,23.64,0.00508907
15/10/2004,23.52,0
14/10/2004,23.52,-0.017281779
13/10/2004,23.93,-0.105026151
12/10/2004,26.58,-0.011967233
11/10/2004,26.9,0.005218051
08/10/2004,26.76,0.002994014
07/10/2004,26.68,-0.011552206
06/10/2004,26.99,0.002968462
05/10/2004,26.91,-0.018045049
04/10/2004,27.4,0.005489492
01/10/2004,27.25,0.007366516
30/09/2004,27.05,0.000739645
29/09/2004,27.03,0.012283795
28/09/2004,26.7,0.001874415
27/09/2004,26.65,-0.006358727
24/09/2004,26.82,-0.002978409
23/09/2004,26.9,0
22/09/2004,26.9,-0.005190965
21/09/2004,27.04,0.009288568
20/09/2004,26.79,0.004114463
17/09/2004,26.68,-0.010810916
16/09/2004,26.97,0.013062324
15/09/2004,26.62,-0.003749536
14/09/2004,26.72,0.019652938
13/09/2004,26.2,-0.021895929
10/09/2004,26.78,0.007120135
09/09/2004,26.59,0.004901047
08/09/2004,26.46,0.010638398
07/09/2004,26.18,0.010752792
03/09/2004,25.9,-0.016086138
02/09/2004,26.32,-0.00568291
01/09/2004,26.47,0.014076702
31/08/2004,26.1,0.013500687
30/08/2004,25.75,-0.006580244
27/08/2004,25.92,0.007745972
26/08/2004,25.72,-0.018108759
25/08/2004,26.19,0.001528468
24/08/2004,26.15,-0.003435774
23/08/2004,26.24,0.007267196
20/08/2004,26.05,0.006160974
19/08/2004,25.89,0.017927214
18/08/2004,25.43,0.025892703
17/08/2004,24.78,0.009325022
16/08/2004,24.55,0.034814954
13/08/2004,23.71,0.010600057
12/08/2004,23.46,-0.029815351
11/08/2004,24.17,-0.017634248
10/08/2004,24.6,0.014742282
09/08/2004,24.24,-0.004938282
06/08/2004,24.36,-0.01991531
05/08/2004,24.85,-0.003214145
04/08/2004,24.93,0.010078698
03/08/2004,24.68,-0.006462058
02/08/2004,24.84,0.008490045
30/07/2004,24.63,-0.003242808
29/07/2004,24.71,0.018379116
28/07/2004,24.26,-0.013917539
27/07/2004,24.6,0.006934558
26/07/2004,24.43,-0.019457444
23/07/2004,24.91,-0.009986103
22/07/2004,25.16,-0.016164357
21/07/2004,25.57,-0.008954703
20/07/2004,25.8,0.006610952
19/07/2004,25.63,-0.001559455
16/07/2004,25.67,-0.012773543
15/07/2004,26,0.003467543
14/07/2004,25.91,0.008138003
13/07/2004,25.7,-0.029521024
12/07/2004,26.47,-0.019454411
09/07/2004,26.99,-0.009220054
08/07/2004,27.24,-0.00036704
07/07/2004,27.25,0.00036704
06/07/2004,27.24,-0.024298566
02/07/2004,27.91,0.008636254
01/07/2004,27.67,0.006890326
30/06/2004,27.48,0.011713165
29/06/2004,27.16,-0.0051414
28/06/2004,27.3,-0.006207798
25/06/2004,27.47,0.001821826
24/06/2004,27.42,-0.005092772
23/06/2004,27.56,0.034702633
22/06/2004,26.62,-0.004123717
21/06/2004,26.73,-0.017430443
18/06/2004,27.2,0.01518829
17/06/2004,26.79,0.056829109
16/06/2004,25.31,0.018341822
15/06/2004,24.85,-0.005217752
14/06/2004,24.98,-0.006782392
10/06/2004,25.15,0.012805297
09/06/2004,24.83,-0.025841231
08/06/2004,25.48,0.012241022
07/06/2004,25.17,0.008778987
04/06/2004,24.95,-0.00479809
03/06/2004,25.07,0.003996808
02/06/2004,24.97,-0.015498025
01/06/2004,25.36,0.030020265
28/05/2004,24.61,0.007340979
27/05/2004,24.43,0.015261175
26/05/2004,24.06,0.01381064
25/05/2004,23.73,-0.00084246
24/05/2004,23.75,0.003796672
21/05/2004,23.66,0.011904903
20/05/2004,23.38,-0.013594092
19/05/2004,23.7,0.003381237
18/05/2004,23.62,0.015788679
17/05/2004,23.25,-0.02505971
14/05/2004,23.84,0
13/05/2004,23.84,0.009271031
12/05/2004,23.62,-0.00759177
11/05/2004,23.8,0.0276908
10/05/2004,23.15,-0.023058238
07/05/2004,23.69,-0.018402861
06/05/2004,24.13,-0.002896754
05/05/2004,24.2,0.010384309
04/05/2004,23.95,-0.001251826
03/05/2004,23.98,0.008795868
30/04/2004,23.77,0.000841751
29/04/2004,23.75,-0.000420964
28/04/2004,23.76,-0.020413123
27/04/2004,24.25,-0.005756595
26/04/2004,24.39,-0.010197926
23/04/2004,24.64,0.017192401
22/04/2004,24.22,-0.02205071
21/04/2004,24.76,-0.006441246
20/04/2004,24.92,-0.015133702
19/04/2004,25.3,0.029278209
16/04/2004,24.57,-0.02333171
15/04/2004,25.15,-0.006341678
14/04/2004,25.31,-0.006694256
13/04/2004,25.48,-0.008597161
12/04/2004,25.7,0.018060954
08/04/2004,25.24,0.003969835
07/04/2004,25.14,-0.000397693
06/04/2004,25.15,-0.021633095
05/04/2004,25.7,0.02242864
02/04/2004,25.13,0.012009752
01/04/2004,24.83,0.001208946
31/03/2004,24.8,0.014213437
30/03/2004,24.45,0.016495219
29/03/2004,24.05,0.006675035
26/03/2004,23.89,0.009674103
25/03/2004,23.66,-0.003796672
24/03/2004,23.75,-0.00210305
23/03/2004,23.8,0.011409378
22/03/2004,23.53,-0.023105418
19/03/2004,24.08,0.006248719
18/03/2004,23.93,0.010924478
17/03/2004,23.67,0.0063573
16/03/2004,23.52,0.023662106
15/03/2004,22.97,0.008306059
12/03/2004,22.78,0.003518034
11/03/2004,22.7,-0.023510007
10/03/2004,23.24,-0.007715426
09/03/2004,23.42,-0.003835504
08/03/2004,23.51,-0.003820849
05/03/2004,23.6,0.008938131
04/03/2004,23.39,0.016814365
03/03/2004,23,-0.00951976
02/03/2004,23.22,
