Date,Close,PX
16/07/2013,116.03,-0.003784951
15/07/2013,116.47,-0.005309141
12/07/2013,117.09,-0.002558855
11/07/2013,117.39,0.001961203
10/07/2013,117.16,-0.003663476
09/07/2013,117.59,0.015857702
08/07/2013,115.74,0.000432096
05/07/2013,115.69,0.007984074
03/07/2013,114.77,0.000610102
02/07/2013,114.7,-0.017543552
01/07/2013,116.73,0.01354111
28/06/2013,115.16,0.002347317
27/06/2013,114.89,-0.009097667
26/06/2013,115.94,0.013459153
25/06/2013,114.39,0.002538406
24/06/2013,114.1,-0.010115189
21/06/2013,115.26,-0.009498388
20/06/2013,116.36,-0.026794888
19/06/2013,119.52,0.004276198
18/06/2013,119.01,0.004716593
17/06/2013,118.45,0.004569309
14/06/2013,117.91,0.010400776
13/06/2013,116.69,0.014762646
12/06/2013,114.98,0.007945905
11/06/2013,114.07,-0.006640479
10/06/2013,114.83,0.005413915
07/06/2013,114.21,0.000437886
06/06/2013,114.16,-0.007331155
05/06/2013,115,-0.014331593
04/06/2013,116.66,0.009906615
03/06/2013,115.51,0.010268103
31/05/2013,114.33,-0.00853515
30/05/2013,115.31,-0.001906083
29/05/2013,115.53,-0.00595471
28/05/2013,116.22,0.002239643
24/05/2013,115.96,0.001380739
23/05/2013,115.8,0.000863931
22/05/2013,115.7,-0.001813394
21/05/2013,115.91,0.001208564
20/05/2013,115.77,-0.00370738
17/05/2013,116.2,0.019114396
16/05/2013,114,-0.009776614
15/05/2013,115.12,0.007323485
14/05/2013,114.28,0.010290781
13/05/2013,113.11,-0.007837652
10/05/2013,114,-0.002015511
09/05/2013,114.23,0.002980889
08/05/2013,113.89,-0.001666886
07/05/2013,114.08,0.003688421
06/05/2013,113.66,-0.009021301
03/05/2013,114.69,0.010782484
02/05/2013,113.46,0.00247088
01/05/2013,113.18,-0.009847099
30/04/2013,114.3,-0.000699668
29/04/2013,114.38,0.014530659
26/04/2013,112.73,-0.000798049
25/04/2013,112.82,0.000443282
24/04/2013,112.77,0.028421735
23/04/2013,109.61,-0.001276441
22/04/2013,109.75,0
19/04/2013,109.75,-0.000273311
18/04/2013,109.78,-0.004090729
17/04/2013,110.23,0.000907606
16/04/2013,110.13,0.022404757
15/04/2013,107.69,-0.030273472
12/04/2013,111,-0.012088797
11/04/2013,112.35,-0.005503298
10/04/2013,112.97,0.0143541
09/04/2013,111.36,-0.001615074
08/04/2013,111.54,0.005033266
05/04/2013,110.98,-0.0025198
04/04/2013,111.26,0.008575221
03/04/2013,110.31,-0.006235617
02/04/2013,111,-0.000720461
01/04/2013,111.08,-0.004132609
28/03/2013,111.54,0.001794688
27/03/2013,111.34,-0.006802747
26/03/2013,112.1,-0.000356761
25/03/2013,112.14,0.00491665
22/03/2013,111.59,0.00287176
21/03/2013,111.27,-0.021075877
20/03/2013,113.64,0.001408947
19/03/2013,113.48,0.004327291
18/03/2013,112.99,-0.004855879
15/03/2013,113.54,-0.000528309
14/03/2013,113.6,0.00733316
13/03/2013,112.77,-0.001329257
12/03/2013,112.92,-0.004594459
11/03/2013,113.44,-0.001761494
08/03/2013,113.64,0.008572365
07/03/2013,112.67,-0.002039279
06/03/2013,112.9,-0.0045071
05/03/2013,113.41,0.0045071
04/03/2013,112.9,-0.005388468
01/03/2013,113.51,0.00406074
28/02/2013,113.05,0.007368968
27/02/2013,112.22,0.014721989
26/02/2013,110.58,0.009449462
25/02/2013,109.54,-0.014770782
22/02/2013,111.17,0.010943898
21/02/2013,109.96,-0.003812295
20/02/2013,110.38,-0.003256153
19/02/2013,110.74,0.005342038
15/02/2013,110.15,-0.009577233
14/02/2013,111.21,-0.005022883
13/02/2013,111.77,0.007093183
12/02/2013,110.98,-9.01023E-05
11/02/2013,110.99,-0.005570545
08/02/2013,111.61,0.010628816
07/02/2013,110.43,-0.003254681
06/02/2013,110.79,0.001897277
05/02/2013,110.58,0.003623849
04/02/2013,110.18,-0.012716048
01/02/2013,111.59,0.010993082
31/01/2013,110.37,0.003903595
30/01/2013,109.94,-0.005533145
29/01/2013,110.55,0.005169376
28/01/2013,109.98,-0.015786715
25/01/2013,111.73,0.005474548
24/01/2013,111.12,0.003154719
23/01/2013,110.77,-0.028917892
22/01/2013,114.02,0.004394839
18/01/2013,113.52,0.002557885
17/01/2013,113.23,0.005845898
16/01/2013,112.57,-0.010955141
15/01/2013,113.81,-0.002544866
14/01/2013,114.1,0.000876808
11/01/2013,114,-0.001577702
10/01/2013,114.18,0.002718704
09/01/2013,113.87,-8.78156E-05
08/01/2013,113.88,0.006961301
07/01/2013,113.09,-0.002208189
04/01/2013,113.34,0.006728071
03/01/2013,112.58,0
02/01/2013,112.58,0.028196256
31/12/2012,109.45,0.014262952
28/12/2012,107.9,-0.015450004
27/12/2012,109.58,-0.004643337
26/12/2012,110.09,0.003184281
24/12/2012,109.74,0.009890191
21/12/2012,108.66,-0.007335445
20/12/2012,109.46,0.009731097
19/12/2012,108.4,-0.010279092
18/12/2012,109.52,0.016571913
17/12/2012,107.72,0.007080335
14/12/2012,106.96,-0.004849851
13/12/2012,107.48,0.007939886
12/12/2012,106.63,-0.012581127
11/12/2012,107.98,0.001297378
10/12/2012,107.84,0.004926805
07/12/2012,107.31,0.009550634
06/12/2012,106.29,0.003392709
05/12/2012,105.93,0.002079003
04/12/2012,105.71,0.00322153
03/12/2012,105.37,-0.017311562
30/11/2012,107.21,0.010313236
29/11/2012,106.11,-0.004231915
28/11/2012,106.56,0.002348852
27/11/2012,106.31,-0.00375552
26/11/2012,106.71,-0.00205954
23/11/2012,106.93,0.016501247
21/11/2012,105.18,-0.003606343
20/11/2012,105.56,-0.000852232
19/11/2012,105.65,0.012956264
16/11/2012,104.29,-0.011819793
15/11/2012,105.53,-0.006422994
14/11/2012,106.21,-0.009557794
13/11/2012,107.23,-0.001863412
12/11/2012,107.43,0.000279291
09/11/2012,107.4,-0.005385843
08/11/2012,107.98,-0.009952165
07/11/2012,109.06,-0.008582176
06/11/2012,110,0.004829827
05/11/2012,109.47,-0.002098828
02/11/2012,109.7,0.011091364
01/11/2012,108.49,0.021239737
31/10/2012,106.21,0.008604847
26/10/2012,105.3,0.004950505
25/10/2012,104.78,0.001814969
24/10/2012,104.59,-0.003436102
23/10/2012,104.95,-0.002949434
22/10/2012,105.26,0.00361664
19/10/2012,104.88,-0.029036571
18/10/2012,107.97,-0.002312781
17/10/2012,108.22,0.015270315
16/10/2012,106.58,0.016079037
15/10/2012,104.88,0.009676722
12/10/2012,103.87,0.001638002
11/10/2012,103.7,-0.001445435
10/10/2012,103.85,-0.013960831
09/10/2012,105.31,-0.003223363
08/10/2012,105.65,0.00037868
05/10/2012,105.61,0.002370006
04/10/2012,105.36,0.008100297
03/10/2012,104.51,0.006913134
02/10/2012,103.79,-0.002117421
01/10/2012,104.01,0.001250662
28/09/2012,103.88,-0.005280604
27/09/2012,104.43,0.00556944
26/09/2012,103.85,-0.023317735
25/09/2012,106.3,-0.00703073
24/09/2012,107.05,-0.007074404
21/09/2012,107.81,-0.006840478
20/09/2012,108.55,0.001382807
19/09/2012,108.4,0.001199982
18/09/2012,108.27,0.002867319
17/09/2012,107.96,0.000185271
14/09/2012,107.94,0.013148882
13/09/2012,106.53,0.005081886
12/09/2012,105.99,-0.005551127
11/09/2012,106.58,-0.001968412
10/09/2012,106.79,-0.002151444
07/09/2012,107.02,0.004307526
06/09/2012,106.56,0.020191216
05/09/2012,104.43,0.001916995
04/09/2012,104.23,-0.012110957
31/08/2012,105.5,0.00646636
30/08/2012,104.82,-0.002953086
29/08/2012,105.13,0.005054128
28/08/2012,104.6,-0.012446125
27/08/2012,105.91,-0.011360025
24/08/2012,107.12,-0.004563879
23/08/2012,107.61,-0.017867486
22/08/2012,109.55,0.0139721
21/08/2012,108.03,-0.004064671
20/08/2012,108.47,0.007031207
17/08/2012,107.71,-0.009149364
16/08/2012,108.7,0.006738383
15/08/2012,107.97,0.006224761
14/08/2012,107.3,-0.003720935
13/08/2012,107.7,-0.004262028
10/08/2012,108.16,0.001758202
09/08/2012,107.97,-9.2614E-05
08/08/2012,107.98,0.008743428
07/08/2012,107.04,0.018766169
06/08/2012,105.05,-0.006925038
03/08/2012,105.78,0.025953097
02/08/2012,103.07,-0.008790204
01/08/2012,103.98,0.002118033
31/07/2012,103.76,-0.015776968
30/07/2012,105.41,-0.005581586
27/07/2012,106,0.014443429
26/07/2012,104.48,0.014849371
25/07/2012,102.94,-0.018002893
24/07/2012,104.81,-0.013927934
23/07/2012,106.28,-0.011692758
20/07/2012,107.53,-0.014678316
19/07/2012,109.12,0.004316487
18/07/2012,108.65,0.000276154
17/07/2012,108.62,0.014092575
16/07/2012,107.1,-0.002424696
13/07/2012,107.36,0.014070207
12/07/2012,105.86,-0.014070207
11/07/2012,107.36,-0.00279044
10/07/2012,107.66,-0.01282838
09/07/2012,109.05,0.000366872
06/07/2012,109.01,-0.007038742
05/07/2012,109.78,0.001458524
03/07/2012,109.62,0.011745409
02/07/2012,108.34,-0.003593315
29/06/2012,108.73,0.031674531
28/06/2012,105.34,0.011553096
27/06/2012,104.13,-0.002685338
26/06/2012,104.41,0.003550016
25/06/2012,104.04,-0.012607617
22/06/2012,105.36,0.004566218
21/06/2012,104.88,-0.023370834
20/06/2012,107.36,-0.007331479
19/06/2012,108.15,0.02083506
18/06/2012,105.92,0.003215133
15/06/2012,105.58,0.009994848
14/06/2012,104.53,-0.001338432
13/06/2012,104.67,-0.017801815
12/06/2012,106.55,0.0152256
11/06/2012,104.94,-0.009200919
08/06/2012,105.91,0.011777133
07/06/2012,104.67,0.004596388
06/06/2012,104.19,0.020361378
05/06/2012,102.09,-0.018343796
04/06/2012,103.98,0.004530347
01/06/2012,103.51,-0.026032459
31/05/2012,106.24,-0.000188235
30/05/2012,106.26,-0.029030557
29/05/2012,109.39,0.01399268
25/05/2012,107.87,-0.008400696
24/05/2012,108.78,0.003960766
23/05/2012,108.35,0.006202862
22/05/2012,107.68,-0.006479704
21/05/2012,108.38,0.030636149
18/05/2012,105.11,-0.007204506
17/05/2012,105.87,-0.032524703
16/05/2012,109.37,-0.005834641
15/05/2012,110.01,-0.003538863
14/05/2012,110.4,-0.011527505
11/05/2012,111.68,-0.000626594
10/05/2012,111.75,-0.004642451
09/05/2012,112.27,-0.018532122
08/05/2012,114.37,-0.003142735
07/05/2012,114.73,8.7165E-05
04/05/2012,114.72,-0.012646336
03/05/2012,116.18,-0.002235406
02/05/2012,116.44,0.002149337
01/05/2012,116.19,0.004226148
30/04/2012,115.7,-0.006633095
27/04/2012,116.47,0.009836145
26/04/2012,115.33,0.013618718
25/04/2012,113.77,0.011848061
24/04/2012,112.43,-0.002132386
23/04/2012,112.67,-0.009012254
20/04/2012,113.69,-0.001142807
19/04/2012,113.82,-0.001404741
18/04/2012,113.98,-0.002366035
17/04/2012,114.25,0.011443787
16/04/2012,112.95,0.00817855
13/04/2012,112.03,-0.014092855
12/04/2012,113.62,0.020001556
11/04/2012,111.37,0.015564517
10/04/2012,109.65,-0.024325524
09/04/2012,112.35,-0.014052995
05/04/2012,113.94,0.001844776
04/04/2012,113.73,-0.009190034
03/04/2012,114.78,-0.002262641
02/04/2012,115.04,0.00348311
30/03/2012,114.64,0.002270545
29/03/2012,114.38,0.005611097
28/03/2012,113.74,-0.007183561
27/03/2012,114.56,0.004987978
26/03/2012,113.99,0.016095148
23/03/2012,112.17,0.011747434
22/03/2012,110.86,-0.007727597
21/03/2012,111.72,0.008449488
20/03/2012,110.78,-0.003604257
19/03/2012,111.18,0.004146018
16/03/2012,110.72,0.002169983
15/03/2012,110.48,0.000181045
14/03/2012,110.46,-0.006047223
13/03/2012,111.13,0.010129416
12/03/2012,110.01,0.003004235
09/03/2012,109.68,-0.002458682
08/03/2012,109.95,0.016414105
07/03/2012,108.16,0.006492927
06/03/2012,107.46,-0.008893889
05/03/2012,108.42,-0.011736793
02/03/2012,109.7,-0.000911162
01/03/2012,109.8,0.007312647
29/02/2012,109,-0.006219153
28/02/2012,109.68,-0.002094814
27/02/2012,109.91,0.000181984
24/02/2012,109.89,-0.001454943
23/02/2012,110.05,0.003458951
22/02/2012,109.67,-0.003004509
21/02/2012,110,0
17/02/2012,110,0.009407751
16/02/2012,108.97,0.012094502
15/02/2012,107.66,0.003629093
14/02/2012,107.27,0.000839357
13/02/2012,107.18,0.000186619
10/02/2012,107.16,-0.009935548
09/02/2012,108.23,-0.000923532
08/02/2012,108.33,-0.001475879
07/02/2012,108.49,0.001475879
06/02/2012,108.33,0.002865729
03/02/2012,108.02,0.021806114
02/02/2012,105.69,-0.009604594
01/02/2012,106.71,0.004790766
31/01/2012,106.2,-0.001787479
30/01/2012,106.39,0.005655591
27/01/2012,105.79,-0.006219394
26/01/2012,106.45,0.003576138
25/01/2012,106.07,-0.028165639
24/01/2012,109.1,-0.004663718
23/01/2012,109.61,0.00264925
20/01/2012,109.32,-0.012273439
19/01/2012,110.67,-0.003697862
18/01/2012,111.08,0.011316947
17/01/2012,109.83,0.011814947
13/01/2012,108.54,-0.009079716
12/01/2012,109.53,0.016663216
11/01/2012,107.72,0.001300511
10/01/2012,107.58,0.006153866
09/01/2012,106.92,-0.009679897
06/01/2012,107.96,0.000463242
05/01/2012,107.91,-0.009958589
04/01/2012,108.99,0.010514762
03/01/2012,107.85,0.008847555
30/12/2011,106.9,-0.002242572
29/12/2011,107.14,0.010320009
28/12/2011,106.04,-0.011719067
27/12/2011,107.29,0.00654575
23/12/2011,106.59,0.008101024
22/12/2011,105.73,0.005500773
21/12/2011,105.15,-0.003512606
20/12/2011,105.52,0.023589166
19/12/2011,103.06,-0.006865569
16/12/2011,103.77,0.004733165
15/12/2011,103.28,0.013648096
14/12/2011,101.88,-0.002352942
13/12/2011,102.12,-0.002152011
12/12/2011,102.34,-0.011560822
09/12/2011,103.53,0.006881539
08/12/2011,102.82,-0.010449011
07/12/2011,103.9,0.014151637
06/12/2011,102.44,0.00616893
05/12/2011,101.81,0.013348693
02/12/2011,100.46,-0.003874626
01/12/2011,100.85,-0.011338549
30/11/2011,102,0.052222519
29/11/2011,96.81,-0.004020417
28/11/2011,97.2,0.038702329
25/11/2011,93.51,-0.004694343
23/11/2011,93.95,-0.014686724
22/11/2011,95.34,-0.006273546
21/11/2011,95.94,-0.010987982
18/11/2011,97,0.002787386
17/11/2011,96.73,-0.017625213
16/11/2011,98.45,-0.023887125
15/11/2011,100.83,-0.005538537
14/11/2011,101.39,-0.000985804
11/11/2011,101.49,0.016391367
10/11/2011,99.84,0.015544877
09/11/2011,98.3,-0.038907651
08/11/2011,102.2,0.011514175
07/11/2011,101.03,0.005657864
04/11/2011,100.46,-0.014134162
03/11/2011,101.89,0.014134162
02/11/2011,100.46,0.019398568
01/11/2011,98.53,-0.031371204
31/10/2011,101.67,-0.034796204
28/10/2011,105.27,-0.002940481
27/10/2011,105.58,0.012005861
26/10/2011,104.32,0.025927558
25/10/2011,101.65,-0.01900179
24/10/2011,103.6,0.000965717
21/10/2011,103.5,0.019020325
20/10/2011,101.55,0.008107618
19/10/2011,100.73,-0.022964699
18/10/2011,103.07,0.021179339
17/10/2011,100.91,-0.017096113
14/10/2011,102.65,0.015808665
13/10/2011,101.04,-0.005723888
12/10/2011,101.62,0.00750695
11/10/2011,100.86,-0.010847163
10/10/2011,101.96,0.038695155
07/10/2011,98.09,-0.006503427
06/10/2011,98.73,0.004466559
05/10/2011,98.29,0.034571855
04/10/2011,94.95,0.034391948
03/10/2011,91.74,-0.018789021
30/09/2011,93.48,-0.020435885
29/09/2011,95.41,0.012657062
28/09/2011,94.21,-0.024223908
27/09/2011,96.52,0.015031598
26/09/2011,95.08,0.02308736
23/09/2011,92.91,-0.005902255
22/09/2011,93.46,-0.037795807
21/09/2011,97.06,-0.044827972
20/09/2011,101.51,0.014087535
19/09/2011,100.09,-0.007167776
16/09/2011,100.81,0.008367416
15/09/2011,99.97,0.017762098
14/09/2011,98.21,0.025054148
13/09/2011,95.78,0.01461876
12/09/2011,94.39,-0.003490036
09/09/2011,94.72,-0.024095038
08/09/2011,97.03,-0.013918964
07/09/2011,98.39,0.020640462
06/09/2011,96.38,-0.00228003
02/09/2011,96.6,-0.016325636
01/09/2011,98.19,-0.003050643
31/08/2011,98.49,0.002643352
30/08/2011,98.23,0.009204401
29/08/2011,97.33,0.030672131
26/08/2011,94.39,0.020550868
25/08/2011,92.47,0.00021631
24/08/2011,92.45,0.007382511
23/08/2011,91.77,0.031435903
22/08/2011,88.93,-0.013736326
19/08/2011,90.16,-0.035626623
18/08/2011,93.43,-0.051828311
17/08/2011,98.4,-0.003449329
16/08/2011,98.74,-0.00927426
15/08/2011,99.66,0.010693131
12/08/2011,98.6,0.01409481
11/08/2011,97.22,0.051065947
10/08/2011,92.38,-0.021948314
09/08/2011,94.43,0.033051073
08/08/2011,91.36,-0.053075855
05/08/2011,96.34,-0.014017958
04/08/2011,97.7,-0.042090381
03/08/2011,101.9,0.013137938
02/08/2011,100.57,-0.019106352
01/08/2011,102.51,-0.010963001
29/07/2011,103.64,0.014285263
28/07/2011,102.17,0.004709123
27/07/2011,101.69,-0.021692403
26/07/2011,103.92,-0.011290906
25/07/2011,105.1,-9.5143E-05
22/07/2011,105.11,-0.01959554
21/07/2011,107.19,0.008808153
20/07/2011,106.25,-0.004507473
19/07/2011,106.73,0.008184814
18/07/2011,105.86,-0.010991703
15/07/2011,107.03,0.006561703
14/07/2011,106.33,-0.009081184
13/07/2011,107.3,-0.003906618
12/07/2011,107.72,-0.005923749
11/07/2011,108.36,-0.019284974
08/07/2011,110.47,-0.007485267
07/07/2011,111.3,0.016852804
06/07/2011,109.44,0.009456118
05/07/2011,108.41,-0.005519285
01/07/2011,109.01,0.005703787
30/06/2011,108.39,0.003789809
29/06/2011,107.98,0.017563979
28/06/2011,106.1,0.021627099
27/06/2011,103.83,0.00521438
24/06/2011,103.29,-0.00212766
23/06/2011,103.51,-0.00308672
22/06/2011,103.83,0.000192641
21/06/2011,103.81,0.016413713
20/06/2011,102.12,0.010434193
17/06/2011,101.06,-0.000197883
16/06/2011,101.08,0.006053107
15/06/2011,100.47,-0.016387336
14/06/2011,102.13,0.016486873
13/06/2011,100.46,0.004389472
10/06/2011,100.02,-0.016165374
09/06/2011,101.65,0.016365354
08/06/2011,100,-0.000899595
07/06/2011,100.09,-0.000898787
06/06/2011,100.18,-0.006764849
03/06/2011,100.86,-0.022450823
02/06/2011,103.15,-0.002324006
01/06/2011,103.39,-0.023420274
31/05/2011,105.84,0.007777712
27/05/2011,105.02,0.007071219
26/05/2011,104.28,-0.00287274
25/05/2011,104.58,0.015126258
24/05/2011,103.01,-0.002811305
23/05/2011,103.3,-0.011262573
20/05/2011,104.47,-0.005631667
19/05/2011,105.06,0.005153175
18/05/2011,104.52,0.02234892
17/05/2011,102.21,-0.007990688
16/05/2011,103.03,0.001748592
13/05/2011,102.85,-0.012560552
12/05/2011,104.15,0.005487907
11/05/2011,103.58,-0.015138739
10/05/2011,105.16,0.007061772
09/05/2011,104.42,0.007883898
06/05/2011,103.6,0.006779687
05/05/2011,102.9,-0.003879733
04/05/2011,103.3,-0.016037219
03/05/2011,104.97,-0.004277776
02/05/2011,105.42,-0.009441158
29/04/2011,106.42,-0.007116135
28/04/2011,107.18,0.010127618
27/04/2011,106.1,-0.018859676
26/04/2011,108.12,0.012190166
25/04/2011,106.81,0.002812678
21/04/2011,106.51,0.002632323
20/04/2011,106.23,0.003678035
19/04/2011,105.84,0.028170877
18/04/2011,102.9,-0.002426597
15/04/2011,103.15,0.012683097
14/04/2011,101.85,0.00462531
13/04/2011,101.38,0.008419643
12/04/2011,100.53,-0.008320999
11/04/2011,101.37,-0.009034727
08/04/2011,102.29,-0.002245985
07/04/2011,102.52,-0.005932427
06/04/2011,103.13,0.001067184
05/04/2011,103.02,0.006134093
04/04/2011,102.39,0.004012336
01/04/2011,101.98,0.00373318
31/03/2011,101.6,0.005725018
30/03/2011,101.02,0.000990393
29/03/2011,100.92,0.014673118
28/03/2011,99.45,-0.004214335
25/03/2011,99.87,0.00320931
24/03/2011,99.55,0.008169898
23/03/2011,98.74,0.008645734
22/03/2011,97.89,-0.000408538
21/03/2011,97.93,0.008099701
18/03/2011,97.14,0.006817504
17/03/2011,96.48,0.013355791
16/03/2011,95.2,-0.021407863
15/03/2011,97.26,-0.009109116
14/03/2011,98.15,0.001733545
11/03/2011,97.98,0.013770642
10/03/2011,96.64,-0.01121584
09/03/2011,97.73,-0.000204625
08/03/2011,97.75,0.008527303
07/03/2011,96.92,-0.013731131
04/03/2011,98.26,-0.002439521
03/03/2011,98.5,0.005293172
02/03/2011,97.98,0.002043319
01/03/2011,97.78,-0.016230829
28/02/2011,99.38,0.010926859
25/02/2011,98.3,0.00858199
24/02/2011,97.46,0.004731059
23/02/2011,97,-0.008622513
22/02/2011,97.84,-0.012695037
18/02/2011,99.09,0.007801063
17/02/2011,98.32,0.000915798
16/02/2011,98.23,0.014045031
15/02/2011,96.86,0.000722954
14/02/2011,96.79,-0.002167295
11/02/2011,97,0.015270644
10/02/2011,95.53,0.007987431
09/02/2011,94.77,-0.004316932
08/02/2011,95.18,0.000946024
07/02/2011,95.09,-0.00157621
04/02/2011,95.24,0.004419664
03/02/2011,94.82,-0.002107038
02/02/2011,95.02,-0.002732529
01/02/2011,95.28,0.023790417
31/01/2011,93.04,0.023599595
28/01/2011,90.87,-0.011379924
27/01/2011,91.91,0.004580161
26/01/2011,91.49,0.002736279
