Date,Close,LYB
24/01/2011,35.65,0.016973533
21/01/2011,35.05,-0.010501019
20/01/2011,35.42,-0.00675298
19/01/2011,35.66,-0.023282648
18/01/2011,36.5,-0.003009167
14/01/2011,36.61,0.005752652
13/01/2011,36.4,-0.009297305
12/01/2011,36.74,0.007376075
11/01/2011,36.47,0.034308204
10/01/2011,35.24,0.017750251
07/01/2011,34.62,-0.010059001
06/01/2011,34.97,0.003437414
05/01/2011,34.85,-0.000573723
04/01/2011,34.87,0.008929917
03/01/2011,34.56,0.00464038
31/12/2010,34.4,0.018779895
30/12/2010,33.76,0.01072077
29/12/2010,33.4,0.003599284
28/12/2010,33.28,0.009661911
27/12/2010,32.96,0.000910609
23/12/2010,32.93,-0.000607165
22/12/2010,32.95,0.012213892
21/12/2010,32.55,0.013921339
20/12/2010,32.1,0.007190902
17/12/2010,31.87,0.021247034
16/12/2010,31.2,-0.017474631
15/12/2010,31.75,-0.007530629
14/12/2010,31.99,0.004072049
13/12/2010,31.86,0.024143485
10/12/2010,31.1,0.015881066
09/12/2010,30.61,-0.008134094
08/12/2010,30.86,-0.023696274
07/12/2010,31.6,0.016592595
06/12/2010,31.08,0.018182319
03/12/2010,30.52,0.000983445
02/12/2010,30.49,0.020209401
01/12/2010,29.88,0.022678244
30/11/2010,29.21,-0.018318016
29/11/2010,29.75,0.012514961
26/11/2010,29.38,-0.004076093
24/11/2010,29.5,0.018820059
23/11/2010,28.95,-0.024903214
22/11/2010,29.68,0.031835651
19/11/2010,28.75,0.03756643
18/11/2010,27.69,0.01675203
17/11/2010,27.23,0.019655741
16/11/2010,26.7,-0.035323761
15/11/2010,27.66,0.009444313
12/11/2010,27.4,-0.031965372
11/11/2010,28.29,-0.001765849
10/11/2010,28.34,-0.003522371
09/11/2010,28.44,-0.014313388
08/11/2010,28.85,0.017482963
05/11/2010,28.35,0.03371912
04/11/2010,27.41,0.016924613
03/11/2010,26.95,0.011944898
02/11/2010,26.63,0.023941862
01/11/2010,26,-0.032541653
29/10/2010,26.86,-0.023911384
28/10/2010,27.51,0.010965022
27/10/2010,27.21,-0.018569622
26/10/2010,27.72,-0.008620743
25/10/2010,27.96,0.014772382
22/10/2010,27.55,-0.000362911
21/10/2010,27.56,0.015725319
20/10/2010,27.13,0.022740961
19/10/2010,26.52,-0.008635308
18/10/2010,26.75,0.00938974
15/10/2010,26.5,-0.0194326
14/10/2010,27.02,0.001852195
13/10/2010,26.97,0.025156198
12/10/2010,26.3,0.005337413
11/10/2010,26.16,0.035405371
08/10/2010,25.25,0.03219594
07/10/2010,24.45,0.009451478
06/10/2010,24.22,-0.023261608
05/10/2010,24.79,0.028643529
04/10/2010,24.09,0.009174376
01/10/2010,23.87,-0.001256019
30/09/2010,23.9,0.011784648
29/09/2010,23.62,0.007223316
28/09/2010,23.45,0.015037877
27/09/2010,23.1,0.028096668
24/09/2010,22.46,0.027535028
23/09/2010,21.85,-0.004110533
22/09/2010,21.94,-0.012231183
21/09/2010,22.21,0.000450349
20/09/2010,22.2,-0.00224972
17/09/2010,22.25,0.018141087
16/09/2010,21.85,0.013361176
15/09/2010,21.56,0.002321803
14/09/2010,21.51,0.006062038
13/09/2010,21.38,0.027983804
10/09/2010,20.79,0.004338402
09/09/2010,20.7,-0.013912434
08/09/2010,20.99,0.001430274
07/09/2010,20.96,-0.008077972
03/09/2010,21.13,0.008555185
02/09/2010,20.95,-0.003335719
01/09/2010,21.02,0.025049479
31/08/2010,20.5,0.013752673
30/08/2010,20.22,-0.010821552
27/08/2010,20.44,0.021761492
26/08/2010,20,0.003506139
25/08/2010,19.93,-0.003006014
24/08/2010,19.99,-0.003495634
23/08/2010,20.06,0.00851069
20/08/2010,19.89,0.004535155
19/08/2010,19.8,0
18/08/2010,19.8,0.037565518
17/08/2010,19.07,0.019592896
16/08/2010,18.7,0.037041272
13/08/2010,18.02,0.029281371
12/08/2010,17.5,-0.006266042
11/08/2010,17.61,-0.021349125
10/08/2010,17.99,-0.003329637
09/08/2010,18.05,0.002773927
06/08/2010,18,-0.013245227
05/08/2010,18.24,-0.003284075
04/08/2010,18.3,0.022100347
03/08/2010,17.9,-0.008898835
02/08/2010,18.06,0.00332779
30/07/2010,18,0.003338901
29/07/2010,17.94,0.000557569
28/07/2010,17.93,-0.016593301
27/07/2010,18.23,0.032332805
26/07/2010,17.65,0.050548082
23/07/2010,16.78,0.013801599
22/07/2010,16.55,0.018908767
21/07/2010,16.24,0.003083567
20/07/2010,16.19,-0.01593171
19/07/2010,16.45,0.015314235
16/07/2010,16.2,-0.010439149
15/07/2010,16.37,-0.001830943
14/07/2010,16.4,0
13/07/2010,16.4,0.036006372
12/07/2010,15.82,0.001265022
09/07/2010,15.8,0.048631949
08/07/2010,15.05,0.00332779
07/07/2010,15,-0.003992021
06/07/2010,15.06,-0.027506646
02/07/2010,15.48,-0.00451177
01/07/2010,15.55,-0.037859411
30/06/2010,16.15,-0.006172859
29/06/2010,16.25,-0.037443988
28/06/2010,16.87,0.002968242
25/06/2010,16.82,0.001189768
24/06/2010,16.8,0.00896867
23/06/2010,16.65,-0.011346792
22/06/2010,16.84,-0.015321455
21/06/2010,17.1,-0.006412147
18/06/2010,17.21,-0.005215891
17/06/2010,17.3,-0.019462549
16/06/2010,17.64,-0.01853465
15/06/2010,17.97,0.027074412
14/06/2010,17.49,0.020214376
11/06/2010,17.14,0.009967834
10/06/2010,16.97,0.010663608
09/06/2010,16.79,0.002385213
08/06/2010,16.75,-0.008323473
07/06/2010,16.89,-0.009428473
04/06/2010,17.05,-0.0162889
03/06/2010,17.33,0
02/06/2010,17.33,-0.009761777
01/06/2010,17.5,-0.015310761
28/05/2010,17.77,-0.007289071
27/05/2010,17.9,0.042802539
26/05/2010,17.15,0.034404342
25/05/2010,16.57,-0.01971979
24/05/2010,16.9,0.02092752
21/05/2010,16.55,-0.02092752
20/05/2010,16.9,-0.046251018
19/05/2010,17.7,-0.059760174
18/05/2010,18.79,-0.0031881
17/05/2010,18.85,0.005319161
14/05/2010,18.75,-0.046883586
13/05/2010,19.65,-0.007604599
12/05/2010,19.8,0.046520016
11/05/2010,18.9,-0.005803234
10/05/2010,19.01,0.021803576
07/05/2010,18.6,-0.044685489
06/05/2010,19.45,-0.056958451
05/05/2010,20.59,-0.043247414
04/05/2010,21.5,-0.058707601
03/05/2010,22.8,0.022173857
30/04/2010,22.3,-0.030907537
29/04/2010,23,0.044451763
28/04/2010,22,
