Date,Close,NI
24/01/2011,18.76,0.008027873
21/01/2011,18.61,-0.000537201
20/01/2011,18.62,0.003766483
19/01/2011,18.55,0.001078749
18/01/2011,18.53,-0.002156335
14/01/2011,18.57,0.013008314
13/01/2011,18.33,0.000545703
12/01/2011,18.32,0.004924771
11/01/2011,18.23,0.007709289
10/01/2011,18.09,-0.006611594
07/01/2011,18.21,0.016053486
06/01/2011,17.92,-0.00055788
05/01/2011,17.93,0.003911712
04/01/2011,17.86,0.001681144
03/01/2011,17.83,0.011847811
31/12/2010,17.62,0
30/12/2010,17.62,-0.000567376
29/12/2010,17.63,0.001135074
28/12/2010,17.61,0.003982936
27/12/2010,17.54,0
23/12/2010,17.54,0.001140901
22/12/2010,17.52,0.006298332
21/12/2010,17.41,0.006338252
20/12/2010,17.3,0.011043414
17/12/2010,17.11,-0.008149056
16/12/2010,17.25,0.009318646
15/12/2010,17.09,-0.012213004
14/12/2010,17.3,-0.000577868
13/12/2010,17.31,0.001734606
10/12/2010,17.28,0.011056266
09/12/2010,17.09,0.004104374
08/12/2010,17.02,-0.001174398
07/12/2010,17.04,0.005885832
06/12/2010,16.94,-0.001179941
03/12/2010,16.96,-0.006464906
02/12/2010,17.07,0.002346042
01/12/2010,17.03,0.01777298
30/11/2010,16.73,-0.007740438
29/11/2010,16.86,-0.008269391
26/11/2010,17,-0.003523198
24/11/2010,17.06,0.002935136
23/11/2010,17.01,-0.007613507
22/11/2010,17.14,0.00702579
19/11/2010,17.02,-0.012843142
18/11/2010,17.24,0.005234092
17/11/2010,17.15,0.003504676
16/11/2010,17.09,-0.012790872
15/11/2010,17.31,0.00695655
12/11/2010,17.19,-0.011567509
11/11/2010,17.39,-0.000574878
10/11/2010,17.4,-0.004587164
09/11/2010,17.48,-0.001143511
08/11/2010,17.5,-0.007401115
05/11/2010,17.63,0.006258911
04/11/2010,17.52,0.013214786
03/11/2010,17.29,-0.004616281
02/11/2010,17.37,0.011580905
01/11/2010,17.17,-0.008120694
29/10/2010,17.31,-0.008055279
28/10/2010,17.45,0.008055279
27/10/2010,17.31,-0.013769581
26/10/2010,17.55,-0.009075502
25/10/2010,17.71,0
22/10/2010,17.71,0.001129944
21/10/2010,17.69,-0.009004
20/10/2010,17.85,0.006745388
19/10/2010,17.73,-0.009542593
18/10/2010,17.9,0.006726483
15/10/2010,17.78,-0.002247192
14/10/2010,17.82,0.006756782
13/10/2010,17.7,-0.000564812
12/10/2010,17.71,-0.00338219
11/10/2010,17.77,0.001126126
08/10/2010,17.75,0.007350895
07/10/2010,17.62,0.003980671
06/10/2010,17.55,-0.009075502
05/10/2010,17.71,0.006798893
04/10/2010,17.59,0.000568666
01/10/2010,17.58,0.010291686
30/09/2010,17.4,-0.003442344
29/09/2010,17.46,-0.001716739
28/09/2010,17.49,0.003436429
27/09/2010,17.43,0.005176888
24/09/2010,17.34,0.015693435
23/09/2010,17.07,-0.009329514
22/09/2010,17.23,0.007573587
21/09/2010,17.1,-0.009313222
20/09/2010,17.26,0.01930449
17/09/2010,16.93,0.0035503
16/09/2010,16.87,-0.005910183
15/09/2010,16.97,-0.004703124
14/09/2010,17.05,-0.007013471
13/09/2010,17.17,0.007600154
10/09/2010,17.04,0.001762115
09/09/2010,17.01,0.00471421
08/09/2010,16.93,-0.039379726
07/09/2010,17.61,-0.016892294
03/09/2010,17.91,0.01349093
02/09/2010,17.67,-0.001696353
01/09/2010,17.7,0.01939593
31/08/2010,17.36,0.001152738
30/08/2010,17.34,-0.007469153
27/08/2010,17.47,0.020822036
26/08/2010,17.11,0.012349466
25/08/2010,16.9,0.013103225
24/08/2010,16.68,0.007220248
23/08/2010,16.56,0.003629768
20/08/2010,16.5,-0.009650256
19/08/2010,16.66,-0.017846994
18/08/2010,16.96,0.004728141
17/08/2010,16.88,0.018535658
16/08/2010,16.57,0
13/08/2010,16.57,0.004233451
12/08/2010,16.5,-0.003025721
11/08/2010,16.55,-0.033861269
10/08/2010,17.12,0.007034027
09/08/2010,17,0.011834458
06/08/2010,16.8,-0.001784122
05/08/2010,16.83,0.006557401
04/08/2010,16.72,0.008408458
03/08/2010,16.58,-0.008408458
02/08/2010,16.72,0.013245227
30/07/2010,16.5,-0.001816531
29/07/2010,16.53,-0.008433785
28/07/2010,16.67,-0.017836382
27/07/2010,16.97,0.016637342
26/07/2010,16.69,0.012055601
23/07/2010,16.49,0.010362787
22/07/2010,16.32,0.030484476
21/07/2010,15.83,-0.01566939
20/07/2010,16.08,0.00937214
19/07/2010,15.93,0.020292389
16/07/2010,15.61,-0.025926207
15/07/2010,16.02,0.007518832
14/07/2010,15.9,0.002518893
13/07/2010,15.86,0.003157565
12/07/2010,15.81,-0.001895735
09/07/2010,15.84,0.012067469
08/07/2010,15.65,0.009630893
07/07/2010,15.5,0.036128724
06/07/2010,14.95,0.01754431
02/07/2010,14.69,0.02202429
01/07/2010,14.37,-0.009005949
30/06/2010,14.5,-0.008241805
29/06/2010,14.62,-0.024325524
28/06/2010,14.98,0.004683849
25/06/2010,14.91,0.006054509
24/06/2010,14.82,-0.009402353
23/06/2010,14.96,-0.00798939
22/06/2010,15.08,-0.026179506
21/06/2010,15.48,-0.003868477
18/06/2010,15.54,0
17/06/2010,15.54,0.011650617
16/06/2010,15.36,0.001302932
15/06/2010,15.34,0.020415592
14/06/2010,15.03,-0.001994019
11/06/2010,15.06,0.00666225
10/06/2010,14.96,0.034685558
09/06/2010,14.45,-0.014428282
08/06/2010,14.66,0.015120563
07/06/2010,14.44,0.006252191
04/06/2010,14.35,-0.04163003
03/06/2010,14.96,0.003347844
02/06/2010,14.91,0.023754086
01/06/2010,14.56,-0.02710193
28/05/2010,14.96,0.002677378
27/05/2010,14.92,0.025111601
26/05/2010,14.55,0.01314443
25/05/2010,14.36,-0.026118323
24/05/2010,14.74,-0.008108153
21/05/2010,14.86,0.004045859
20/05/2010,14.8,-0.037139547
19/05/2010,15.36,-0.018704189
18/05/2010,15.65,-0.012698583
17/05/2010,15.85,0.00315956
14/05/2010,15.8,-0.012578782
13/05/2010,16,-0.006851475
12/05/2010,16.11,0.013750217
11/05/2010,15.89,0.003151594
10/05/2010,15.84,0.030771659
07/05/2010,15.36,-0.014221313
06/05/2010,15.58,-0.039023202
05/05/2010,16.2,-0.024391453
04/05/2010,16.6,-0.004208001
03/05/2010,16.67,0.022445589
30/04/2010,16.3,-0.002450982
29/04/2010,16.34,0.010458416
28/04/2010,16.17,-0.006165248
27/04/2010,16.27,-0.020079774
26/04/2010,16.6,-0.006604647
23/04/2010,16.71,0.018116438
22/04/2010,16.41,0
21/04/2010,16.41,-0.00304229
20/04/2010,16.46,0.004261802
19/04/2010,16.39,0.004280043
16/04/2010,16.32,-0.000612557
15/04/2010,16.33,-0.00122399
14/04/2010,16.35,0.006750563
13/04/2010,16.24,-0.002460026
12/04/2010,16.28,0.001844452
09/04/2010,16.25,0.003081667
08/04/2010,16.2,-0.007992665
07/04/2010,16.33,-0.00732157
06/04/2010,16.45,0.009774055
05/04/2010,16.29,0.00801237
01/04/2010,16.16,0.022529113
31/03/2010,15.8,-0.011953587
30/03/2010,15.99,0.001251565
29/03/2010,15.97,0.011968647
26/03/2010,15.78,0.010831581
25/03/2010,15.61,-0.005748978
24/03/2010,15.7,-0.010139504
23/03/2010,15.86,0.010139504
22/03/2010,15.7,-0.001909005
19/03/2010,15.73,-0.001905367
18/03/2010,15.76,-0.004431789
17/03/2010,15.83,0.009520859
16/03/2010,15.68,0.010901038
15/03/2010,15.51,0.001290323
12/03/2010,15.49,-0.005151331
11/03/2010,15.57,0.001285347
10/03/2010,15.55,0.007746972
09/03/2010,15.43,-0.000647878
08/03/2010,15.44,0.003893581
05/03/2010,15.38,0.015727716
04/03/2010,15.14,-0.000660284
03/03/2010,15.15,0.000660284
02/03/2010,15.14,-0.001979545
01/03/2010,15.17,0.009937147
26/02/2010,15.02,0.001999334
25/02/2010,14.99,-0.001333334
24/02/2010,15.01,-0.001996673
23/02/2010,15.04,-0.011239788
22/02/2010,15.21,0.003292726
19/02/2010,15.16,0.010610179
18/02/2010,15,0.002002003
17/02/2010,14.97,-0.002668447
16/02/2010,15.01,0.024959137
12/02/2010,14.64,-0.010193768
11/02/2010,14.79,0.004744163
10/02/2010,14.72,-0.006095515
09/02/2010,14.81,0.015651902
08/02/2010,14.58,-0.006835297
05/02/2010,14.68,-0.003400207
04/02/2010,14.73,-0.025470546
03/02/2010,15.11,-0.003963017
02/02/2010,15.17,0.021319928
01/02/2010,14.85,0.041242959
29/01/2010,14.25,-0.004201687
28/01/2010,14.31,-0.009735821
27/01/2010,14.45,-0.024608214
26/01/2010,14.81,0.009498036
25/01/2010,14.67,0.006153866
22/01/2010,14.58,-0.019695034
21/01/2010,14.87,-0.038910283
20/01/2010,15.46,-0.003873472
19/01/2010,15.52,0.014930495
15/01/2010,15.29,-0.014930495
14/01/2010,15.52,0.001289491
13/01/2010,15.5,0.015604998
12/01/2010,15.26,0.00328192
11/01/2010,15.21,0.01257046
08/01/2010,15.02,-0.005312097
07/01/2010,15.1,-0.012504276
06/01/2010,15.29,-0.011703645
05/01/2010,15.47,-0.002582313
04/01/2010,15.51,0.008417013
31/12/2009,15.38,-0.016763771
30/12/2009,15.64,-0.001277955
29/12/2009,15.66,0.001277955
28/12/2009,15.64,0
24/12/2009,15.64,0.001920001
23/12/2009,15.61,-0.002559182
22/12/2009,15.65,-0.003826535
21/12/2009,15.71,0.016041409
18/12/2009,15.46,0.001942377
17/12/2009,15.43,-0.006459971
16/12/2009,15.53,0.000644122
15/12/2009,15.52,-0.001931124
14/12/2009,15.55,0.00839527
11/12/2009,15.42,0.013712262
10/12/2009,15.21,0.009247094
09/12/2009,15.07,-0.003312358
08/12/2009,15.12,0.001323627
07/12/2009,15.1,0.008646545
04/12/2009,14.97,0.000668226
03/12/2009,14.96,0.006034212
02/12/2009,14.87,0.02726822
01/12/2009,14.47,0.015320634
30/11/2009,14.25,0.002810965
27/11/2009,14.21,-0.018131599
25/11/2009,14.47,0.02732219
24/11/2009,14.08,0.012147345
23/11/2009,13.91,0.012296719
20/11/2009,13.74,-0.004357305
19/11/2009,13.8,-0.013674197
18/11/2009,13.99,-0.009249443
17/11/2009,14.12,0.005681833
16/11/2009,14.04,0.008583744
13/11/2009,13.92,0.024728533
12/11/2009,13.58,0.000736648
11/11/2009,13.57,-0.001472754
10/11/2009,13.59,0.004424786
09/11/2009,13.53,0.011896051
06/11/2009,13.37,0
05/11/2009,13.37,0.023459267
04/11/2009,13.06,0.00076599
03/11/2009,13.05,0.006149135
02/11/2009,12.97,0.0038625
30/10/2009,12.92,-0.029739134
29/10/2009,13.31,0.016667052
28/10/2009,13.09,-0.028616411
27/10/2009,13.47,0.011198325
26/10/2009,13.32,-0.002998503
23/10/2009,13.36,-0.024400471
22/10/2009,13.69,0.002926118
21/10/2009,13.65,-0.010929071
20/10/2009,13.8,-0.012959145
19/10/2009,13.98,0.009342504
16/10/2009,13.85,-0.002163722
15/10/2009,13.88,0
14/10/2009,13.88,-0.006463218
13/10/2009,13.97,-0.007843177
12/10/2009,14.08,0.007127614
09/10/2009,13.98,0.005738897
08/10/2009,13.9,0.010850016
07/10/2009,13.75,0.003642991
06/10/2009,13.7,0.002923979
05/10/2009,13.66,0.015492748
02/10/2009,13.45,-0.010355122
01/10/2009,13.59,-0.021834929
30/09/2009,13.89,-0.001438849
29/09/2009,13.91,0.007939414
28/09/2009,13.8,0.00873368
25/09/2009,13.68,0.002195391
24/09/2009,13.65,0.002200221
23/09/2009,13.62,0.010332195
22/09/2009,13.48,0.000742115
21/09/2009,13.47,-0.000742115
18/09/2009,13.48,-0.004441162
17/09/2009,13.54,-0.012477226
16/09/2009,13.71,0.01026402
15/09/2009,13.57,0.02160233
14/09/2009,13.28,0.011359456
11/09/2009,13.13,-0.018113703
10/09/2009,13.37,0.005249356
09/09/2009,13.3,0.006789917
08/09/2009,13.21,0.003032603
04/09/2009,13.17,0.003803732
03/09/2009,13.12,0.009188426
02/09/2009,13,-0.011472401
01/09/2009,13.15,-0.00455236
31/08/2009,13.21,-0.017261217
28/08/2009,13.44,-0.00297177
27/08/2009,13.48,-0.005917177
26/08/2009,13.56,-0.004415018
25/08/2009,13.62,0.002941179
24/08/2009,13.58,0.000736648
21/08/2009,13.57,0.028402507
20/08/2009,13.19,0.006846737
19/08/2009,13.1,0.011516442
18/08/2009,12.95,0.003093583
17/08/2009,12.91,-0.014610025
14/08/2009,13.1,-0.009118604
13/08/2009,13.22,0.005309076
12/08/2009,13.15,-0.006820792
11/08/2009,13.24,0
10/08/2009,13.24,0.011393971
07/08/2009,13.09,0.022403409
06/08/2009,12.8,-0.013193827
05/08/2009,12.97,-0.028877387
04/08/2009,13.35,0.018141087
03/08/2009,13.11,0.016923481
31/07/2009,12.89,-0.005415874
30/07/2009,12.96,0.013204075
29/07/2009,12.79,-0.027758143
28/07/2009,13.15,-0.015094626
27/07/2009,13.35,0.00375235
24/07/2009,13.3,0.012864347
23/07/2009,13.13,0.02858441
22/07/2009,12.76,0.00313972
21/07/2009,12.72,0.01027271
20/07/2009,12.59,0.024930925
17/07/2009,12.28,0.004897969
16/07/2009,12.22,0.009042396
15/07/2009,12.11,0.030178317
14/07/2009,11.75,0.000851426
13/07/2009,11.74,0.015450951
10/07/2009,11.56,-0.002591794
09/07/2009,11.59,-0.004304785
08/07/2009,11.64,-0.005995735
07/07/2009,11.71,-0.022795415
06/07/2009,11.98,0.020236778
02/07/2009,11.74,-0.033503971
01/07/2009,12.14,0.040341605
30/06/2009,11.66,0
29/06/2009,11.66,0.01730147
26/06/2009,11.46,-0.00174368
25/06/2009,11.48,0.017575145
24/06/2009,11.28,-0.00177148
23/06/2009,11.3,-0.015803665
22/06/2009,11.48,0.009628083
19/06/2009,11.37,-0.007884404
18/06/2009,11.46,0.023842189
17/06/2009,11.19,0.005376357
16/06/2009,11.13,-0.009834679
15/06/2009,11.24,-0.027206593
12/06/2009,11.55,0.014828008
11/06/2009,11.38,0.02311214
10/06/2009,11.12,0.015405833
09/06/2009,10.95,-0.014506147
08/06/2009,11.11,0.015419807
05/06/2009,10.94,-0.003649639
04/06/2009,10.98,0.00273598
03/06/2009,10.95,-0.013605652
02/06/2009,11.1,0.003610112
01/06/2009,11.06,0.034026271
29/05/2009,10.69,-0.004666364
28/05/2009,10.74,0.022599832
27/05/2009,10.5,-0.031867739
26/05/2009,10.84,0.034728971
22/05/2009,10.47,-0.000954654
21/05/2009,10.48,-0.014211513
20/05/2009,10.63,-0.006563549
19/05/2009,10.7,0.001870908
18/05/2009,10.68,0.00375235
15/05/2009,10.64,-0.021386217
14/05/2009,10.87,0.008314136
13/05/2009,10.78,-0.0319516
12/05/2009,11.13,-0.003587448
11/05/2009,11.17,-0.020381742
08/05/2009,11.4,0.018592833
07/05/2009,11.19,-0.018592833
06/05/2009,11.4,-0.001752849
05/05/2009,11.42,-0.005240187
04/05/2009,11.48,0.021127546
01/05/2009,11.24,0.022493076
30/04/2009,10.99,0.005474466
29/04/2009,10.93,0.011039671
28/04/2009,10.81,-0.021958796
27/04/2009,11.05,0.019187432
24/04/2009,10.84,0.016744577
23/04/2009,10.66,0.013220211
22/04/2009,10.52,-0.004741593
21/04/2009,10.57,0.019102778
20/04/2009,10.37,-0.02664287
17/04/2009,10.65,0.002820876
16/04/2009,10.62,0.013270337
15/04/2009,10.48,0.014416396
14/04/2009,10.33,-0.006753523
13/04/2009,10.4,0.000962001
09/04/2009,10.39,0.017476173
08/04/2009,10.21,0.023787048
07/04/2009,9.97,-0.001002506
06/04/2009,9.98,-0.012941943
03/04/2009,10.11,0.00297177
02/04/2009,10.08,0.00896867
01/04/2009,9.99,0.019202207
31/03/2009,9.8,0.0102565
30/03/2009,9.7,-0.037434821
27/03/2009,10.07,-0.018692133
26/03/2009,10.26,0.015717416
25/03/2009,10.1,0.009950331
24/03/2009,10,-0.030529205
23/03/2009,10.31,0.067193189
20/03/2009,9.64,-0.006204777
19/03/2009,9.7,0.006204777
18/03/2009,9.64,0.017792201
17/03/2009,9.47,0.024587022
16/03/2009,9.24,0.024097552
13/03/2009,9.02,0.020157457
12/03/2009,8.84,0.034525869
11/03/2009,8.54,-0.02085823
10/03/2009,8.72,0.045755782
09/03/2009,8.33,0.019394547
06/03/2009,8.17,0.038682302
05/03/2009,7.86,-0.068823222
04/03/2009,8.42,0.052419068
03/03/2009,7.99,-0.039268849
02/03/2009,8.31,-0.051594092
27/02/2009,8.75,-0.019242246
26/02/2009,8.92,-0.019978467
25/02/2009,9.1,-0.006571765
24/02/2009,9.16,0.074780015
23/02/2009,8.5,-0.023256862
20/02/2009,8.7,-0.011428696
19/02/2009,8.8,-0.013544225
18/02/2009,8.92,-0.061942666
17/02/2009,9.49,-0.069203597
13/02/2009,10.17,-0.003925422
12/02/2009,10.21,-0.01554939
11/02/2009,10.37,-0.015311304
10/02/2009,10.53,-0.024391453
09/02/2009,10.79,0.001855288
06/02/2009,10.77,0.008391658
05/02/2009,10.68,0.004692641
04/02/2009,10.63,0.086412907
03/02/2009,9.75,0.038687522
02/02/2009,9.38,-0.031482138
30/01/2009,9.68,-0.101115983
29/01/2009,10.71,-0.009293747
28/01/2009,10.81,-0.026473477
27/01/2009,11.1,0.020938407
26/01/2009,10.87,0.036538022
23/01/2009,10.48,0.00478241
22/01/2009,10.43,-0.008591938
21/01/2009,10.52,0.01339733
20/01/2009,10.38,-0.031297007
16/01/2009,10.71,0.011267725
15/01/2009,10.59,-0.007525906
14/01/2009,10.67,-0.014883996
13/01/2009,10.83,-0.014665707
12/01/2009,10.99,-0.008155913
09/01/2009,11.08,0.012715884
08/01/2009,10.94,0.013806018
07/01/2009,10.79,-0.032819719
06/01/2009,11.15,-0.001792115
05/01/2009,11.17,
