Date,Close,EW
05/06/2013,66.57,0.017731767
04/06/2013,65.4,-0.012762252
03/06/2013,66.24,-0.003315753
31/05/2013,66.46,0.02298252
30/05/2013,64.95,0.011303054
29/05/2013,64.22,-0.014991394
28/05/2013,65.19,-0.00520197
24/05/2013,65.53,-0.00289524
23/05/2013,65.72,0.021843662
22/05/2013,64.3,-0.026095111
21/05/2013,66,-0.005590405
20/05/2013,66.37,-0.010342594
17/05/2013,67.06,-0.022850556
16/05/2013,68.61,-0.03621147
15/05/2013,71.14,-0.006026225
14/05/2013,71.57,0.060921578
13/05/2013,67.34,-0.007839697
10/05/2013,67.87,0.016939484
09/05/2013,66.73,0.019368135
08/05/2013,65.45,0.022559671
07/05/2013,63.99,0.005170399
06/05/2013,63.66,0.007093905
03/05/2013,63.21,-0.015384919
02/05/2013,64.19,0.026041083
01/05/2013,62.54,-0.019790086
30/04/2013,63.79,-0.007652103
29/04/2013,64.28,0.001712729
26/04/2013,64.17,-0.01883353
25/04/2013,65.39,0.012154931
24/04/2013,64.6,-0.248334416
23/04/2013,82.81,-0.00985348
22/04/2013,83.63,0.006116961
19/04/2013,83.12,0.004461333
18/04/2013,82.75,-0.013682403
17/04/2013,83.89,-0.012320971
16/04/2013,84.93,0.015066422
15/04/2013,83.66,-0.013534577
12/04/2013,84.8,0.0116239
11/04/2013,83.82,0.008867643
10/04/2013,83.08,-0.006119897
09/04/2013,83.59,0.023849566
08/04/2013,81.62,0.002699057
05/04/2013,81.4,-0.012452853
04/04/2013,82.42,-0.012059963
03/04/2013,83.42,0.003241883
02/04/2013,83.15,0.010396612
01/04/2013,82.29,0.001581028
28/03/2013,82.16,0.00573697
27/03/2013,81.69,-0.00354372
26/03/2013,81.98,0.003298922
25/03/2013,81.71,-0.005857247
22/03/2013,82.19,0.003290479
21/03/2013,81.92,0.012158578
20/03/2013,80.93,0.028449817
19/03/2013,78.66,-0.031903625
18/03/2013,81.21,-0.011995248
15/03/2013,82.19,-0.038078241
14/03/2013,85.38,-0.022925631
13/03/2013,87.36,-0.006958335
12/03/2013,87.97,-0.001136106
11/03/2013,88.07,-0.025005508
08/03/2013,90.3,0.015512838
07/03/2013,88.91,0.00011248
06/03/2013,88.9,0.01450286
05/03/2013,87.62,0.011709467
04/03/2013,86.6,0.005790404
01/03/2013,86.1,0.0019764
28/02/2013,85.93,-0.005801826
27/02/2013,86.43,-0.004271784
26/02/2013,86.8,0.003462208
25/02/2013,86.5,0.001504021
22/02/2013,86.37,0.008020967
21/02/2013,85.68,-0.008252502
20/02/2013,86.39,-0.003581955
19/02/2013,86.7,0.003929278
15/02/2013,86.36,0.000115801
14/02/2013,86.35,-0.008188732
13/02/2013,87.06,-0.004126553
12/02/2013,87.42,0.004241423
11/02/2013,87.05,-0.001950996
08/02/2013,87.22,0.014086366
07/02/2013,86,-0.009259325
06/02/2013,86.8,0.000576203
05/02/2013,86.75,-0.070214028
04/02/2013,93.06,-0.003753959
01/02/2013,93.41,0.037966816
31/01/2013,89.93,-0.001444525
30/01/2013,90.06,-0.003768153
29/01/2013,90.4,-0.001547475
28/01/2013,90.54,-0.016974618
25/01/2013,92.09,0.005225924
24/01/2013,91.61,0.010093339
23/01/2013,90.69,-0.014015339
22/01/2013,91.97,-0.027772117
18/01/2013,94.56,0.032786298
17/01/2013,91.51,0.002187945
16/01/2013,91.31,0.013673165
15/01/2013,90.07,-0.014658333
14/01/2013,91.4,-0.004257881
11/01/2013,91.79,-0.002611252
10/01/2013,92.03,-0.012633111
09/01/2013,93.2,0.006782607
08/01/2013,92.57,-0.020634719
07/01/2013,94.5,0.019770882
04/01/2013,92.65,0.001404115
03/01/2013,92.52,0.004115678
02/01/2013,92.14,0.021612382
31/12/2012,90.17,0.010031292
28/12/2012,89.27,-0.019743321
27/12/2012,91.05,0.007717789
26/12/2012,90.35,-0.015812342
24/12/2012,91.79,-0.003480156
21/12/2012,92.11,-0.002060627
20/12/2012,92.3,0.003255564
19/12/2012,92,0.000543626
18/12/2012,91.95,0.000870417
17/12/2012,91.87,0.009295272
14/12/2012,91.02,0.005839915
13/12/2012,90.49,-0.001104484
12/12/2012,90.59,-0.012614657
11/12/2012,91.74,-0.003699275
10/12/2012,92.08,0.007850019
07/12/2012,91.36,0.002630427
06/12/2012,91.12,0.005723106
05/12/2012,90.6,-0.009884759
04/12/2012,91.5,0.055963371
03/12/2012,86.52,-0.002885339
30/11/2012,86.77,0.033158682
29/11/2012,83.94,-0.000476417
28/11/2012,83.98,-0.000952154
27/11/2012,84.06,-0.005930512
26/11/2012,84.56,-0.012223942
23/11/2012,85.6,0.022446306
21/11/2012,83.7,-0.017527687
20/11/2012,85.18,0.001762529
19/11/2012,85.03,-0.008315326
16/11/2012,85.74,-0.006162452
15/11/2012,86.27,0.007913459
14/11/2012,85.59,-0.024923408
13/11/2012,87.75,0.012499446
12/11/2012,86.66,-0.011929483
09/11/2012,87.7,0.012275723
08/11/2012,86.63,-0.028000919
07/11/2012,89.09,-0.010717977
06/11/2012,90.05,0.007244389
05/11/2012,89.4,0.017717554
02/11/2012,87.83,0.002964654
01/11/2012,87.57,0.008486289
31/10/2012,86.83,-0.003678588
26/10/2012,87.15,0.001837602
25/10/2012,86.99,0.008891
24/10/2012,86.22,0.013545279
23/10/2012,85.06,-0.016903124
22/10/2012,86.51,0.004286135
19/10/2012,86.14,-0.006941259
18/10/2012,86.74,-0.012146362
17/10/2012,87.8,-0.010761928
16/10/2012,88.75,0.01658752
15/10/2012,87.29,0.002179025
12/10/2012,87.1,0.010618752
11/10/2012,86.18,-0.018737257
10/10/2012,87.81,0.037241123
09/10/2012,84.6,-0.238719021
08/10/2012,107.41,-0.00963595
05/10/2012,108.45,-0.011915815
04/10/2012,109.75,0.003468423
03/10/2012,109.37,0.012327663
02/10/2012,108.03,0.00240964
01/10/2012,107.77,0.003718513
28/09/2012,107.37,0.017380305
27/09/2012,105.52,0.025337248
26/09/2012,102.88,-0.014857967
25/09/2012,104.42,0.000287343
24/09/2012,104.39,-0.013889112
21/09/2012,105.85,0.022548008
20/09/2012,103.49,-0.004819751
19/09/2012,103.99,-9.61585E-05
18/09/2012,104,0
17/09/2012,104,-0.010521379
14/09/2012,105.1,-0.001331178
13/09/2012,105.24,-0.003888288
12/09/2012,105.65,-0.003213006
11/09/2012,105.99,-0.012470276
10/09/2012,107.32,-0.013880116
07/09/2012,108.82,0.018549966
06/09/2012,106.82,0.027235161
05/09/2012,103.95,-0.002785919
04/09/2012,104.24,0.020645269
31/08/2012,102.11,0.00107785
30/08/2012,102,0.001766265
29/08/2012,101.82,0.007294266
28/08/2012,101.08,0.008145471
27/08/2012,100.26,0.010830431
24/08/2012,99.18,-0.00120919
23/08/2012,99.3,-0.00311699
22/08/2012,99.61,-0.000602168
21/08/2012,99.67,0.003417089
20/08/2012,99.33,-0.011013327
17/08/2012,100.43,0.02653639
16/08/2012,97.8,-0.003877952
15/08/2012,98.18,0.00623246
14/08/2012,97.57,-0.002967817
13/08/2012,97.86,-0.003162784
10/08/2012,98.17,-0.001323357
09/08/2012,98.3,-0.020041962
08/08/2012,100.29,-0.008143044
07/08/2012,101.11,0.006847642
06/08/2012,100.42,-0.008922435
03/08/2012,101.32,0.020138254
02/08/2012,99.3,-0.00752449
01/08/2012,100.05,-0.011428696
31/07/2012,101.2,-0.021892978
30/07/2012,103.44,-0.016776504
27/07/2012,105.19,0.025515272
26/07/2012,102.54,-0.024278649
25/07/2012,105.06,0.062953383
24/07/2012,98.65,-0.018479988
23/07/2012,100.49,-0.005952989
20/07/2012,101.09,-0.016968677
19/07/2012,102.82,0.007027161
18/07/2012,102.1,-0.01110365
17/07/2012,103.24,0.021539897
16/07/2012,101.04,-0.003951013
13/07/2012,101.44,0.006130742
12/07/2012,100.82,-0.007805207
11/07/2012,101.61,0.00177305
10/07/2012,101.43,-0.018655617
09/07/2012,103.34,0.013836331
06/07/2012,101.92,-0.024424552
05/07/2012,104.44,0.00470273
03/07/2012,103.95,-0.00249808
02/07/2012,104.21,0.008770718
29/06/2012,103.3,0.020736267
28/06/2012,101.18,-0.00630544
27/06/2012,101.82,0.003344814
26/06/2012,101.48,-0.006580587
25/06/2012,102.15,0.005792564
22/06/2012,101.56,0.019989726
21/06/2012,99.55,-0.02313562
20/06/2012,101.88,-0.005872007
19/06/2012,102.48,0.017919156
18/06/2012,100.66,0.031691016
15/06/2012,97.52,0.006584386
14/06/2012,96.88,0.067681357
13/06/2012,90.54,-0.00297767
12/06/2012,90.81,0.031432597
11/06/2012,88,-0.002610227
08/06/2012,88.23,0.011513379
07/06/2012,87.22,0.010140672
06/06/2012,86.34,-0.009567245
05/06/2012,87.17,0.034902872
04/06/2012,84.18,-0.00462223
01/06/2012,84.57,-0.009415157
31/05/2012,85.37,-0.004674544
30/05/2012,85.77,-0.020312297
29/05/2012,87.53,0.001486309
25/05/2012,87.4,0.000801236
24/05/2012,87.33,0.026454728
23/05/2012,85.05,0.018871844
22/05/2012,83.46,-0.007639092
21/05/2012,84.1,0.026629684
18/05/2012,81.89,-0.008632797
17/05/2012,82.6,-0.005914677
16/05/2012,83.09,-0.003364175
15/05/2012,83.37,-0.008361253
14/05/2012,84.07,-0.007229661
11/05/2012,84.68,0.007467586
10/05/2012,84.05,-0.01651955
09/05/2012,85.45,0.000585309
08/05/2012,85.4,-0.001053309
07/05/2012,85.49,0.005865808
04/05/2012,84.99,-0.013091946
03/05/2012,86.11,-0.001508558
02/05/2012,86.24,0.017074441
01/05/2012,84.78,0.021580569
30/04/2012,82.97,0.003380421
27/04/2012,82.69,0.011799906
26/04/2012,81.72,-0.001467352
25/04/2012,81.84,0.10979632
24/04/2012,73.33,-0.000409026
23/04/2012,73.36,-0.000136305
20/04/2012,73.37,0.006015056
19/04/2012,72.93,0.00302115
18/04/2012,72.71,0.018601314
17/04/2012,71.37,0.041920164
16/04/2012,68.44,-0.001605957
13/04/2012,68.55,-0.057401516
12/04/2012,72.6,0.013171768
11/04/2012,71.65,0.014621377
10/04/2012,70.61,-0.008321041
09/04/2012,71.2,-0.011034402
05/04/2012,71.99,0.001390047
04/04/2012,71.89,-0.017511651
03/04/2012,73.16,-0.006132063
02/04/2012,73.61,0.012026932
30/03/2012,72.73,-0.002060299
29/03/2012,72.88,-0.001782165
28/03/2012,73.01,-0.014414174
27/03/2012,74.07,-0.019254506
26/03/2012,75.51,0.057649315
23/03/2012,71.28,-0.003081667
22/03/2012,71.5,0.00575077
21/03/2012,71.09,-0.000843645
20/03/2012,71.15,0.009461343
19/03/2012,70.48,-0.013248961
16/03/2012,71.42,0.019939853
15/03/2012,70.01,0.004581254
14/03/2012,69.69,0.005611929
13/03/2012,69.3,0.000866176
12/03/2012,69.24,0.004632319
09/03/2012,68.92,0.005674806
08/03/2012,68.53,0.001460281
07/03/2012,68.43,-0.005537758
06/03/2012,68.81,-0.028509917
05/03/2012,70.8,-0.005914677
02/03/2012,71.22,-0.015050451
01/03/2012,72.3,-0.01141455
29/02/2012,73.13,-0.002731123
28/02/2012,73.33,-0.003267532
27/02/2012,73.57,-0.009335115
24/02/2012,74.26,0.007705344
23/02/2012,73.69,-0.00918553
22/02/2012,74.37,-0.003623922
21/02/2012,74.64,-0.012911993
17/02/2012,75.61,-0.008560005
16/02/2012,76.26,0.005390849
15/02/2012,75.85,0.025639006
14/02/2012,73.93,-0.002701609
13/02/2012,74.13,0.003513517
10/02/2012,73.87,0.007609766
09/02/2012,73.31,-0.009368068
08/02/2012,74,0.005012542
07/02/2012,73.63,0.015190165
06/02/2012,72.52,0.013605652
03/02/2012,71.54,-0.120110025
02/02/2012,80.67,-0.012564836
01/02/2012,81.69,-0.011925184
31/01/2012,82.67,0.054692391
30/01/2012,78.27,-0.011559354
27/01/2012,79.18,0.011559354
26/01/2012,78.27,-0.009283465
25/01/2012,79,0.005839803
24/01/2012,78.54,-0.009756175
23/01/2012,79.31,0.028001574
20/01/2012,77.12,-0.009934925
19/01/2012,77.89,0.002699751
18/01/2012,77.68,0.072465497
17/01/2012,72.25,-0.013199697
13/01/2012,73.21,-0.012758045
12/01/2012,74.15,-0.001886285
11/01/2012,74.29,-0.001345171
10/01/2012,74.39,0.023943465
09/01/2012,72.63,-0.003436193
06/01/2012,72.88,0.01284282
05/01/2012,71.95,0.01554762
04/01/2012,70.84,-0.016242306
03/01/2012,72,0.018220546
30/12/2011,70.7,-0.010132369
29/12/2011,71.42,0.018369882
28/12/2011,70.12,-0.008378946
27/12/2011,70.71,-0.003811142
23/12/2011,70.98,0.008062849
22/12/2011,70.41,0.005411577
21/12/2011,70.03,-0.006121451
20/12/2011,70.46,0.04143719
19/12/2011,67.6,0.003111344
16/12/2011,67.39,0.016306742
15/12/2011,66.3,0.006354992
14/12/2011,65.88,-0.018796133
13/12/2011,67.13,-0.010668348
12/12/2011,67.85,0.050169154
09/12/2011,64.53,0.011063611
08/12/2011,63.82,-0.015393292
07/12/2011,64.81,-0.005692761
06/12/2011,65.18,-0.000920104
05/12/2011,65.24,0.003839366
02/12/2011,64.99,-0.02791867
01/12/2011,66.83,0.012042897
30/11/2011,66.03,0.038596949
29/11/2011,63.53,-0.005180952
28/11/2011,63.86,0.021526631
25/11/2011,62.5,-0.007174204
23/11/2011,62.95,-0.001745894
22/11/2011,63.06,-0.016669674
21/11/2011,64.12,0.017304191
18/11/2011,63.02,-0.010418405
17/11/2011,63.68,-0.025886899
16/11/2011,65.35,-0.051010163
15/11/2011,68.77,-0.02228865
14/11/2011,70.32,-0.003548872
11/11/2011,70.57,0.022208807
10/11/2011,69.02,-0.03809443
09/11/2011,71.7,-0.061920033
08/11/2011,76.28,0.000918093
07/11/2011,76.21,-0.003013432
04/11/2011,76.44,-0.004698521
03/11/2011,76.8,0.032152005
02/11/2011,74.37,0.011631183
01/11/2011,73.51,-0.02565104
31/10/2011,75.42,-0.008450011
28/10/2011,76.06,0.007919788
27/10/2011,75.46,0.025637267
26/10/2011,73.55,0.008328262
25/10/2011,72.94,-0.034495471
24/10/2011,75.5,0.028481237
21/10/2011,73.38,0.0189853
20/10/2011,72,0.060251428
19/10/2011,67.79,-0.034363657
18/10/2011,70.16,0.023506742
17/10/2011,68.53,-0.049394513
14/10/2011,72,0.010752041
13/10/2011,71.23,0.004784698
12/10/2011,70.89,-0.011082389
11/10/2011,71.68,-0.007089763
10/10/2011,72.19,0.002218833
07/10/2011,72.03,0.023742072
06/10/2011,70.34,0.017785896
05/10/2011,69.1,-0.011081642
04/10/2011,69.87,0.020971193
03/10/2011,68.42,-0.040950604
30/09/2011,71.28,0.005627477
29/09/2011,70.88,-0.068033043
28/09/2011,75.87,-0.025377118
27/09/2011,77.82,0.015540328
26/09/2011,76.62,0.027522245
23/09/2011,74.54,-0.001742511
22/09/2011,74.67,-0.023950864
21/09/2011,76.48,-0.026069356
20/09/2011,78.5,0.016051709
19/09/2011,77.25,0.001165728
16/09/2011,77.16,0.010946161
15/09/2011,76.32,0.022392456
14/09/2011,74.63,0.015801531
13/09/2011,73.46,0.031388681
12/09/2011,71.19,0.010591075
09/09/2011,70.44,-0.036793448
08/09/2011,73.08,-0.022728251
07/09/2011,74.76,0.022591424
06/09/2011,73.09,0.005350174
02/09/2011,72.7,-0.024860344
01/09/2011,74.53,-0.012268456
31/08/2011,75.45,0.012402639
30/08/2011,74.52,-0.001072961
29/08/2011,74.6,0.013767258
26/08/2011,73.58,0.03724387
25/08/2011,70.89,-0.019556427
24/08/2011,72.29,0.022381687
23/08/2011,70.69,0.038208353
22/08/2011,68.04,0.004566554
19/08/2011,67.73,0.007855966
18/08/2011,67.2,-0.02672307
17/08/2011,69.02,0.006687043
16/08/2011,68.56,-0.011312666
15/08/2011,69.34,0.002743882
12/08/2011,69.15,0.045260609
11/08/2011,66.09,0.050584783
10/08/2011,62.83,-0.049676518
09/08/2011,66.03,0.032320449
08/08/2011,63.93,-0.06743788
05/08/2011,68.39,-0.004813663
04/08/2011,68.72,-0.046625841
03/08/2011,72,0.025317808
02/08/2011,70.2,0.000569963
01/08/2011,70.16,-0.016818996
29/07/2011,71.35,-0.015437342
28/07/2011,72.46,0.011939612
27/07/2011,71.6,-0.032699712
26/07/2011,73.98,-0.005526738
25/07/2011,74.39,-0.04623279
22/07/2011,77.91,-0.057849856
21/07/2011,82.55,-0.058577421
20/07/2011,87.53,-0.023931608
19/07/2011,89.65,-0.00044608
18/07/2011,89.69,0.008397295
15/07/2011,88.94,-0.011291975
14/07/2011,89.95,-0.004547731
13/07/2011,90.36,0.00510375
12/07/2011,89.9,-0.002555131
11/07/2011,90.13,-0.008616934
08/07/2011,90.91,-0.001978023
07/07/2011,91.09,0.002638234
06/07/2011,90.85,0.018440869
05/07/2011,89.19,0.012636973
01/07/2011,88.07,0.010157006
30/06/2011,87.18,0.018523336
29/06/2011,85.58,0.001520201
28/06/2011,85.45,0.000702412
27/06/2011,85.39,0.007405265
24/06/2011,84.76,-0.002827523
23/06/2011,85,0.00294551
22/06/2011,84.75,0.005917177
21/06/2011,84.25,0.003924605
20/06/2011,83.92,-0.001071875
17/06/2011,84.01,0.00932798
16/06/2011,83.23,-0.007779346
15/06/2011,83.88,-0.020064405
14/06/2011,85.58,0.023647354
13/06/2011,83.58,-0.007390664
10/06/2011,84.2,-0.026486958
09/06/2011,86.46,0.006032501
08/06/2011,85.94,-0.006148155
07/06/2011,86.47,0.005333964
06/06/2011,86.01,-0.004986963
03/06/2011,86.44,-0.005882709
02/06/2011,86.95,-0.007447757
01/06/2011,87.6,-0.012817053
31/05/2011,88.73,0.007352558
27/05/2011,88.08,0.004779797
26/05/2011,87.66,-0.005347302
25/05/2011,88.13,0.002499433
24/05/2011,87.91,-0.002953205
23/05/2011,88.17,-0.002944509
20/05/2011,88.43,-0.015707717
19/05/2011,89.83,0.00368037
18/05/2011,89.5,0.011575114
17/05/2011,88.47,-0.009225988
16/05/2011,89.29,0.011715804
13/05/2011,88.25,-0.01104361
12/05/2011,89.23,0.01410779
11/05/2011,87.98,-0.007473707
10/05/2011,88.64,0.00645127
09/05/2011,88.07,-0.00147501
06/05/2011,88.2,0.018307147
05/05/2011,86.6,0.012432624
04/05/2011,85.53,0.001286926
03/05/2011,85.42,-0.008625767
02/05/2011,86.16,-0.002202772
29/04/2011,86.35,0.024620235
28/04/2011,84.25,0.003328977
27/04/2011,83.97,0.007650964
26/04/2011,83.33,-0.005743704
25/04/2011,83.81,0.005383754
21/04/2011,83.36,-0.011924778
20/04/2011,84.36,0.03069387
19/04/2011,81.81,0.002570224
18/04/2011,81.6,-0.028392122
15/04/2011,83.95,0.00059577
14/04/2011,83.9,-0.006652436
13/04/2011,84.46,0.014309808
12/04/2011,83.26,-0.001080367
11/04/2011,83.35,0.003485371
08/04/2011,83.06,0.003376752
07/04/2011,82.78,0.006301524
06/04/2011,82.26,0
05/04/2011,82.26,-0.038397468
04/04/2011,85.48,-0.006878488
01/04/2011,86.07,-0.0107472
31/03/2011,87,-0.010519191
30/03/2011,87.92,-0.000909504
29/03/2011,88,-0.00272356
28/03/2011,88.24,-0.002942177
25/03/2011,88.5,0.035656451
24/03/2011,85.4,0.002931694
23/03/2011,85.15,-0.017116329
22/03/2011,86.62,-0.011706779
21/03/2011,87.64,0.016451335
18/03/2011,86.21,-0.010615076
17/03/2011,87.13,0.010035265
16/03/2011,86.26,0.000347846
15/03/2011,86.23,-0.025532327
14/03/2011,88.46,-0.009115013
11/03/2011,89.27,0.01160511
10/03/2011,88.24,-0.034747371
09/03/2011,91.36,0.012224149
08/03/2011,90.25,0.004664602
07/03/2011,89.83,0.003568644
04/03/2011,89.51,-0.015079563
03/03/2011,90.87,0.02428277
02/03/2011,88.69,0.04284889
01/03/2011,84.97,-0.000823481
28/02/2011,85.04,-0.015865942
25/02/2011,86.4,0.021289844
24/02/2011,84.58,-0.006599128
23/02/2011,85.14,-0.023907371
22/02/2011,87.2,-0.026034294
18/02/2011,89.5,0.003918281
17/02/2011,89.15,0.010146648
16/02/2011,88.25,-0.004409527
15/02/2011,88.64,-0.003153866
14/02/2011,88.92,0.000562461
11/02/2011,88.87,0.004172076
10/02/2011,88.5,0.005665738
09/02/2011,88,-0.00056802
08/02/2011,88.05,0.015797032
07/02/2011,86.67,0.008458425
04/02/2011,85.94,0.004548378
03/02/2011,85.55,-0.008960321
02/02/2011,86.32,0.004411943
01/02/2011,85.94,0.019386144
31/01/2011,84.29,0.0132563
28/01/2011,83.18,-0.020702703
27/01/2011,84.92,0.001178273
