Date,Close,FDO
10/12/2013,65.36,-0.005036256
09/12/2013,65.69,-0.004404959
06/12/2013,65.98,-0.024256317
05/12/2013,67.6,-0.022525451
04/12/2013,69.14,0
03/12/2013,69.14,-0.00260003
02/12/2013,69.32,-0.006470653
29/11/2013,69.77,-0.005289127
27/11/2013,70.14,-0.005544907
26/11/2013,70.53,-0.004244489
25/11/2013,70.83,0.004102715
22/11/2013,70.54,0.004546754
21/11/2013,70.22,0.003280796
20/11/2013,69.99,-0.005698833
19/11/2013,70.39,0.00469919
18/11/2013,70.06,0.000571102
15/11/2013,70.02,0.001286174
14/11/2013,69.93,0.004299233
13/11/2013,69.63,0.01344631
12/11/2013,68.7,0.002331683
11/11/2013,68.54,0.015289919
08/11/2013,67.5,-0.001480385
07/11/2013,67.6,-0.015558805
06/11/2013,68.66,-0.006243214
05/11/2013,69.09,-0.009650777
04/11/2013,69.76,0.003014861
01/11/2013,69.55,0.009680058
31/10/2013,68.88,-0.00521287
30/10/2013,69.24,-0.001298983
29/10/2013,69.33,0.001154568
28/10/2013,69.25,-0.004754025
25/10/2013,69.58,0.005331809
24/10/2013,69.21,-0.009777217
23/10/2013,69.89,0.001288568
22/10/2013,69.8,0
21/10/2013,69.8,0.00344432
18/10/2013,69.56,-0.020067563
17/10/2013,70.97,0.022226303
16/10/2013,69.41,0.007084538
15/10/2013,68.92,-0.010249097
14/10/2013,69.63,-0.001148271
11/10/2013,69.71,0.001579212
10/10/2013,69.6,0.012869818
09/10/2013,68.71,-0.01071232
08/10/2013,69.45,-0.016847914
07/10/2013,70.63,-0.026820996
04/10/2013,72.55,0.002898753
03/10/2013,72.34,-0.008397048
02/10/2013,72.95,0.007429864
01/10/2013,72.41,0.005400553
30/09/2013,72.02,-0.007745544
27/09/2013,72.58,-0.007138965
26/09/2013,73.1,0.007276753
25/09/2013,72.57,-0.017348977
24/09/2013,73.84,-0.002569826
23/09/2013,74.03,0.009364254
20/09/2013,73.34,-0.018373929
19/09/2013,74.7,0.003218024
18/09/2013,74.46,0.023370629
17/09/2013,72.74,0.000825196
16/09/2013,72.68,0.008012199
13/09/2013,72.1,0.00486619
12/09/2013,71.75,-0.011914799
11/09/2013,72.61,0.001240268
10/09/2013,72.52,0.007057388
09/09/2013,72.01,0.017228523
06/09/2013,70.78,-0.005635405
05/09/2013,71.18,0.012582339
04/09/2013,70.29,0.010871227
03/09/2013,69.53,-0.023594045
30/08/2013,71.19,-0.004345091
29/08/2013,71.5,-0.00013985
28/08/2013,71.51,-0.000419434
27/08/2013,71.54,-0.013191887
26/08/2013,72.49,0.002901156
23/08/2013,72.28,-0.004004148
22/08/2013,72.57,0.009553551
21/08/2013,71.88,0.010348295
20/08/2013,71.14,0.005355897
19/08/2013,70.76,-0.00690095
16/08/2013,71.25,-0.000701508
15/08/2013,71.3,-0.015586177
14/08/2013,72.42,0.007623573
13/08/2013,71.87,0.001531714
12/08/2013,71.76,0.004049437
09/08/2013,71.47,0.0028023
08/08/2013,71.27,0.013277031
07/08/2013,70.33,-0.001846723
06/08/2013,70.46,0.001704546
05/08/2013,70.34,-0.003122785
02/08/2013,70.56,-0.006216465
01/08/2013,71,0.032057697
31/07/2013,68.76,-0.001598489
30/07/2013,68.87,0.005386924
29/07/2013,68.5,-0.000291928
26/07/2013,68.52,0.006882944
25/07/2013,68.05,-0.000881316
24/07/2013,68.11,0.001028278
23/07/2013,68.04,0.005157309
22/07/2013,67.69,-0.000147721
19/07/2013,67.7,-0.012331337
18/07/2013,68.54,0
17/07/2013,68.54,0.006734032
16/07/2013,68.08,-0.005127841
15/07/2013,68.43,0.0004385
12/07/2013,68.4,-0.022693754
11/07/2013,69.97,0.021232833
10/07/2013,68.5,0.068732217
09/07/2013,63.95,-0.004835826
08/07/2013,64.26,0.006870733
05/07/2013,63.82,0.007865386
03/07/2013,63.32,0
02/07/2013,63.32,-0.000315806
01/07/2013,63.34,0.016395115
28/06/2013,62.31,0.010810916
27/06/2013,61.64,0.025966948
26/06/2013,60.06,-0.005976113
25/06/2013,60.42,-0.013480395
24/06/2013,61.24,-0.013623305
21/06/2013,62.08,0.007112865
20/06/2013,61.64,-0.024993291
19/06/2013,63.2,-0.013828002
18/06/2013,64.08,0.007990642
17/06/2013,63.57,0.005362789
14/06/2013,63.23,0.008257948
13/06/2013,62.71,0.010741586
12/06/2013,62.04,-0.018999534
11/06/2013,63.23,0.010812635
10/06/2013,62.55,0.008670575
07/06/2013,62.01,0.007120923
06/06/2013,61.57,0.026830677
05/06/2013,59.94,-0.003829827
04/06/2013,60.17,-0.022513481
03/06/2013,61.54,0.006357508
31/05/2013,61.15,-0.018471037
30/05/2013,62.29,-0.010063179
29/05/2013,62.92,-0.011220979
28/05/2013,63.63,-0.000314268
24/05/2013,63.65,-0.01062676
23/05/2013,64.33,0.004830551
22/05/2013,64.02,0
21/05/2013,64.02,0.007211193
20/05/2013,63.56,-0.01157529
17/05/2013,64.3,-0.002485245
16/05/2013,64.46,-0.015852583
15/05/2013,65.49,0.03022783
14/05/2013,63.54,0.014265577
13/05/2013,62.64,-0.00699971
10/05/2013,63.08,0.002698629
09/05/2013,62.91,-0.009334772
08/05/2013,63.5,0.018436632
07/05/2013,62.34,-0.00032077
06/05/2013,62.36,-0.000160346
03/05/2013,62.37,0.015837435
02/05/2013,61.39,0.009986168
01/05/2013,60.78,-0.009660329
30/04/2013,61.37,-0.010858222
29/04/2013,62.04,-0.014402553
26/04/2013,62.94,-0.003172591
25/04/2013,63.14,-0.00363608
24/04/2013,63.37,-0.002993778
23/04/2013,63.56,0.018258823
22/04/2013,62.41,-0.002880002
19/04/2013,62.59,0.014970098
18/04/2013,61.66,0.004225587
17/04/2013,61.4,-0.003089685
16/04/2013,61.59,0.0157097
15/04/2013,60.63,-0.00690338
12/04/2013,61.05,0.021022044
11/04/2013,59.78,-0.010979981
10/04/2013,60.44,0.010645476
09/04/2013,59.8,0.006879799
08/04/2013,59.39,-0.000168364
05/04/2013,59.4,-0.001682086
04/04/2013,59.5,0.030372579
03/04/2013,57.72,-0.011712156
02/04/2013,58.4,-0.008525201
01/04/2013,58.9,-0.002543452
28/03/2013,59.05,-0.007759823
27/03/2013,59.51,-0.019140137
26/03/2013,60.66,0.007113935
25/03/2013,60.23,-0.018750549
22/03/2013,61.37,0.025079684
21/03/2013,59.85,-0.008485202
20/03/2013,60.36,0.037472739
19/03/2013,58.14,-0.013666082
18/03/2013,58.94,-0.008110893
15/03/2013,59.42,-0.001009252
14/03/2013,59.48,0.006070845
13/03/2013,59.12,0.009175935
12/03/2013,58.58,0.001537542
11/03/2013,58.49,-0.004945862
08/03/2013,58.78,0.007342302
07/03/2013,58.35,-0.004445972
06/03/2013,58.61,-0.00493576
05/03/2013,58.9,-0.000678887
04/03/2013,58.94,0.004250623
01/03/2013,58.69,0.019615219
28/02/2013,57.55,-0.002256358
27/02/2013,57.68,0.024393594
26/02/2013,56.29,0.005343796
25/02/2013,55.99,-0.012248311
22/02/2013,56.68,0.00672688
21/02/2013,56.3,0.025727784
20/02/2013,54.87,-0.00291174
19/02/2013,55.03,-0.016401197
15/02/2013,55.94,-0.01190596
14/02/2013,56.61,0.019982824
13/02/2013,55.49,-0.015379416
12/02/2013,56.35,-0.009185721
11/02/2013,56.87,-0.008404882
08/02/2013,57.35,0.024178359
07/02/2013,55.98,-0.003210276
06/02/2013,56.16,-0.007097262
05/02/2013,56.56,0.000176819
04/02/2013,56.55,0.008167659
01/02/2013,56.09,-0.010816667
31/01/2013,56.7,-0.00545248
30/01/2013,57.01,-0.011337001
29/01/2013,57.66,-0.008634141
28/01/2013,58.16,-0.006683257
25/01/2013,58.55,-0.004940806
24/01/2013,58.84,0.01248413
23/01/2013,58.11,-0.005320531
22/01/2013,58.42,0.000856238
18/01/2013,58.37,0.005669631
17/01/2013,58.04,-0.005326931
16/01/2013,58.35,0.013805224
15/01/2013,57.55,0.016468487
14/01/2013,56.61,0.003007521
11/01/2013,56.44,-0.010925219
10/01/2013,57.06,0.008624536
09/01/2013,56.57,-0.013170794
08/01/2013,57.32,0.002095705
07/01/2013,57.2,0.009661911
04/01/2013,56.65,0.016193965
03/01/2013,55.74,-0.138809866
02/01/2013,64.04,0.00988631
31/12/2012,63.41,0.01126013
28/12/2012,62.7,0.003354904
27/12/2012,62.49,-0.001758734
26/12/2012,62.6,-0.003667388
24/12/2012,62.83,-0.003336779
21/12/2012,63.04,-0.011042863
20/12/2012,63.74,-0.009369213
19/12/2012,64.34,-0.02137392
18/12/2012,65.73,-0.005613305
17/12/2012,66.1,0.00363747
14/12/2012,65.86,-0.000758898
13/12/2012,65.91,-0.008610975
12/12/2012,66.48,0.027449116
11/12/2012,64.68,-0.087294784
10/12/2012,70.58,-0.005933059
07/12/2012,71,0.013327859
06/12/2012,70.06,0.003718008
05/12/2012,69.8,-0.012952996
04/12/2012,70.71,0.000848896
03/12/2012,70.65,-0.007754709
30/11/2012,71.2,0.01087351
29/11/2012,70.43,0.020367887
28/11/2012,69.01,0.001014861
27/11/2012,68.94,-0.006938449
26/11/2012,69.42,-0.009747784
23/11/2012,70.1,0.018283098
21/11/2012,68.83,-0.000871333
20/11/2012,68.89,-0.006799303
19/11/2012,69.36,0.041507062
16/11/2012,66.54,0.009816586
15/11/2012,65.89,0.00319222
14/11/2012,65.68,-0.002129278
13/11/2012,65.82,-0.008773313
12/11/2012,66.4,-0.001504891
09/11/2012,66.5,0.007092763
08/11/2012,66.03,-0.004985281
07/11/2012,66.36,0.000301432
06/11/2012,66.34,0.01564787
05/11/2012,65.31,-0.009448409
02/11/2012,65.93,-0.003633615
01/11/2012,66.17,0.00317869
31/10/2012,65.96,0.005472802
26/10/2012,65.6,-0.00577597
25/10/2012,65.98,0.020363561
24/10/2012,64.65,-0.00985078
23/10/2012,65.29,0.009077684
22/10/2012,64.7,-0.006163348
19/10/2012,65.1,-0.010543302
18/10/2012,65.79,-0.006665681
17/10/2012,66.23,-0.033992141
16/10/2012,68.52,0.029322403
15/10/2012,66.54,0.002106214
12/10/2012,66.4,0.004377035
11/10/2012,66.11,-0.028187684
10/10/2012,68,0.000735565
09/10/2012,67.95,-0.009520394
08/10/2012,68.6,-0.006103783
05/10/2012,69.02,0.005375185
04/10/2012,68.65,0.001311858
03/10/2012,68.56,0.038054532
02/10/2012,66,0.009438341
01/10/2012,65.38,-0.013973496
28/09/2012,66.3,0.012292438
27/09/2012,65.49,0.019738497
26/09/2012,64.21,0.016487772
25/09/2012,63.16,-0.022078717
24/09/2012,64.57,0.006525816
21/09/2012,64.15,-0.003112843
20/09/2012,64.35,0.007487166
19/09/2012,63.87,0.005337532
18/09/2012,63.53,-0.011113834
17/09/2012,64.24,0.000622859
14/09/2012,64.2,0.000623247
13/09/2012,64.16,0.005940302
12/09/2012,63.78,0.011194441
11/09/2012,63.07,-0.00427182
10/09/2012,63.34,0.001105758
07/09/2012,63.27,-0.002367986
06/09/2012,63.42,0.001104362
05/09/2012,63.35,0.005698923
04/09/2012,62.99,-0.01026622
31/08/2012,63.64,-0.011560822
30/08/2012,64.38,0.01376312
29/08/2012,63.5,0.031352536
28/08/2012,61.54,0.000162509
27/08/2012,61.53,-0.013238811
24/08/2012,62.35,-0.005278745
23/08/2012,62.68,-0.019589884
22/08/2012,63.92,-0.005460658
21/08/2012,64.27,-0.008366953
20/08/2012,64.81,-0.001849854
17/08/2012,64.93,0.003084994
16/08/2012,64.73,0.014158152
15/08/2012,63.82,0.008655338
14/08/2012,63.27,-0.013189075
13/08/2012,64.11,0.006258822
10/08/2012,63.71,-0.018506088
09/08/2012,64.9,-0.020587841
08/08/2012,66.25,0.003326281
07/08/2012,66.03,0.008975492
06/08/2012,65.44,-0.011093496
03/08/2012,66.17,0.006367517
02/08/2012,65.75,-0.005157778
01/08/2012,66.09,0.00015132
31/07/2012,66.08,-0.009338824
30/07/2012,66.7,0.001050026
27/07/2012,66.63,0.004211166
26/07/2012,66.35,0.027813529
25/07/2012,64.53,-0.030372422
24/07/2012,66.52,0.005577764
23/07/2012,66.15,-0.009328987
20/07/2012,66.77,0.010690458
19/07/2012,66.06,-0.005585342
18/07/2012,66.43,-0.029077853
17/07/2012,68.39,0
16/07/2012,68.39,0.01354356
13/07/2012,67.47,-0.017338078
12/07/2012,68.65,-0.01847361
11/07/2012,69.93,0.00157424
10/07/2012,69.82,-0.00798863
09/07/2012,70.38,0.011431962
06/07/2012,69.58,0.019592819
05/07/2012,68.23,0.014021335
03/07/2012,67.28,-0.009909125
02/07/2012,67.95,0.02187099
29/06/2012,66.48,-0.010772097
28/06/2012,67.2,-0.028315542
27/06/2012,69.13,-0.019907568
26/06/2012,70.52,0.004832987
25/06/2012,70.18,-0.003555939
22/06/2012,70.43,0.015453162
21/06/2012,69.35,-0.033882325
20/06/2012,71.74,-0.009848197
19/06/2012,72.45,-0.004132237
18/06/2012,72.75,-0.006985851
15/06/2012,73.26,0.005612225
14/06/2012,72.85,0.038765086
13/06/2012,70.08,0.009462436
12/06/2012,69.42,0.008390039
11/06/2012,68.84,-0.010692198
08/06/2012,69.58,0.035697178
07/06/2012,67.14,-0.008896856
06/06/2012,67.74,0.00354925
05/06/2012,67.5,-0.004876977
04/06/2012,67.83,0.010075652
01/06/2012,67.15,-0.008895537
31/05/2012,67.75,0.010236719
30/05/2012,67.06,-0.003869628
29/05/2012,67.32,-0.004150614
25/05/2012,67.6,0.000591891
24/05/2012,67.56,0.033105641
23/05/2012,65.36,0.01030382
22/05/2012,64.69,-0.006010652
21/05/2012,65.08,0.014237319
18/05/2012,64.16,0.001715935
17/05/2012,64.05,-0.047860399
16/05/2012,67.19,0.011375665
15/05/2012,66.43,-0.009289848
14/05/2012,67.05,-0.032573302
11/05/2012,69.27,0.011762279
10/05/2012,68.46,-0.004954112
09/05/2012,68.8,0.022340729
08/05/2012,67.28,-0.014607416
07/05/2012,68.27,0.002933844
04/05/2012,68.07,-0.007610164
03/05/2012,68.59,0.000875146
02/05/2012,68.53,0.013367808
01/05/2012,67.62,0.001035733
30/04/2012,67.55,-0.02123844
27/04/2012,69,0.024649135
26/04/2012,67.32,0.006258402
25/04/2012,66.9,0.011878946
24/04/2012,66.11,-0.029510338
23/04/2012,68.09,-0.003664887
20/04/2012,68.34,0.012515808
19/04/2012,67.49,0.007286819
18/04/2012,67,0.034931418
17/04/2012,64.7,0.001082502
16/04/2012,64.63,0.005741346
13/04/2012,64.26,-0.002797205
12/04/2012,64.44,0.016586204
11/04/2012,63.38,0.008397419
10/04/2012,62.85,-0.016255388
09/04/2012,63.88,-0.014916374
05/04/2012,64.84,0.013039614
04/04/2012,64,0.007528266
03/04/2012,63.52,0.011081323
02/04/2012,62.82,-0.007295829
30/03/2012,63.28,0.051725885
29/03/2012,60.09,0.029212715
28/03/2012,58.36,0.00205832
27/03/2012,58.24,-0.003428183
26/03/2012,58.44,0.013090094
23/03/2012,57.68,0.000867228
22/03/2012,57.63,0.014683012
21/03/2012,56.79,-0.002813436
20/03/2012,56.95,0.009527242
19/03/2012,56.41,-0.004598522
16/03/2012,56.67,-0.012625102
15/03/2012,57.39,-0.003652496
14/03/2012,57.6,0.002259495
13/03/2012,57.47,0.004359585
12/03/2012,57.22,-0.004533574
09/03/2012,57.48,0.011372706
08/03/2012,56.83,0.016678882
07/03/2012,55.89,0.008444934
06/03/2012,55.42,0.009245058
05/03/2012,54.91,0.007678283
02/03/2012,54.49,-0.001100514
01/03/2012,54.55,0.010318868
29/02/2012,53.99,-0.003143784
28/02/2012,54.16,0.005925943
27/02/2012,53.84,-0.009059875
24/02/2012,54.33,-0.010436788
23/02/2012,54.9,0.010436788
22/02/2012,54.33,0.002395652
21/02/2012,54.2,-0.012468075
17/02/2012,54.88,-0.00581397
16/02/2012,55.2,-0.013137956
15/02/2012,55.93,-0.020528061
14/02/2012,57.09,-0.000875427
13/02/2012,57.14,-0.00888585
10/02/2012,57.65,-0.000520246
09/02/2012,57.68,0.003473432
08/02/2012,57.48,0.006983269
07/02/2012,57.08,-0.007852758
06/02/2012,57.53,0.000347705
03/02/2012,57.51,0.015949861
02/02/2012,56.6,-0.000529895
01/02/2012,56.63,0.014765011
31/01/2012,55.8,0.000896459
30/01/2012,55.75,0.001256394
27/01/2012,55.68,-0.002152853
26/01/2012,55.8,-0.021803576
25/01/2012,57.03,0.013060546
24/01/2012,56.29,0.008922258
23/01/2012,55.79,0.018269478
20/01/2012,54.78,-0.005098336
19/01/2012,55.06,0.024265897
18/01/2012,53.74,-0.001673329
17/01/2012,53.83,0.000743356
13/01/2012,53.79,-0.00241389
12/01/2012,53.92,0.002599816
11/01/2012,53.78,-0.000371816
10/01/2012,53.8,-0.002042522
09/01/2012,53.91,0.005207376
06/01/2012,53.63,-0.077644504
05/01/2012,57.96,0.014073727
04/01/2012,57.15,-0.004539114
03/01/2012,57.41,-0.004345188
30/12/2011,57.66,-0.002252058
29/12/2011,57.79,0.005378689
28/12/2011,57.48,-0.019468269
27/12/2011,58.61,-0.002556021
23/12/2011,58.76,0.011984393
22/12/2011,58.06,-0.004296647
21/12/2011,58.31,0.006020488
20/12/2011,57.96,0.013898764
19/12/2011,57.16,-0.013208395
16/12/2011,57.92,0.006408613
15/12/2011,57.55,0.009252052
14/12/2011,57.02,0.006510096
13/12/2011,56.65,-0.016109611
12/12/2011,57.57,-0.005024701
09/12/2011,57.86,0.002076125
08/12/2011,57.74,-0.008278764
07/12/2011,58.22,-0.009572723
06/12/2011,58.78,-0.007119881
05/12/2011,59.2,0.008481815
02/12/2011,58.7,-0.006114149
01/12/2011,59.06,-0.006076994
30/11/2011,59.42,0.040702794
29/11/2011,57.05,0.010041483
28/11/2011,56.48,0.012112724
25/11/2011,55.8,-0.001790511
23/11/2011,55.9,-0.026479923
22/11/2011,57.4,-0.002957295
21/11/2011,57.57,0.014874716
18/11/2011,56.72,0.012418112
17/11/2011,56.02,-0.004452764
16/11/2011,56.27,-0.020753471
15/11/2011,57.45,-0.012110875
14/11/2011,58.15,-0.009924791
11/11/2011,58.73,0.013542677
10/11/2011,57.94,0.006753857
09/11/2011,57.55,-0.024374705
08/11/2011,58.97,0.000848248
07/11/2011,58.92,-0.000848248
04/11/2011,58.97,0.00971295
03/11/2011,58.4,0.001713796
02/11/2011,58.3,-0.010238997
01/11/2011,58.9,0.00459458
31/10/2011,58.63,0.010458732
28/10/2011,58.02,-0.018443146
27/10/2011,59.1,-0.005399946
26/10/2011,59.42,-0.006040287
25/10/2011,59.78,0.01415118
24/10/2011,58.94,-0.002710947
21/10/2011,59.1,0.019995539
20/10/2011,57.93,0.005018614
19/10/2011,57.64,0.021038644
18/10/2011,56.44,0.02004362
17/10/2011,55.32,0.016770353
14/10/2011,54.4,0.007935817
13/10/2011,53.97,-0.006464147
12/10/2011,54.32,0.011851991
11/10/2011,53.68,-0.005943554
10/10/2011,54,0.02209414
07/10/2011,52.82,-0.004344958
06/10/2011,53.05,0.004534298
05/10/2011,52.81,0.025312953
04/10/2011,51.49,0.029164629
03/10/2011,50.01,-0.016853775
30/09/2011,50.86,-0.002552775
29/09/2011,50.99,-0.044494396
28/09/2011,53.31,-0.016187906
27/09/2011,54.18,-0.012108018
26/09/2011,54.84,0.003653639
23/09/2011,54.64,0.043961067
22/09/2011,52.29,-0.011976191
21/09/2011,52.92,-0.012954279
20/09/2011,53.61,0.001867066
19/09/2011,53.51,0.001496166
16/09/2011,53.43,0.026551911
15/09/2011,52.03,0.001153846
14/09/2011,51.97,0.011028457
13/09/2011,51.4,0.009186032
12/09/2011,50.93,0.012844757
09/09/2011,50.28,-0.033828624
08/09/2011,52.01,-0.021493933
07/09/2011,53.14,0.053732731
06/09/2011,50.36,-0.030314241
02/09/2011,51.91,-0.015104006
01/09/2011,52.7,-0.013008007
31/08/2011,53.39,0.044622051
30/08/2011,51.06,0.041181114
29/08/2011,49,0.030038509
26/08/2011,47.55,0.00844778
25/08/2011,47.15,-0.023269051
24/08/2011,48.26,0.005818803
23/08/2011,47.98,0.00438643
22/08/2011,47.77,-0.017431444
19/08/2011,48.61,-0.010640575
18/08/2011,49.13,-0.015551157
17/08/2011,49.9,-0.027669749
16/08/2011,51.3,0.020282274
15/08/2011,50.27,0.021718127
12/08/2011,49.19,0.009600727
11/08/2011,48.72,0.05159582
10/08/2011,46.27,-0.019688203
09/08/2011,47.19,0.044413234
08/08/2011,45.14,-0.072413392
05/08/2011,48.53,-0.008821475
04/08/2011,48.96,-0.047076902
03/08/2011,51.32,-0.006603248
02/08/2011,51.66,-0.024097552
01/08/2011,52.92,-0.003583895
29/07/2011,53.11,-0.00075287
28/07/2011,53.15,-0.00338092
27/07/2011,53.33,-0.018393459
26/07/2011,54.32,0.015210829
25/07/2011,53.5,-0.01189163
22/07/2011,54.14,-0.001845359
21/07/2011,54.24,0.01224278
20/07/2011,53.58,0.012772525
19/07/2011,52.9,0.008924392
18/07/2011,52.43,0.000572355
15/07/2011,52.4,-0.001144383
14/07/2011,52.46,-0.003615264
13/07/2011,52.65,0.005905341
12/07/2011,52.34,-0.011209389
11/07/2011,52.93,-0.029046913
08/07/2011,54.49,-0.011858207
07/07/2011,55.14,0.012041744
06/07/2011,54.48,0.016098044
05/07/2011,53.61,-0.007433597
01/07/2011,54.01,0.02721384
30/06/2011,52.56,-0.016604155
29/06/2011,53.44,0.007890328
28/06/2011,53.02,0.01309938
27/06/2011,52.33,0.00133856
24/06/2011,52.26,-0.015757327
23/06/2011,53.09,-0.004697932
22/06/2011,53.34,-0.005235614
21/06/2011,53.62,0.001866717
20/06/2011,53.52,0.017339296
17/06/2011,52.6,0.008400202
16/06/2011,52.16,-0.001723973
15/06/2011,52.25,-0.0087653
14/06/2011,52.71,0.016643139
13/06/2011,51.84,-0.009980889
10/06/2011,52.36,-0.004002674
09/06/2011,52.57,0.020952232
08/06/2011,51.48,-0.013697523
07/06/2011,52.19,0.005572115
06/06/2011,51.9,-0.009206049
03/06/2011,52.38,-0.012710026
02/06/2011,53.05,-0.032455329
01/06/2011,54.8,-0.017007828
31/05/2011,55.74,0.003234504
27/05/2011,55.56,0.003786859
26/05/2011,55.35,0.009621568
25/05/2011,54.82,0.008610477
24/05/2011,54.35,0.001104566
23/05/2011,54.29,0.011858579
20/05/2011,53.65,-0.007982963
19/05/2011,54.08,0.000924984
18/05/2011,54.03,0.014917301
17/05/2011,53.23,0.019922867
16/05/2011,52.18,0.004610073
13/05/2011,51.94,-0.006907165
12/05/2011,52.3,0.00287219
11/05/2011,52.15,-0.020310084
10/05/2011,53.22,0.002445679
09/05/2011,53.09,0.000753722
06/05/2011,53.05,-0.010687268
05/05/2011,53.62,-0.004465955
04/05/2011,53.86,0.001486437
03/05/2011,53.78,-0.003897193
02/05/2011,53.99,-0.004066549
29/04/2011,54.21,0.010197548
28/04/2011,53.66,0.015210133
27/04/2011,52.85,0.010079005
26/04/2011,52.32,0.007289501
25/04/2011,51.94,-0.004993289
21/04/2011,52.2,-0.00477784
20/04/2011,52.45,0.009193706
19/04/2011,51.97,0.000192437
18/04/2011,51.96,-0.000577201
15/04/2011,51.99,0.011607791
14/04/2011,51.39,0
13/04/2011,51.39,-0.008911334
12/04/2011,51.85,-0.002888784
11/04/2011,52,0.004819286
08/04/2011,51.75,-0.008658063
07/04/2011,52.2,0.005185837
06/04/2011,51.93,-0.000192548
05/04/2011,51.94,0
04/04/2011,51.94,0.007925044
01/04/2011,51.53,0.004083623
31/03/2011,51.32,-0.017959351
30/03/2011,52.25,-0.0028667
29/03/2011,52.4,0.019268419
28/03/2011,51.4,-0.011990088
25/03/2011,52.02,0.001346542
24/03/2011,51.95,0.003470887
23/03/2011,51.77,0.008340655
22/03/2011,51.34,0.004294365
21/03/2011,51.12,-0.002734911
18/03/2011,51.26,0.003909309
17/03/2011,51.06,0.003728053
16/03/2011,50.87,0.002361741
15/03/2011,50.75,-0.012726555
14/03/2011,51.4,0.002532387
11/03/2011,51.27,0.012166555
10/03/2011,50.65,0.002372011
09/03/2011,50.53,0.007548705
08/03/2011,50.15,-0.008735414
07/03/2011,50.59,0.000790983
04/03/2011,50.55,-0.008862687
03/03/2011,51,0.01203289
02/03/2011,50.39,0.005572154
01/03/2011,50.11,0.000598862
28/02/2011,50.08,-0.009143375
25/02/2011,50.54,0.009942416
24/02/2011,50.04,-0.005579927
23/02/2011,50.32,-0.014402932
22/02/2011,51.05,-0.028959553
18/02/2011,52.55,-0.002280936
17/02/2011,52.67,-0.010951771
16/02/2011,53.25,0.191717675
15/02/2011,43.96,0.002961615
14/02/2011,43.83,-0.007500888
11/02/2011,44.16,0.007044683
10/02/2011,43.85,-0.003414915
09/02/2011,44,-0.000227247
08/02/2011,44.01,0.050564061
07/02/2011,41.84,0.007918458
04/02/2011,41.51,-0.004566767
03/02/2011,41.7,0.007703456
02/02/2011,41.38,-0.024822277
01/02/2011,42.42,-0.001413428
31/01/2011,42.48,0
28/01/2011,42.48,-0.010304541
27/01/2011,42.92,-0.000232964
