Date,Close,CAM
02/08/2013,58.91,-0.020830587
01/08/2013,60.15,0.014232136
31/07/2013,59.3,0.023028736
30/07/2013,57.95,0.015126777
29/07/2013,57.08,-0.001750394
26/07/2013,57.18,-0.048140375
25/07/2013,60,-0.057797099
24/07/2013,63.57,-0.012661365
23/07/2013,64.38,-0.017399777
22/07/2013,65.51,-0.003808948
19/07/2013,65.76,0.012086126
18/07/2013,64.97,0.023673431
17/07/2013,63.45,0.002840911
16/07/2013,63.27,-0.013189075
15/07/2013,64.11,-0.009160844
12/07/2013,64.7,0.004492301
11/07/2013,64.41,-0.00588237
10/07/2013,64.79,-0.003082141
09/07/2013,64.99,0.020834087
08/07/2013,63.65,0.007728136
05/07/2013,63.16,0.009065668
03/07/2013,62.59,0.008503862
02/07/2013,62.06,0.016736112
01/07/2013,61.03,-0.002127835
28/06/2013,61.16,-0.009438638
27/06/2013,61.74,-0.00178008
26/06/2013,61.85,0.009911528
25/06/2013,61.24,0.004254629
24/06/2013,60.98,-0.008978919
21/06/2013,61.53,-0.005510549
20/06/2013,61.87,-0.035252936
19/06/2013,64.09,0.002030458
18/06/2013,63.96,0.004858563
17/06/2013,63.65,0.024653336
14/06/2013,62.1,-0.004498722
13/06/2013,62.38,0.025490462
12/06/2013,60.81,-0.00492127
11/06/2013,61.11,-0.01912538
10/06/2013,62.29,-0.004165338
07/06/2013,62.55,0.015466717
06/06/2013,61.59,0.026988638
05/06/2013,59.95,-0.001166959
04/06/2013,60.02,-0.006642336
03/06/2013,60.42,-0.007420267
31/05/2013,60.87,-0.032487706
30/05/2013,62.88,-0.004601357
29/05/2013,63.17,-0.006941186
28/05/2013,63.61,0.015207009
24/05/2013,62.65,-0.009531446
23/05/2013,63.25,-0.005832759
22/05/2013,63.62,-0.023610914
21/05/2013,65.14,0.006159551
20/05/2013,64.74,0.004179249
17/05/2013,64.47,0.019421127
16/05/2013,63.23,-0.000474346
15/05/2013,63.26,-0.003156568
14/05/2013,63.46,0.000472851
13/05/2013,63.43,0.001104188
10/05/2013,63.36,-0.007390552
09/05/2013,63.83,-0.008424387
08/05/2013,64.37,-0.003876274
07/05/2013,64.62,0.024120198
06/05/2013,63.08,-0.002058754
03/05/2013,63.21,0.02369248
02/05/2013,61.73,0.019135427
01/05/2013,60.56,-0.016215244
30/04/2013,61.55,0.000324992
29/04/2013,61.53,0.018535756
26/04/2013,60.4,0.000331181
25/04/2013,60.38,-0.034028517
24/04/2013,62.47,0.022338255
23/04/2013,61.09,0.017170638
22/04/2013,60.05,0.01442494
19/04/2013,59.19,0.008653655
18/04/2013,58.68,0.004269497
17/04/2013,58.43,-0.040089226
16/04/2013,60.82,0.029364806
15/04/2013,59.06,-0.058850175
12/04/2013,62.64,-0.033901552
11/04/2013,64.8,0.018534913
10/04/2013,63.61,0.015047405
09/04/2013,62.66,0.003837549
08/04/2013,62.42,0.01549918
05/04/2013,61.46,0.00309623
04/04/2013,61.27,-0.011844058
03/04/2013,62,-0.044479813
02/04/2013,64.82,0.017429635
01/04/2013,63.7,-0.023274906
28/03/2013,65.2,0.00677134
27/03/2013,64.76,0.001854715
26/03/2013,64.64,0.013236976
25/03/2013,63.79,0.009450377
22/03/2013,63.19,0.004758892
21/03/2013,62.89,-0.016870719
20/03/2013,63.96,0.007217982
19/03/2013,63.5,-0.023347364
18/03/2013,65,-0.025217803
15/03/2013,66.66,0.002102419
14/03/2013,66.52,0.014079409
13/03/2013,65.59,0.001831223
12/03/2013,65.47,-0.004875829
11/03/2013,65.79,0.005181359
08/03/2013,65.45,0.014621269
07/03/2013,64.5,0.01295173
06/03/2013,63.67,-0.004388034
05/03/2013,63.95,0.017032426
04/03/2013,62.87,0.000318167
01/03/2013,62.85,-0.01374755
28/02/2013,63.72,-0.007971906
27/02/2013,64.23,0.019811969
26/02/2013,62.97,0.01584667
25/02/2013,61.98,-0.031289776
22/02/2013,63.95,0.012588679
21/02/2013,63.15,-0.017735692
20/02/2013,64.28,-0.025648338
19/02/2013,65.95,0.020992114
15/02/2013,64.58,-0.013992694
14/02/2013,65.49,0.020517496
13/02/2013,64.16,0.000779606
12/02/2013,64.11,-0.000623733
11/02/2013,64.15,-0.019451061
08/02/2013,65.41,-0.00015287
07/02/2013,65.42,-0.002747674
06/02/2013,65.6,-0.00577597
05/02/2013,65.98,0.019281393
04/02/2013,64.72,-0.011368996
01/02/2013,65.46,0.033395975
31/01/2013,63.31,0.03881012
30/01/2013,60.9,-0.014508364
29/01/2013,61.79,0.008940968
28/01/2013,61.24,0.008527438
25/01/2013,60.72,0.025182687
24/01/2013,59.21,-0.006397328
23/01/2013,59.59,-0.003517886
22/01/2013,59.8,0.01516457
18/01/2013,58.9,0.00459458
17/01/2013,58.63,-0.015905581
16/01/2013,59.57,0.007921167
15/01/2013,59.1,0.02849
14/01/2013,57.44,-0.00191321
11/01/2013,57.55,-0.011918269
10/01/2013,58.24,0.024156184
09/01/2013,56.85,-0.006836734
08/01/2013,57.24,-0.025697715
07/01/2013,58.73,0.003582093
04/01/2013,58.52,0.011860904
03/01/2013,57.83,-0.005862086
02/01/2013,58.17,0.029837335
31/12/2012,56.46,0.041220586
28/12/2012,54.18,-0.011560822
27/12/2012,54.81,-0.003824096
26/12/2012,55.02,-0.011025869
24/12/2012,55.63,-0.011616608
21/12/2012,56.28,-0.00460912
20/12/2012,56.54,-0.001060633
19/12/2012,56.6,-0.003879391
18/12/2012,56.82,0.044259787
17/12/2012,54.36,0.021382241
14/12/2012,53.21,-0.011584584
13/12/2012,53.83,-0.021502253
12/12/2012,55,-0.004716134
11/12/2012,55.26,0.004352564
10/12/2012,55.02,-0.001271456
07/12/2012,55.09,0.012787898
06/12/2012,54.39,-0.006779687
05/12/2012,54.76,0.004942802
04/12/2012,54.49,0.011443462
03/12/2012,53.87,-0.001483955
30/11/2012,53.95,0.000556225
29/11/2012,53.92,0.001670534
28/11/2012,53.83,0.015727716
27/11/2012,52.99,-0.012937276
26/11/2012,53.68,-0.014609599
23/11/2012,54.47,0.025096586
21/11/2012,53.12,0.000376577
20/11/2012,53.1,-0.005071862
19/11/2012,53.37,0.020826198
16/11/2012,52.27,-0.006863707
15/11/2012,52.63,0.035193114
14/11/2012,50.81,-0.005886987
13/11/2012,51.11,-0.002540304
12/11/2012,51.24,0.005283253
09/11/2012,50.97,0.005903205
08/11/2012,50.67,-0.023020915
07/11/2012,51.85,-0.016639956
06/11/2012,52.72,0.016639956
05/11/2012,51.85,0.042148815
02/11/2012,49.71,-0.022674002
01/11/2012,50.85,0.004138345
31/10/2012,50.64,-0.011778699
26/10/2012,51.24,0.003127446
25/10/2012,51.08,-0.005271905
24/10/2012,51.35,-0.037646559
23/10/2012,53.32,-0.024088621
22/10/2012,54.62,-0.01074398
19/10/2012,55.21,-0.015100053
18/10/2012,56.05,0.006623133
17/10/2012,55.68,0.017757307
16/10/2012,54.7,0.016404386
15/10/2012,53.81,0.011025058
12/10/2012,53.22,-0.01621506
11/10/2012,54.09,0.009660116
10/10/2012,53.57,-0.018861506
09/10/2012,54.59,-0.010387337
08/10/2012,55.16,0.004178406
05/10/2012,54.93,0.007858946
04/10/2012,54.5,0.004966441
03/10/2012,54.23,-0.03211743
02/10/2012,56,0.001787311
01/10/2012,55.9,-0.00303653
28/09/2012,56.07,-0.008347442
27/09/2012,56.54,0.023442068
26/09/2012,55.23,-0.021494648
25/09/2012,56.43,-0.00583092
24/09/2012,56.76,-0.016945117
21/09/2012,57.73,0.009922616
20/09/2012,57.16,-0.008535894
19/09/2012,57.65,-0.006225163
18/09/2012,58.01,-0.002410469
17/09/2012,58.15,-0.014342059
14/09/2012,58.99,0.007145318
13/09/2012,58.57,0.003077978
12/09/2012,58.39,0.020590744
11/09/2012,57.2,0.022810643
10/09/2012,55.91,-0.001965515
07/09/2012,56.02,0.022383606
06/09/2012,54.78,0.009169329
05/09/2012,54.28,-0.009899256
04/09/2012,54.82,0.002008583
31/08/2012,54.71,0.027424361
30/08/2012,53.23,-0.018058761
29/08/2012,54.2,-0.007719208
28/08/2012,54.62,0.006428528
27/08/2012,54.27,0.010372384
24/08/2012,53.71,-0.004643827
23/08/2012,53.96,-0.006649452
22/08/2012,54.32,0.001289491
21/08/2012,54.25,0.011121523
20/08/2012,53.65,-0.005019998
17/08/2012,53.92,0.014007139
16/08/2012,53.17,0.024753739
15/08/2012,51.87,0.005025136
14/08/2012,51.61,-0.005025136
13/08/2012,51.87,-0.00806456
10/08/2012,52.29,0.006523431
09/08/2012,51.95,0.001155624
08/08/2012,51.89,-0.003846898
07/08/2012,52.09,0.002883786
06/08/2012,51.94,-0.002883786
03/08/2012,52.09,0.047571863
02/08/2012,49.67,-0.010613898
01/08/2012,50.2,-0.001393451
31/07/2012,50.27,-0.025725523
30/07/2012,51.58,-0.004642175
27/07/2012,51.82,0.037554792
26/07/2012,49.91,0.107120785
25/07/2012,44.84,0.010987889
24/07/2012,44.35,-0.023619636
23/07/2012,45.41,-0.005490296
20/07/2012,45.66,0.00857808
19/07/2012,45.27,0.005093578
18/07/2012,45.04,0.01093883
17/07/2012,44.55,0.01242252
16/07/2012,44,0.008673873
13/07/2012,43.62,0.030492296
12/07/2012,42.31,-0.003303448
11/07/2012,42.45,0.008041671
10/07/2012,42.11,-0.03293536
09/07/2012,43.52,0.016215319
06/07/2012,42.82,-0.015755655
05/07/2012,43.5,-0.023851216
03/07/2012,44.55,0.040307723
02/07/2012,42.79,0.001871346
29/06/2012,42.71,0.034054964
28/06/2012,41.28,0.004613338
27/06/2012,41.09,0.032903401
26/06/2012,39.76,0.021610095
25/06/2012,38.91,-0.055000114
22/06/2012,41.11,-0.002186855
21/06/2012,41.2,-0.079295603
20/06/2012,44.6,-0.008484088
19/06/2012,44.98,0.024759311
18/06/2012,43.88,-0.019632809
15/06/2012,44.75,-0.00334635
14/06/2012,44.9,0.002452895
13/06/2012,44.79,-0.025351297
12/06/2012,45.94,0.020229362
11/06/2012,45.02,-0.020882174
08/06/2012,45.97,-0.00780069
07/06/2012,46.33,-0.007311861
06/06/2012,46.67,0.027589455
05/06/2012,45.4,0.02137214
04/06/2012,44.44,-0.002247697
01/06/2012,44.54,-0.025491794
31/05/2012,45.69,-0.01649701
30/05/2012,46.45,-0.043805698
29/05/2012,48.53,0.012231934
25/05/2012,47.94,0.004390098
24/05/2012,47.73,0.000209534
23/05/2012,47.72,0.018399589
22/05/2012,46.85,0.005565083
21/05/2012,46.59,0.041188736
18/05/2012,44.71,-0.005353571
17/05/2012,44.95,-0.0130403
16/05/2012,45.54,-0.011787956
15/05/2012,46.08,-0.020619287
14/05/2012,47.04,-0.031801843
11/05/2012,48.56,0.000617983
10/05/2012,48.53,0.023348987
09/05/2012,47.41,-0.001054074
08/05/2012,47.46,-0.01754431
07/05/2012,48.3,-0.008863296
04/05/2012,48.73,-0.043568067
03/05/2012,50.9,-0.020418794
02/05/2012,51.95,-0.00709699
01/05/2012,52.32,0.020663089
30/04/2012,51.25,-0.000585195
27/04/2012,51.28,-0.00330965
26/04/2012,51.45,0.043701095
25/04/2012,49.25,0.004885009
24/04/2012,49.01,0.015628531
23/04/2012,48.25,-0.01542447
20/04/2012,49,-0.01539115
19/04/2012,49.76,-0.003610836
18/04/2012,49.94,-0.003398304
17/04/2012,50.11,0.01244996
16/04/2012,49.49,-0.026322557
13/04/2012,50.81,-0.026989309
12/04/2012,52.2,0.025416054
11/04/2012,50.89,0.017243515
10/04/2012,50.02,-0.022339567
09/04/2012,51.15,-0.029473384
05/04/2012,52.68,0.003041827
04/04/2012,52.52,-0.019608471
03/04/2012,53.56,0.009567656
02/04/2012,53.05,0.004155654
30/03/2012,52.83,0.010465322
29/03/2012,52.28,0.023612477
28/03/2012,51.06,-0.005468764
27/03/2012,51.34,-0.029176734
26/03/2012,52.86,0.020642935
23/03/2012,51.78,0.028005355
22/03/2012,50.35,-0.018887046
21/03/2012,51.31,-0.026160369
20/03/2012,52.67,-0.01563562
19/03/2012,53.5,0.010522457
16/03/2012,52.94,0.007965147
15/03/2012,52.52,-0.005695857
14/03/2012,52.82,-0.018197669
13/03/2012,53.79,0.015739504
12/03/2012,52.95,-0.024439235
09/03/2012,54.26,0.00739922
08/03/2012,53.86,0.006519535
07/03/2012,53.51,-0.001680516
06/03/2012,53.6,-0.017568644
05/03/2012,54.55,-0.016183643
02/03/2012,55.44,-0.016458332
01/03/2012,56.36,0.011600023
29/02/2012,55.71,-0.001793401
28/02/2012,55.81,-0.006251695
27/02/2012,56.16,-0.01221146
24/02/2012,56.85,-0.006836734
23/02/2012,57.24,0.005957614
22/02/2012,56.9,0.007408748
21/02/2012,56.48,0.00692905
17/02/2012,56.09,-0.001069138
16/02/2012,56.15,0.00966364
15/02/2012,55.61,-0.030112087
14/02/2012,57.31,0.001396892
13/02/2012,57.23,0.012837598
10/02/2012,56.5,-0.004062533
09/02/2012,56.73,-0.009299128
08/02/2012,57.26,-0.000698324
07/02/2012,57.3,0.000698324
06/02/2012,57.26,0.02529094
03/02/2012,55.83,0.047877094
02/02/2012,53.22,-0.017508363
01/02/2012,54.16,0.017884232
31/01/2012,53.2,-0.000939408
30/01/2012,53.25,-0.003748833
27/01/2012,53.45,0.009398565
26/01/2012,52.95,-0.023332836
25/01/2012,54.2,0.021069112
24/01/2012,53.07,-0.004136899
23/01/2012,53.29,-0.001125281
20/01/2012,53.35,-0.016729015
19/01/2012,54.25,0.012427128
18/01/2012,53.58,0.034558214
17/01/2012,51.76,0.010292352
13/01/2012,51.23,-0.013186152
12/01/2012,51.91,0.009678744
11/01/2012,51.41,-0.016398554
10/01/2012,52.26,0.033466158
09/01/2012,50.54,0.013345482
06/01/2012,49.87,-0.000400962
05/01/2012,49.89,-0.010170593
04/01/2012,50.4,-0.00435558
03/01/2012,50.62,0.028656404
30/12/2011,49.19,0.011038542
29/12/2011,48.65,0.006392433
28/12/2011,48.34,-0.024722886
27/12/2011,49.55,-0.001613229
23/12/2011,49.63,-0.00382102
22/12/2011,49.82,0.001808137
21/12/2011,49.73,0.012138527
20/12/2011,49.13,0.075659222
19/12/2011,45.55,-0.042971165
16/12/2011,47.55,0.05823526
15/12/2011,44.86,-0.037195274
14/12/2011,46.56,-0.041646397
13/12/2011,48.54,-0.031033826
12/12/2011,50.07,-0.057247175
09/12/2011,53.02,0.033173399
08/12/2011,51.29,-0.034492785
07/12/2011,53.09,-0.019030425
06/12/2011,54.11,0.000924471
05/12/2011,54.06,0.022258471
02/12/2011,52.87,-0.017623253
01/12/2011,53.81,-0.003339521
30/11/2011,53.99,0.081185547
29/11/2011,49.78,0.020292904
28/11/2011,48.78,0.052394438
25/11/2011,46.29,0.000864491
23/11/2011,46.25,-0.032754949
22/11/2011,47.79,-0.002716541
21/11/2011,47.92,-0.028796724
18/11/2011,49.32,0.000202778
17/11/2011,49.31,-0.038393577
16/11/2011,51.24,-0.0097107
15/11/2011,51.74,-0.000579654
14/11/2011,51.77,-0.008080075
11/11/2011,52.19,0.040670317
10/11/2011,50.11,0.014067756
09/11/2011,49.41,-0.061802541
08/11/2011,52.56,0.026411174
07/11/2011,51.19,0.004306976
04/11/2011,50.97,-0.010538739
03/11/2011,51.51,0.044663571
02/11/2011,49.26,0.044202652
01/11/2011,47.13,-0.041763626
31/10/2011,49.14,-0.052330607
28/10/2011,51.78,-0.005584993
27/10/2011,52.07,0.010424805
26/10/2011,51.53,0.013087402
25/10/2011,50.86,-0.02562252
24/10/2011,52.18,0.047688816
21/10/2011,49.75,0.017437587
20/10/2011,48.89,0.004304608
19/10/2011,48.68,-0.021138999
18/10/2011,49.72,0.042734522
17/10/2011,47.64,-0.041929693
14/10/2011,49.68,0.034609782
13/10/2011,47.99,0.010684086
12/10/2011,47.48,-0.005879899
11/10/2011,47.76,0.005669307
10/10/2011,47.49,0.043686344
07/10/2011,45.46,-0.020897582
06/10/2011,46.42,0.060611158
05/10/2011,43.69,0.032805082
04/10/2011,42.28,0.052439198
03/10/2011,40.12,-0.034781855
30/09/2011,41.54,-0.047023237
29/09/2011,43.54,-0.013006458
28/09/2011,44.11,-0.054270043
27/09/2011,46.57,0.01689083
26/09/2011,45.79,0.045802711
23/09/2011,43.74,-0.003651305
22/09/2011,43.9,-0.080498185
21/09/2011,47.58,-0.06193425
20/09/2011,50.62,-0.010611222
19/09/2011,51.16,-0.02452097
16/09/2011,52.43,-0.001905488
15/09/2011,52.53,0.02897074
14/09/2011,51.03,0.008462119
13/09/2011,50.6,0.026027495
12/09/2011,49.3,0.020906685
09/09/2011,48.28,-0.031599816
08/09/2011,49.83,-0.009586652
07/09/2011,50.31,0.022513514
06/09/2011,49.19,-0.008905139
02/09/2011,49.63,-0.038732366
01/09/2011,51.59,-0.007146337
31/08/2011,51.96,0.001348098
30/08/2011,51.89,0.025569852
29/08/2011,50.58,0.036645937
26/08/2011,48.76,0.045309763
25/08/2011,46.6,-0.008121438
24/08/2011,46.98,0.015444322
23/08/2011,46.26,0.049633581
22/08/2011,44.02,-0.009045742
19/08/2011,44.42,-0.03212149
18/08/2011,45.87,-0.06519233
17/08/2011,48.96,0.026701369
16/08/2011,47.67,-0.040091709
15/08/2011,49.62,0.034652365
12/08/2011,47.93,0.011119384
11/08/2011,47.4,0.079902071
10/08/2011,43.76,-0.036791947
09/08/2011,45.4,0.061313185
08/08/2011,42.7,-0.114707794
05/08/2011,47.89,-0.023321664
04/08/2011,49.02,-0.074850833
03/08/2011,52.83,-0.012415509
02/08/2011,53.49,-0.025654263
01/08/2011,54.88,-0.019130704
29/07/2011,55.94,0.012773404
28/07/2011,55.23,0.088345534
27/07/2011,50.56,-0.033453139
26/07/2011,52.28,0
25/07/2011,52.28,-0.012545308
22/07/2011,52.94,0.020804262
21/07/2011,51.85,0.018492011
20/07/2011,50.9,-0.008412453
19/07/2011,51.33,0.03066208
18/07/2011,49.78,-0.016535888
15/07/2011,50.61,0.031308999
14/07/2011,49.05,-0.010545626
13/07/2011,49.57,0.004650701
12/07/2011,49.34,-0.004852416
11/07/2011,49.58,-0.031174966
08/07/2011,51.15,-0.013978096
07/07/2011,51.87,0.017111053
06/07/2011,50.99,0.015415325
05/07/2011,50.21,-0.004372026
01/07/2011,50.43,0.002779986
30/06/2011,50.29,0.024762211
29/06/2011,49.06,0.030421384
28/06/2011,47.59,0.04096209
27/06/2011,45.68,-0.000437733
24/06/2011,45.7,-0.020145813
23/06/2011,46.63,-0.005347034
22/06/2011,46.88,-0.002343668
21/06/2011,46.99,0.025650722
20/06/2011,45.8,-0.006745755
17/06/2011,46.11,0.000867867
16/06/2011,46.07,0.021058028
15/06/2011,45.11,-0.018449897
14/06/2011,45.95,0.048376757
13/06/2011,43.78,-0.022584519
10/06/2011,44.78,-0.027097153
09/06/2011,46.01,0.032022169
08/06/2011,44.56,-0.016249662
07/06/2011,45.29,0.011101357
06/06/2011,44.79,-0.032508903
03/06/2011,46.27,0.003897796
02/06/2011,46.09,0.002824554
01/06/2011,45.96,-0.036321019
31/05/2011,47.66,0.006103355
27/05/2011,47.37,-0.020063369
26/05/2011,48.33,0.011654658
25/05/2011,47.77,0.017314622
24/05/2011,46.95,-0.001064396
23/05/2011,47,-0.024381199
20/05/2011,48.16,0.002494804
19/05/2011,48.04,0.000624675
18/05/2011,48.01,0.005011495
17/05/2011,47.77,-0.023175049
16/05/2011,48.89,-0.015425514
13/05/2011,49.65,0.016653512
12/05/2011,48.83,0.006368794
11/05/2011,48.52,-0.026239683
10/05/2011,49.81,0.006041098
09/05/2011,49.51,0.029516387
06/05/2011,48.07,-0.002908187
05/05/2011,48.21,-0.010112562
04/05/2011,48.7,-0.042020455
03/05/2011,50.79,-0.03273266
02/05/2011,52.48,-0.004562746
29/04/2011,52.72,0.009912395
28/04/2011,52.2,-0.042016683
27/04/2011,54.44,-0.002018534
26/04/2011,54.55,0.007544428
25/04/2011,54.14,-0.007177725
21/04/2011,54.53,-0.006397974
20/04/2011,54.88,0.015794635
19/04/2011,54.02,0.016989114
18/04/2011,53.11,-0.004508743
15/04/2011,53.35,-0.000374813
14/04/2011,53.37,-0.00374042
13/04/2011,53.57,0.013531498
12/04/2011,52.85,-0.012971326
11/04/2011,53.54,-0.035773786
08/04/2011,55.49,0.006146079
07/04/2011,55.15,-0.002716163
06/04/2011,55.3,-0.025530263
05/04/2011,56.73,-0.002816407
04/04/2011,56.89,0.004404129
01/04/2011,56.64,-0.008088667
31/03/2011,57.1,-0.012876461
30/03/2011,57.84,-0.019009049
29/03/2011,58.95,0.006125593
28/03/2011,58.59,-0.008328424
25/03/2011,59.08,0.005260937
24/03/2011,58.77,-0.000850413
23/03/2011,58.82,-0.019862629
22/03/2011,60,-0.014888612
21/03/2011,60.9,0.03000225
18/03/2011,59.1,-0.010603482
17/03/2011,59.73,0.031117022
16/03/2011,57.9,-0.028266823
15/03/2011,59.56,0.001175977
14/03/2011,59.49,0.007593051
11/03/2011,59.04,0.025039895
10/03/2011,57.58,-0.046819949
09/03/2011,60.34,-0.013498147
08/03/2011,61.16,-0.012834227
07/03/2011,61.95,-0.000484144
04/03/2011,61.98,-0.001451028
03/03/2011,62.07,0.026280791
02/03/2011,60.46,0.046031815
01/03/2011,57.74,-0.023788236
28/02/2011,59.13,-0.009928563
25/02/2011,59.72,0.034929865
24/02/2011,57.67,-0.011893616
23/02/2011,58.36,0.01137355
22/02/2011,57.7,-0.025326473
18/02/2011,59.18,-0.007407441
17/02/2011,59.62,0.010114719
16/02/2011,59.02,0.010903004
15/02/2011,58.38,-0.00784853
14/02/2011,58.84,0.039873543
11/02/2011,56.54,-0.002473063
10/02/2011,56.68,0.007615374
09/02/2011,56.25,-0.004434597
08/02/2011,56.5,-0.008108629
07/02/2011,56.96,-0.000877424
04/02/2011,57.01,0.000350877
03/02/2011,56.99,0.016096571
02/02/2011,56.08,0.04373875
01/02/2011,53.68,0.007104161
31/01/2011,53.3,0.015504187
