Date,Close,EMN
29/05/2013,71.89,0.000139111
28/05/2013,71.88,-0.000278203
24/05/2013,71.9,-0.002916466
23/05/2013,72.11,-0.004565902
22/05/2013,72.44,-0.009753494
21/05/2013,73.15,-0.003003005
20/05/2013,73.37,-0.007874056
17/05/2013,73.95,0.03509132
16/05/2013,71.4,0.00801523
15/05/2013,70.83,0.049044326
14/05/2013,67.44,0.013134517
13/05/2013,66.56,-0.010164512
10/05/2013,67.24,0.005966605
09/05/2013,66.84,-0.025990831
08/05/2013,68.6,-0.009286196
07/05/2013,69.24,0.010453057
06/05/2013,68.52,0.009236925
03/05/2013,67.89,0.027779564
02/05/2013,66.03,0.03028904
01/05/2013,64.06,-0.039634902
30/04/2013,66.65,-0.024015385
29/04/2013,68.27,-0.010201196
26/04/2013,68.97,-0.051981763
25/04/2013,72.65,0.011072777
24/04/2013,71.85,0.017550468
23/04/2013,70.6,0.01829668
22/04/2013,69.32,-0.006900545
19/04/2013,69.8,0.050690249
18/04/2013,66.35,-0.009300997
17/04/2013,66.97,-0.013349353
16/04/2013,67.87,0.034170865
15/04/2013,65.59,-0.03608446
12/04/2013,68,-0.004255638
11/04/2013,68.29,0.005727308
10/04/2013,67.9,-0.009527371
09/04/2013,68.55,0.010116647
08/04/2013,67.86,-0.004117653
05/04/2013,68.14,0.009140562
04/04/2013,67.52,0.015673132
03/04/2013,66.47,-0.025693847
02/04/2013,68.2,-0.01368887
01/04/2013,69.14,-0.010502938
28/03/2013,69.87,0.011515889
27/03/2013,69.07,-0.002313812
26/03/2013,69.23,0.003472728
25/03/2013,68.99,-0.016103871
22/03/2013,70.11,-0.005263544
21/03/2013,70.48,-0.037593178
20/03/2013,73.18,0.005618377
19/03/2013,72.77,-0.000824176
18/03/2013,72.83,0.003163036
15/03/2013,72.6,-0.008913326
14/03/2013,73.25,0.007261798
13/03/2013,72.72,-0.006032374
12/03/2013,73.16,0.005207631
11/03/2013,72.78,0.00758572
08/03/2013,72.23,0.002911614
07/03/2013,72.02,0.000277739
06/03/2013,72,0.012297528
05/03/2013,71.12,0.019021155
04/03/2013,69.78,0.001003656
01/03/2013,69.71,-0.000286862
28/02/2013,69.73,-0.015087107
27/02/2013,70.79,0.031862626
26/02/2013,68.57,0.008347416
25/02/2013,68,-0.052843563
22/02/2013,71.69,0.04231099
21/02/2013,68.72,-0.021592893
20/02/2013,70.22,-0.044699401
19/02/2013,73.43,-0.000408469
15/02/2013,73.46,-0.00840455
14/02/2013,74.08,-0.009404879
13/02/2013,74.78,0.01143177
12/02/2013,73.93,-0.002701609
11/02/2013,74.13,0.011123283
08/02/2013,73.31,0.011524342
07/02/2013,72.47,-0.004131099
06/02/2013,72.77,-0.001510471
05/02/2013,72.88,0.005503591
04/02/2013,72.48,-0.013974744
01/02/2013,73.5,0.032495082
31/01/2013,71.15,-0.005046976
30/01/2013,71.51,-0.013335383
29/01/2013,72.47,0.011658702
28/01/2013,71.63,-0.003762284
25/01/2013,71.9,0.009221806
24/01/2013,71.24,0.004079055
23/01/2013,70.95,-0.007162449
22/01/2013,71.46,0.003364175
18/01/2013,71.22,-0.004203453
17/01/2013,71.52,0.021481889
16/01/2013,70,-0.002568128
15/01/2013,70.18,-0.00454934
14/01/2013,70.5,-0.000283648
11/01/2013,70.52,-0.009175024
10/01/2013,71.17,0.008324563
09/01/2013,70.58,0.015276191
08/01/2013,69.51,-0.009022618
07/01/2013,70.14,-0.000285103
04/01/2013,70.16,0.018412488
03/01/2013,68.88,-0.012981576
02/01/2013,69.78,0.025104707
31/12/2012,68.05,0.029830698
28/12/2012,66.05,-0.010092727
27/12/2012,66.72,0.000299805
26/12/2012,66.7,-0.000299805
24/12/2012,66.72,0.010850016
21/12/2012,66,-0.009800305
20/12/2012,66.65,0.013899604
19/12/2012,65.73,-0.009991
18/12/2012,66.39,0.009534692
17/12/2012,65.76,0.016559716
14/12/2012,64.68,0.014326
13/12/2012,63.76,0.001726709
12/12/2012,63.65,0.023687619
11/12/2012,62.16,-0.008809218
10/12/2012,62.71,0.013808826
07/12/2012,61.85,0.016300279
06/12/2012,60.85,0.009577352
05/12/2012,60.27,0.010172688
04/12/2012,59.66,-0.005516103
03/12/2012,59.99,-0.014233938
30/11/2012,60.85,0.003786948
29/11/2012,60.62,0.01128081
28/11/2012,59.94,0.015298273
27/11/2012,59.03,-0.003719991
26/11/2012,59.25,-0.013411769
23/11/2012,60.05,0.015608272
21/11/2012,59.12,0.007981702
20/11/2012,58.65,0.004785516
19/11/2012,58.37,0.047001462
16/11/2012,55.69,0.011558734
15/11/2012,55.05,-0.008141158
14/11/2012,55.5,-0.029821166
13/11/2012,57.18,-0.000699301
12/11/2012,57.22,-0.005403063
09/11/2012,57.53,-0.008998157
08/11/2012,58.05,-0.033706299
07/11/2012,60.04,-0.007301725
06/11/2012,60.48,0.006968669
05/11/2012,60.06,0.012734757
02/11/2012,59.3,-0.022345435
01/11/2012,60.64,0.023357752
31/10/2012,59.24,-0.015909236
26/10/2012,60.19,0.115024756
25/10/2012,53.65,-0.014985018
24/10/2012,54.46,0.003494899
23/10/2012,54.27,-0.034945169
22/10/2012,56.2,0.002137514
19/10/2012,56.08,-0.034525465
18/10/2012,58.05,0.006567601
17/10/2012,57.67,0.00783362
16/10/2012,57.22,0.027641732
15/10/2012,55.66,0.025658764
12/10/2012,54.25,-0.008626281
11/10/2012,54.72,-0.014874209
10/10/2012,55.54,-0.013768657
09/10/2012,56.31,-0.012179129
08/10/2012,57,-0.036687142
05/10/2012,59.13,0.027953462
04/10/2012,57.5,0.01754431
03/10/2012,56.5,-0.00335719
02/10/2012,56.69,-0.008256525
01/10/2012,57.16,0.002627662
28/09/2012,57.01,0.011289589
27/09/2012,56.37,0.018621845
26/09/2012,55.33,-0.012036434
25/09/2012,56,-0.011716804
24/09/2012,56.66,-0.009135692
21/09/2012,57.18,-0.003143009
20/09/2012,57.36,-0.013850637
19/09/2012,58.16,0.010543698
18/09/2012,57.55,-0.003815475
17/09/2012,57.77,-0.014947448
14/09/2012,58.64,0.0080473
13/09/2012,58.17,0.031787517
12/09/2012,56.35,-0.003366112
11/09/2012,56.54,-0.011080933
10/09/2012,57.17,-0.003492233
07/09/2012,57.37,0.012100104
06/09/2012,56.68,0.028997915
05/09/2012,55.06,0.009489122
04/09/2012,54.54,-0.013114942
31/08/2012,55.26,0.012931607
30/08/2012,54.55,-0.009668962
29/08/2012,55.08,-0.010834342
28/08/2012,55.68,0.005402498
27/08/2012,55.38,0.001988252
24/08/2012,55.27,-0.005593158
23/08/2012,55.58,-0.006277485
22/08/2012,55.93,0.003402887
21/08/2012,55.74,0.003774607
20/08/2012,55.53,-0.003236249
17/08/2012,55.71,0.016287005
16/08/2012,54.81,0.01618575
15/08/2012,53.93,0.007818357
14/08/2012,53.51,-0.016311761
13/08/2012,54.39,-0.002754064
10/08/2012,54.54,-0.002563634
09/08/2012,54.68,0.005317698
08/08/2012,54.39,-0.008786438
07/08/2012,54.87,0.010626703
06/08/2012,54.29,0.02084572
03/08/2012,53.17,0.008499437
02/08/2012,52.72,0.014135861
01/08/2012,51.98,-0.00575486
31/07/2012,52.28,0.024788256
30/07/2012,51,-0.014405544
27/07/2012,51.74,0.042441976
26/07/2012,49.59,0.022637859
25/07/2012,48.48,0.011409729
24/07/2012,47.93,-0.005617408
23/07/2012,48.2,-0.02033133
20/07/2012,49.19,-0.013127524
19/07/2012,49.84,-0.002404811
18/07/2012,49.96,0.020627627
17/07/2012,48.94,0.00717731
16/07/2012,48.59,-0.004107625
13/07/2012,48.79,0.026585159
12/07/2012,47.51,0.000842283
11/07/2012,47.47,-0.028451717
10/07/2012,48.84,-0.011198325
09/07/2012,49.39,-0.01527054
06/07/2012,50.15,-0.002191018
05/07/2012,50.26,-0.012456908
03/07/2012,50.89,0.023259174
02/07/2012,49.72,-0.012988493
29/06/2012,50.37,0.045490076
28/06/2012,48.13,-0.002075551
27/06/2012,48.23,0.022435158
26/06/2012,47.16,0.028389003
25/06/2012,45.84,-0.024777741
22/06/2012,46.99,0.008334272
21/06/2012,46.6,-0.050219757
20/06/2012,49,-0.006712117
19/06/2012,49.33,0.031925273
18/06/2012,47.78,0.008829151
15/06/2012,47.36,0.013177661
14/06/2012,46.74,0.017699577
13/06/2012,45.92,-0.030877239
12/06/2012,47.36,0.032184713
11/06/2012,45.86,-0.03975732
08/06/2012,47.72,0.008628908
07/06/2012,47.31,0.017484454
06/06/2012,46.49,0.037922352
05/06/2012,44.76,0.034086463
04/06/2012,43.26,-0.008058061
01/06/2012,43.61,-0.065455322
31/05/2012,46.56,-0.018513136
30/05/2012,47.43,-0.042515689
29/05/2012,49.49,0.038517788
25/05/2012,47.62,0.013105239
24/05/2012,47,0.02172362
23/05/2012,45.99,0.011371214
22/05/2012,45.47,-0.008758541
21/05/2012,45.87,0.036181951
18/05/2012,44.24,-0.00428556
17/05/2012,44.43,-0.041874782
16/05/2012,46.33,-0.019662955
15/05/2012,47.25,-0.020943174
14/05/2012,48.25,-0.02920661
11/05/2012,49.68,-0.006420568
10/05/2012,50,-0.002796087
09/05/2012,50.14,-0.009725193
08/05/2012,50.63,-0.011781012
07/05/2012,51.23,0.010202168
04/05/2012,50.71,-0.042280209
03/05/2012,52.9,-0.022615673
02/05/2012,54.11,-0.005161302
01/05/2012,54.39,0.007751977
30/04/2012,53.97,-0.001481207
27/04/2012,54.05,-0.002955849
26/04/2012,54.21,0.005363927
25/04/2012,53.92,0.040497492
24/04/2012,51.78,-0.008461589
23/04/2012,52.22,-0.010287765
20/04/2012,52.76,0.000189555
19/04/2012,52.75,-0.003028585
18/04/2012,52.91,-0.01202344
17/04/2012,53.55,0.020755462
16/04/2012,52.45,0.005927926
13/04/2012,52.14,-0.012010439
12/04/2012,52.77,0.035687074
11/04/2012,50.92,0.02003439
10/04/2012,49.91,-0.034462404
09/04/2012,51.66,-0.00809721
05/04/2012,52.08,-0.013919569
04/04/2012,52.81,-0.009985952
03/04/2012,53.34,0.009985952
02/04/2012,52.81,0.021436228
30/03/2012,51.69,0.009134258
29/03/2012,51.22,0.001954271
28/03/2012,51.12,-0.016490819
27/03/2012,51.97,0.000769971
26/03/2012,51.93,0.013766577
23/03/2012,51.22,0.007840103
22/03/2012,50.82,-0.012709136
21/03/2012,51.47,-0.0003885
20/03/2012,51.49,-0.007160166
19/03/2012,51.86,-0.003272695
16/03/2012,52.03,0.001538758
15/03/2012,51.95,0.008311636
14/03/2012,51.52,-0.01157867
13/03/2012,52.12,0.008284413
12/03/2012,51.69,-0.007516659
09/03/2012,52.08,-0.00746058
08/03/2012,52.47,0.025088155
07/03/2012,51.17,0.020733293
06/03/2012,50.12,-0.041428355
05/03/2012,52.24,-0.024767312
02/03/2012,53.55,-0.004471779
01/03/2012,53.79,-0.006300985
29/02/2012,54.13,-0.015217087
28/02/2012,54.96,0.015217087
27/02/2012,54.13,0.006115094
24/02/2012,53.8,-0.004636077
23/02/2012,54.05,0.002222635
22/02/2012,53.93,-0.008493404
21/02/2012,54.39,-0.004036703
17/02/2012,54.61,0.002199818
16/02/2012,54.49,0.016468131
15/02/2012,53.6,-0.010024216
14/02/2012,54.14,-0.00147656
13/02/2012,54.22,0.008520148
10/02/2012,53.76,-0.014221313
09/02/2012,54.53,0.001100918
08/02/2012,54.47,0.005338255
07/02/2012,54.18,-0.00221239
06/02/2012,54.3,0.011670041
03/02/2012,53.67,0.027771691
02/02/2012,52.2,-0.004587164
01/02/2012,52.44,0.041267047
31/01/2012,50.32,0.000795229
30/01/2012,50.28,-0.002582184
27/01/2012,50.41,0.067492029
26/01/2012,47.12,0.003827349
25/01/2012,46.94,0.014808726
24/01/2012,46.25,-0.000864491
23/01/2012,46.29,0.006501973
20/01/2012,45.99,-0.011028331
19/01/2012,46.5,0.009290334
18/01/2012,46.07,0.021058028
17/01/2012,45.11,-0.001993135
13/01/2012,45.2,-0.01949892
12/01/2012,46.09,0.030398816
11/01/2012,44.71,0.03296877
10/01/2012,43.26,0.042740539
09/01/2012,41.45,0.003141237
06/01/2012,41.32,0.02997031
05/01/2012,40.1,0.000249408
04/01/2012,40.09,-0.002740069
03/01/2012,40.2,0.02876807
30/12/2011,39.06,-0.007142888
29/12/2011,39.34,0.02054515
28/12/2011,38.54,-0.02156141
27/12/2011,39.38,-0.001522457
23/12/2011,39.44,0.008146685
22/12/2011,39.12,0.01364067
21/12/2011,38.59,-0.002846424
20/12/2011,38.7,0.077891707
19/12/2011,35.8,-0.025918186
16/12/2011,36.74,0.014530756
15/12/2011,36.21,0.001658375
14/12/2011,36.15,-0.008813056
13/12/2011,36.47,-0.016857387
12/12/2011,37.09,-0.03731085
09/12/2011,38.5,0.010969031
08/12/2011,38.08,-0.027966608
07/12/2011,39.16,0.003325236
06/12/2011,39.03,0.002822324
05/12/2011,38.92,0.0129301
02/12/2011,38.42,-0.01267313
01/12/2011,38.91,-0.018082754
30/11/2011,39.62,0.067605646
29/11/2011,37.03,0.012773648
28/11/2011,36.56,0.030267478
25/11/2011,35.47,-0.005622731
23/11/2011,35.67,-0.036337606
22/11/2011,36.99,0.001081958
21/11/2011,36.95,-0.022743455
18/11/2011,37.8,-0.005277057
17/11/2011,38,-0.048038002
16/11/2011,39.87,-0.024772136
15/11/2011,40.87,0.010329654
14/11/2011,40.45,-0.003455087
11/11/2011,40.59,0.017646786
10/11/2011,39.88,0.021544364
09/11/2011,39.03,-0.060880802
08/11/2011,41.48,0.043356544
07/11/2011,39.72,-0.002514459
04/11/2011,39.82,-0.010740705
03/11/2011,40.25,0.032831232
02/11/2011,38.95,0.016828876
01/11/2011,38.3,-0.025520137
31/10/2011,39.29,-0.064793006
28/10/2011,41.92,0.045634366
27/10/2011,40.05,0.06259285
26/10/2011,37.62,0.017699577
25/10/2011,36.96,-0.049099331
24/10/2011,38.82,0.035661881
21/10/2011,37.46,0.034490859
20/10/2011,36.19,0.001382552
19/10/2011,36.14,-0.046758957
18/10/2011,37.87,0.01677579
17/10/2011,37.24,-0.025190249
14/10/2011,38.19,0.02760993
13/10/2011,37.15,-0.005636842
12/10/2011,37.36,0.008602204
11/10/2011,37.04,0.004600198
10/10/2011,36.87,0.038429055
07/10/2011,35.48,-0.012046651
06/10/2011,35.91,0.009513222
05/10/2011,35.57,-0.006445307
04/10/2011,35.8,-0.64830174
03/10/2011,68.46,-0.001021972
30/09/2011,68.53,-0.031739578
29/09/2011,70.74,0.016534014
28/09/2011,69.58,-0.0304319
27/09/2011,71.73,0.013756534
26/09/2011,70.75,0.055206464
23/09/2011,66.95,0.005091356
22/09/2011,66.61,-0.064106811
21/09/2011,71.02,-0.030097272
20/09/2011,73.19,-0.026826439
19/09/2011,75.18,-0.014001021
16/09/2011,76.24,0.000262364
15/09/2011,76.22,0.024705733
14/09/2011,74.36,0.012041003
13/09/2011,73.47,0.019794461
12/09/2011,72.03,-0.006503863
09/09/2011,72.5,-0.04081096
08/09/2011,75.52,-0.016807118
07/09/2011,76.8,0.026119411
06/09/2011,74.82,-0.04444014
02/09/2011,78.22,-0.034553346
01/09/2011,80.97,-0.021503578
31/08/2011,82.73,-0.003137825
30/08/2011,82.99,0.008956729
29/08/2011,82.25,0.039682826
26/08/2011,79.05,0.023163106
25/08/2011,77.24,-0.010432189
24/08/2011,78.05,0.006813679
23/08/2011,77.52,0.034916265
22/08/2011,74.86,-0.015113638
19/08/2011,76,-0.018382631
18/08/2011,77.41,-0.074772118
17/08/2011,83.42,-0.008950474
16/08/2011,84.17,-0.023135316
15/08/2011,86.14,0.013911032
12/08/2011,84.95,0.011007982
11/08/2011,84.02,0.039449256
10/08/2011,80.77,-0.036708059
09/08/2011,83.79,0.070707808
08/08/2011,78.07,-0.096741436
05/08/2011,86,0.002444847
04/08/2011,85.79,-0.071949215
03/08/2011,92.19,-0.008532751
02/08/2011,92.98,-0.040159267
01/08/2011,96.79,0.002068467
29/07/2011,96.59,-0.036293691
28/07/2011,100.16,-0.011514918
27/07/2011,101.32,-0.027548343
26/07/2011,104.15,-0.001439194
25/07/2011,104.3,-0.001341382
22/07/2011,104.44,-0.000287205
21/07/2011,104.47,0.017574805
20/07/2011,102.65,0.006156271
19/07/2011,102.02,0.024006708
18/07/2011,99.6,-0.012273766
15/07/2011,100.83,0.004273723
14/07/2011,100.4,-0.010305283
13/07/2011,101.44,-0.00452445
12/07/2011,101.9,-0.005578133
11/07/2011,102.47,-0.021146928
08/07/2011,104.66,-0.00960403
07/07/2011,105.67,0.017277192
06/07/2011,103.86,0.004245471
05/07/2011,103.42,-0.005496374
01/07/2011,103.99,0.018635888
30/06/2011,102.07,0.009647643
29/06/2011,101.09,0.01655733
28/06/2011,99.43,0.005749171
27/06/2011,98.86,0.002836307
24/06/2011,98.58,-0.003948373
23/06/2011,98.97,-0.007750026
22/06/2011,99.74,-0.003602886
21/06/2011,100.1,0.036937607
20/06/2011,96.47,0.015144683
17/06/2011,95.02,-0.002417618
16/06/2011,95.25,-0.015108388
15/06/2011,96.7,-0.04122729
14/06/2011,100.77,0.020350559
13/06/2011,98.74,-0.009876126
10/06/2011,99.72,-0.014139437
09/06/2011,101.14,0.005254039
08/06/2011,100.61,-0.009102665
07/06/2011,101.53,0.01388498
06/06/2011,100.13,-0.005477829
03/06/2011,100.68,-0.022878901
02/06/2011,103.01,0.007796551
01/06/2011,102.21,-0.034993477
31/05/2011,105.85,0.013218775
27/05/2011,104.46,0.01194159
26/05/2011,103.22,0.003980008
25/05/2011,102.81,0.025814241
24/05/2011,100.19,0.001798202
23/05/2011,100.01,-0.032947859
20/05/2011,103.36,-0.017360048
19/05/2011,105.17,0.004287967
18/05/2011,104.72,0.02818179
17/05/2011,101.81,-0.014432235
16/05/2011,103.29,-0.01212486
13/05/2011,104.55,-0.003437414
12/05/2011,104.91,-0.010336254
11/05/2011,106,-0.020080058
10/05/2011,108.15,0.020929476
09/05/2011,105.91,0.023404612
06/05/2011,103.46,0.019618998
05/05/2011,101.45,-0.005308703
04/05/2011,101.99,-0.011890978
03/05/2011,103.21,-0.021850414
02/05/2011,105.49,-0.016546396
29/04/2011,107.25,0.041113412
28/04/2011,102.93,0.006237229
27/04/2011,102.29,0.007851645
26/04/2011,101.49,0.004641754
25/04/2011,101.02,0.002577066
21/04/2011,100.76,0.007571265
20/04/2011,100,0.008738066
19/04/2011,99.13,0.012894234
18/04/2011,97.86,-0.00814171
15/04/2011,98.66,0.016762453
14/04/2011,97.02,0.00796817
13/04/2011,96.25,-0.001245977
12/04/2011,96.37,-0.013911297
11/04/2011,97.72,-0.022963935
08/04/2011,99.99,-0.002796367
07/04/2011,100.27,0.003196487
06/04/2011,99.95,-0.009162498
05/04/2011,100.87,0.002183407
04/04/2011,100.65,0.002586551
01/04/2011,100.39,0.01071564
31/03/2011,99.32,0.004439967
30/03/2011,98.88,0.001113079
29/03/2011,98.77,0.015508932
28/03/2011,97.25,-0.008906237
25/03/2011,98.12,0.007262345
24/03/2011,97.41,0.00617858
23/03/2011,96.81,0.012995972
22/03/2011,95.56,-0.003655929
21/03/2011,95.91,0.022245396
18/03/2011,93.8,-0.005740422
17/03/2011,94.34,0.02327058
16/03/2011,92.17,-0.003465833
15/03/2011,92.49,-0.014597232
14/03/2011,93.85,-0.003085273
11/03/2011,94.14,0.009606222
10/03/2011,93.24,-0.023844716
09/03/2011,95.49,-0.020112641
08/03/2011,97.43,0.022839153
07/03/2011,95.23,-0.01179616
04/03/2011,96.36,-0.009707811
03/03/2011,97.3,0.028987537
02/03/2011,94.52,0.036524394
01/03/2011,91.13,-0.024711347
28/02/2011,93.41,0.022300123
25/02/2011,91.35,0.015110859
24/02/2011,89.98,0.004120503
23/02/2011,89.61,-0.009993421
22/02/2011,90.51,-0.052723053
18/02/2011,95.41,-0.008973349
17/02/2011,96.27,0.025885284
16/02/2011,93.81,0.023185381
15/02/2011,91.66,-0.02179864
14/02/2011,93.68,0.003850272
11/02/2011,93.32,0.010448741
10/02/2011,92.35,0.005864482
09/02/2011,91.81,-0.014489873
08/02/2011,93.15,0.009275304
07/02/2011,92.29,0.006304369
04/02/2011,91.71,0.005357253
03/02/2011,91.22,-0.0041571
02/02/2011,91.6,0.001420222
01/02/2011,91.47,-0.015081933
31/01/2011,92.86,0.010936171
28/01/2011,91.85,-0.011043854
