Date,Close,BSX
10/10/2013,11.88,0.01355953
09/10/2013,11.72,0.022434073
08/10/2013,11.46,-0.014725255
07/10/2013,11.63,-0.005145809
04/10/2013,11.69,0.002569595
03/10/2013,11.66,-0.00768906
02/10/2013,11.75,-0.000850702
01/10/2013,11.76,0.001702128
30/09/2013,11.74,0.018917159
27/09/2013,11.52,-0.012936791
26/09/2013,11.67,0.019031716
25/09/2013,11.45,-0.000872981
24/09/2013,11.46,-0.003484324
23/09/2013,11.5,-0.011240931
20/09/2013,11.63,-0.009413848
19/09/2013,11.74,-0.016054422
18/09/2013,11.93,0.002517836
17/09/2013,11.9,-0.001679262
16/09/2013,11.92,0.006734032
13/09/2013,11.84,-0.005894754
12/09/2013,11.91,-0.000839278
11/09/2013,11.92,-0.002513617
10/09/2013,11.95,-0.003341691
09/09/2013,11.99,0.041725934
06/09/2013,11.5,-0.006068506
05/09/2013,11.57,0.056904239
04/09/2013,10.93,0.002748513
03/09/2013,10.9,0.029797363
30/08/2013,10.58,-0.007532992
29/08/2013,10.66,-0.002810306
28/08/2013,10.69,-0.000935016
27/08/2013,10.7,-0.052787505
26/08/2013,11.28,0.012489012
23/08/2013,11.14,-0.003584233
22/08/2013,11.18,0.007181359
21/08/2013,11.1,0.008141158
20/08/2013,11.01,0.001818182
19/08/2013,10.99,-0.006349228
16/08/2013,11.06,0.005439723
15/08/2013,11,-0.025135973
14/08/2013,11.28,0.003552402
13/08/2013,11.24,-0.007975231
12/08/2013,11.33,-0.001763669
09/08/2013,11.35,0.002646671
08/08/2013,11.32,0.018725469
07/08/2013,11.11,-0.006280864
06/08/2013,11.18,-0.003571432
05/08/2013,11.22,-0.001780944
02/08/2013,11.24,0.008039347
01/08/2013,11.15,0.020843528
31/07/2013,10.92,0.008275909
30/07/2013,10.83,-0.012844213
29/07/2013,10.97,0.000911993
26/07/2013,10.96,0.011932221
25/07/2013,10.83,0.119515838
24/07/2013,9.61,-0.009321663
23/07/2013,9.7,-0.03245721
22/07/2013,10.02,0.035554786
19/07/2013,9.67,0.007265211
18/07/2013,9.6,0.006269613
17/07/2013,9.54,0.007364578
16/07/2013,9.47,-0.010504298
15/07/2013,9.57,-0.004171018
12/07/2013,9.61,0.01573184
11/07/2013,9.46,0.024613335
10/07/2013,9.23,0.008705169
09/07/2013,9.15,-0.023759217
08/07/2013,9.37,0.007498696
05/07/2013,9.3,0.016260521
03/07/2013,9.15,-0.002183407
02/07/2013,9.17,-0.02157581
01/07/2013,9.37,0.010729717
28/06/2013,9.27,0.005408342
27/06/2013,9.22,-0.003248514
26/06/2013,9.25,0.024071184
25/06/2013,9.03,-0.019737483
24/06/2013,9.21,0.007629465
21/06/2013,9.14,0.003287674
20/06/2013,9.11,-0.031336978
19/06/2013,9.4,-0.014783796
18/06/2013,9.54,-0.010427623
17/06/2013,9.64,0.013577232
14/06/2013,9.51,-0.007333715
13/06/2013,9.58,0.016842503
12/06/2013,9.42,-0.002120892
11/06/2013,9.44,-0.001058761
10/06/2013,9.45,0.016000341
07/06/2013,9.3,0.012987196
06/06/2013,9.18,0.019802627
05/06/2013,9,-0.016529302
04/06/2013,9.15,-0.028019074
03/06/2013,9.41,0.018231068
31/05/2013,9.24,-0.003241494
30/05/2013,9.27,0.011937201
29/05/2013,9.16,-0.006528859
28/05/2013,9.22,0.015300845
24/05/2013,9.08,-0.008771986
23/05/2013,9.16,0.003280484
22/05/2013,9.13,-0.010893354
21/05/2013,9.23,-0.002164503
20/05/2013,9.25,0.016349138
17/05/2013,9.1,0.006615239
16/05/2013,9.04,-0.006615239
15/05/2013,9.1,0.044951388
14/05/2013,8.7,0.005763705
13/05/2013,8.65,0.02339288
10/05/2013,8.45,0.017910927
09/05/2013,8.3,0.055741983
08/05/2013,7.85,0.020592748
07/05/2013,7.69,-0.006480904
06/05/2013,7.74,0.006480904
03/05/2013,7.69,0.010457612
02/05/2013,7.61,0.015894374
01/05/2013,7.49,0
30/04/2013,7.49,0
29/04/2013,7.49,0.005354765
26/04/2013,7.45,-0.01200815
25/04/2013,7.54,0.024162249
24/04/2013,7.36,0.00135962
23/04/2013,7.35,0.010944022
22/04/2013,7.27,0
19/04/2013,7.27,0.025070951
18/04/2013,7.09,-0.026445522
17/04/2013,7.28,-0.020394997
16/04/2013,7.43,-0.00536914
15/04/2013,7.47,-0.025116985
12/04/2013,7.66,-0.001304632
11/04/2013,7.67,-0.015524245
10/04/2013,7.79,-0.003843695
09/04/2013,7.82,0.001279591
08/04/2013,7.81,-0.006381643
05/04/2013,7.86,-0.007604599
04/04/2013,7.92,0.021698362
03/04/2013,7.75,-0.017903291
02/04/2013,7.89,0.011472401
01/04/2013,7.8,-0.00128123
28/03/2013,7.81,0.020699316
27/03/2013,7.65,0.027834799
26/03/2013,7.44,0.016260521
25/03/2013,7.32,-0.010869672
22/03/2013,7.4,0.004062294
21/03/2013,7.37,-0.010796326
20/03/2013,7.45,0.024457741
19/03/2013,7.27,-0.006854036
18/03/2013,7.32,-0.009517407
15/03/2013,7.39,-0.017438403
14/03/2013,7.52,-0.001328904
13/03/2013,7.53,-0.00793655
12/03/2013,7.59,0.011928571
11/03/2013,7.5,0.001334223
08/03/2013,7.49,0.008042939
07/03/2013,7.43,-0.012040279
06/03/2013,7.52,0.018792499
05/03/2013,7.38,0.002713706
04/03/2013,7.36,-0.001357773
01/03/2013,7.37,-0.002710029
28/02/2013,7.39,0.008152219
27/02/2013,7.33,0.002732242
26/02/2013,7.31,0.011004238
25/02/2013,7.23,-0.01917867
22/02/2013,7.37,0.015037877
21/02/2013,7.26,-0.004123717
20/02/2013,7.29,-0.028399475
19/02/2013,7.5,-0.005319161
15/02/2013,7.54,0.00132714
14/02/2013,7.53,0.010681009
13/02/2013,7.45,-0.018617559
12/02/2013,7.59,-0.005256254
11/02/2013,7.63,-0.009132484
08/02/2013,7.7,0.007822726
07/02/2013,7.64,-0.002614381
06/02/2013,7.66,-0.001304632
05/02/2013,7.67,0.029102583
04/02/2013,7.45,-0.025183571
01/02/2013,7.64,0.022502604
31/01/2013,7.47,0.021651725
30/01/2013,7.31,0.02914849
29/01/2013,7.1,0.034387342
28/01/2013,6.86,0
25/01/2013,6.86,0.00291971
24/01/2013,6.84,-0.00291971
23/01/2013,6.86,0
22/01/2013,6.86,0.023599915
18/01/2013,6.7,0.013523873
17/01/2013,6.61,0.024503523
16/01/2013,6.45,-0.009259325
15/01/2013,6.51,0.029620248
14/01/2013,6.32,-0.006309169
11/01/2013,6.36,0.009478744
10/01/2013,6.3,0.003179653
09/01/2013,6.28,0.025807884
08/01/2013,6.12,0.023141529
07/01/2013,5.98,0.010084119
04/01/2013,5.92,-0.005054771
03/01/2013,5.95,0.010135222
02/01/2013,5.89,0.027540467
31/12/2012,5.73,0.026526754
28/12/2012,5.58,-0.021277398
27/12/2012,5.7,0
26/12/2012,5.7,-0.013937508
24/12/2012,5.78,-0.006896579
21/12/2012,5.82,0.001719691
20/12/2012,5.81,0.012121361
19/12/2012,5.74,-0.008673081
18/12/2012,5.79,0.008673081
17/12/2012,5.74,0.012270093
14/12/2012,5.67,0.007079676
13/12/2012,5.63,-0.007079676
12/12/2012,5.67,-0.012270093
11/12/2012,5.74,0.005240187
10/12/2012,5.71,0.019452426
07/12/2012,5.6,0.001787311
06/12/2012,5.59,0.003584233
05/12/2012,5.57,0.003597126
04/12/2012,5.55,0.005420067
03/12/2012,5.52,-0.00361664
30/11/2012,5.54,-0.016114941
29/11/2012,5.63,-0.010600806
28/11/2012,5.69,0.010600806
27/11/2012,5.63,-0.00531445
26/11/2012,5.66,0.012444605
23/11/2012,5.59,0.016231195
21/11/2012,5.5,0.050336814
20/11/2012,5.23,0.003831422
19/11/2012,5.21,0.013526776
16/11/2012,5.14,0.005853675
15/11/2012,5.11,-0.001955035
14/11/2012,5.12,-0.013579258
13/11/2012,5.19,-0.003846159
12/11/2012,5.21,0.011583141
09/11/2012,5.15,0.013685453
08/11/2012,5.08,-0.015625318
07/11/2012,5.16,-0.036159981
06/11/2012,5.35,0.001870908
05/11/2012,5.34,0.026567027
02/11/2012,5.2,-0.007662873
01/11/2012,5.24,0.019268419
31/10/2012,5.14,-0.005819609
26/10/2012,5.17,0.009718249
25/10/2012,5.12,0.009813621
24/10/2012,5.07,-0.005899722
23/10/2012,5.1,-0.025170738
22/10/2012,5.23,0.001913876
19/10/2012,5.22,-0.033901552
18/10/2012,5.4,-0.03993271
17/10/2012,5.62,-0.007092228
16/10/2012,5.66,0.00531445
15/10/2012,5.63,0.010714388
12/10/2012,5.57,-0.001793722
11/10/2012,5.58,0.001793722
10/10/2012,5.57,-0.005371544
09/10/2012,5.6,-0.026433257
08/10/2012,5.75,-0.00173762
05/10/2012,5.76,-0.008643096
04/10/2012,5.81,0.020870323
03/10/2012,5.69,0.005286356
02/10/2012,5.66,-0.005286356
01/10/2012,5.69,-0.008748962
28/09/2012,5.74,0.014035318
27/09/2012,5.66,0.008873173
26/09/2012,5.61,-0.003558723
25/09/2012,5.63,-0.001774623
24/09/2012,5.64,-0.026248226
21/09/2012,5.79,0
20/09/2012,5.79,0.005194817
19/09/2012,5.76,0.00173762
18/09/2012,5.75,-0.005203828
17/09/2012,5.78,-0.006896579
14/09/2012,5.82,0.006896579
13/09/2012,5.78,0.024519617
12/09/2012,5.64,0.010695289
11/09/2012,5.58,-0.003577821
10/09/2012,5.6,-0.005342844
07/09/2012,5.63,0.014311514
06/09/2012,5.55,0.005420067
05/09/2012,5.52,0.020128767
04/09/2012,5.41,0.001850139
31/08/2012,5.4,-0.00554018
30/08/2012,5.43,-0.021858794
29/08/2012,5.55,0.012692827
28/08/2012,5.48,0.009165967
27/08/2012,5.43,-0.012808958
24/08/2012,5.5,0.018349139
23/08/2012,5.4,-0.021978907
22/08/2012,5.52,-0.019731582
21/08/2012,5.63,0.003558723
20/08/2012,5.61,0.003571432
17/08/2012,5.59,0.014414664
16/08/2012,5.51,-0.003623192
15/08/2012,5.53,0.012739026
14/08/2012,5.46,-0.009115833
13/08/2012,5.51,-0.005429878
10/08/2012,5.54,0.007246409
09/08/2012,5.5,0.022059718
08/08/2012,5.38,0.009337136
07/08/2012,5.33,0.013220211
06/08/2012,5.26,-0.009460809
03/08/2012,5.31,0.036437396
02/08/2012,5.12,-0.017425417
01/08/2012,5.21,0.007707167
31/07/2012,5.17,0.001936109
30/07/2012,5.16,-0.011560822
27/07/2012,5.22,0.049077562
26/07/2012,4.97,-0.069931398
25/07/2012,5.33,0.024692613
24/07/2012,5.2,-0.011472401
23/07/2012,5.26,-0.022557347
20/07/2012,5.38,-0.036500402
19/07/2012,5.58,0.003590668
18/07/2012,5.56,-0.012511334
17/07/2012,5.63,0.010714388
16/07/2012,5.57,-0.003584233
13/07/2012,5.59,0.003584233
12/07/2012,5.57,-0.00893661
11/07/2012,5.62,0.019767041
10/07/2012,5.51,-0.019767041
09/07/2012,5.62,-0.005323881
06/07/2012,5.65,-0.01231326
05/07/2012,5.72,-0.013889112
03/07/2012,5.8,0
02/07/2012,5.8,0.0226688
29/06/2012,5.67,0.02139119
28/06/2012,5.55,-0.016086138
27/06/2012,5.64,0.021506205
26/06/2012,5.52,0
25/06/2012,5.52,-0.032088315
22/06/2012,5.7,0.014134511
21/06/2012,5.62,-0.017637141
20/06/2012,5.72,-0.012163486
19/06/2012,5.79,0.001728609
18/06/2012,5.78,-0.028987537
15/06/2012,5.95,0.025533302
14/06/2012,5.8,0.015638894
13/06/2012,5.71,-0.02763561
12/06/2012,5.87,0.032903401
11/06/2012,5.68,-0.005267791
08/06/2012,5.71,0.008795131
07/06/2012,5.66,0
06/06/2012,5.66,0.016028838
05/06/2012,5.57,-0.003584233
04/06/2012,5.59,-0.003571432
01/06/2012,5.61,-0.022908491
31/05/2012,5.74,-0.00521287
30/05/2012,5.77,-0.02228027
29/05/2012,5.9,0.005097717
25/05/2012,5.87,-0.006791198
24/05/2012,5.91,0
23/05/2012,5.91,-0.005063302
22/05/2012,5.94,-0.008382279
21/05/2012,5.99,0.005020931
18/05/2012,5.96,-0.02321829
17/05/2012,6.1,0.001640689
16/05/2012,6.09,-0.00817666
15/05/2012,6.14,-0.014551591
14/05/2012,6.23,-0.012759344
11/05/2012,6.31,0.004765696
10/05/2012,6.28,0.017671143
09/05/2012,6.17,-0.008071069
08/05/2012,6.22,-0.01436577
07/05/2012,6.31,0.01920059
04/05/2012,6.19,-0.00483482
03/05/2012,6.22,-0.004811557
02/05/2012,6.25,-0.001598721
01/05/2012,6.26,0
30/04/2012,6.26,-0.00159617
27/04/2012,6.27,0.014458083
26/04/2012,6.18,0.00486619
25/04/2012,6.15,0.01639381
24/04/2012,6.05,0.031908668
23/04/2012,5.86,-0.01355953
20/04/2012,5.94,0.015267472
19/04/2012,5.85,0.05444716
18/04/2012,5.54,-0.007194276
17/04/2012,5.58,0.012624153
16/04/2012,5.51,-0.019767041
13/04/2012,5.62,-0.034968598
12/04/2012,5.82,0.013841051
11/04/2012,5.74,0
10/04/2012,5.74,-0.017271587
09/04/2012,5.84,-0.010221554
05/04/2012,5.9,0.001696353
04/04/2012,5.89,-0.01349093
03/04/2012,5.97,0
02/04/2012,5.97,-0.001673641
30/03/2012,5.98,-0.003338901
29/03/2012,6,-0.006644543
28/03/2012,6.04,-0.02291426
27/03/2012,6.18,0.016313575
26/03/2012,6.08,0.018257769
23/03/2012,5.97,-0.005012542
22/03/2012,6,-0.004987542
21/03/2012,6.03,0
20/03/2012,6.03,-0.001657001
19/03/2012,6.04,-0.013158085
16/03/2012,6.12,0.019802627
15/03/2012,6,0.020202707
14/03/2012,5.88,-0.013513719
13/03/2012,5.96,0.01862882
12/03/2012,5.85,-0.016949558
09/03/2012,5.95,0.003367007
08/03/2012,5.93,0.034308682
07/03/2012,5.73,0.005249356
06/03/2012,5.7,-0.024264622
05/03/2012,5.84,-0.027028672
02/03/2012,6,-0.013245227
01/03/2012,6.08,-0.022765211
29/02/2012,6.22,-0.022258471
28/02/2012,6.36,0.012658397
27/02/2012,6.28,0.004788517
24/02/2012,6.25,0.057629113
23/02/2012,5.9,-0.003384098
22/02/2012,5.92,-0.010084119
21/02/2012,5.98,-0.018227514
17/02/2012,6.09,0.019901154
16/02/2012,5.97,0.01349093
15/02/2012,5.89,-0.005080451
14/02/2012,5.92,-0.003372684
13/02/2012,5.94,0.00168492
10/02/2012,5.93,-0.003367007
09/02/2012,5.95,0
08/02/2012,5.95,0
07/02/2012,5.95,-0.01169604
06/02/2012,6.02,-0.001659751
03/02/2012,6.03,0.032016214
02/02/2012,5.84,-0.041917285
01/02/2012,6.09,0.021577601
31/01/2012,5.96,-0.005020931
30/01/2012,5.99,0.010067199
27/01/2012,5.93,-0.005046268
26/01/2012,5.96,-0.028124269
25/01/2012,6.13,0.026447823
24/01/2012,5.97,0
23/01/2012,5.97,-0.001673641
20/01/2012,5.98,0.018565934
19/01/2012,5.87,0.025885828
18/01/2012,5.72,0.03378099
17/01/2012,5.53,0.001809955
13/01/2012,5.52,-0.007220248
12/01/2012,5.56,0.003603608
11/01/2012,5.54,0.001806685
10/01/2012,5.53,0.033091255
09/01/2012,5.35,0.00938974
06/01/2012,5.3,-0.007518832
05/01/2012,5.34,0.005633818
04/01/2012,5.31,-0.00937214
03/01/2012,5.36,0.003738322
30/12/2011,5.34,0.001874415
29/12/2011,5.33,0.03047855
28/12/2011,5.17,-0.01153859
27/12/2011,5.23,0
23/12/2011,5.23,0
22/12/2011,5.23,0.003831422
21/12/2011,5.21,0.011583141
20/12/2011,5.15,0.011718884
19/12/2011,5.09,-0.009775249
16/12/2011,5.14,0.005853675
15/12/2011,5.11,-0.003906255
14/12/2011,5.13,-0.038245579
13/12/2011,5.33,0.007532992
12/12/2011,5.29,-0.009407407
09/12/2011,5.34,0.00375235
08/12/2011,5.32,-0.049505984
07/12/2011,5.59,0
06/12/2011,5.59,-0.001787311
05/12/2011,5.6,0.018018506
02/12/2011,5.5,-0.070204259
01/12/2011,5.9,0
30/11/2011,5.9,0.061154423
29/11/2011,5.55,0.021858794
28/11/2011,5.43,0.029908771
25/11/2011,5.27,-0.009442941
23/11/2011,5.32,0.001881468
22/11/2011,5.31,0.001885015
21/11/2011,5.3,-0.022388995
18/11/2011,5.42,-0.007352974
17/11/2011,5.46,-0.021739987
16/11/2011,5.58,-0.042111485
15/11/2011,5.82,-0.003430535
14/11/2011,5.84,-0.010221554
11/11/2011,5.9,0.006802747
10/11/2011,5.86,0.017212129
09/11/2011,5.76,-0.013793322
08/11/2011,5.84,0.008598505
07/11/2011,5.79,0.003460211
04/11/2011,5.77,-0.017182553
03/11/2011,5.87,0.031144386
02/11/2011,5.69,0.019521472
01/11/2011,5.58,-0.054067221
31/10/2011,5.89,0.013675427
28/10/2011,5.81,0.029696505
27/10/2011,5.64,0.032435276
26/10/2011,5.46,0.007352974
25/10/2011,5.42,-0.016468808
24/10/2011,5.51,0.022019238
21/10/2011,5.39,0
20/10/2011,5.39,-0.045338681
19/10/2011,5.64,-0.003539827
18/10/2011,5.66,0.019625964
17/10/2011,5.55,-0.02491232
14/10/2011,5.69,0.012378584
13/10/2011,5.62,-0.005323881
12/10/2011,5.65,0.003546103
11/10/2011,5.63,-0.012356733
10/10/2011,5.7,0.014134511
07/10/2011,5.62,-0.003552402
06/10/2011,5.64,-0.008826183
05/10/2011,5.69,0.010600806
04/10/2011,5.63,0.017921627
03/10/2011,5.53,-0.066458016
30/09/2011,5.91,-0.03164294
29/09/2011,6.1,0.001640689
28/09/2011,6.09,0
27/09/2011,6.09,0.026623869
26/09/2011,5.93,0.029086738
23/09/2011,5.76,0.024605811
22/09/2011,5.62,-0.053692549
21/09/2011,5.93,-0.04935212
20/09/2011,6.23,-0.012759344
19/09/2011,6.31,-0.034271267
16/09/2011,6.53,-0.006106889
15/09/2011,6.57,0.016884515
14/09/2011,6.46,0.031449133
13/09/2011,6.26,0.006410278
12/09/2011,6.22,0.003220615
09/09/2011,6.2,-0.045713239
08/09/2011,6.49,0
07/09/2011,6.49,0.028126854
06/09/2011,6.31,-0.017282441
02/09/2011,6.42,-0.045670037
01/09/2011,6.72,-0.008888947
31/08/2011,6.78,0.020865138
30/08/2011,6.64,0
29/08/2011,6.64,0.041512494
26/08/2011,6.37,0.003144657
25/08/2011,6.35,0.004735605
24/08/2011,6.32,-0.00315956
23/08/2011,6.34,0.040230687
22/08/2011,6.09,-0.004914015
19/08/2011,6.12,0.009852296
18/08/2011,6.06,-0.06701071
17/08/2011,6.48,0.010861239
16/08/2011,6.41,-0.018547672
15/08/2011,6.53,0.018547672
12/08/2011,6.41,0.009404458
11/08/2011,6.35,0.071808981
10/08/2011,5.91,-0.070232937
09/08/2011,6.34,0.055119299
08/08/2011,6,-0.078503061
05/08/2011,6.49,0.015528262
04/08/2011,6.39,-0.057766819
03/08/2011,6.77,0.019389123
02/08/2011,6.64,-0.041303806
01/08/2011,6.92,-0.034094211
29/07/2011,7.16,-0.016620881
28/07/2011,7.28,0.081531911
27/07/2011,6.71,-0.027922461
26/07/2011,6.9,-0.031386314
25/07/2011,7.12,-0.012561226
22/07/2011,7.21,0.018195044
21/07/2011,7.08,0.011363759
20/07/2011,7,-0.019802627
19/07/2011,7.14,0.031297007
18/07/2011,6.92,-0.012921931
15/07/2011,7.01,-0.011347639
14/07/2011,7.09,-0.012614043
13/07/2011,7.18,-0.013831479
12/07/2011,7.28,0.001374571
11/07/2011,7.27,0.013850637
08/07/2011,7.17,-0.009715552
07/07/2011,7.24,0.011111225
06/07/2011,7.16,0.002797205
05/07/2011,7.14,-0.01252626
01/07/2011,7.23,0.045269398
30/06/2011,6.91,-0.002890175
29/06/2011,6.93,-0.007189104
28/06/2011,6.98,0.015884811
27/06/2011,6.87,-0.002906979
24/06/2011,6.89,-0.028614256
23/06/2011,7.09,0.004240289
22/06/2011,7.06,0.020029282
21/06/2011,6.92,0.026355845
20/06/2011,6.74,-0.007391017
17/06/2011,6.79,-0.005873732
16/06/2011,6.83,-0.01453514
15/06/2011,6.93,0.027799888
14/06/2011,6.74,0.010440065
13/06/2011,6.67,-0.01340303
10/06/2011,6.76,-0.017595762
09/06/2011,6.88,0.025019701
08/06/2011,6.71,-0.016260521
07/06/2011,6.82,-0.00438918
06/06/2011,6.85,-0.002915454
03/06/2011,6.87,-0.013015368
02/06/2011,6.96,-0.010007231
01/06/2011,7.03,-0.021112677
31/05/2011,7.18,0.019691213
27/05/2011,7.04,0.012866511
26/05/2011,6.95,0.005772022
25/05/2011,6.91,0.035349778
24/05/2011,6.67,0.015106027
23/05/2011,6.57,-0.03440878
20/05/2011,6.8,-0.014598799
19/05/2011,6.9,0.013129291
18/05/2011,6.81,-0.002932553
17/05/2011,6.83,-0.002923979
16/05/2011,6.85,0.001460921
13/05/2011,6.84,-0.010181906
12/05/2011,6.91,-0.01579358
11/05/2011,7.02,0
10/05/2011,7.02,-0.09375497
09/05/2011,7.71,-0.001296176
06/05/2011,7.72,0.020943174
05/05/2011,7.56,-0.023530497
04/05/2011,7.74,-0.006439172
03/05/2011,7.79,0.009026496
02/05/2011,7.72,0.030245567
29/04/2011,7.49,0.008042939
28/04/2011,7.43,0.017651511
27/04/2011,7.3,0.004118057
26/04/2011,7.27,-0.005486982
25/04/2011,7.31,0.020733293
21/04/2011,7.16,0.011236073
20/04/2011,7.08,0.007087202
19/04/2011,7.03,0.007137789
18/04/2011,6.98,-0.014224991
15/04/2011,7.08,-0.007037327
14/04/2011,7.13,0.021262318
13/04/2011,6.98,-0.017045867
12/04/2011,7.1,-0.016760169
11/04/2011,7.22,-0.01784536
08/04/2011,7.35,-0.009478744
07/04/2011,7.42,0.025940021
06/04/2011,7.23,0.023793985
05/04/2011,7.06,-0.023793985
04/04/2011,7.23,-0.009635312
01/04/2011,7.3,0.015183176
31/03/2011,7.19,-0.030139268
30/03/2011,7.41,0.013587166
29/03/2011,7.31,0.004112412
28/03/2011,7.28,0.009661911
25/03/2011,7.21,0.015374167
24/03/2011,7.1,0.014184635
23/03/2011,7,0.002861232
22/03/2011,6.98,-0.040707375
21/03/2011,7.27,0.009675266
18/03/2011,7.2,0.011173301
17/03/2011,7.12,0.027047912
16/03/2011,6.93,-0.021414095
15/03/2011,7.08,-0.03060044
14/03/2011,7.3,-0.028361118
11/03/2011,7.51,0.009364617
10/03/2011,7.44,-0.044685489
09/03/2011,7.78,0.019468493
08/03/2011,7.63,0.021192846
07/03/2011,7.47,-0.008000043
04/03/2011,7.53,-0.003976148
03/03/2011,7.56,0.025453484
02/03/2011,7.37,-0.020148432
01/03/2011,7.52,0.049056157
28/02/2011,7.16,-0.002789402
25/02/2011,7.18,0.022536165
24/02/2011,7.02,-0.002844952
23/02/2011,7.04,-0.033522692
22/02/2011,7.28,-0.03509132
18/02/2011,7.54,0.018742182
17/02/2011,7.4,0.041385216
16/02/2011,7.1,0.018479559
15/02/2011,6.97,0
14/02/2011,6.97,0.012996573
11/02/2011,6.88,-0.004350986
10/02/2011,6.91,0.004350986
09/02/2011,6.88,-0.010123008
08/02/2011,6.95,0
07/02/2011,6.95,-0.005738897
04/02/2011,6.99,0.002865331
03/02/2011,6.97,0.017366572
02/02/2011,6.85,-0.040062582
01/02/2011,7.13,0.021262318
31/01/2011,6.98,-0.001431639
28/01/2011,6.99,-0.024029425
27/01/2011,7.16,0.001397624
26/01/2011,7.15,0.016925651
25/01/2011,7.03,-0.015526071
24/01/2011,7.14,-0.002797205
21/01/2011,7.16,-0.015246311
20/01/2011,7.27,0.016643935
19/01/2011,7.15,-0.024863159
