Date,Close,MOS
05/12/2013,46.97,-0.020232513
04/12/2013,47.93,0.032442154
03/12/2013,46.4,-0.022798473
02/12/2013,47.47,-0.009017572
29/11/2013,47.9,0.021524359
27/11/2013,46.88,-0.001279045
26/11/2013,46.94,-0.004675885
25/11/2013,47.16,-0.00739414
22/11/2013,47.51,0.023209814
21/11/2013,46.42,-0.018991289
20/11/2013,47.31,-0.009885452
19/11/2013,47.78,-0.013512315
18/11/2013,48.43,-0.01272073
15/11/2013,49.05,0.018311385
14/11/2013,48.16,-0.00083022
13/11/2013,48.2,0.00374143
12/11/2013,48.02,-0.002288093
11/11/2013,48.13,0.002496361
08/11/2013,48.01,0.022113147
07/11/2013,46.96,0.013074884
06/11/2013,46.35,0.006493529
05/11/2013,46.05,-0.014658594
04/11/2013,46.73,0.013573407
01/11/2013,46.1,0.005437751
31/10/2013,45.85,-0.017940609
30/10/2013,46.68,-0.005341322
29/10/2013,46.93,0.00555557
28/10/2013,46.67,0.015765363
25/10/2013,45.94,0.006551672
24/10/2013,45.64,-0.021459586
23/10/2013,46.63,0.001717107
22/10/2013,46.55,-0.003859353
21/10/2013,46.73,0.002571246
18/10/2013,46.61,0.002147767
17/10/2013,46.51,0.012548845
16/10/2013,45.93,0.012267405
15/10/2013,45.37,-0.000881251
14/10/2013,45.41,-0.001320423
11/10/2013,45.47,-0.017224889
10/10/2013,46.26,0.009120584
09/10/2013,45.84,0.009204536
08/10/2013,45.42,-0.004831988
07/10/2013,45.64,-0.010028425
04/10/2013,46.1,0.017947516
03/10/2013,45.28,-0.007042283
02/10/2013,45.6,0.035945381
01/10/2013,43.99,0.022297212
30/09/2013,43.02,-0.009485323
27/09/2013,43.43,-0.017348073
26/09/2013,44.19,-0.008562468
25/09/2013,44.57,0.004722824
24/09/2013,44.36,-0.008082666
23/09/2013,44.72,-0.001117443
20/09/2013,44.77,0.000670316
19/09/2013,44.74,-0.008679258
18/09/2013,45.13,0.002884724
17/09/2013,45,-0.012148134
16/09/2013,45.55,-0.009613358
13/09/2013,45.99,0.035635064
12/09/2013,44.38,-0.012316806
11/09/2013,44.93,-0.013265726
10/09/2013,45.53,0.027161064
09/09/2013,44.31,0.049738481
06/09/2013,42.16,0.002137007
05/09/2013,42.07,-0.005215754
04/09/2013,42.29,0.026355143
03/09/2013,41.19,-0.01110586
30/08/2013,41.65,0.00264455
29/08/2013,41.54,0.001686544
28/08/2013,41.47,0.007260438
27/08/2013,41.17,-0.028966717
26/08/2013,42.38,0.011629418
23/08/2013,41.89,0.014426795
22/08/2013,41.29,0.007780248
21/08/2013,40.97,-0.024353223
20/08/2013,41.98,-0.002854426
19/08/2013,42.1,-0.01812454
16/08/2013,42.87,-0.031231011
15/08/2013,44.23,0.010911679
14/08/2013,43.75,-0.015648352
13/08/2013,44.44,0.013365246
12/08/2013,43.85,0.031035376
09/08/2013,42.51,-0.02256172
08/08/2013,43.48,0.049986832
07/08/2013,41.36,0.016577659
06/08/2013,40.68,-0.018510027
05/08/2013,41.44,0.011162455
02/08/2013,40.98,-0.021724243
01/08/2013,41.88,0.019043603
31/07/2013,41.09,-0.064097319
30/07/2013,43.81,-0.194384247
29/07/2013,53.21,0.011340133
26/07/2013,52.61,0.001902588
25/07/2013,52.51,0.002478789
24/07/2013,52.38,-0.020221798
23/07/2013,53.45,-0.003548421
22/07/2013,53.64,-0.006688988
19/07/2013,54,-0.000555401
18/07/2013,54.03,-0.00443214
17/07/2013,54.27,0.002767785
16/07/2013,54.12,-0.036466626
15/07/2013,56.13,0.000534616
12/07/2013,56.1,-0.013280408
11/07/2013,56.85,0.022233019
10/07/2013,55.6,-0.015172089
09/07/2013,56.45,0.035338092
08/07/2013,54.49,0.013673532
05/07/2013,53.75,0.000744463
03/07/2013,53.71,0.003730652
02/07/2013,53.51,0.002807151
01/07/2013,53.36,-0.008397922
28/06/2013,53.81,0.000185856
27/06/2013,53.8,-0.020422014
26/06/2013,54.91,-0.018047774
25/06/2013,55.91,0.012961478
24/06/2013,55.19,-0.026816051
21/06/2013,56.69,-0.002466527
20/06/2013,56.83,-0.024679737
19/06/2013,58.25,-0.012454311
18/06/2013,58.98,0.012969465
17/06/2013,58.22,0.006202639
14/06/2013,57.86,-0.014413427
13/06/2013,58.7,0.022395424
12/06/2013,57.4,-0.010226279
11/06/2013,57.99,-0.034906967
10/06/2013,60.05,-0.006639029
07/06/2013,60.45,0.00697214
06/06/2013,60.03,0.001667223
05/06/2013,59.93,-0.03072615
04/06/2013,61.8,0.013357423
03/06/2013,60.98,0.002627259
31/05/2013,60.82,-0.017601497
30/05/2013,61.9,0.001455016
29/05/2013,61.81,0.016804376
28/05/2013,60.78,0.016589631
24/05/2013,59.78,-0.004006683
23/05/2013,60.02,0.012237182
22/05/2013,59.29,-0.016559716
21/05/2013,60.28,-0.016453152
20/05/2013,61.28,0.008686443
17/05/2013,60.75,-0.005908437
16/05/2013,61.11,-0.0060364
15/05/2013,61.48,-0.002599092
14/05/2013,61.64,0.005531168
13/05/2013,61.3,-0.031789481
10/05/2013,63.28,-0.00881063
09/05/2013,63.84,-0.007179678
08/05/2013,64.3,0.03288314
07/05/2013,62.22,0.017673747
06/05/2013,61.13,0.004919656
03/05/2013,60.83,0.005439723
02/05/2013,60.5,0.003477113
01/05/2013,60.29,-0.021333267
30/04/2013,61.59,-0.004050885
29/04/2013,61.84,0.032541902
26/04/2013,59.86,-0.016074586
25/04/2013,60.83,0.014071915
24/04/2013,59.98,0.02840908
23/04/2013,58.3,-0.000171512
22/04/2013,58.31,0.013467054
19/04/2013,57.53,0.002436479
18/04/2013,57.39,-0.010228051
17/04/2013,57.98,0.001380739
16/04/2013,57.9,0.011988676
15/04/2013,57.21,-0.034192834
12/04/2013,59.2,-0.023538354
11/04/2013,60.61,0.008782889
10/04/2013,60.08,0.002166126
09/04/2013,59.95,0.01733029
08/04/2013,58.92,-0.003726923
05/04/2013,59.14,-0.003544607
04/04/2013,59.35,0.014083545
03/04/2013,58.52,0.008236148
02/04/2013,58.04,-0.020802114
01/04/2013,59.26,-0.005888803
28/03/2013,59.61,0.015724392
27/03/2013,58.68,-0.000851716
26/03/2013,58.73,-0.009995848
25/03/2013,59.32,-0.006552993
22/03/2013,59.71,-0.005511496
21/03/2013,60.04,-0.023538244
20/03/2013,61.47,0.002117092
19/03/2013,61.34,-0.009572556
18/03/2013,61.93,-0.01219723
15/03/2013,62.69,0.005598671
14/03/2013,62.34,0.009347369
13/03/2013,61.76,-0.002264274
12/03/2013,61.9,0.006483005
11/03/2013,61.5,0.021032652
08/03/2013,60.22,0.015563865
07/03/2013,59.29,0.018555303
06/03/2013,58.2,-0.002745369
05/03/2013,58.36,0.000171365
04/03/2013,58.35,-0.002054443
01/03/2013,58.47,-0.001196479
28/02/2013,58.54,0.006856386
27/02/2013,58.14,0.031449133
26/02/2013,56.34,0.003556192
25/02/2013,56.14,-0.023414502
22/02/2013,57.47,-0.004513897
21/02/2013,57.73,-0.013420711
20/02/2013,58.51,-0.049188877
19/02/2013,61.46,-0.011646848
15/02/2013,62.18,0.003221652
14/02/2013,61.98,-0.003543247
13/02/2013,62.2,0.01148044
12/02/2013,61.49,0.005708244
11/02/2013,61.14,-0.004243519
08/02/2013,61.4,0.003916454
07/02/2013,61.16,-0.00163372
06/02/2013,61.26,0.002615235
05/02/2013,61.1,0.00180195
04/02/2013,60.99,-0.01819709
01/02/2013,62.11,0.013943157
31/01/2013,61.25,-0.000163252
30/01/2013,61.26,-0.012168561
29/01/2013,62.01,-0.005628382
28/01/2013,62.36,-0.013696663
25/01/2013,63.22,0.037059179
24/01/2013,60.92,0.02425771
23/01/2013,59.46,-0.005367339
22/01/2013,59.78,0.006713688
18/01/2013,59.38,0.003542813
17/01/2013,59.17,0.003046719
16/01/2013,58.99,-0.008776428
15/01/2013,59.51,-0.000336022
14/01/2013,59.53,-0.003521426
11/01/2013,59.74,0.000167406
10/01/2013,59.73,0.006382286
09/01/2013,59.35,0.014938319
08/01/2013,58.47,-0.004096268
07/01/2013,58.71,0.001534135
04/01/2013,58.62,0.032067918
03/01/2013,56.77,-0.012950829
02/01/2013,57.51,0.015419966
31/12/2012,56.63,0.025394784
28/12/2012,55.21,-0.016882585
27/12/2012,56.15,0.002317911
26/12/2012,56.02,0.007345729
24/12/2012,55.61,-0.000359583
21/12/2012,55.63,-0.003588735
20/12/2012,55.83,0.006829646
19/12/2012,55.45,-0.009155436
18/12/2012,55.96,-0.001250112
17/12/2012,56.03,0.008423744
14/12/2012,55.56,-0.001259106
13/12/2012,55.63,-0.014455503
12/12/2012,56.44,0.011404258
11/12/2012,55.8,0.025593556
10/12/2012,54.39,0.014631245
07/12/2012,53.6,-0.002236304
06/12/2012,53.72,0.011985162
05/12/2012,53.08,0.001885726
04/12/2012,52.98,0.002646004
03/12/2012,52.84,-0.022826061
30/11/2012,54.06,-0.000739645
29/11/2012,54.1,0.017339858
28/11/2012,53.17,-0.000564069
27/11/2012,53.2,-0.00150263
26/11/2012,53.28,0.011894788
23/11/2012,52.65,0.018015052
21/11/2012,51.71,-0.012300751
20/11/2012,52.35,0.022212405
19/11/2012,51.2,0.033362904
16/11/2012,49.52,0.008110345
15/11/2012,49.12,0.000407249
14/11/2012,49.1,-0.033052583
13/11/2012,50.75,-0.007459791
12/11/2012,51.13,-0.008568699
09/11/2012,51.57,0.000775946
08/11/2012,51.53,-0.01349288
07/11/2012,52.23,-0.026638016
06/11/2012,53.64,0.020720274
05/11/2012,52.54,0.006683879
02/11/2012,52.19,-0.017850835
01/11/2012,53.13,0.014980843
31/10/2012,52.34,-0.008371434
26/10/2012,52.78,-0.008865474
25/10/2012,53.25,0.000751456
24/10/2012,53.21,0.002634552
23/10/2012,53.07,-0.021622464
22/10/2012,54.23,0.004805924
19/10/2012,53.97,-0.013252541
18/10/2012,54.69,-0.005470473
17/10/2012,54.99,0.009134152
16/10/2012,54.49,0.010515732
15/10/2012,53.92,-0.004256507
12/10/2012,54.15,-0.021738001
11/10/2012,55.34,0.016213125
10/10/2012,54.45,0
09/10/2012,54.45,-0.004398028
08/10/2012,54.69,-0.007105797
05/10/2012,55.08,-0.000363042
04/10/2012,55.1,0.003818534
03/10/2012,54.89,-0.015725584
02/10/2012,55.76,-0.039558643
01/10/2012,58.01,0.006919246
28/09/2012,57.61,-0.000694083
27/09/2012,57.65,0.010637471
26/09/2012,57.04,-0.008901359
25/09/2012,57.55,-0.035840013
24/09/2012,59.65,-0.005850414
21/09/2012,60,-0.005153365
20/09/2012,60.31,0.006654491
19/09/2012,59.91,0.015305992
18/09/2012,59,-0.011459512
17/09/2012,59.68,-0.018428346
14/09/2012,60.79,-0.001643656
13/09/2012,60.89,0.017394624
12/09/2012,59.84,-0.008155159
11/09/2012,60.33,0.004651944
10/09/2012,60.05,-0.015860237
07/09/2012,61.01,-0.000655415
06/09/2012,61.05,0.037381292
05/09/2012,58.81,0.035656252
04/09/2012,56.75,-0.020234425
31/08/2012,57.91,0.019529827
30/08/2012,56.79,-0.017801517
29/08/2012,57.81,0.018506115
28/08/2012,56.75,-0.004220157
27/08/2012,56.99,-0.00629703
24/08/2012,57.35,-0.004349724
23/08/2012,57.6,-0.02333668
22/08/2012,58.96,0.009200951
21/08/2012,58.42,-0.007843177
20/08/2012,58.88,-0.012321871
17/08/2012,59.61,-0.000503145
16/08/2012,59.64,0.021867131
15/08/2012,58.35,0.012416093
14/08/2012,57.63,0.002258318
13/08/2012,57.5,-0.017412732
10/08/2012,58.51,-0.002389895
09/08/2012,58.65,0.010972166
08/08/2012,58.01,-0.002066472
07/08/2012,58.13,0.013683421
06/08/2012,57.34,-0.000523058
03/08/2012,57.37,0.006645705
02/08/2012,56.99,-0.017049822
01/08/2012,57.97,-0.002412131
31/07/2012,58.11,-0.004121593
30/07/2012,58.35,-0.006491311
27/07/2012,58.73,0.012852546
26/07/2012,57.98,0.009357199
25/07/2012,57.44,0.008391658
24/07/2012,56.96,-0.009261753
23/07/2012,57.49,-0.000173928
20/07/2012,57.5,-0.002084782
19/07/2012,57.62,-0.009156149
18/07/2012,58.15,-0.001031282
17/07/2012,58.21,0.05001923
16/07/2012,55.37,0.00779625
13/07/2012,54.94,0.009142503
12/07/2012,54.44,-0.018743156
11/07/2012,55.47,0.013064965
10/07/2012,54.75,-0.01089929
09/07/2012,55.35,-0.002345936
06/07/2012,55.48,-0.011113217
05/07/2012,56.1,0.00769441
03/07/2012,55.67,0.014292419
02/07/2012,54.88,0.002188983
29/06/2012,54.76,0.013050456
28/06/2012,54.05,0.007800931
27/06/2012,53.63,0.005984682
26/06/2012,53.31,0.042339434
25/06/2012,51.1,0.010228256
22/06/2012,50.58,0.005948858
21/06/2012,50.28,-0.033059245
20/06/2012,51.97,-0.00594726
19/06/2012,52.28,0.040200535
18/06/2012,50.22,0.010408421
15/06/2012,49.7,0.043382278
14/06/2012,47.59,0.002103493
13/06/2012,47.49,-0.023104368
12/06/2012,48.6,0.025423332
11/06/2012,47.38,-0.023157392
08/06/2012,48.49,0.016635859
07/06/2012,47.69,-0.005437069
06/06/2012,47.95,0.031351858
05/06/2012,46.47,0.018460726
04/06/2012,45.62,-0.007642793
01/06/2012,45.97,-0.036523013
31/05/2012,47.68,-0.00522959
30/05/2012,47.93,-0.031422649
29/05/2012,49.46,0.020631924
25/05/2012,48.45,-0.00596771
24/05/2012,48.74,0.007620261
23/05/2012,48.37,0.024909713
22/05/2012,47.18,-0.018688208
21/05/2012,48.07,0.033851339
18/05/2012,46.47,0.017146378
17/05/2012,45.68,-0.024649897
16/05/2012,46.82,-0.010833882
15/05/2012,47.33,-0.015305886
14/05/2012,48.06,-0.017940475
11/05/2012,48.93,0.000613309
10/05/2012,48.9,-0.011993232
09/05/2012,49.49,-0.024549681
08/05/2012,50.72,-0.00922389
07/05/2012,51.19,0.004699441
04/05/2012,50.95,-0.026725061
03/05/2012,52.33,-0.008562511
02/05/2012,52.78,-0.005856256
01/05/2012,53.09,0.00509868
30/04/2012,52.82,-0.003402007
27/04/2012,53,0.006815627
26/04/2012,52.64,-0.010582109
25/04/2012,53.2,0.052481178
24/04/2012,50.48,0.001784476
23/04/2012,50.39,-0.017313043
20/04/2012,51.27,0.008422339
19/04/2012,50.84,0.005522696
18/04/2012,50.56,-0.006112609
17/04/2012,50.87,0.014853229
16/04/2012,50.12,-0.002391392
13/04/2012,50.24,-0.018341901
12/04/2012,51.17,0.023530497
11/04/2012,49.98,-0.002797205
10/04/2012,50.12,-0.029682769
09/04/2012,51.63,-0.025434013
05/04/2012,52.96,-0.016479774
04/04/2012,53.84,-0.020770897
03/04/2012,54.97,-0.01265382
02/04/2012,55.67,0.006849342
30/03/2012,55.29,0.000361795
29/03/2012,55.27,-0.051998672
28/03/2012,58.22,-0.006164403
27/03/2012,58.58,-0.001023716
26/03/2012,58.64,0.016159884
23/03/2012,57.7,0.02509564
22/03/2012,56.27,-0.019534277
21/03/2012,57.38,-0.011608898
20/03/2012,58.05,0.009867647
19/03/2012,57.48,-0.000521785
16/03/2012,57.51,0.039909526
15/03/2012,55.26,0.004716134
14/03/2012,55,-0.012467412
13/03/2012,55.69,0.012649247
12/03/2012,54.99,-0.009772065
09/03/2012,55.53,-0.000720072
08/03/2012,55.57,0.013953293
07/03/2012,54.8,-0.003642991
06/03/2012,55,-0.024426502
05/03/2012,56.36,-0.019677374
02/03/2012,57.48,-0.009178348
01/03/2012,58.01,0.00449206
29/02/2012,57.75,-0.025811193
28/02/2012,59.26,0.004905702
27/02/2012,58.97,0.004929887
24/02/2012,58.68,-0.004421024
23/02/2012,58.94,0.002378122
22/02/2012,58.8,0.032670782
21/02/2012,56.91,0.022748449
17/02/2012,55.63,0.002339603
16/02/2012,55.5,0.011780834
15/02/2012,54.85,-0.001275394
14/02/2012,54.92,-0.002545919
13/02/2012,55.06,0.011691766
10/02/2012,54.42,-0.028619957
09/02/2012,56,-0.004098732
08/02/2012,56.23,-0.003373283
07/02/2012,56.42,-0.016697813
06/02/2012,57.37,-0.000696986
03/02/2012,57.41,0.005239272
02/02/2012,57.11,0.002278904
01/02/2012,56.98,0.017884496
31/01/2012,55.97,-0.005523399
30/01/2012,56.28,-0.004962789
27/01/2012,56.56,0.021264091
26/01/2012,55.37,-0.011670839
25/01/2012,56.02,0.018921188
24/01/2012,54.97,-0.001817521
23/01/2012,55.07,0.001090116
20/01/2012,55.01,0.021312583
19/01/2012,53.85,-0.00555557
18/01/2012,54.15,-0.021014935
17/01/2012,55.3,0.00217234
13/01/2012,55.18,0.010749853
12/01/2012,54.59,-0.008209478
11/01/2012,55.04,0.003458007
10/01/2012,54.85,0.033178838
09/01/2012,53.06,0.007377315
06/01/2012,52.67,-0.011890298
05/01/2012,53.3,0.01893996
04/01/2012,52.3,-0.005529617
03/01/2012,52.59,0.041939752
30/12/2011,50.43,0.002978852
29/12/2011,50.28,-0.000198866
28/12/2011,50.29,-0.03976357
27/12/2011,52.33,-0.002290514
23/12/2011,52.45,0.015951141
22/12/2011,51.62,0.032686509
21/12/2011,49.96,0.000600661
20/12/2011,49.93,0.052421826
19/12/2011,47.38,-0.015497692
16/12/2011,48.12,0.016764852
15/12/2011,47.32,-0.000844951
14/12/2011,47.36,-0.043992638
13/12/2011,49.49,-0.010252376
12/12/2011,50,-0.010148331
09/12/2011,50.51,-0.012200073
08/12/2011,51.13,-0.040250738
07/12/2011,53.23,0.000751738
06/12/2011,53.19,0.033843207
05/12/2011,51.42,0.004092376
02/12/2011,51.21,-0.030008022
01/12/2011,52.77,0.00018952
30/11/2011,52.76,0.051532739
29/11/2011,50.11,-0.016624171
28/11/2011,50.95,0.032920679
25/11/2011,49.3,-0.014298904
23/11/2011,50.01,-0.036517603
22/11/2011,51.87,-0.024377516
21/11/2011,53.15,0.005471196
18/11/2011,52.86,0.040538266
17/11/2011,50.76,-0.072558872
16/11/2011,54.58,-0.021747867
15/11/2011,55.78,-0.018472994
14/11/2011,56.82,-0.016754319
11/11/2011,57.78,0.026836654
10/11/2011,56.25,-0.00354925
09/11/2011,56.45,-0.053796801
08/11/2011,59.57,0.010801793
07/11/2011,58.93,0.014356767
04/11/2011,58.09,0.013518403
03/11/2011,57.31,0.015651423
02/11/2011,56.42,0.009796142
01/11/2011,55.87,-0.047024306
31/10/2011,58.56,-0.056437146
28/10/2011,61.96,0.002423852
27/10/2011,61.81,0.038929541
26/10/2011,59.45,0.027455045
25/10/2011,57.84,-0.023240964
24/10/2011,59.2,0.012749854
21/10/2011,58.45,0.056303348
20/10/2011,55.25,0.033121703
19/10/2011,53.45,-0.037275958
18/10/2011,55.48,0.018005397
17/10/2011,54.49,-0.046962034
14/10/2011,57.11,0.022309707
13/10/2011,55.85,0.003767158
12/10/2011,55.64,-0.002333723
11/10/2011,55.77,0.041928338
10/10/2011,53.48,0.043763552
07/10/2011,51.19,-0.040392131
06/10/2011,53.3,0.021237051
05/10/2011,52.18,0.06124766
04/10/2011,49.08,0.040541879
03/10/2011,47.13,-0.038298125
30/09/2011,48.97,-0.101473043
29/09/2011,54.2,-0.053698149
28/09/2011,57.19,-0.05378189
27/09/2011,60.35,0.026699596
26/09/2011,58.76,0.018204178
23/09/2011,57.7,-0.040919044
22/09/2011,60.11,-0.056280008
21/09/2011,63.59,-0.037804394
20/09/2011,66.04,-0.036719101
19/09/2011,68.51,-0.035559302
16/09/2011,70.99,-0.001126285
15/09/2011,71.07,0.004371438
14/09/2011,70.76,0.00737592
13/09/2011,70.24,0.010735092
12/09/2011,69.49,-0.006883721
09/09/2011,69.97,-0.011368603
08/09/2011,70.77,-0.004933409
07/09/2011,71.12,0.010459459
06/09/2011,70.38,0.00541389
02/09/2011,70,-0.009242867
01/09/2011,70.65,-0.00677108
31/08/2011,71.13,-0.028412971
30/08/2011,73.18,0.007406425
29/08/2011,72.64,0.045917093
26/08/2011,69.38,0.037745872
25/08/2011,66.81,-0.009533813
24/08/2011,67.45,0.03010009
23/08/2011,65.45,0.041490667
22/08/2011,62.79,-0.003656311
19/08/2011,63.02,-0.016680166
18/08/2011,64.08,-0.046200761
17/08/2011,67.11,0.023825011
16/08/2011,65.53,-0.013791232
15/08/2011,66.44,0.025456752
12/08/2011,64.77,0.004797657
11/08/2011,64.46,0.080404755
10/08/2011,59.48,-0.024085543
09/08/2011,60.93,0.057766819
08/08/2011,57.51,-0.10049738
05/08/2011,63.59,-0.00939121
04/08/2011,64.19,-0.086647807
03/08/2011,70,0.016710271
02/08/2011,68.84,-0.036372832
01/08/2011,71.39,0.009429385
29/07/2011,70.72,0.00240674
28/07/2011,70.55,-0.001133305
27/07/2011,70.63,-0.021846549
26/07/2011,72.19,-0.011568783
25/07/2011,73.03,0.002056063
22/07/2011,72.88,0.031500862
21/07/2011,70.62,0.023786764
20/07/2011,68.96,0.006838877
19/07/2011,68.49,0.030087486
18/07/2011,66.46,-0.004354034
15/07/2011,66.75,0.010088168
14/07/2011,66.08,-0.012930567
13/07/2011,66.94,0.009305185
12/07/2011,66.32,-0.010051844
11/07/2011,66.99,-0.052203464
08/07/2011,70.58,0.024380958
07/07/2011,68.88,0.009481509
06/07/2011,68.23,-0.007301434
05/07/2011,68.73,0.01318121
01/07/2011,67.83,0.001475362
30/06/2011,67.73,-0.0099898
29/06/2011,68.41,0.048519772
28/06/2011,65.17,0.005693637
27/06/2011,64.8,0.018692133
24/06/2011,63.6,0.00330735
23/06/2011,63.39,-0.002678221
22/06/2011,63.56,-0.008304004
21/06/2011,64.09,0.053850536
20/06/2011,60.73,0.023491293
17/06/2011,59.32,-0.038202248
16/06/2011,61.63,-0.045826488
15/06/2011,64.52,-0.04277916
14/06/2011,67.34,0.023438573
13/06/2011,65.78,-0.029361007
10/06/2011,67.74,-0.016108124
09/06/2011,68.84,0.047295059
08/06/2011,65.66,-0.015715041
07/06/2011,66.7,-0.000299805
06/06/2011,66.72,-0.033456809
03/06/2011,68.99,-0.004050345
02/06/2011,69.27,0.009865161
01/06/2011,68.59,-0.032418215
31/05/2011,70.85,0.011498459
27/05/2011,70.04,0.012788449
26/05/2011,69.15,0.017064514
25/05/2011,67.98,0.010647838
24/05/2011,67.26,0.007611409
23/05/2011,66.75,0.020126275
20/05/2011,65.42,-0.013512693
19/05/2011,66.31,-0.03249303
18/05/2011,68.5,-0.000875529
17/05/2011,68.56,0.013953373
16/05/2011,67.61,0.003852998
13/05/2011,67.35,-0.005478654
12/05/2011,67.72,-0.014367642
11/05/2011,68.7,-0.035041125
10/05/2011,71.15,-0.012569998
09/05/2011,72.05,0.012288941
06/05/2011,71.17,0.014293033
05/05/2011,70.16,-0.009786618
04/05/2011,70.85,-0.007312647
03/05/2011,71.37,-0.029543838
02/05/2011,73.51,-0.018198251
29/04/2011,74.86,0.022697543
28/04/2011,73.18,-0.035176133
27/04/2011,75.8,-0.012064138
26/04/2011,76.72,0.00942909
25/04/2011,76,-0.010080599
21/04/2011,76.77,0.013111503
20/04/2011,75.77,-0.012850951
19/04/2011,76.75,0.038923689
18/04/2011,73.82,-0.000406311
15/04/2011,73.85,-0.021964188
14/04/2011,75.49,-0.017074226
13/04/2011,76.79,0.001563926
12/04/2011,76.67,-0.01975915
11/04/2011,78.2,-0.002681823
08/04/2011,78.41,-0.009266966
07/04/2011,79.14,-0.019396216
06/04/2011,80.69,-0.02291065
05/04/2011,82.56,0.001211974
04/04/2011,82.46,0.025672355
01/04/2011,80.37,0.020362695
31/03/2011,78.75,-0.021357596
30/03/2011,80.45,0.02008856
29/03/2011,78.85,0.015078231
28/03/2011,77.67,-0.014697689
25/03/2011,78.82,0.016243882
24/03/2011,77.55,0.003617108
23/03/2011,77.27,0.013813094
22/03/2011,76.21,-0.01342477
21/03/2011,77.24,0.022387529
18/03/2011,75.53,-0.018235992
17/03/2011,76.92,0.0188982
16/03/2011,75.48,-0.010805218
15/03/2011,76.3,0.00013107
14/03/2011,76.29,0.000131087
11/03/2011,76.28,0.013860693
10/03/2011,75.23,-0.046870395
09/03/2011,78.84,-0.033918463
08/03/2011,81.56,-0.014122465
07/03/2011,82.72,-0.033054965
04/03/2011,85.5,-0.006993035
03/03/2011,86.1,0.019586623
02/03/2011,84.43,-0.006257769
01/03/2011,84.96,-0.01042103
28/02/2011,85.85,0.0107742
25/02/2011,84.93,0.032672086
24/02/2011,82.2,0.010886292
23/02/2011,81.31,0.014369131
22/02/2011,80.15,-0.035181664
18/02/2011,83.02,-0.043948876
17/02/2011,86.75,0.005548506
16/02/2011,86.27,0.015772276
15/02/2011,84.92,-0.047600663
14/02/2011,89.06,0.008343717
11/02/2011,88.32,0.027549952
10/02/2011,85.92,0.016428438
09/02/2011,84.52,0.005576333
08/02/2011,84.05,0.003575689
07/02/2011,83.75,0.014674307
04/02/2011,82.53,-0.005919679
03/02/2011,83.02,-0.00228599
02/02/2011,83.21,-0.008019673
01/02/2011,83.88,0.034444346
31/01/2011,81.04,0.015670013
