Date,Close,LSI
13/05/2013,6.83,-0.028862032
10/05/2013,7.03,0.010007231
09/05/2013,6.96,0.011560822
08/05/2013,6.88,0.029500664
07/05/2013,6.68,0.004501133
06/05/2013,6.65,-0.0104713
03/05/2013,6.72,0.044113616
02/05/2013,6.43,0.004676548
01/05/2013,6.4,-0.021639175
30/04/2013,6.54,0.012307848
29/04/2013,6.46,0.009331327
26/04/2013,6.4,-0.010878118
25/04/2013,6.47,0.018721296
24/04/2013,6.35,0.023905521
23/04/2013,6.2,0.00972455
22/04/2013,6.14,0.006535971
19/04/2013,6.1,0.001640689
18/04/2013,6.09,-0.01467019
17/04/2013,6.18,-0.033415997
16/04/2013,6.39,0.030184976
15/04/2013,6.2,-0.031748698
12/04/2013,6.4,-0.018576386
11/04/2013,6.52,0
10/04/2013,6.52,0.013899838
09/04/2013,6.43,-0.003105593
08/04/2013,6.45,0
05/04/2013,6.45,0.018779895
04/04/2013,6.33,0.025601398
03/04/2013,6.17,-0.047477271
02/04/2013,6.47,-0.012288941
01/04/2013,6.55,-0.034512052
28/03/2013,6.78,0.007401958
27/03/2013,6.73,0.002976193
26/03/2013,6.71,0.021085118
25/03/2013,6.57,-0.006069821
22/03/2013,6.61,-0.01203022
21/03/2013,6.69,-0.022173857
20/03/2013,6.84,0.016212588
19/03/2013,6.73,-0.002967361
18/03/2013,6.75,-0.016164937
15/03/2013,6.86,-0.027320175
14/03/2013,7.05,0.0099787
13/03/2013,6.98,0.004307257
12/03/2013,6.95,0.011577553
11/03/2013,6.87,-0.007251663
08/03/2013,6.92,0.014556298
07/03/2013,6.82,-0.00438918
06/03/2013,6.85,0
05/03/2013,6.85,0.013225762
04/03/2013,6.76,-0.019048195
01/03/2013,6.89,-0.010108389
28/02/2013,6.96,-0.014265577
27/02/2013,7.06,0.036052931
26/02/2013,6.81,-0.002932553
25/02/2013,6.83,-0.03877011
22/02/2013,7.1,0.02279301
21/02/2013,6.94,-0.010035927
20/02/2013,7.01,-0.029517252
19/02/2013,7.22,0.015352709
15/02/2013,7.11,-0.025001302
14/02/2013,7.29,0.025001302
13/02/2013,7.11,-0.011188928
12/02/2013,7.19,0.006978395
11/02/2013,7.14,-0.004192878
08/02/2013,7.17,0.025425098
07/02/2013,6.99,-0.04202299
06/02/2013,7.29,0.009648593
05/02/2013,7.22,0.013947227
04/02/2013,7.12,-0.035865913
01/02/2013,7.38,0.047165468
31/01/2013,7.04,-0.021083002
30/01/2013,7.19,-0.00277778
29/01/2013,7.21,-0.023304687
28/01/2013,7.38,0.008163311
25/01/2013,7.32,0.004106782
24/01/2013,7.29,-0.02973192
23/01/2013,7.51,0.028361118
22/01/2013,7.3,-0.004101168
18/01/2013,7.33,-0.009504484
17/01/2013,7.4,-0.002699057
16/01/2013,7.42,0.031487885
15/01/2013,7.19,-0.00277778
14/01/2013,7.21,0.008356595
11/01/2013,7.15,0.005610113
10/01/2013,7.11,0.028532606
09/01/2013,6.91,-0.001446132
08/01/2013,6.92,-0.036883613
07/01/2013,7.18,-0.016574965
04/01/2013,7.3,-0.005464494
03/01/2013,7.34,-0.028208721
02/01/2013,7.55,0.065687083
31/12/2012,7.07,0.02144471
28/12/2012,6.92,0.001446132
27/12/2012,6.91,0.008720986
26/12/2012,6.85,-0.015930822
24/12/2012,6.96,-0.005730675
21/12/2012,7,-0.004276557
20/12/2012,7.03,-0.009908078
19/12/2012,7.1,0.034387342
18/12/2012,6.86,0.016164937
17/12/2012,6.75,0
14/12/2012,6.75,-0.017621601
13/12/2012,6.87,-0.028696374
12/12/2012,7.07,-0.012649501
11/12/2012,7.16,0.015482364
10/12/2012,7.05,0.012848142
07/12/2012,6.96,0.005763705
06/12/2012,6.92,0.007251663
05/12/2012,6.87,0.020588963
04/12/2012,6.73,0.008955284
03/12/2012,6.67,-0.010440065
30/11/2012,6.74,0
29/11/2012,6.74,0.01194044
28/11/2012,6.66,-0.007479466
27/11/2012,6.71,0.002985077
26/11/2012,6.69,-0.002985077
23/11/2012,6.71,0.019564206
21/11/2012,6.58,-0.006060625
20/11/2012,6.62,-0.016479774
19/11/2012,6.73,0.048715873
16/11/2012,6.41,0
15/11/2012,6.41,-0.023131332
14/11/2012,6.56,-0.021116923
13/11/2012,6.7,0.002989539
12/11/2012,6.68,-0.008941937
09/11/2012,6.74,0.005952399
08/11/2012,6.7,-0.016284594
07/11/2012,6.81,-0.041702664
06/11/2012,7.1,0.018479559
05/11/2012,6.97,0.030592335
02/11/2012,6.76,-0.034887259
01/11/2012,7,0.021661497
31/10/2012,6.85,-0.00437
26/10/2012,6.88,0.019076147
25/10/2012,6.75,0.070581434
24/10/2012,6.29,-0.02511906
23/10/2012,6.45,0.003105593
22/10/2012,6.43,-0.00465478
19/10/2012,6.46,-0.016884515
18/10/2012,6.57,-0.024061311
17/10/2012,6.73,-0.013284328
16/10/2012,6.82,0.044985096
15/10/2012,6.52,0.010794245
12/10/2012,6.45,-0.018433702
11/10/2012,6.57,-0.009090972
10/10/2012,6.63,-0.006015056
09/10/2012,6.67,-0.023704814
08/10/2012,6.83,-0.03877011
05/10/2012,7.1,0.015614228
04/10/2012,6.99,0.023155883
03/10/2012,6.83,0.001465202
02/10/2012,6.82,0.001467352
01/10/2012,6.81,-0.014577518
28/09/2012,6.91,-0.029938088
27/09/2012,7.12,0.019858809
26/09/2012,6.98,-0.008559253
25/09/2012,7.04,-0.032148121
24/09/2012,7.27,-0.001374571
21/09/2012,7.28,-0.020394997
20/09/2012,7.43,-0.017345331
19/09/2012,7.56,0.001323627
18/09/2012,7.55,0.003981425
17/09/2012,7.52,-0.048029997
14/09/2012,7.89,0
13/09/2012,7.89,0.011472401
12/09/2012,7.8,-0.005115101
11/09/2012,7.84,0.019318051
10/09/2012,7.69,-0.023137279
07/09/2012,7.87,-0.023855494
06/09/2012,8.06,0.035357218
05/09/2012,7.78,0.001286174
04/09/2012,7.77,-0.002570696
31/08/2012,7.79,0.028647792
30/08/2012,7.57,-0.019621297
29/08/2012,7.72,0.006497749
28/08/2012,7.67,-0.011665719
27/08/2012,7.76,0.022150743
24/08/2012,7.59,0.001318392
23/08/2012,7.58,-0.013106348
22/08/2012,7.68,-0.002600782
21/08/2012,7.7,-0.011620531
20/08/2012,7.79,-0.007672672
17/08/2012,7.85,0.005108568
16/08/2012,7.81,0.009003276
15/08/2012,7.74,0.01169604
14/08/2012,7.65,-0.01169604
13/08/2012,7.74,0.005181359
10/08/2012,7.7,0.005208345
09/08/2012,7.66,0.009180392
08/08/2012,7.59,0.009265453
07/08/2012,7.52,0.037944932
06/08/2012,7.24,-0.00688234
03/08/2012,7.29,0.050643733
02/08/2012,6.93,-0.007189104
01/08/2012,6.98,0.011527505
31/07/2012,6.9,-0.020086759
30/07/2012,7.04,-0.015504187
27/07/2012,7.15,0.015504187
26/07/2012,7.04,0.151549898
25/07/2012,6.05,0.020034059
24/07/2012,5.93,-0.023334392
23/07/2012,6.07,-0.014718172
20/07/2012,6.16,-0.016103408
19/07/2012,6.26,0.050788966
18/07/2012,5.95,0.035932009
17/07/2012,5.74,-0.013841051
16/07/2012,5.82,-0.0051414
13/07/2012,5.85,0.001710864
12/07/2012,5.84,-0.025360615
11/07/2012,5.99,-0.01655667
10/07/2012,6.09,-0.01790121
09/07/2012,6.2,0
06/07/2012,6.2,-0.054915758
05/07/2012,6.55,0.001527884
03/07/2012,6.54,0.023202897
02/07/2012,6.39,0.003134799
29/06/2012,6.37,0.046594774
28/06/2012,6.08,-0.0211562
27/06/2012,6.21,0.012966146
26/06/2012,6.13,0.001632653
25/06/2012,6.12,-0.040037373
22/06/2012,6.37,0.027050178
21/06/2012,6.2,-0.067055512
20/06/2012,6.63,0
19/06/2012,6.63,0.018265348
18/06/2012,6.51,0.017041466
15/06/2012,6.4,0.033362904
14/06/2012,6.19,-0.042694231
13/06/2012,6.46,-0.004633213
12/06/2012,6.49,0.021807718
11/06/2012,6.35,-0.038614836
08/06/2012,6.6,0.009132484
07/06/2012,6.54,-0.013667639
06/06/2012,6.63,0.018265348
05/06/2012,6.51,0.024884643
04/06/2012,6.35,0.003154577
01/06/2012,6.33,-0.049316619
31/05/2012,6.65,-0.0104713
30/05/2012,6.72,-0.019160498
29/05/2012,6.85,-0.007272759
25/05/2012,6.9,0.007272759
24/05/2012,6.85,-0.011611161
23/05/2012,6.93,-0.007189104
22/05/2012,6.98,-0.048926599
21/05/2012,7.33,0.019284344
18/05/2012,7.19,-0.040877626
17/05/2012,7.49,-0.011944402
16/05/2012,7.58,-0.002635048
15/05/2012,7.6,-0.015666117
14/05/2012,7.72,-0.002587324
11/05/2012,7.74,0.0038835
10/05/2012,7.71,-0.0038835
09/05/2012,7.74,-0.010282867
08/05/2012,7.82,-0.006373508
07/05/2012,7.87,-0.003804697
04/05/2012,7.9,-0.013828002
03/05/2012,8.01,-0.027095254
02/05/2012,8.23,0.004872117
01/05/2012,8.19,0.018484815
30/04/2012,8.04,0.018832948
27/04/2012,7.89,-0.036096016
26/04/2012,8.18,-0.030104621
25/04/2012,8.43,0.048612244
24/04/2012,8.03,0
23/04/2012,8.03,0.012531492
20/04/2012,7.93,-0.017500447
19/04/2012,8.07,-0.023271105
18/04/2012,8.26,-0.007237667
17/04/2012,8.32,0.029270382
16/04/2012,8.08,-0.006169051
13/04/2012,8.13,-0.024302533
12/04/2012,8.33,0.023073276
11/04/2012,8.14,0.014851758
10/04/2012,8.02,-0.00992564
09/04/2012,8.1,-0.020770447
05/04/2012,8.27,-0.023896
04/04/2012,8.47,-0.034806298
03/04/2012,8.77,-0.001139601
02/04/2012,8.78,0.011454879
30/03/2012,8.68,0.013921339
29/03/2012,8.56,0.002339182
28/03/2012,8.54,-0.013953715
27/03/2012,8.66,-0.026212327
26/03/2012,8.89,0.026212327
23/03/2012,8.66,-0.002306806
22/03/2012,8.68,-0.014865911
21/03/2012,8.81,0.003411032
20/03/2012,8.78,0.005711038
19/03/2012,8.73,-0.007986352
16/03/2012,8.8,-0.016901811
15/03/2012,8.95,-0.021006853
14/03/2012,9.14,0.067899378
13/03/2012,8.54,0.002344667
12/03/2012,8.52,-0.024349029
09/03/2012,8.73,0.023176008
08/03/2012,8.53,0.023725905
07/03/2012,8.33,0.030471584
06/03/2012,8.08,-0.002472189
05/03/2012,8.1,-0.027999395
02/03/2012,8.33,-0.023725905
01/03/2012,8.53,-0.008172842
29/02/2012,8.6,0.001163467
28/02/2012,8.59,0.021177262
27/02/2012,8.41,-0.01064469
24/02/2012,8.5,-0.005865119
23/02/2012,8.55,0.026067827
22/02/2012,8.33,0.014510533
21/02/2012,8.21,-0.008490045
17/02/2012,8.28,-0.026223195
16/02/2012,8.5,0.008269391
15/02/2012,8.43,-0.005913678
14/02/2012,8.48,0.010669929
13/02/2012,8.39,0.007177064
10/02/2012,8.33,0.009650256
09/02/2012,8.25,0.024541109
08/02/2012,8.05,-0.00619197
07/02/2012,8.1,0.00619197
06/02/2012,8.05,-0.007425777
03/02/2012,8.11,0.021184593
02/02/2012,7.94,0.015228721
01/02/2012,7.82,0.032491487
31/01/2012,7.57,-0.01051258
30/01/2012,7.65,-0.01169604
27/01/2012,7.74,-0.014111844
26/01/2012,7.85,0.103239624
25/01/2012,7.08,-0.008438869
24/01/2012,7.14,0.019802627
23/01/2012,7,-0.008534902
20/01/2012,7.06,0.009964495
19/01/2012,6.99,0.005738897
18/01/2012,6.95,0.030681735
17/01/2012,6.74,0.01344307
13/01/2012,6.65,-0.034001797
12/01/2012,6.88,0.016117565
11/01/2012,6.77,0.011887213
10/01/2012,6.69,-0.00596127
09/01/2012,6.73,0.001486989
06/01/2012,6.72,0.002980628
05/01/2012,6.7,0.07433762
04/01/2012,6.22,0.008071069
03/01/2012,6.17,0.036307618
30/12/2011,5.95,-0.005029348
29/12/2011,5.98,0.025403568
28/12/2011,5.83,-0.010238997
27/12/2011,5.89,-0.003389834
23/12/2011,5.91,-0.025063969
22/12/2011,6.06,0.050772325
21/12/2011,5.76,-0.005194817
20/12/2011,5.79,0.064193158
19/12/2011,5.43,0.001843318
16/12/2011,5.42,0
15/12/2011,5.42,0.003696862
14/12/2011,5.4,-0.018349139
13/12/2011,5.5,-0.037470931
12/12/2011,5.71,-0.003496507
09/12/2011,5.73,0.003496507
08/12/2011,5.71,-0.013913268
07/12/2011,5.79,0.003460211
06/12/2011,5.77,0.003472226
05/12/2011,5.75,-0.003472226
02/12/2011,5.77,0.012205906
01/12/2011,5.7,0.014134511
30/11/2011,5.62,0.03993271
29/11/2011,5.4,0.018692133
28/11/2011,5.3,0.038466281
25/11/2011,5.1,-0.015564517
23/11/2011,5.18,-0.036022852
22/11/2011,5.37,-0.020277192
21/11/2011,5.48,-0.032318791
18/11/2011,5.66,-0.005286356
17/11/2011,5.69,-0.041313965
16/11/2011,5.93,-0.003367007
15/11/2011,5.95,0.016949558
14/11/2011,5.85,-0.015267472
11/11/2011,5.94,0.025576842
10/11/2011,5.79,0
09/11/2011,5.79,-0.061944486
08/11/2011,6.16,-0.009693129
07/11/2011,6.22,-0.009600074
04/11/2011,6.28,0.001593626
03/11/2011,6.27,0.059130523
02/11/2011,5.91,-0.013445581
01/11/2011,5.99,-0.042490052
31/10/2011,6.25,-0.006379607
28/10/2011,6.29,-0.001588563
27/10/2011,6.3,0.06052542
26/10/2011,5.93,0.023891921
25/10/2011,5.79,-0.038954968
24/10/2011,6.02,0.026937656
21/10/2011,5.86,0.063401511
20/10/2011,5.5,0.012808958
19/10/2011,5.43,-0.052029671
18/10/2011,5.72,0.010544913
17/10/2011,5.66,-0.048285241
14/10/2011,5.94,0.006756782
13/10/2011,5.9,0.034486176
12/10/2011,5.7,0.003514942
11/10/2011,5.68,0.017762456
10/10/2011,5.58,0.034643391
07/10/2011,5.39,-0.012903405
06/10/2011,5.46,0.022223137
05/10/2011,5.34,0.038172574
04/10/2011,5.14,0.058074375
03/10/2011,4.85,-0.065826351
30/09/2011,5.18,-0.034158919
29/09/2011,5.36,-0.014815086
28/09/2011,5.44,-0.057158414
27/09/2011,5.76,-0.024014876
26/09/2011,5.9,0.018820059
23/09/2011,5.79,0.003460211
22/09/2011,5.77,-0.055616691
21/09/2011,6.1,-0.029081209
20/09/2011,6.28,-0.03289255
19/09/2011,6.49,-0.024354324
16/09/2011,6.65,-0.008982096
15/09/2011,6.71,0.007479466
14/09/2011,6.66,0.024317308
13/09/2011,6.5,-0.010711656
12/09/2011,6.57,0.003048783
09/09/2011,6.55,-0.041859624
08/09/2011,6.83,-0.001463058
07/09/2011,6.84,0.035718083
06/09/2011,6.6,0.001516301
02/09/2011,6.59,-0.032838772
01/09/2011,6.81,0
31/08/2011,6.81,-0.002932553
30/08/2011,6.83,-0.004382768
29/08/2011,6.86,0.014684552
26/08/2011,6.76,0.019418086
25/08/2011,6.63,-0.014970339
24/08/2011,6.73,0.004467617
23/08/2011,6.7,0.069526063
22/08/2011,6.25,-0.006379607
19/08/2011,6.29,-0.007917698
18/08/2011,6.34,-0.094736456
17/08/2011,6.97,-0.017070116
16/08/2011,7.09,-0.015395685
15/08/2011,7.2,0.02960047
12/08/2011,6.99,-0.011379924
11/08/2011,7.07,0.071825735
10/08/2011,6.58,-0.009077218
09/08/2011,6.64,0.063735631
08/08/2011,6.23,-0.086074609
05/08/2011,6.79,-0.01607047
04/08/2011,6.9,-0.092671656
03/08/2011,7.57,0.032217552
02/08/2011,7.33,-0.006798123
01/08/2011,7.38,0.002713706
29/07/2011,7.36,0.00135962
28/07/2011,7.35,0.132171773
27/07/2011,6.44,-0.038085334
26/07/2011,6.69,0.015060526
25/07/2011,6.59,-0.018045602
22/07/2011,6.71,0.03333642
21/07/2011,6.49,-0.021342273
20/07/2011,6.63,-0.010502722
19/07/2011,6.7,0.025700583
18/07/2011,6.53,-0.024206931
15/07/2011,6.69,0.001495887
14/07/2011,6.68,-0.013383099
13/07/2011,6.77,-0.008823587
12/07/2011,6.83,-0.037360667
11/07/2011,7.09,-0.025070951
08/07/2011,7.27,-0.021769567
07/07/2011,7.43,0.028670906
06/07/2011,7.22,0.002773927
05/07/2011,7.2,-0.006920443
01/07/2011,7.25,0.018093743
30/06/2011,7.12,0.025605951
29/06/2011,6.94,0.002886005
28/06/2011,6.92,0.004344685
27/06/2011,6.89,0.008746411
24/06/2011,6.83,-0.023155883
23/06/2011,6.99,0.027557944
22/06/2011,6.8,-0.027557944
21/06/2011,6.99,0.026088436
20/06/2011,6.81,0.010332195
17/06/2011,6.74,0
16/06/2011,6.74,-0.016188727
15/06/2011,6.85,-0.010167117
14/06/2011,6.92,0.02339288
13/06/2011,6.76,-0.00736923
10/06/2011,6.81,-0.030371098
09/06/2011,7.02,0.017241806
08/06/2011,6.9,-0.027163929
07/06/2011,7.09,0.005657724
06/06/2011,7.05,0.004264399
03/06/2011,7.02,-0.016949558
02/06/2011,7.14,0.002805051
01/06/2011,7.12,-0.050661072
31/05/2011,7.49,0.024325524
27/05/2011,7.31,0.006863445
26/05/2011,7.26,0.006910878
25/05/2011,7.21,0.00695897
24/05/2011,7.16,-0.026190332
23/05/2011,7.35,-0.021535153
20/05/2011,7.51,0.002666668
19/05/2011,7.49,-0.009302393
18/05/2011,7.56,0.025453484
17/05/2011,7.37,-0.006761351
16/05/2011,7.42,-0.026597313
13/05/2011,7.62,0.006583302
12/05/2011,7.57,0.01062427
11/05/2011,7.49,-0.018519048
10/05/2011,7.63,0.009216655
09/05/2011,7.56,0.005305052
06/05/2011,7.52,0.02969179
05/05/2011,7.3,-0.00273598
04/05/2011,7.32,0.009608859
03/05/2011,7.25,-0.006872879
02/05/2011,7.3,-0.004101168
29/04/2011,7.33,-0.010854923
28/04/2011,7.41,0.071309028
27/04/2011,6.9,-0.004338402
26/04/2011,6.93,0.010152371
25/04/2011,6.86,0
21/04/2011,6.86,0.01173034
20/04/2011,6.78,0.039102726
19/04/2011,6.52,0.00153492
18/04/2011,6.51,-0.012213892
15/04/2011,6.59,0.021473218
14/04/2011,6.45,0.004662013
13/04/2011,6.42,-0.007757991
12/04/2011,6.47,-0.013814494
11/04/2011,6.56,-0.010614201
08/04/2011,6.63,-0.01348335
07/04/2011,6.72,0.00447428
06/04/2011,6.69,0.00449439
05/04/2011,6.66,0.013605652
04/04/2011,6.57,-0.013605652
01/04/2011,6.66,-0.020803128
31/03/2011,6.8,-0.026126305
30/03/2011,6.98,0.007189104
29/03/2011,6.93,0.002890175
28/03/2011,6.91,-0.004332137
25/03/2011,6.94,0.002886005
24/03/2011,6.92,0.007251663
23/03/2011,6.87,0.043129361
22/03/2011,6.58,-0.003034904
21/03/2011,6.6,0.032335381
18/03/2011,6.39,0.020554083
17/03/2011,6.26,0.008019289
16/03/2011,6.21,-0.042559614
15/03/2011,6.48,-0.033387016
14/03/2011,6.7,0.015037877
11/03/2011,6.6,0.043350441
10/03/2011,6.32,0.030524458
09/03/2011,6.13,-0.019386714
08/03/2011,6.25,0.011263192
07/03/2011,6.18,-0.016051709
04/03/2011,6.28,-0.02048929
03/03/2011,6.41,0.0188982
02/03/2011,6.29,0.017642799
01/03/2011,6.18,-0.017642799
28/02/2011,6.29,-0.020457047
25/02/2011,6.42,0.025237933
24/02/2011,6.26,0.003200003
23/02/2011,6.24,-0.043894194
22/02/2011,6.52,-0.034668129
18/02/2011,6.75,0.005943554
17/02/2011,6.71,0.028724575
16/02/2011,6.52,0.003072199
15/02/2011,6.5,-0.001537279
14/02/2011,6.51,0.004618946
11/02/2011,6.48,0.015552413
10/02/2011,6.38,-0.004691174
09/02/2011,6.41,0.003125003
08/02/2011,6.39,-0.007794272
07/02/2011,6.44,0.012500163
04/02/2011,6.36,0.006309169
03/02/2011,6.32,-0.012578782
02/02/2011,6.4,0.006269613
01/02/2011,6.36,0.027093291
31/01/2011,6.19,0.009740337
28/01/2011,6.13,-0.020985435
27/01/2011,6.26,0.066030582
26/01/2011,5.86,-0.008496228
25/01/2011,5.91,0.011915035
24/01/2011,5.84,0.013793322
21/01/2011,5.76,-0.017212129
20/01/2011,5.86,-0.018597324
19/01/2011,5.97,-0.045834536
18/01/2011,6.25,0.004811557
14/01/2011,6.22,0.01620781
13/01/2011,6.12,0.001635323
