Date,Close,TRIP
13/01/2014,84.45,-0.027446978
10/01/2014,86.8,0.018957363
09/01/2014,85.17,0.000234852
08/01/2014,85.15,0.002822535
07/01/2014,84.91,0.054826483
06/01/2014,80.38,-0.006695623
03/01/2014,80.92,0.005452306
02/01/2014,80.48,-0.028781608
31/12/2013,82.83,0.014103577
30/12/2013,81.67,0.000367399
27/12/2013,81.64,-0.022167948
26/12/2013,83.47,0.007817708
24/12/2013,82.82,-0.006978731
23/12/2013,83.4,0.003242662
20/12/2013,83.13,0.013442528
19/12/2013,82.02,0.007465004
18/12/2013,81.41,0.006284292
17/12/2013,80.9,-0.012163059
16/12/2013,81.89,0.006247341
13/12/2013,81.38,-0.014880138
12/12/2013,82.6,-0.002297601
11/12/2013,82.79,-0.026108654
10/12/2013,84.98,0.002474228
09/12/2013,84.77,-0.009860392
06/12/2013,85.61,0.000817996
05/12/2013,85.54,0.004804603
04/12/2013,85.13,-0.009237131
03/12/2013,85.92,-0.018679201
02/12/2013,87.54,-0.008870751
29/11/2013,88.32,0.000113231
27/11/2013,88.31,0.010586928
26/11/2013,87.38,0.008851141
25/11/2013,86.61,-0.00908
22/11/2013,87.4,0.001488521
21/11/2013,87.27,0.001605505
20/11/2013,87.13,-0.004351816
19/11/2013,87.51,0.001028983
18/11/2013,87.42,-0.003995667
15/11/2013,87.77,-0.015937043
14/11/2013,89.18,0.019132298
13/11/2013,87.49,0.030050408
12/11/2013,84.9,-0.00141243
11/11/2013,85.02,0.006371703
08/11/2013,84.48,0.007127614
07/11/2013,83.88,-0.032028076
06/11/2013,86.61,-0.01671667
05/11/2013,88.07,-0.001701742
04/11/2013,88.22,0.056425222
01/11/2013,83.38,0.007947062
31/10/2013,82.72,0.03068855
30/10/2013,80.22,-0.025112102
29/10/2013,82.26,0.055872075
28/10/2013,77.79,0.01046724
25/10/2013,76.98,0.028059537
24/10/2013,74.85,-0.00479809
23/10/2013,75.21,-0.003848455
22/10/2013,75.5,0.01858218
21/10/2013,74.11,0.030691544
18/10/2013,71.87,-0.012032508
17/10/2013,72.74,-0.030596674
16/10/2013,75,0.015181322
15/10/2013,73.87,-0.015314646
14/10/2013,75.01,0.013421219
11/10/2013,74.01,0.023791114
10/10/2013,72.27,0.022387951
09/10/2013,70.67,-0.014469593
08/10/2013,71.7,-0.056266958
07/10/2013,75.85,-0.033193764
04/10/2013,78.41,-0.003183297
03/10/2013,78.66,-0.012632811
02/10/2013,79.66,0.014668953
01/10/2013,78.5,0.034472767
30/09/2013,75.84,-0.000131848
27/09/2013,75.85,0.007277571
26/09/2013,75.3,0.006929665
25/09/2013,74.78,-0.006929665
24/09/2013,75.3,0.013369183
23/09/2013,74.3,-0.010975883
20/09/2013,75.12,0.011379733
19/09/2013,74.27,0.004723674
18/09/2013,73.92,0.01348335
17/09/2013,72.93,0.004535155
16/09/2013,72.6,-0.003025721
13/09/2013,72.82,-0.022674245
12/09/2013,74.49,0.009441667
11/09/2013,73.79,0.015982855
10/09/2013,72.62,-0.025558759
09/09/2013,74.5,0.005248649
06/09/2013,74.11,-0.007527929
05/09/2013,74.67,-0.000937019
04/09/2013,74.74,0.012385726
03/09/2013,73.82,-0.002029908
30/08/2013,73.97,-0.002834966
29/08/2013,74.18,0.022632186
28/08/2013,72.52,0.020056383
27/08/2013,71.08,-0.016326324
26/08/2013,72.25,0.005273396
23/08/2013,71.87,0.009225673
22/08/2013,71.21,0.014284947
21/08/2013,70.2,0.005571045
20/08/2013,69.81,0.007909727
19/08/2013,69.26,-0.024671483
16/08/2013,70.99,0.006642665
15/08/2013,70.52,-0.04206909
14/08/2013,73.55,-0.095989758
13/08/2013,80.96,-0.003698685
12/08/2013,81.26,0.003945751
09/08/2013,80.94,0.015313091
08/08/2013,79.71,0.021814435
07/08/2013,77.99,-0.016405277
06/08/2013,79.28,0.016148866
05/08/2013,78.01,0.028870666
02/08/2013,75.79,-0.001318566
01/08/2013,75.89,0.011530179
31/07/2013,75.02,0.023603496
30/07/2013,73.27,-0.000272926
29/07/2013,73.29,-0.008965015
26/07/2013,73.95,0.039301852
25/07/2013,71.1,0.15092102
24/07/2013,61.14,0.007881814
23/07/2013,60.66,0.000164867
22/07/2013,60.65,0.000494764
19/07/2013,60.62,-0.026854897
18/07/2013,62.27,0.019131582
17/07/2013,61.09,0.007723315
16/07/2013,60.62,0.002808295
15/07/2013,60.45,-0.009876623
12/07/2013,61.05,0.010042063
11/07/2013,60.44,-0.024353578
10/07/2013,61.93,-0.012994488
09/07/2013,62.74,-0.006671987
08/07/2013,63.16,0.023387258
05/07/2013,61.7,0.014858629
03/07/2013,60.79,0.009254735
02/07/2013,60.23,-0.01385018
01/07/2013,61.07,0.003280305
28/06/2013,60.87,0.000492975
27/06/2013,60.84,-0.01743425
26/06/2013,61.91,0.006156857
25/06/2013,61.53,0.013910706
24/06/2013,60.68,0.006613781
21/06/2013,60.28,-0.020361951
20/06/2013,61.52,-0.035920535
19/06/2013,63.77,-0.001253722
18/06/2013,63.85,-0.00795574
17/06/2013,64.36,0.009523138
14/06/2013,63.75,-0.011851067
13/06/2013,64.51,0.020832455
12/06/2013,63.18,-0.010705392
11/06/2013,63.86,-0.007021953
10/06/2013,64.31,0.004051112
07/06/2013,64.05,0.032045889
06/06/2013,62.03,0.008255814
05/06/2013,61.52,-0.01083189
04/06/2013,62.19,0.002092556
03/06/2013,62.06,-0.038408514
31/05/2013,64.49,0.007783352
30/05/2013,63.99,0.006742479
29/05/2013,63.56,-0.01157529
28/05/2013,64.3,0.041437788
24/05/2013,61.69,-0.005979816
23/05/2013,62.06,0.008901896
22/05/2013,61.51,-0.013403511
21/05/2013,62.34,-0.004641122
20/05/2013,62.63,0.044901837
17/05/2013,59.88,0.01429677
16/05/2013,59.03,-0.00557481
15/05/2013,59.36,0.023005189
14/05/2013,58.01,0.057107714
13/05/2013,54.79,0.01749101
10/05/2013,53.84,0.034965293
09/05/2013,51.99,-0.009571283
08/05/2013,52.49,-0.046892312
07/05/2013,55.01,-0.00290434
06/05/2013,55.17,-0.002353581
03/05/2013,55.3,0.032904356
02/05/2013,53.51,0.026511683
01/05/2013,52.11,-0.00897895
30/04/2013,52.58,-0.009275978
29/04/2013,53.07,-0.012173575
26/04/2013,53.72,0.013304797
25/04/2013,53.01,0.0320104
24/04/2013,51.34,-0.018526196
23/04/2013,52.3,0.023407588
22/04/2013,51.09,0
19/04/2013,51.09,-0.005076153
18/04/2013,51.35,-0.015842681
17/04/2013,52.17,-0.01465158
16/04/2013,52.94,0.026413019
15/04/2013,51.56,-0.017876497
12/04/2013,52.49,0.011496582
11/04/2013,51.89,0.035704067
10/04/2013,50.07,0.036197526
09/04/2013,48.29,-0.008043768
08/04/2013,48.68,-0.004100047
05/04/2013,48.88,-0.013008314
04/04/2013,49.52,0.008313948
03/04/2013,49.11,-0.028108656
02/04/2013,50.51,-0.023286445
01/04/2013,51.7,-0.015736268
28/03/2013,52.52,0.006111555
27/03/2013,52.2,-0.004587164
26/03/2013,52.44,0.003821174
25/03/2013,52.24,-0.004964685
22/03/2013,52.5,0.014388737
21/03/2013,51.75,-0.028385561
20/03/2013,53.24,0.017813622
19/03/2013,52.3,-0.002482576
18/03/2013,52.43,0.000572355
15/03/2013,52.4,-0.003619396
14/03/2013,52.59,0.003810254
13/03/2013,52.39,0.023953241
12/03/2013,51.15,-0.00487568
11/03/2013,51.4,0.007224477
08/03/2013,51.03,0.008659767
07/03/2013,50.59,0.039513304
06/03/2013,48.63,0.019728602
05/03/2013,47.68,0.046579941
04/03/2013,45.51,-0.002414135
01/03/2013,45.62,0.001755156
28/02/2013,45.54,0.005946499
27/02/2013,45.27,0.034610196
26/02/2013,43.73,0.002060204
25/02/2013,43.64,-0.004800558
22/02/2013,43.85,0.020970926
21/02/2013,42.94,0.004200706
20/02/2013,42.76,-0.017617516
19/02/2013,43.52,-0.020469216
15/02/2013,44.42,0.019780115
14/02/2013,43.55,-0.074107972
13/02/2013,46.9,0.005130409
12/02/2013,46.66,0.009258329
11/02/2013,46.23,-0.016944105
08/02/2013,47.02,0.003622034
07/02/2013,46.85,-0.003196593
06/02/2013,47,0.003410063
05/02/2013,46.84,0.025953014
04/02/2013,45.64,-0.014357436
01/02/2013,46.3,0.000432059
31/01/2013,46.28,0.016558113
30/01/2013,45.52,-0.008313327
29/01/2013,45.9,-0.012987196
28/01/2013,46.5,0.01168086
25/01/2013,45.96,0.025116985
24/01/2013,44.82,-0.00044613
23/01/2013,44.84,0.011664556
22/01/2013,44.32,0.014545711
18/01/2013,43.68,-0.009342668
17/01/2013,44.09,0.002725416
16/01/2013,43.97,-0.004085344
15/01/2013,44.15,0
14/01/2013,44.15,0.003857942
11/01/2013,43.98,0.011203959
10/01/2013,43.49,-0.019130622
09/01/2013,44.33,-0.00875918
08/01/2013,44.72,-0.008904778
07/01/2013,45.12,0.022412413
04/01/2013,44.12,0.00477111
03/01/2013,43.91,-0.005677317
02/01/2013,44.16,0.052056362
31/12/2012,41.92,0.013932486
28/12/2012,41.34,-0.014171007
27/12/2012,41.93,0.003105222
26/12/2012,41.8,-0.010708014
24/12/2012,42.25,0.006649276
21/12/2012,41.97,-0.02354712
20/12/2012,42.97,-0.010187632
19/12/2012,43.41,0.009954938
18/12/2012,42.98,-0.01087596
17/12/2012,43.45,0.041829406
14/12/2012,41.67,-0.024651639
13/12/2012,42.71,0.001405811
12/12/2012,42.65,0.041652742
11/12/2012,40.91,0.063577523
10/12/2012,38.39,-0.005196167
07/12/2012,38.59,-0.017976858
06/12/2012,39.29,0.023694129
05/12/2012,38.37,0.022135291
04/12/2012,37.53,-0.004519481
03/12/2012,37.7,-0.012913607
30/11/2012,38.19,0.008414459
29/11/2012,37.87,-0.00079187
28/11/2012,37.9,0.003435975
27/11/2012,37.77,-0.003699793
26/11/2012,37.91,-0.00237123
23/11/2012,38,0.015915455
21/11/2012,37.4,0.003213715
20/11/2012,37.28,-0.023330857
19/11/2012,38.16,0.003412525
16/11/2012,38.03,0.038327082
15/11/2012,36.6,0.026579638
14/11/2012,35.64,0.00280978
13/11/2012,35.54,0.015882353
12/11/2012,34.98,0.019339613
09/11/2012,34.31,0.004088791
08/11/2012,34.17,0.004987542
07/11/2012,34,0.005012542
06/11/2012,33.83,-0.018161015
05/11/2012,34.45,-0.019261771
02/11/2012,35.12,0.177436016
01/11/2012,29.41,-0.029482872
31/10/2012,30.29,0.000660502
26/10/2012,30.27,-0.016708005
25/10/2012,30.78,-0.019942765
24/10/2012,31.4,-0.003179653
23/10/2012,31.5,0.025724891
22/10/2012,30.7,0.025401333
19/10/2012,29.93,-0.021157814
18/10/2012,30.57,-0.016867088
17/10/2012,31.09,-0.00289064
16/10/2012,31.18,-0.009893171
15/10/2012,31.49,0.00861112
12/10/2012,31.22,0.00224467
11/10/2012,31.15,-0.033773133
10/10/2012,32.22,-0.009267907
09/10/2012,32.52,-0.031777526
08/10/2012,33.57,0.002385924
05/10/2012,33.49,0.002690987
04/10/2012,33.4,0.039077011
03/10/2012,32.12,-0.008370844
02/10/2012,32.39,0.01399059
01/10/2012,31.94,-0.030524954
28/09/2012,32.93,-0.014770427
27/09/2012,33.42,0.005400553
26/09/2012,33.24,-0.014930107
25/09/2012,33.74,0.00118624
24/09/2012,33.7,-0.024330674
21/09/2012,34.53,0.001449066
20/09/2012,34.48,-0.012107383
19/09/2012,34.9,0.004882962
18/09/2012,34.73,-0.030623317
17/09/2012,35.81,-0.006957034
14/09/2012,36.06,-0.007734845
13/09/2012,36.34,0.030453534
12/09/2012,35.25,-0.003681159
11/09/2012,35.38,0.002547051
10/09/2012,35.29,-0.00902686
07/09/2012,35.61,0.004503244
06/09/2012,35.45,0.001411433
05/09/2012,35.4,0.021414095
04/09/2012,34.65,0.035544937
31/08/2012,33.44,-0.008041741
30/08/2012,33.71,-0.01472347
29/08/2012,34.21,-0.001460494
28/08/2012,34.26,0.008500711
27/08/2012,33.97,-0.00235225
24/08/2012,34.05,0.015091276
23/08/2012,33.54,-0.011855503
22/08/2012,33.94,-0.003235773
21/08/2012,34.05,0.006186498
20/08/2012,33.84,0.011591748
17/08/2012,33.45,-0.011887213
16/08/2012,33.85,-0.003244362
15/08/2012,33.96,0.023839031
14/08/2012,33.16,-0.010797945
13/08/2012,33.52,-0.046058855
10/08/2012,35.1,-0.030305349
09/08/2012,36.18,-0.016175815
08/08/2012,36.77,-0.050123178
07/08/2012,38.66,0.016956191
06/08/2012,38.01,0.035617636
03/08/2012,36.68,0.012896324
02/08/2012,36.21,-0.009892908
01/08/2012,36.57,-0.022709816
31/07/2012,37.41,0.038141371
30/07/2012,36.01,0.016802412
27/07/2012,35.41,0.010504
26/07/2012,35.04,-0.032016214
25/07/2012,36.18,-0.183564565
24/07/2012,43.47,-0.048055946
23/07/2012,45.61,0.015689196
20/07/2012,44.9,-0.004444452
19/07/2012,45.1,-0.00707029
18/07/2012,45.42,-0.002199253
17/07/2012,45.52,-0.013745171
16/07/2012,46.15,0.006521762
13/07/2012,45.85,0.043916563
12/07/2012,43.88,-0.009074472
11/07/2012,44.28,-0.010781776
10/07/2012,44.76,-0.015077891
09/07/2012,45.44,-0.020044244
06/07/2012,46.36,0.001943216
05/07/2012,46.27,0.00476604
03/07/2012,46.05,0.001086366
02/07/2012,46,0.028891634
29/06/2012,44.69,0.025151433
28/06/2012,43.58,-0.019091489
27/06/2012,44.42,0.009272938
26/06/2012,44.01,-0.001362398
25/06/2012,44.07,-0.03259217
22/06/2012,45.53,0.056938803
21/06/2012,43.01,-0.006489015
20/06/2012,43.29,-0.021707696
19/06/2012,44.24,-0.01503113
18/06/2012,44.91,0.01187157
15/06/2012,44.38,0.007463565
14/06/2012,44.05,0.014174906
13/06/2012,43.43,-0.035956389
12/06/2012,45.02,0.047303043
11/06/2012,42.94,-0.001861331
08/06/2012,43.02,0.031883678
07/06/2012,41.67,-0.031186085
06/06/2012,42.99,0.045202748
05/06/2012,41.09,-0.009687651
04/06/2012,41.49,0.011392682
01/06/2012,41.02,-0.044345764
31/05/2012,42.88,-0.006508624
30/05/2012,43.16,-0.0475095
29/05/2012,45.26,0.00576115
25/05/2012,45,0.01342302
24/05/2012,44.4,-0.01675081
23/05/2012,45.15,0.057432049
22/05/2012,42.63,0.010849163
21/05/2012,42.17,0.03646426
18/05/2012,40.66,-0.009058698
17/05/2012,41.03,-0.061670655
16/05/2012,43.64,0.022946887
15/05/2012,42.65,0.02396603
14/05/2012,41.64,-0.002159051
11/05/2012,41.73,0.022783341
10/05/2012,40.79,0.002700382
09/05/2012,40.68,-0.012701685
08/05/2012,41.2,0.005598165
07/05/2012,40.97,0.018973096
04/05/2012,40.2,-0.017263067
03/05/2012,40.9,-0.041428168
02/05/2012,42.63,0.15442439
01/05/2012,36.53,-0.026473723
30/04/2012,37.51,0.017209352
27/04/2012,36.87,0.069923212
26/04/2012,34.38,0.020273943
25/04/2012,33.69,0.009244139
24/04/2012,33.38,-0.016637342
23/04/2012,33.94,-0.031325067
20/04/2012,35.02,-0.005694776
19/04/2012,35.22,-0.006227023
18/04/2012,35.44,0.012493064
17/04/2012,35,0.034000079
16/04/2012,33.83,-0.019611341
13/04/2012,34.5,-0.017241806
12/04/2012,35.1,0.008871141
11/04/2012,34.79,0.006054509
10/04/2012,34.58,-0.026257216
09/04/2012,35.5,-0.020354808
05/04/2012,36.23,-0.000551876
04/04/2012,36.25,-0.009335598
03/04/2012,36.59,-0.021093264
02/04/2012,37.37,0.046558244
30/03/2012,35.67,0.014400927
29/03/2012,35.16,0.016922819
28/03/2012,34.57,-0.020613384
27/03/2012,35.29,0.028454284
26/03/2012,34.3,0.030489264
23/03/2012,33.27,0.000601323
22/03/2012,33.25,-0.015518067
21/03/2012,33.77,-0.009431252
20/03/2012,34.09,0.002643562
19/03/2012,34,0
16/03/2012,34,0.046043939
15/03/2012,32.47,0.046652014
14/03/2012,30.99,0.016593841
13/03/2012,30.48,-0.007191924
12/03/2012,30.7,0
09/03/2012,30.7,-0.01807667
08/03/2012,31.26,0.006096602
07/03/2012,31.07,-0.011201909
06/03/2012,31.42,-0.01735333
05/03/2012,31.97,-0.01490248
02/03/2012,32.45,-0.005225154
01/03/2012,32.62,0.012027901
29/02/2012,32.23,-0.002479084
28/02/2012,32.31,0.01245734
27/02/2012,31.91,0.003453151
24/02/2012,31.8,0.038793132
23/02/2012,30.59,0.019475777
22/02/2012,30,-0.022087596
21/02/2012,30.67,-0.000977676
17/02/2012,30.7,0.009820046
16/02/2012,30.4,0.037537919
15/02/2012,29.28,0.05800255
14/02/2012,27.63,-0.034154867
13/02/2012,28.59,-0.049472821
10/02/2012,30.04,0.023578054
09/02/2012,29.34,-0.157359083
08/02/2012,34.34,-0.014455297
07/02/2012,34.84,-0.008858466
06/02/2012,35.15,-0.00652207
03/02/2012,35.38,0.01423309
02/02/2012,34.88,-0.00514728
01/02/2012,35.06,0.063284317
31/01/2012,32.91,0.03935442
30/01/2012,31.64,0.012722818
27/01/2012,31.24,0.006100517
26/01/2012,31.05,-0.014071227
25/01/2012,31.49,0.025733166
24/01/2012,30.69,0.010152371
23/01/2012,30.38,-0.000658111
20/01/2012,30.4,0.002305287
19/01/2012,30.33,0.043807544
18/01/2012,29.03,0.001378835
17/01/2012,28.99,-0.017778246
13/01/2012,29.51,0.036229596
12/01/2012,28.46,0.023823349
11/01/2012,27.79,0.001440404
10/01/2012,27.75,0.055188971
09/01/2012,26.26,0.02662708
06/01/2012,25.57,0.001957331
05/01/2012,25.52,-0.00625002
04/01/2012,25.68,-0.036325921
03/01/2012,26.63,0.054797659
30/12/2011,25.21,0.015590961
29/12/2011,24.82,-0.037561245
28/12/2011,25.77,-0.006575154
27/12/2011,25.94,-0.003079294
23/12/2011,26.02,0.058968615
22/12/2011,24.53,-0.120451936
21/12/2011,27.67,-0.089147391
20/12/2011,30.25,0.043235373
19/12/2011,28.97,0.017761219
16/12/2011,28.46,0.004578279
15/12/2011,28.33,0.043649851
14/12/2011,27.12,-0.013914542
13/12/2011,27.5,0.001819837
12/12/2011,27.45,-0.01661888
09/12/2011,27.91,0.0499553
08/12/2011,26.55,-0.03333642
07/12/2011,27.45,
