Date,Close,KORS
05/06/2013,61.24,-0.005374168
04/06/2013,61.57,-0.010823141
03/06/2013,62.24,-0.009275614
31/05/2013,62.82,-0.044520971
30/05/2013,65.68,0.026692937
29/05/2013,63.95,0.031289776
28/05/2013,61.98,0.030968314
24/05/2013,60.09,0.004670567
23/05/2013,59.81,-0.010809118
22/05/2013,60.46,-0.012655276
21/05/2013,61.23,0.01067246
20/05/2013,60.58,-0.00049509
17/05/2013,60.61,0.02235662
16/05/2013,59.27,-0.020540089
15/05/2013,60.5,-0.013788794
14/05/2013,61.34,0.005886217
13/05/2013,60.98,0.010219308
10/05/2013,60.36,0.015864072
09/05/2013,59.41,0.024364439
08/05/2013,57.98,-0.007388985
07/05/2013,58.41,0.022858138
06/05/2013,57.09,-0.016503458
03/05/2013,58.04,0.017204352
02/05/2013,57.05,0.009687438
01/05/2013,56.5,-0.007757444
30/04/2013,56.94,0.015753932
29/04/2013,56.05,-0.001248106
26/04/2013,56.12,-0.009223194
25/04/2013,56.64,0.056660034
24/04/2013,53.52,-0.01059391
23/04/2013,54.09,0.032506385
22/04/2013,52.36,-0.013657268
19/04/2013,53.08,-0.009935408
18/04/2013,53.61,-0.005765849
17/04/2013,53.92,0.017775751
16/04/2013,52.97,-0.019258331
15/04/2013,54,-0.036367644
12/04/2013,56,-0.023123438
11/04/2013,57.31,0.039325412
10/04/2013,55.1,-0.010650881
09/04/2013,55.69,-0.010893938
08/04/2013,56.3,0.023725052
05/04/2013,54.98,0.005837302
04/04/2013,54.66,-0.005473467
03/04/2013,54.96,0.014663019
02/04/2013,54.16,-0.024440392
01/04/2013,55.5,-0.022977233
28/03/2013,56.79,0.006713806
27/03/2013,56.41,0.021321241
26/03/2013,55.22,-0.003615333
25/03/2013,55.42,-0.003422502
22/03/2013,55.61,0.010121178
21/03/2013,55.05,-0.023872623
20/03/2013,56.38,0.004087805
19/03/2013,56.15,-0.034138983
18/03/2013,58.1,0.012469853
15/03/2013,57.38,-0.011608898
14/03/2013,58.05,-0.007892972
13/03/2013,58.51,0.038858448
12/03/2013,56.28,0.023006047
11/03/2013,55,-0.056380333
08/03/2013,58.19,-0.000343643
07/03/2013,58.21,-0.049926616
06/03/2013,61.19,0.011009889
05/03/2013,60.52,0.020870613
04/03/2013,59.27,0.000675106
01/03/2013,59.23,-0.000843811
28/02/2013,59.28,-0.003031837
27/02/2013,59.46,0.003706828
26/02/2013,59.24,0.02357069
25/02/2013,57.86,-0.021373815
22/02/2013,59.11,0.001862671
21/02/2013,59,-0.041499731
20/02/2013,61.5,-0.052885522
19/02/2013,64.84,0.024511414
15/02/2013,63.27,0.025613694
14/02/2013,61.67,0.005202418
13/02/2013,61.35,-0.010539214
12/02/2013,62,0.084083117
11/02/2013,57,-0.001752849
08/02/2013,57.1,0.007735622
07/02/2013,56.66,0.014040931
06/02/2013,55.87,0.008809046
05/02/2013,55.38,0.008523036
04/02/2013,54.91,-0.014643668
01/02/2013,55.72,-0.00733128
31/01/2013,56.13,-0.003379283
30/01/2013,56.32,-0.020213361
29/01/2013,57.47,-0.004860277
28/01/2013,57.75,-0.005698021
25/01/2013,58.08,0.023518199
24/01/2013,56.73,0.019580547
23/01/2013,55.63,0.012298943
22/01/2013,54.95,0.008590019
18/01/2013,54.48,0.026410313
17/01/2013,53.06,-0.019595663
16/01/2013,54.11,-0.003873472
15/01/2013,54.32,-0.002574004
14/01/2013,54.46,0.02830729
11/01/2013,52.94,0.017723189
10/01/2013,52.01,-0.024687923
09/01/2013,53.31,0.005832017
08/01/2013,53,0.008907479
07/01/2013,52.53,0.005727393
04/01/2013,52.23,0.003452247
03/01/2013,52.05,0.010428831
02/01/2013,51.51,0.009362269
31/12/2012,51.03,0.036926658
28/12/2012,49.18,-0.004665796
27/12/2012,49.41,-0.012469993
26/12/2012,50.03,-0.068366384
24/12/2012,53.57,0.001494489
21/12/2012,53.49,-0.029836467
20/12/2012,55.11,0.030771659
19/12/2012,53.44,0.000561535
18/12/2012,53.41,0.042649164
17/12/2012,51.18,0.02572871
14/12/2012,49.88,0.011493221
13/12/2012,49.31,-0.00968726
12/12/2012,49.79,-0.022441613
11/12/2012,50.92,0.02324531
10/12/2012,49.75,-0.036511209
07/12/2012,51.6,0.003105593
06/12/2012,51.44,0.020424905
05/12/2012,50.4,-0.040059799
04/12/2012,52.46,-0.019630679
03/12/2012,53.5,0.006563549
30/11/2012,53.15,0.002071759
29/11/2012,53.04,-0.007700292
28/11/2012,53.45,0.039108465
27/11/2012,51.4,-0.00155521
26/11/2012,51.48,0.000194269
23/11/2012,51.47,0.004478637
21/11/2012,51.24,-0.002923124
20/11/2012,51.39,0.015294416
19/11/2012,50.61,0.005746573
16/11/2012,50.32,0.037045021
15/11/2012,48.49,0.007867535
14/11/2012,48.11,-0.058531636
13/11/2012,51.01,0.008465451
12/11/2012,50.58,0.002970005
09/11/2012,50.43,-0.005339675
08/11/2012,50.7,-0.074291106
07/11/2012,54.61,-0.021915212
06/11/2012,55.82,-0.011931403
05/11/2012,56.49,0.005146874
02/11/2012,56.2,-0.013608057
01/11/2012,56.97,0.040843936
31/10/2012,54.69,0.003663679
26/10/2012,54.49,0.007922658
25/10/2012,54.06,-0.0217738
24/10/2012,55.25,0.004535155
23/10/2012,55,0.003642991
22/10/2012,54.8,-0.004551669
19/10/2012,55.05,-0.025467661
18/10/2012,56.47,0.007108614
17/10/2012,56.07,-0.012935416
16/10/2012,56.8,0.052591394
15/10/2012,53.89,0.017030448
12/10/2012,52.98,-0.002074103
11/10/2012,53.09,0.016331544
10/10/2012,52.23,0.003452247
09/10/2012,52.05,-0.02429423
08/10/2012,53.33,-0.002434686
05/10/2012,53.46,0.000561325
04/10/2012,53.43,0.00864667
03/10/2012,52.97,-0.000754859
02/10/2012,53.01,0.002077236
01/10/2012,52.9,-0.005279047
28/09/2012,53.18,-0.001503195
27/09/2012,53.26,0.00867439
26/09/2012,52.8,0.00951482
25/09/2012,52.3,-0.041204331
24/09/2012,54.5,-0.050972142
21/09/2012,57.35,0.088550168
20/09/2012,52.49,-0.000571374
19/09/2012,52.52,-0.00152207
18/09/2012,52.6,-0.025341572
17/09/2012,53.95,0.006695208
14/09/2012,53.59,-0.010210801
13/09/2012,54.14,0.021470068
12/09/2012,52.99,-0.006208279
11/09/2012,53.32,-0.003370159
10/09/2012,53.5,-0.046205608
07/09/2012,56.03,0.009504241
06/09/2012,55.5,0.046468537
05/09/2012,52.98,-0.009580237
04/09/2012,53.49,-0.008562971
31/08/2012,53.95,0.026292594
30/08/2012,52.55,-0.017729623
29/08/2012,53.49,-0.006521965
28/08/2012,53.84,0.002789921
27/08/2012,53.69,-0.004274702
24/08/2012,53.92,0.042624124
23/08/2012,51.67,-0.00309179
22/08/2012,51.83,0.006387325
21/08/2012,51.5,-0.008892384
20/08/2012,51.96,-0.0024988
17/08/2012,52.09,0.050394445
16/08/2012,49.53,0.002830572
15/08/2012,49.39,0.001215559
14/08/2012,49.33,0.152563994
13/08/2012,42.35,0.000708634
10/08/2012,42.32,-0.015940328
09/08/2012,43,0.00372787
08/08/2012,42.84,-0.009756175
07/08/2012,43.26,0.009522775
06/08/2012,42.85,0.039510137
03/08/2012,41.19,0.039618947
02/08/2012,39.59,-0.020500718
01/08/2012,40.41,-0.021543061
31/07/2012,41.29,-0.004591043
30/07/2012,41.48,0.003622755
27/07/2012,41.33,-0.002657969
26/07/2012,41.44,0.047186721
25/07/2012,39.53,-0.009316447
24/07/2012,39.9,0.006033201
23/07/2012,39.66,-0.008036206
20/07/2012,39.98,-0.041402116
19/07/2012,41.67,0.025274735
18/07/2012,40.63,0.042998453
17/07/2012,38.92,0.00025697
16/07/2012,38.91,-0.012514529
13/07/2012,39.4,0.00892294
12/07/2012,39.05,-0.041139486
11/07/2012,40.69,-0.046341265
10/07/2012,42.62,0
09/07/2012,42.62,-0.021356429
06/07/2012,43.54,-0.020459909
05/07/2012,44.44,0.040643868
03/07/2012,42.67,-0.005142601
02/07/2012,42.89,0.024785879
29/06/2012,41.84,0.027870458
28/06/2012,40.69,-0.060089588
27/06/2012,43.21,-0.016753117
26/06/2012,43.94,0.032380257
25/06/2012,42.54,-0.00749418
22/06/2012,42.86,0.035866569
21/06/2012,41.35,-0.014882656
20/06/2012,41.97,0.020703676
19/06/2012,41.11,0.04223181
18/06/2012,39.41,0.004068147
15/06/2012,39.25,0.040556637
14/06/2012,37.69,-0.030055836
13/06/2012,38.84,-0.056557478
12/06/2012,41.1,0.073696303
11/06/2012,38.18,-0.004964086
08/06/2012,38.37,0.062646472
07/06/2012,36.04,-0.068363743
06/06/2012,38.59,-0.003621318
05/06/2012,38.73,0.03574625
04/06/2012,37.37,-0.010382098
01/06/2012,37.76,-0.042007732
31/05/2012,39.38,-0.015621381
30/05/2012,40,-0.047598979
29/05/2012,41.95,0.018040177
25/05/2012,41.2,0.006330676
24/05/2012,40.94,-0.024609203
23/05/2012,41.96,0.004299027
22/05/2012,41.78,0.025943994
21/05/2012,40.71,0.080800384
18/05/2012,37.55,-0.006371139
17/05/2012,37.79,-0.060328826
16/05/2012,40.14,-0.015082496
15/05/2012,40.75,0.013588844
14/05/2012,40.2,-0.010393561
11/05/2012,40.62,0.010891197
10/05/2012,40.18,-0.032324068
09/05/2012,41.5,-0.006006024
08/05/2012,41.75,-0.054760331
07/05/2012,44.1,0.006825965
04/05/2012,43.8,-0.048137636
03/05/2012,45.96,-0.056263516
02/05/2012,48.62,0.010544913
01/05/2012,48.11,0.052048429
30/04/2012,45.67,-0.00502349
27/04/2012,45.9,0.034126955
26/04/2012,44.36,0.041423317
25/04/2012,42.56,0.029568201
24/04/2012,41.32,-0.048882356
23/04/2012,43.39,0.049850879
20/04/2012,41.28,-0.014907706
19/04/2012,41.9,-0.025449064
18/04/2012,42.98,0.002329374
17/04/2012,42.88,0.018357776
16/04/2012,42.1,-0.03546802
13/04/2012,43.62,-0.008219224
12/04/2012,43.98,0.024863159
11/04/2012,42.9,-0.006273984
10/04/2012,43.17,-0.080737393
09/04/2012,46.8,-0.015477888
05/04/2012,47.53,0.001684566
04/04/2012,47.45,0.00931618
03/04/2012,47.01,0.018463384
02/04/2012,46.15,-0.009488965
30/03/2012,46.59,0.01950647
29/03/2012,45.69,0.01477262
28/03/2012,45.02,-0.03299043
27/03/2012,46.53,-0.011751017
26/03/2012,47.08,0.001700681
23/03/2012,47,-0.035942022
22/03/2012,48.72,0.001848999
21/03/2012,48.63,0.011166369
20/03/2012,48.09,0.059325819
19/03/2012,45.32,-0.020961466
16/03/2012,46.28,-0.029172728
15/03/2012,47.65,0.00168032
14/03/2012,47.57,-0.024502887
13/03/2012,48.75,0.003699141
12/03/2012,48.57,-0.020783144
09/03/2012,49.59,0.051940918
08/03/2012,47.08,0.021035332
07/03/2012,46.1,-0.015283905
06/03/2012,46.81,-0.038143769
05/03/2012,48.63,0.014081823
02/03/2012,47.95,0.047404264
01/03/2012,45.73,0.055757304
29/02/2012,43.25,0.013032533
28/02/2012,42.69,-0.02246765
27/02/2012,43.66,0.050497989
24/02/2012,41.51,0.018233154
23/02/2012,40.76,-0.007089628
22/02/2012,41.05,-0.001217286
21/02/2012,41.1,-0.017366572
17/02/2012,41.82,-0.01022966
16/02/2012,42.25,-0.014101291
15/02/2012,42.85,0
14/02/2012,42.85,0.242882003
13/02/2012,33.61,0.004174127
10/02/2012,33.47,-0.014828267
09/02/2012,33.97,0.022626747
08/02/2012,33.21,0.016699948
07/02/2012,32.66,-0.014288129
06/02/2012,33.13,0.018891482
03/02/2012,32.51,0.026177874
02/02/2012,31.67,0.011751763
01/02/2012,31.3,0.011245098
31/01/2012,30.95,0.036523224
30/01/2012,29.84,-0.000335065
27/01/2012,29.85,0.002347813
26/01/2012,29.78,-0.023889656
25/01/2012,30.5,0.03333642
24/01/2012,29.5,-0.008774947
23/01/2012,29.76,0.013872664
20/01/2012,29.35,0.023092531
19/01/2012,28.68,0.009810871
18/01/2012,28.4,0.012400513
17/01/2012,28.05,0.054582307
13/01/2012,26.56,0.01747101
12/01/2012,26.1,-0.001531394
11/01/2012,26.14,-0.010654591
10/01/2012,26.42,0.008361888
09/01/2012,26.2,0.007662873
06/01/2012,26,-0.01715962
05/01/2012,26.45,0.001892148
04/01/2012,26.4,-0.028013036
03/01/2012,27.15,-0.003676475
30/12/2011,27.25,0.001101524
29/12/2011,27.22,-0.006955913
28/12/2011,27.41,0.007690937
27/12/2011,27.2,0.007380107
23/12/2011,27,-0.009950331
22/12/2011,27.27,0.026757449
21/12/2011,26.55,0.042314005
20/12/2011,25.45,0.022651475
19/12/2011,24.88,0.031852427
16/12/2011,24.1,-0.004140793
15/12/2011,24.2,
