Date,Close,EFX
22/11/2013,67.85,0.005912804
21/11/2013,67.45,0.007589887
20/11/2013,66.94,0.002093615
19/11/2013,66.8,0.003599284
18/11/2013,66.56,0.002105581
15/11/2013,66.42,0.003166707
14/11/2013,66.21,0.006363658
13/11/2013,65.79,0.011004238
12/11/2013,65.07,0.006475508
11/11/2013,64.65,-0.000773096
08/11/2013,64.7,0.017619541
07/11/2013,63.57,-0.011728964
06/11/2013,64.32,-0.000155461
05/11/2013,64.33,-0.012666218
04/11/2013,65.15,-0.00046037
01/11/2013,65.18,0.007855258
31/10/2013,64.67,-0.000772857
30/10/2013,64.72,-0.005700655
29/10/2013,65.09,-0.012215757
28/10/2013,65.89,0.005631245
25/10/2013,65.52,0.02770003
24/10/2013,63.73,0.038875566
23/10/2013,61.3,-0.00585558
22/10/2013,61.66,-0.002914982
21/10/2013,61.84,-0.005322164
18/10/2013,62.17,0.008886075
17/10/2013,61.62,0.01685663
16/10/2013,60.59,0.007454685
15/10/2013,60.14,-0.016654685
14/10/2013,61.15,0.004096687
11/10/2013,60.9,0.001314492
10/10/2013,60.82,0.023119533
09/10/2013,59.43,0.004384493
08/10/2013,59.17,-0.005561656
07/10/2013,59.5,-0.001511462
04/10/2013,59.59,0.010289371
03/10/2013,58.98,-0.006590645
02/10/2013,59.37,-0.008386497
01/10/2013,59.87,0.000334113
30/09/2013,59.85,0.000668561
27/09/2013,59.81,0.001171058
26/09/2013,59.74,0.001004857
25/09/2013,59.68,-0.010335148
24/09/2013,60.3,-0.012524884
23/09/2013,61.06,-0.007667873
20/09/2013,61.53,-0.013399183
19/09/2013,62.36,0.012749305
18/09/2013,61.57,0.008809192
17/09/2013,61.03,0.005421848
16/09/2013,60.7,0.012432817
13/09/2013,59.95,0.009216655
12/09/2013,59.4,-0.003193548
11/09/2013,59.59,-0.000671028
10/09/2013,59.63,-0.00150817
09/09/2013,59.72,0.006383358
06/09/2013,59.34,-0.004036332
05/09/2013,59.58,0.002352547
04/09/2013,59.44,0.00320162
03/09/2013,59.25,0.002704075
30/08/2013,59.09,-0.021596219
29/08/2013,60.38,-0.000827746
28/08/2013,60.43,-0.012334668
27/08/2013,61.18,-0.021026167
26/08/2013,62.48,0.000800576
23/08/2013,62.43,-0.001920308
22/08/2013,62.55,0.008348098
21/08/2013,62.03,-0.009466577
20/08/2013,62.62,0.008177709
19/08/2013,62.11,-0.003375395
16/08/2013,62.32,-0.005919544
15/08/2013,62.69,-0.025046596
14/08/2013,64.28,-0.012522387
13/08/2013,65.09,0.000768462
12/08/2013,65.04,-0.001843318
09/08/2013,65.16,-0.004135085
08/08/2013,65.43,0.010447168
07/08/2013,64.75,-0.006312083
06/08/2013,65.16,-0.003217654
05/08/2013,65.37,0.002757355
02/08/2013,65.19,0.010640859
01/08/2013,64.5,0.019886352
31/07/2013,63.23,-0.004261034
30/07/2013,63.5,0.009016908
29/07/2013,62.93,0.018281458
26/07/2013,61.79,-0.00129387
25/07/2013,61.87,0.0185976
24/07/2013,60.73,-0.01243675
23/07/2013,61.49,-0.003247283
22/07/2013,61.69,0.004060754
19/07/2013,61.44,-0.002600782
18/07/2013,61.6,0.00896867
17/07/2013,61.05,0
16/07/2013,61.05,-0.005716635
15/07/2013,61.4,0.005061648
12/07/2013,61.09,0.000654986
11/07/2013,61.05,0.010704096
10/07/2013,60.4,0.009481898
09/07/2013,59.83,0.002845428
08/07/2013,59.66,0.002013423
05/07/2013,59.54,0.008602566
03/07/2013,59.03,-0.004394868
02/07/2013,59.29,-0.002021905
01/07/2013,59.41,0.008112264
28/06/2013,58.93,-0.004571243
27/06/2013,59.2,0.009333967
26/06/2013,58.65,0.001023542
25/06/2013,58.59,0.009776255
24/06/2013,58.02,-0.007383909
21/06/2013,58.45,-0.016122538
20/06/2013,59.4,-0.019175244
19/06/2013,60.55,-0.012310373
18/06/2013,61.3,0.016281915
17/06/2013,60.31,-0.008091862
14/06/2013,60.8,0.000987329
13/06/2013,60.74,0.017773078
12/06/2013,59.67,-0.005181792
11/06/2013,59.98,-0.006149774
10/06/2013,60.35,0
07/06/2013,60.35,0.009155287
06/06/2013,59.8,0.000167238
05/06/2013,59.79,-0.018723105
04/06/2013,60.92,-0.006055169
03/06/2013,61.29,0.006383523
31/05/2013,60.9,-0.012402248
30/05/2013,61.66,0.003248866
29/05/2013,61.46,-0.003248866
28/05/2013,61.66,0.007324848
24/05/2013,61.21,0.000326797
23/05/2013,61.19,-0.006678093
22/05/2013,61.6,-0.017220994
21/05/2013,62.67,0.006242517
20/05/2013,62.28,-0.009587801
17/05/2013,62.88,-0.004284701
16/05/2013,63.15,-0.008671714
15/05/2013,63.7,0.000314021
14/05/2013,63.68,0.002830636
13/05/2013,63.5,-0.004870012
10/05/2013,63.81,0.006761564
09/05/2013,63.38,0.00887486
08/05/2013,62.82,-0.00270249
07/05/2013,62.99,0.006530245
06/05/2013,62.58,0.007055834
03/05/2013,62.14,0.011491589
02/05/2013,61.43,0.001466156
01/05/2013,61.34,0.002284969
30/04/2013,61.2,0.004585661
29/04/2013,60.92,-0.006707592
26/04/2013,61.33,-0.004879645
25/04/2013,61.63,0.028138426
24/04/2013,59.92,-0.000333723
23/04/2013,59.94,0.01140952
22/04/2013,59.26,0.010858607
19/04/2013,58.62,-0.002385416
18/04/2013,58.76,0.002897318
17/04/2013,58.59,0.001879218
16/04/2013,58.48,0.011004238
15/04/2013,57.84,-0.019009049
12/04/2013,58.95,-0.00287965
11/04/2013,59.12,0.004747381
10/04/2013,58.84,0.015068778
09/04/2013,57.96,0.017228304
08/04/2013,56.97,0.012185581
05/04/2013,56.28,-0.007258596
04/04/2013,56.69,0.008503151
03/04/2013,56.21,-0.020252519
02/04/2013,57.36,0.010867767
01/04/2013,56.74,-0.014869512
28/03/2013,57.59,0.016810061
27/03/2013,56.63,0.003006457
26/03/2013,56.46,0.003904175
25/03/2013,56.24,-0.0030182
22/03/2013,56.41,-0.0035392
21/03/2013,56.61,-0.004406458
20/03/2013,56.86,0.011141684
19/03/2013,56.23,0.001067616
18/03/2013,56.17,-0.004618125
15/03/2013,56.43,-0.001062699
14/03/2013,56.49,-0.000177007
13/03/2013,56.5,-0.000707714
12/03/2013,56.54,-0.00317853
11/03/2013,56.72,-0.001761494
08/03/2013,56.82,0.005647738
07/03/2013,56.5,-0.005647738
06/03/2013,56.82,0.002643406
05/03/2013,56.67,0.006905738
04/03/2013,56.28,0.007490672
01/03/2013,55.86,0.013335934
28/02/2013,55.12,0.012964666
27/02/2013,54.41,0.020048936
26/02/2013,53.33,0.003757284
25/02/2013,53.13,-0.019016233
22/02/2013,54.15,0.003144366
21/02/2013,53.98,-0.001295936
20/02/2013,54.05,-0.031864325
19/02/2013,55.8,0.011354542
15/02/2013,55.17,0.016816335
14/02/2013,54.25,0.004433778
13/02/2013,54.01,-0.005723269
12/02/2013,54.32,-0.012076999
11/02/2013,54.98,-0.010494035
08/02/2013,55.56,-0.004847841
07/02/2013,55.83,-0.067355613
06/02/2013,59.72,0.003354582
05/02/2013,59.52,0.009792413
04/02/2013,58.94,-0.005752004
01/02/2013,59.28,0.009832254
31/01/2013,58.7,-0.001361934
30/01/2013,58.78,-0.003057587
29/01/2013,58.96,0.003738322
28/01/2013,58.74,-0.002210697
25/01/2013,58.87,-0.00305292
24/01/2013,59.05,0.015358664
23/01/2013,58.15,-0.001718213
22/01/2013,58.25,-0.003427595
18/01/2013,58.45,0.026173606
17/01/2013,56.94,0.005282632
16/01/2013,56.64,-0.007387896
15/01/2013,57.06,0.00844778
14/01/2013,56.58,0.007094744
11/01/2013,56.18,0.001246772
10/01/2013,56.11,0.002140946
09/01/2013,55.99,0.009871748
08/01/2013,55.44,0.001082837
07/01/2013,55.38,-0.003245
04/01/2013,55.56,0.019262816
03/01/2013,54.5,-0.004394002
02/01/2013,54.74,0.0113909
31/12/2012,54.12,0.014142402
28/12/2012,53.36,-0.007282265
27/12/2012,53.75,0.011790162
26/12/2012,53.12,-0.012719962
24/12/2012,53.8,0.002605622
21/12/2012,53.66,-0.015532857
20/12/2012,54.5,0.003124141
19/12/2012,54.33,-0.010983087
18/12/2012,54.93,0.000546299
17/12/2012,54.9,0.035221435
14/12/2012,53,-0.005269113
13/12/2012,53.28,-0.01342302
12/12/2012,54,-0.003143203
11/12/2012,54.17,-0.000553659
10/12/2012,54.2,-0.002395652
07/12/2012,54.33,0.002395652
06/12/2012,54.2,0.003141461
05/12/2012,54.03,-0.004063545
04/12/2012,54.25,0.016166848
03/12/2012,53.38,0.040915667
30/11/2012,51.24,0.003910838
29/11/2012,51.04,-0.004691174
28/11/2012,51.28,0.006456053
27/11/2012,50.95,-0.000784775
26/11/2012,50.99,-0.00078416
23/11/2012,51.03,0.005699141
21/11/2012,50.74,0.004741218
20/11/2012,50.5,0.004962789
19/11/2012,50.25,-0.00099453
16/11/2012,50.3,0.010190916
15/11/2012,49.79,-0.006406428
14/11/2012,50.11,-0.026001071
13/11/2012,51.43,0.021620339
12/11/2012,50.33,-0.000794439
09/11/2012,50.37,0.007972934
08/11/2012,49.97,0
07/11/2012,49.97,-0.01272636
06/11/2012,50.61,0.0129265
05/11/2012,49.96,-0.002399042
02/11/2012,50.08,-0.005575482
01/11/2012,50.36,0.006374524
31/10/2012,50.04,0.006013247
26/10/2012,49.74,0.006454238
25/10/2012,49.42,0.007311162
24/10/2012,49.06,-0.008322386
23/10/2012,49.47,-0.02278276
22/10/2012,50.61,0.003562949
19/10/2012,50.43,-0.012415176
18/10/2012,51.06,0.010038466
17/10/2012,50.55,0.000395726
16/10/2012,50.53,0.014953922
15/10/2012,49.78,0.010500904
12/10/2012,49.26,0.005088034
11/10/2012,49.01,0.004089149
10/10/2012,48.81,0.00081984
09/10/2012,48.77,-0.005113008
08/10/2012,49.02,-0.003665245
05/10/2012,49.2,0.008983319
04/10/2012,48.76,0.013004621
03/10/2012,48.13,0.014650743
02/10/2012,47.43,0.006981939
01/10/2012,47.1,0.011101737
28/09/2012,46.58,0.002794799
27/09/2012,46.45,0.016278167
26/09/2012,45.7,-0.005237899
25/09/2012,45.94,-0.014693436
24/09/2012,46.62,-0.00790518
21/09/2012,46.99,-0.006998226
20/09/2012,47.32,-0.005689616
19/09/2012,47.59,-0.010035627
18/09/2012,48.07,0.009195467
17/09/2012,47.63,0.005895995
14/09/2012,47.35,0.011042796
13/09/2012,46.83,0.014410401
12/09/2012,46.16,-0.015050811
11/09/2012,46.86,0.008142321
10/09/2012,46.48,-0.007715426
07/09/2012,46.84,-0.007020559
06/09/2012,47.17,0.023162091
05/09/2012,46.09,-0.00173423
04/09/2012,46.17,0.008482922
31/08/2012,45.78,0.005695525
30/08/2012,45.52,-0.012878056
29/08/2012,46.11,-0.001083776
28/08/2012,46.16,-0.009057642
27/08/2012,46.58,-0.010464591
24/08/2012,47.07,0.008534295
23/08/2012,46.67,0.003219232
22/08/2012,46.52,-0.005359644
21/08/2012,46.77,-0.000427533
20/08/2012,46.79,-0.003626671
17/08/2012,46.96,0.009843863
16/08/2012,46.5,0.012333814
15/08/2012,45.93,0.004801406
14/08/2012,45.71,0.004165303
13/08/2012,45.52,-0.008095439
10/08/2012,45.89,0.003711389
09/08/2012,45.72,-0.014979114
08/08/2012,46.41,-0.008795509
07/08/2012,46.82,0.009226543
06/08/2012,46.39,0.000862627
03/08/2012,46.35,0.016752268
02/08/2012,45.58,-0.008084825
01/08/2012,45.95,-0.01918369
31/07/2012,46.84,-0.009772757
30/07/2012,47.3,0.005086912
27/07/2012,47.06,0.001914283
26/07/2012,46.97,-0.032054698
25/07/2012,48.5,0.00516797
24/07/2012,48.25,-0.001656658
23/07/2012,48.33,-0.003098856
20/07/2012,48.48,-0.011688844
19/07/2012,49.05,0.002245128
18/07/2012,48.94,-0.00122524
17/07/2012,49,0.013354076
16/07/2012,48.35,-0.008649148
13/07/2012,48.77,0.024702865
12/07/2012,47.58,0.002314572
11/07/2012,47.47,0.003587637
10/07/2012,47.3,0.005086912
09/07/2012,47.06,0.00148857
06/07/2012,46.99,-0.011846976
05/07/2012,47.55,-0.008377012
03/07/2012,47.95,0.003760974
02/07/2012,47.77,0.024797286
29/06/2012,46.6,0.027190365
28/06/2012,45.35,-0.006155218
27/06/2012,45.63,0.005714301
26/06/2012,45.37,0.003311627
25/06/2012,45.22,-0.028127876
22/06/2012,46.51,0.008854393
21/06/2012,46.1,-0.015711073
20/06/2012,46.83,-0.003623579
19/06/2012,47,-0.004034404
18/06/2012,47.19,-0.005072934
15/06/2012,47.43,-0.007352202
14/06/2012,47.78,0.03038585
13/06/2012,46.35,-0.000215726
12/06/2012,46.36,0.008013037
11/06/2012,45.99,-0.018527027
08/06/2012,46.85,0.02441517
07/06/2012,45.72,0.00746436
06/06/2012,45.38,0.027931656
05/06/2012,44.13,0.011624063
04/06/2012,43.62,0.006439765
01/06/2012,43.34,-0.041357154
31/05/2012,45.17,-0.001327434
30/05/2012,45.23,-0.019052367
29/05/2012,46.1,0.009809343
25/05/2012,45.65,0.003950839
24/05/2012,45.47,0.007727161
23/05/2012,45.12,0.002663117
22/05/2012,45,-0.005982072
21/05/2012,45.27,0.017155372
18/05/2012,44.5,-0.019361905
17/05/2012,45.37,-0.01769571
16/05/2012,46.18,-0.001082134
15/05/2012,46.23,0.002382243
14/05/2012,46.12,-0.002814769
11/05/2012,46.25,0.003682448
10/05/2012,46.08,0.015307537
09/05/2012,45.38,-0.005493916
08/05/2012,45.63,-0.014576566
07/05/2012,46.3,0.012824869
04/05/2012,45.71,-0.014982367
03/05/2012,46.4,0.014326271
02/05/2012,45.74,-0.004363009
01/05/2012,45.94,0.00261552
30/04/2012,45.82,-0.007176284
27/04/2012,46.15,-0.003892738
26/04/2012,46.33,0.052282116
25/04/2012,43.97,0.006159481
24/04/2012,43.7,-0.010018299
23/04/2012,44.14,-0.006998561
20/04/2012,44.45,0.012222877
19/04/2012,43.91,-0.008165162
18/04/2012,44.27,-0.007874942
17/04/2012,44.62,0.017179446
16/04/2012,43.86,0.001368926
13/04/2012,43.8,-0.005691535
12/04/2012,44.05,0.013714501
11/04/2012,43.45,0.022106776
10/04/2012,42.5,-0.016567874
09/04/2012,43.21,-0.014018384
05/04/2012,43.82,-0.00159617
04/04/2012,43.89,-0.015374483
03/04/2012,44.57,-0.005370342
02/04/2012,44.81,0.012349994
30/03/2012,44.26,0.016860732
29/03/2012,43.52,0.000459664
28/03/2012,43.5,-0.014378885
27/03/2012,44.13,-0.009247839
26/03/2012,44.54,0.014017865
23/03/2012,43.92,0.006854036
22/03/2012,43.62,0.001606057
21/03/2012,43.55,-0.002064458
20/03/2012,43.64,-0.005256554
19/03/2012,43.87,-0.001821909
16/03/2012,43.95,-0.005672165
15/03/2012,44.2,0.006810469
14/03/2012,43.9,-0.008167015
13/03/2012,44.26,0.003848335
12/03/2012,44.09,0.033674769
09/03/2012,42.63,0.002348522
08/03/2012,42.53,0.01635689
07/03/2012,41.84,0.010813514
06/03/2012,41.39,-0.01510639
05/03/2012,42.02,0.004292876
02/03/2012,41.84,-0.01729696
01/03/2012,42.57,0.012528234
29/02/2012,42.04,-0.009705367
28/02/2012,42.45,0.001178551
27/02/2012,42.4,0.000235877
24/02/2012,42.39,-0.000235877
23/02/2012,42.4,0.001179941
22/02/2012,42.35,0.0035482
21/02/2012,42.2,-0.01013801
17/02/2012,42.63,0.001643386
16/02/2012,42.56,0.012293299
15/02/2012,42.04,-0.019084099
14/02/2012,42.85,0
13/02/2012,42.85,0.005147414
10/02/2012,42.63,0.005174047
09/02/2012,42.41,0.073618367
08/02/2012,39.4,-0.006829418
07/02/2012,39.67,-0.001259605
06/02/2012,39.72,0.00201613
03/02/2012,39.64,0.013716242
02/02/2012,39.1,-0.010684406
01/02/2012,39.52,0.014014754
31/01/2012,38.97,-0.006394701
30/01/2012,39.22,-0.002546475
27/01/2012,39.32,0.001527106
26/01/2012,39.26,-0.01290667
25/01/2012,39.77,0.010362787
24/01/2012,39.36,-0.00152323
23/01/2012,39.42,-0.003039516
20/01/2012,39.54,-0.007307579
19/01/2012,39.83,0.01670925
18/01/2012,39.17,0.001021711
17/01/2012,39.13,0.004867436
13/01/2012,38.94,-0.00384468
12/01/2012,39.09,-0.006629295
11/01/2012,39.35,-0.005827965
10/01/2012,39.58,0.015788461
09/01/2012,38.96,0.000513479
06/01/2012,38.94,0.013443843
05/01/2012,38.42,-0.000260247
04/01/2012,38.43,-0.010354739
03/01/2012,38.83,0.002320486
30/12/2011,38.74,-0.001289823
29/12/2011,38.79,0.010886577
28/12/2011,38.37,-0.019613532
27/12/2011,39.13,0.001022756
23/12/2011,39.09,0.007704198
22/12/2011,38.79,0.013757517
21/12/2011,38.26,-0.008847312
20/12/2011,38.6,0.030245567
19/12/2011,37.45,-0.007448824
16/12/2011,37.73,0
15/12/2011,37.73,0.010122622
14/12/2011,37.35,0.002680967
13/12/2011,37.25,-0.002948669
12/12/2011,37.36,-0.017511724
09/12/2011,38.02,0.025843985
08/12/2011,37.05,-0.009134937
07/12/2011,37.39,-0.009582187
06/12/2011,37.75,0.001325381
05/12/2011,37.7,0.013351333
02/12/2011,37.2,0.004850454
01/12/2011,37.02,-0.003505464
30/11/2011,37.15,0.05023131
29/11/2011,35.33,0.015115075
28/11/2011,34.8,0.036282505
25/11/2011,33.56,0.001192606
23/11/2011,33.52,-0.024459743
22/11/2011,34.35,0.003207467
21/11/2011,34.24,-0.017945489
18/11/2011,34.86,-0.007715426
17/11/2011,35.13,-0.018054087
16/11/2011,35.77,-0.026484307
15/11/2011,36.73,0.019241935
14/11/2011,36.03,-0.003601611
11/11/2011,36.16,0.022372298
10/11/2011,35.36,0.00795007
09/11/2011,35.08,-0.041323579
08/11/2011,36.56,0.014325314
07/11/2011,36.04,0.008358923
04/11/2011,35.74,0.000839748
03/11/2011,35.71,0.022084703
02/11/2011,34.93,0.028457205
01/11/2011,33.95,-0.034735764
31/10/2011,35.15,-0.0104713
28/10/2011,35.52,-0.00224972
27/10/2011,35.6,0.050702103
26/10/2011,33.84,0.018792499
25/10/2011,33.21,-0.029959233
24/10/2011,34.22,0.010280602
21/10/2011,33.87,0.016672015
20/10/2011,33.31,-0.008370751
19/10/2011,33.59,-0.016241314
18/10/2011,34.14,0.029728705
17/10/2011,33.14,-0.027089021
14/10/2011,34.05,0.015986131
13/10/2011,33.51,-0.00208675
12/10/2011,33.58,0.009875885
11/10/2011,33.25,0.002107482
10/10/2011,33.18,0.042480995
07/10/2011,31.8,-0.010946161
06/10/2011,32.15,0.012204814
05/10/2011,31.76,0.026804413
04/10/2011,30.92,0.044981128
03/10/2011,29.56,-0.039142642
30/09/2011,30.74,-0.019968457
29/09/2011,31.36,0.005115101
28/09/2011,31.2,-0.024067026
27/09/2011,31.96,0.024708257
26/09/2011,31.18,0.030942055
23/09/2011,30.23,0.010307656
22/09/2011,29.92,-0.021819047
21/09/2011,30.58,-0.033443631
20/09/2011,31.62,-0.003787883
19/09/2011,31.74,-0.017489515
16/09/2011,32.3,0.004343786
15/09/2011,32.16,0.020418489
14/09/2011,31.51,0.015995223
13/09/2011,31.01,0.016255234
12/09/2011,30.51,0.008888947
09/09/2011,30.24,-0.033813364
08/09/2011,31.28,-0.014598799
07/09/2011,31.74,0.038540415
06/09/2011,30.54,-0.015594858
02/09/2011,31.02,-0.025777084
01/09/2011,31.83,-0.01558635
31/08/2011,32.33,0.00901047
30/08/2011,32.04,0.005633818
29/08/2011,31.86,0.020612748
26/08/2011,31.21,0.023011873
25/08/2011,30.5,-0.010437146
24/08/2011,30.82,0.024635833
23/08/2011,30.07,0.030387213
22/08/2011,29.17,0.013112679
19/08/2011,28.79,-0.007267725
18/08/2011,29,-0.059569298
17/08/2011,30.78,0.007827829
16/08/2011,30.54,-0.021060231
15/08/2011,31.19,0.007724531
12/08/2011,30.95,0.010393078
11/08/2011,30.63,0.036234644
10/08/2011,29.54,-0.042742965
09/08/2011,30.83,0.038351808
08/08/2011,29.67,-0.071528694
05/08/2011,31.87,0.004717732
04/08/2011,31.72,-0.050110376
03/08/2011,33.35,0.00873368
02/08/2011,33.06,-0.03038661
01/08/2011,34.08,-0.008182395
29/07/2011,34.36,-0.008404629
28/07/2011,34.65,0.044255009
27/07/2011,33.15,-0.02266724
26/07/2011,33.91,-0.009100312
25/07/2011,34.22,-0.006988963
22/07/2011,34.46,-0.009530758
21/07/2011,34.79,0.016227537
20/07/2011,34.23,-0.00087604
19/07/2011,34.26,0.013221876
18/07/2011,33.81,-0.016427474
15/07/2011,34.37,0.007007328
14/07/2011,34.13,-0.009622468
13/07/2011,34.46,0.00640468
12/07/2011,34.24,0.003510829
11/07/2011,34.12,-0.023748582
08/07/2011,34.94,-0.019836298
07/07/2011,35.64,0.008736141
06/07/2011,35.33,0.012818862
05/07/2011,34.88,-0.007426484
01/07/2011,35.14,0.012024193
30/06/2011,34.72,0.012753796
29/06/2011,34.28,0.005264709
28/06/2011,34.1,0.00588237
27/06/2011,33.9,0.007401958
24/06/2011,33.65,-0.004743561
23/06/2011,33.81,-0.00883398
22/06/2011,34.11,-0.007884404
21/06/2011,34.38,0.007005283
20/06/2011,34.14,-0.005841138
17/06/2011,34.34,0.000873999
16/06/2011,34.31,-0.004362374
15/06/2011,34.46,-0.017261648
14/06/2011,35.06,0.006294728
13/06/2011,34.84,-0.000860709
10/06/2011,34.87,-0.019875725
09/06/2011,35.57,0.001969889
08/06/2011,35.5,-0.017037139
07/06/2011,36.11,0.002217911
06/06/2011,36.03,-0.00553558
03/06/2011,36.23,-0.01940747
02/06/2011,36.94,0.00379713
01/06/2011,36.8,-0.026546672
31/05/2011,37.79,0.016811603
27/05/2011,37.16,0.001077006
26/05/2011,37.12,0.005131679
25/05/2011,36.93,0.004613931
24/05/2011,36.76,-0.007588112
23/05/2011,37.04,0.002974181
20/05/2011,36.93,-0.018777376
19/05/2011,37.63,0.003194041
18/05/2011,37.51,0.012879169
17/05/2011,37.03,-0.009942309
16/05/2011,37.4,-0.005599268
13/05/2011,37.61,-0.009526402
12/05/2011,37.97,0.001845262
11/05/2011,37.9,-0.019854362
10/05/2011,38.66,0.010661914
09/05/2011,38.25,-0.004955024
06/05/2011,38.44,-0.007515909
05/05/2011,38.73,0.006995753
04/05/2011,38.46,0.000260044
03/05/2011,38.45,0.002343446
02/05/2011,38.36,0.021874637
29/04/2011,37.53,-0.005579927
28/04/2011,37.74,0.001856518
27/04/2011,37.67,-0.009248315
26/04/2011,38.02,0.007391797
25/04/2011,37.74,-0.005548964
21/04/2011,37.95,0.004489642
20/04/2011,37.78,0.01600888
19/04/2011,37.18,0.012721785
18/04/2011,36.71,-0.015407792
15/04/2011,37.28,-0.000804397
14/04/2011,37.31,0.001072674
13/04/2011,37.27,-0.005084984
12/04/2011,37.46,-0.013786008
11/04/2011,37.98,-0.003941668
08/04/2011,38.13,-0.015871284
07/04/2011,38.74,-0.015114928
06/04/2011,39.33,-0.004313085
05/04/2011,39.5,-0.007817465
04/04/2011,39.81,0.004279428
01/04/2011,39.64,0.020130633
31/03/2011,38.85,0.010869672
30/03/2011,38.43,0.010200167
29/03/2011,38.04,0.010039714
28/03/2011,37.66,0.000796919
25/03/2011,37.63,0.007468693
24/03/2011,37.35,0.012121361
23/03/2011,36.9,0.005434796
22/03/2011,36.7,-0.00190554
21/03/2011,36.77,0.022831414
18/03/2011,35.94,0.013163613
17/03/2011,35.47,-0.000845428
16/03/2011,35.5,-0.009531892
15/03/2011,35.84,-0.012753153
14/03/2011,36.3,-0.015309211
11/03/2011,36.86,0.018067833
10/03/2011,36.2,-0.01344512
09/03/2011,36.69,0.004918043
08/03/2011,36.51,0.023276196
07/03/2011,35.67,-0.007540882
04/03/2011,35.94,-0.017650762
03/03/2011,36.58,0.02155375
02/03/2011,35.8,0.006445307
01/03/2011,35.57,-0.005047683
28/02/2011,35.75,0.015504187
25/02/2011,35.2,0.012003574
24/02/2011,34.78,0.001438642
23/02/2011,34.73,-0.023898719
22/02/2011,35.57,-0.020590599
18/02/2011,36.31,0.006077367
17/02/2011,36.09,-0.003595634
16/02/2011,36.22,-0.000552029
15/02/2011,36.24,-0.002755582
14/02/2011,36.34,-0.001924399
11/02/2011,36.41,0.016057931
10/02/2011,35.83,-0.011101974
09/02/2011,36.23,-0.021030408
08/02/2011,37,0.006235617
07/02/2011,36.77,0.015346972
04/02/2011,36.21,0.005538646
03/02/2011,36.01,0.002224077
02/02/2011,35.93,-0.004997234
01/02/2011,36.11,0.010859079
31/01/2011,35.72,0.006741599
28/01/2011,35.48,-0.01981368
27/01/2011,36.19,-0.005785937
