Date,Close,MNST
05/07/2013,60.59,0.005627291
03/07/2013,60.25,-0.002486533
02/07/2013,60.4,-0.006929577
01/07/2013,60.82,-0.000164406
28/06/2013,60.83,0.01958894
27/06/2013,59.65,0.032370799
26/06/2013,57.75,0.009569451
25/06/2013,57.2,0.006665522
24/06/2013,56.82,0.010615811
21/06/2013,56.22,0.003206844
20/06/2013,56.04,-0.040565002
19/06/2013,58.36,-0.021528079
18/06/2013,59.63,0.000335458
17/06/2013,59.61,0.005888803
14/06/2013,59.26,-0.045199843
13/06/2013,62,0.001614205
12/06/2013,61.9,0.008599063
11/06/2013,61.37,-0.013433883
10/06/2013,62.2,0.009368507
07/06/2013,61.62,0.03098468
06/06/2013,59.74,0.018925878
05/06/2013,58.62,-0.016579639
04/06/2013,59.6,0.099412543
03/06/2013,53.96,-0.011607684
31/05/2013,54.59,-0.004204375
30/05/2013,54.82,-0.00091166
29/05/2013,54.87,-0.011236073
28/05/2013,55.49,-0.007540431
24/05/2013,55.91,-0.014912401
23/05/2013,56.75,-0.002288129
22/05/2013,56.88,0.007942854
21/05/2013,56.43,0.002839399
20/05/2013,56.27,-0.011309539
17/05/2013,56.91,-0.005257636
16/05/2013,57.21,-0.010260067
15/05/2013,57.8,0.02416507
14/05/2013,56.42,0.046992773
13/05/2013,53.83,-0.007403328
10/05/2013,54.23,0.004065046
09/05/2013,54.01,-0.053355599
08/05/2013,56.97,-0.003154577
07/05/2013,57.15,0.017118569
06/05/2013,56.18,-0.022180103
03/05/2013,57.44,0.034357904
02/05/2013,55.5,-0.007539077
01/05/2013,55.92,-0.008547061
30/04/2013,56.4,-0.00177148
29/04/2013,56.5,-0.002651349
26/04/2013,56.65,-0.003700119
25/04/2013,56.86,-0.011018913
24/04/2013,57.49,0.014013191
23/04/2013,56.69,0.019594499
22/04/2013,55.59,-0.002156335
19/04/2013,55.71,0.008834458
18/04/2013,55.22,-0.00829581
17/04/2013,55.68,-0.014442615
16/04/2013,56.49,0.020929125
15/04/2013,55.32,-0.02552115
12/04/2013,56.75,0.015807096
11/04/2013,55.86,0.019340865
10/04/2013,54.79,0.039461662
09/04/2013,52.67,0.012610026
08/04/2013,52.01,0.04583357
05/04/2013,49.68,-0.012004946
04/04/2013,50.28,0.040589987
03/04/2013,48.28,-0.006811875
02/04/2013,48.61,0.019736799
01/04/2013,47.66,-0.001677149
28/03/2013,47.74,-0.005639702
27/03/2013,48.01,-0.016935556
26/03/2013,48.83,0.009258373
25/03/2013,48.38,-0.002477293
22/03/2013,48.5,-0.037434821
21/03/2013,50.35,-0.012827014
20/03/2013,51,0.025418366
19/03/2013,49.72,0.032709376
18/03/2013,48.12,-0.005388614
15/03/2013,48.38,0.026176764
14/03/2013,47.13,0.000849077
13/03/2013,47.09,0.01929734
12/03/2013,46.19,-0.01929734
11/03/2013,47.09,-0.00529494
08/03/2013,47.34,-0.008623463
07/03/2013,47.75,-0.019289201
06/03/2013,48.68,-0.007571918
05/03/2013,49.05,-0.015375581
04/03/2013,49.81,-0.016920877
01/03/2013,50.66,0.003955701
28/02/2013,50.46,0.016786965
27/02/2013,49.62,0.013594609
26/02/2013,48.95,-0.013997591
25/02/2013,49.64,-0.020931692
22/02/2013,50.69,0.018517204
21/02/2013,49.76,-0.018122571
20/02/2013,50.67,0.019731582
19/02/2013,49.68,-0.027790594
15/02/2013,51.08,0.068671299
14/02/2013,47.69,0
13/02/2013,47.69,0.019693596
12/02/2013,46.76,-0.014648388
11/02/2013,47.45,0.012938986
08/02/2013,46.84,-0.0275836
07/02/2013,48.15,-0.02664092
06/02/2013,49.45,0.022909572
05/02/2013,48.33,0.015219725
04/02/2013,47.6,-0.001049869
01/02/2013,47.65,-0.005232874
31/01/2013,47.9,-0.005828493
30/01/2013,48.18,0.019703006
29/01/2013,47.24,-0.004435534
28/01/2013,47.45,0.015718251
25/01/2013,46.71,-0.01191757
24/01/2013,47.27,-0.016574386
23/01/2013,48.06,-0.00993797
22/01/2013,48.54,0.014944238
18/01/2013,47.82,-0.041373912
17/01/2013,49.84,-0.014145071
16/01/2013,50.55,-0.009842599
15/01/2013,51.05,0.005499916
14/01/2013,50.77,-0.002950145
11/01/2013,50.92,0.043345469
10/01/2013,48.76,-0.031691016
09/01/2013,50.33,-0.007916131
08/01/2013,50.73,0.013295166
07/01/2013,50.06,-0.035903807
04/01/2013,51.89,-0.006147954
03/01/2013,52.21,-0.037960213
02/01/2013,54.23,0.025965781
31/12/2012,52.84,0.01833512
28/12/2012,51.88,-0.006532204
27/12/2012,52.22,0.003837303
26/12/2012,52.02,-0.007659938
24/12/2012,52.42,0.006315206
21/12/2012,52.09,-0.00057576
20/12/2012,52.12,-0.017874596
19/12/2012,53.06,-0.008445204
18/12/2012,53.51,0.014115224
17/12/2012,52.76,-0.011682816
14/12/2012,53.38,-0.024244733
13/12/2012,54.69,-0.037855448
12/12/2012,56.8,0.033840844
11/12/2012,54.91,0.038427002
10/12/2012,52.84,0.001136149
07/12/2012,52.78,0.017777396
06/12/2012,51.85,0.004252036
05/12/2012,51.63,-0.000580889
04/12/2012,51.66,-0.004249572
03/12/2012,51.88,-0.003271436
30/11/2012,52.05,0.006940456
29/11/2012,51.69,0.00640468
28/11/2012,51.36,-0.01180697
27/11/2012,51.97,0.124637337
26/11/2012,45.88,-0.001306905
23/11/2012,45.94,0.004363009
21/11/2012,45.74,0.018758136
20/11/2012,44.89,-0.007545531
19/11/2012,45.23,-0.005292184
16/11/2012,45.47,0.014621439
15/11/2012,44.81,0.001563373
14/11/2012,44.74,-0.036215963
13/11/2012,46.39,0.026872179
12/11/2012,45.16,-0.002211901
09/11/2012,45.26,0.019184171
08/11/2012,44.4,-0.012756131
07/11/2012,44.97,-0.002664892
06/11/2012,45.09,0.001109509
05/11/2012,45.04,0.022679764
02/11/2012,44.03,-0.021569023
01/11/2012,44.99,0.007585936
31/10/2012,44.65,-0.02673897
26/10/2012,45.86,-0.026467387
25/10/2012,47.09,-0.018515151
24/10/2012,47.97,0.15505443
23/10/2012,41.08,-0.107233153
22/10/2012,45.73,-0.153556958
19/10/2012,53.32,-0.049575766
18/10/2012,56.03,-0.020316925
17/10/2012,57.18,-0.02145411
16/10/2012,58.42,0.001884692
15/10/2012,58.31,0.021319813
12/10/2012,57.08,0.047354615
11/10/2012,54.44,0.014990565
10/10/2012,53.63,-0.056370816
09/10/2012,56.74,-0.004396384
08/10/2012,56.99,-0.000701631
05/10/2012,57.03,0.029358927
04/10/2012,55.38,0.018222079
03/10/2012,54.38,-0.005684438
02/10/2012,54.69,-0.006197614
01/10/2012,55.03,0.01778395
28/09/2012,54.06,0.011535012
27/09/2012,53.44,0.002435598
26/09/2012,53.31,-0.012674913
25/09/2012,53.99,-0.00756531
24/09/2012,54.4,-0.005499556
21/09/2012,54.7,-0.014879607
20/09/2012,55.52,0.032399649
19/09/2012,53.75,0.025818828
18/09/2012,52.38,-0.015909426
17/09/2012,53.22,-0.010281425
14/09/2012,53.77,0.006717696
13/09/2012,53.41,0.050495418
12/09/2012,50.78,-0.104257111
11/09/2012,56.36,-0.015143801
10/09/2012,57.22,-0.017325451
07/09/2012,58.22,0.002579759
06/09/2012,58.07,0.044185661
05/09/2012,55.56,-0.029964125
04/09/2012,57.25,-0.029092335
31/08/2012,58.94,0.006297357
30/08/2012,58.57,-0.012049361
29/08/2012,59.28,-0.003368141
28/08/2012,59.48,-0.009204316
27/08/2012,60.03,0.004675246
24/08/2012,59.75,0.001675042
23/08/2012,59.65,-0.027448813
22/08/2012,61.31,0.010328807
21/08/2012,60.68,0.004293979
20/08/2012,60.42,-0.006927291
17/08/2012,60.84,0.009578934
16/08/2012,60.26,0.024866873
15/08/2012,58.78,0.003237627
14/08/2012,58.59,0.095190713
13/08/2012,53.27,-0.018598267
10/08/2012,54.27,-0.120175601
09/08/2012,61.2,-0.10197243
08/08/2012,67.77,-0.015955839
07/08/2012,68.86,0.042117731
06/08/2012,66.02,-0.011445908
03/08/2012,66.78,0.04033544
02/08/2012,64.14,-0.011162907
01/08/2012,64.86,-0.023767115
31/07/2012,66.42,-0.026446349
30/07/2012,68.2,0.000586682
27/07/2012,68.16,0.006476325
26/07/2012,67.72,0.017127532
25/07/2012,66.57,0.017120333
24/07/2012,65.44,-0.010942358
23/07/2012,66.16,0.018150426
20/07/2012,64.97,-0.04307895
19/07/2012,67.83,-0.05827169
18/07/2012,71.9,0.001113276
17/07/2012,71.82,-0.009561495
16/07/2012,72.51,-0.016685289
13/07/2012,73.73,0.026107556
12/07/2012,71.83,0.00069633
11/07/2012,71.78,-0.012185141
10/07/2012,72.66,0.002066543
09/07/2012,72.51,-0.012608088
06/07/2012,73.43,-0.009082961
05/07/2012,74.1,-0.0104713
03/07/2012,74.88,0.001336363
02/07/2012,74.78,0.049057651
29/06/2012,71.2,0.036617363
28/06/2012,68.64,-0.035071225
27/06/2012,71.09,-0.048461888
26/06/2012,74.62,0.010237158
25/06/2012,73.86,0.003390523
22/06/2012,73.61,-0.015234538
21/06/2012,74.74,-0.007464711
20/06/2012,75.3,-0.011224945
19/06/2012,76.15,-0.033192173
18/06/2012,78.72,0.001016777
15/06/2012,78.64,0.030076485
14/06/2012,76.31,0.020387256
13/06/2012,74.77,-0.008257905
12/06/2012,75.39,0.007990454
11/06/2012,74.79,-0.017364079
08/06/2012,76.1,0.021249139
07/06/2012,74.5,0.007409936
06/06/2012,73.95,0.015261231
05/06/2012,72.83,-0.003837198
04/06/2012,73.11,0.035785231
01/06/2012,70.54,-0.028784997
31/05/2012,72.6,-0.014223435
30/05/2012,73.64,0.00818112
29/05/2012,73.04,0.020191531
25/05/2012,71.58,-0.01895857
24/05/2012,72.95,0.041136186
23/05/2012,70.01,0.001286358
22/05/2012,69.92,0.005593417
21/05/2012,69.53,0.013465779
18/05/2012,68.6,-0.016338107
17/05/2012,69.73,-0.02464714
16/05/2012,71.47,-0.001677618
15/05/2012,71.59,0.010531586
14/05/2012,70.84,-0.009972693
11/05/2012,71.55,0.005325125
10/05/2012,71.17,0.085926217
09/05/2012,65.31,-0.002752295
08/05/2012,65.49,-0.031118633
07/05/2012,67.56,0.012211619
04/05/2012,66.74,-0.004932377
03/05/2012,67.07,-0.023575573
02/05/2012,68.67,0.027908788
01/05/2012,66.78,0.027016365
30/04/2012,65,-0.008120783
27/04/2012,65.53,0.002291652
26/04/2012,65.38,0.028704166
25/04/2012,63.53,0.010443133
24/04/2012,62.87,-0.003810133
23/04/2012,63.11,-0.006318138
20/04/2012,63.51,0.005526184
19/04/2012,63.16,-0.015864622
18/04/2012,64.17,0.00609615
17/04/2012,63.78,0.006291307
16/04/2012,63.38,-0.013788999
13/04/2012,64.26,0.026491615
12/04/2012,62.58,-0.008591938
11/04/2012,63.12,0.036297234
10/04/2012,60.87,-0.032805721
09/04/2012,62.9,-0.007602191
05/04/2012,63.38,0.014622002
04/04/2012,62.46,-0.021070086
03/04/2012,63.79,0.007553144
02/04/2012,63.31,0.019458349
30/03/2012,62.09,-0.007700985
29/03/2012,62.57,0.012220766
28/03/2012,61.81,-0.001131862
27/03/2012,61.88,0.007298711
26/03/2012,61.43,0.014759205
23/03/2012,60.53,-0.004943978
22/03/2012,60.83,0.007093983
21/03/2012,60.4,-0.000662032
20/03/2012,60.44,0.012319117
19/03/2012,59.7,0.002683665
16/03/2012,59.54,-0.002851155
15/03/2012,59.71,0.007902521
14/03/2012,59.24,-0.022202732
13/03/2012,60.57,0.016311946
12/03/2012,59.59,0.000335683
09/03/2012,59.57,0.032068243
08/03/2012,57.69,0.016956966
07/03/2012,56.72,0.004417359
06/03/2012,56.47,-0.021027584
05/03/2012,57.67,-0.015826926
02/03/2012,58.59,0.019649029
01/03/2012,57.45,0.004710817
29/02/2012,57.18,0.003328373
28/02/2012,56.99,-0.004901113
27/02/2012,57.27,0.015662441
24/02/2012,56.38,0.027147735
23/02/2012,54.87,-0.003456749
22/02/2012,55.06,0.025942031
21/02/2012,53.65,0.008423073
17/02/2012,53.2,0.00395518
16/02/2012,52.99,-0.698135661
15/02/2012,106.51,-0.034693026
14/02/2012,110.27,0.00911002
13/02/2012,109.27,0.00900907
10/02/2012,108.29,-0.000184672
09/02/2012,108.31,0.012168651
08/02/2012,107,0.008541044
07/02/2012,106.09,0.006620036
06/02/2012,105.39,-0.003031741
03/02/2012,105.71,-0.001229024
02/02/2012,105.84,0.009970172
01/02/2012,104.79,0.002675587
31/01/2012,104.51,-0.009522975
30/01/2012,105.51,-0.018964143
27/01/2012,107.53,0.009906623
26/01/2012,106.47,-0.018794748
25/01/2012,108.49,0.020016495
24/01/2012,106.34,0.012681158
23/01/2012,105,0.00458191
20/01/2012,104.52,0.034654042
19/01/2012,100.96,0.010454618
18/01/2012,99.91,-0.006484784
17/01/2012,100.56,0.036146684
13/01/2012,96.99,0.020415249
12/01/2012,95.03,0.028065653
11/01/2012,92.4,-0.030378035
10/01/2012,95.25,-0.007009497
09/01/2012,95.92,0.005645598
06/01/2012,95.38,0.016064603
05/01/2012,93.86,0.013623166
04/01/2012,92.59,0.0009725
03/01/2012,92.5,0.003899485
30/12/2011,92.14,-0.017322505
29/12/2011,93.75,0.022545586
28/12/2011,91.66,-0.035685544
27/12/2011,94.99,0.00052651
23/12/2011,94.94,-0.007764177
22/12/2011,95.68,-0.012876606
21/12/2011,96.92,-0.002164391
20/12/2011,97.13,0.019335322
19/12/2011,95.27,-0.006486735
16/12/2011,95.89,0.042065511
15/12/2011,91.94,-0.008555854
14/12/2011,92.73,-0.021021955
13/12/2011,94.7,-0.010608786
12/12/2011,95.71,-0.014830451
09/12/2011,97.14,0.018598905
08/12/2011,95.35,-0.004395151
07/12/2011,95.77,0.007967334
06/12/2011,95.01,0.015592997
05/12/2011,93.54,-0.003095482
02/12/2011,93.83,0.01882687
01/12/2011,92.08,-0.001302366
30/11/2011,92.2,0.034088569
29/11/2011,89.11,-0.004143575
28/11/2011,89.48,0.051128614
25/11/2011,85.02,-0.009365557
23/11/2011,85.82,-0.035260063
22/11/2011,88.9,0.008585683
21/11/2011,88.14,-0.032042931
18/11/2011,91.01,-0.004276088
17/11/2011,91.4,-0.020253034
16/11/2011,93.27,-0.017535919
15/11/2011,94.92,0.017535919
14/11/2011,93.27,-0.001928021
11/11/2011,93.45,0.037727981
10/11/2011,89.99,-0.001110618
09/11/2011,90.09,-0.047579001
08/11/2011,94.48,0.010747643
07/11/2011,93.47,-0.022113793
04/11/2011,95.56,0.05850125
03/11/2011,90.13,0.021419378
02/11/2011,88.22,0.026300683
01/11/2011,85.93,-0.036114083
31/10/2011,89.09,0.026962557
28/10/2011,86.72,0.014285128
27/10/2011,85.49,0.028595411
26/10/2011,83.08,-0.016592443
25/10/2011,84.47,-0.084848509
24/10/2011,91.95,-0.00866275
21/10/2011,92.75,0.019267999
20/10/2011,90.98,-0.00569927
19/10/2011,91.5,-0.016690536
18/10/2011,93.04,0.000967794
17/10/2011,92.95,-0.015161512
14/10/2011,94.37,0.021096247
13/10/2011,92.4,0.013291404
12/10/2011,91.18,0.01191541
11/10/2011,90.1,0.026884247
10/10/2011,87.71,0.019107395
07/10/2011,86.05,0.020546658
06/10/2011,84.3,0.012053371
05/10/2011,83.29,0.019274492
04/10/2011,81.7,0.024031876
03/10/2011,79.76,-0.090213783
30/09/2011,87.29,-0.011730674
29/09/2011,88.32,-0.011034905
28/09/2011,89.3,-0.012132154
27/09/2011,90.39,-0.00066357
26/09/2011,90.45,0.029621822
23/09/2011,87.81,-0.018504421
22/09/2011,89.45,-0.017289581
21/09/2011,91.01,-0.010384309
20/09/2011,91.96,-0.003148583
19/09/2011,92.25,0.001518768
16/09/2011,92.11,0.046215044
15/09/2011,87.95,-0.004877229
14/09/2011,88.38,-0.000339386
13/09/2011,88.41,0.025082916
12/09/2011,86.22,-0.00277971
09/09/2011,86.46,-0.009095682
08/09/2011,87.25,0.025303114
07/09/2011,85.07,-0.003168831
06/09/2011,85.34,0.02024097
02/09/2011,83.63,-0.005366419
01/09/2011,84.08,-0.014640167
31/08/2011,85.32,-0.048723187
30/08/2011,89.58,0.006158689
29/08/2011,89.03,0.050684578
26/08/2011,84.63,0.001418943
25/08/2011,84.51,-0.021654735
24/08/2011,86.36,0.018818859
23/08/2011,84.75,0.060182242
22/08/2011,79.8,0.003640705
19/08/2011,79.51,-0.013739911
18/08/2011,80.61,-0.003714715
17/08/2011,80.91,0.011935987
16/08/2011,79.95,-0.013664809
15/08/2011,81.05,0.002099673
12/08/2011,80.88,-0.001235636
11/08/2011,80.98,0.057434482
10/08/2011,76.46,0.009857476
09/08/2011,75.71,0.094108947
08/08/2011,68.91,-0.096878849
05/08/2011,75.92,0.080613647
04/08/2011,70.04,-0.077315273
03/08/2011,75.67,0.020022025
02/08/2011,74.17,-0.032367861
01/08/2011,76.61,-0.000130523
29/07/2011,76.62,-0.008835816
28/07/2011,77.3,0.027542725
27/07/2011,75.2,-0.030642701
26/07/2011,77.54,-0.020929809
25/07/2011,79.18,-0.016657659
22/07/2011,80.51,-0.016018085
21/07/2011,81.81,0.01242252
20/07/2011,80.8,-0.008503348
19/07/2011,81.49,0.045311133
18/07/2011,77.88,-0.0052507
15/07/2011,78.29,0.000638855
14/07/2011,78.24,-0.008019902
13/07/2011,78.87,0.012246613
12/07/2011,77.91,-0.014779222
11/07/2011,79.07,-0.024115619
08/07/2011,81,-0.009216655
07/07/2011,81.75,-0.015054309
06/07/2011,82.99,0.009686478
05/07/2011,82.19,-0.017368667
01/07/2011,83.63,0.032570627
30/06/2011,80.95,0.01130517
29/06/2011,80.04,-0.002495634
28/06/2011,80.24,0.014182855
27/06/2011,79.11,0.013489642
24/06/2011,78.05,0.039728209
23/06/2011,75.01,0.002669872
22/06/2011,74.81,-0.002136468
21/06/2011,74.97,0.01532288
20/06/2011,73.83,0.020802721
17/06/2011,72.31,0.022234014
16/06/2011,70.72,-0.020711628
15/06/2011,72.2,-0.010745385
14/06/2011,72.98,0.015187369
13/06/2011,71.88,0.004042663
10/06/2011,71.59,-0.021146528
09/06/2011,73.12,0.005073021
08/06/2011,72.75,0.014817137
07/06/2011,71.68,-0.005980962
06/06/2011,72.11,-0.009248461
03/06/2011,72.78,0.005925739
02/06/2011,72.35,0.001244727
01/06/2011,72.26,0.008477571
31/05/2011,71.65,0.010663774
27/05/2011,70.89,0.000987933
26/05/2011,70.82,0.001413028
25/05/2011,70.72,0.015676536
24/05/2011,69.62,0.00503997
23/05/2011,69.27,-0.004177777
20/05/2011,69.56,0.008953128
19/05/2011,68.94,0.012112516
18/05/2011,68.11,0.015387195
17/05/2011,67.07,0.004932377
16/05/2011,66.74,0.003602526
13/05/2011,66.5,-0.003902151
12/05/2011,66.76,0.026101634
11/05/2011,65.04,-0.006742287
10/05/2011,65.48,-0.000763301
09/05/2011,65.53,0.012128805
06/05/2011,64.74,0.044213074
05/05/2011,61.94,-0.012833028
04/05/2011,62.74,-0.011410583
03/05/2011,63.46,-0.025668361
02/05/2011,65.11,-0.015846743
29/04/2011,66.15,-0.001963302
28/04/2011,66.28,0.002719446
27/04/2011,66.1,0.004852906
26/04/2011,65.78,0.01810143
25/04/2011,64.6,-0.010624474
21/04/2011,65.29,0.022928967
20/04/2011,63.81,0.006446056
19/04/2011,63.4,0.009986609
18/04/2011,62.77,-0.008092071
15/04/2011,63.28,0.010804045
14/04/2011,62.6,0.008341402
13/04/2011,62.08,0.003711777
12/04/2011,61.85,-0.006607066
11/04/2011,62.26,0.004507413
08/04/2011,61.98,-0.000967586
07/04/2011,62.04,0.001613164
06/04/2011,61.94,0.015128389
05/04/2011,61.01,-0.000982962
04/04/2011,61.07,0.001146883
01/04/2011,61,0.012703297
31/03/2011,60.23,-0.000332005
30/03/2011,60.25,0.022491717
29/03/2011,58.91,0.009551497
28/03/2011,58.35,-0.012433099
25/03/2011,59.08,0.022249763
24/03/2011,57.78,0.013766881
23/03/2011,56.99,0.035360827
22/03/2011,55.01,0.002183804
21/03/2011,54.89,-0.008164792
18/03/2011,55.34,0.007254294
17/03/2011,54.94,0.002369022
16/03/2011,54.81,-0.000729528
15/03/2011,54.85,-0.007989874
14/03/2011,55.29,-0.001626457
11/03/2011,55.38,-0.017718584
10/03/2011,56.37,0
09/03/2011,56.37,0.006049841
08/03/2011,56.03,0.002680727
07/03/2011,55.88,-0.005532271
04/03/2011,56.19,-0.006740004
03/03/2011,56.57,0.021260292
02/03/2011,55.38,-0.017363723
01/03/2011,56.35,-0.021071895
28/02/2011,57.55,-0.024883309
25/02/2011,59,0.075856567
24/02/2011,54.69,-0.021167683
23/02/2011,55.86,0.003047963
22/02/2011,55.69,-0.027976329
18/02/2011,57.27,-0.002441578
17/02/2011,57.41,0.002616205
16/02/2011,57.26,0.00542861
15/02/2011,56.95,0.009881852
14/02/2011,56.39,-0.003186972
11/02/2011,56.57,0.024334713
10/02/2011,55.21,0.002538993
09/02/2011,55.07,-0.010836299
08/02/2011,55.67,-0.001615364
07/02/2011,55.76,-0.020414306
04/02/2011,56.91,-0.002106373
03/02/2011,57.03,-0.008207503
02/02/2011,57.5,-0.007795622
01/02/2011,57.95,0.02286512
31/01/2011,56.64,0.026658704
28/01/2011,55.15,-0.009025332
