Date,Close,ARG
03/06/2013,103.33,0.004267294
31/05/2013,102.89,-0.004654328
30/05/2013,103.37,-0.003862127
29/05/2013,103.77,-0.002021661
28/05/2013,103.98,0.01228909
24/05/2013,102.71,0.001949128
23/05/2013,102.51,-0.002824998
22/05/2013,102.8,-0.000486263
21/05/2013,102.85,0.006339938
20/05/2013,102.2,0.003234187
17/05/2013,101.87,0.015531796
16/05/2013,100.3,-0.001693481
15/05/2013,100.47,0.01817958
14/05/2013,98.66,0.019859389
13/05/2013,96.72,-0.010899851
10/05/2013,97.78,-0.009060892
09/05/2013,98.67,0
08/05/2013,98.67,-0.000810455
07/05/2013,98.75,0.020254375
06/05/2013,96.77,-0.000619835
03/05/2013,96.83,0.007983867
02/05/2013,96.06,0.022636119
01/05/2013,93.91,-0.028759329
30/04/2013,96.65,-0.002170431
29/04/2013,96.86,0.001653235
26/04/2013,96.7,-0.008341534
25/04/2013,97.51,0.001231401
24/04/2013,97.39,0.01500054
23/04/2013,95.94,-0.003122076
22/04/2013,96.24,0.003851965
19/04/2013,95.87,0.009221484
18/04/2013,94.99,-0.015978618
17/04/2013,96.52,-0.002173351
16/04/2013,96.73,0.022160413
15/04/2013,94.61,-0.027007533
12/04/2013,97.2,-0.00554018
11/04/2013,97.74,0.003484681
10/04/2013,97.4,0.005353111
09/04/2013,96.88,0
08/04/2013,96.88,0.009645877
05/04/2013,95.95,-0.002186248
04/04/2013,96.16,0.004481742
03/04/2013,95.73,-0.013076151
02/04/2013,96.99,-0.009951352
01/04/2013,97.96,-0.012175475
28/03/2013,99.16,0.007490672
27/03/2013,98.42,0.002135992
26/03/2013,98.21,0.006537974
25/03/2013,97.57,-0.00460147
22/03/2013,98.02,0.000612307
21/03/2013,97.96,-0.053562054
20/03/2013,103.35,0.013736881
19/03/2013,101.94,-0.007330336
18/03/2013,102.69,-0.003596602
15/03/2013,103.06,-0.001938737
14/03/2013,103.26,-0.002514751
13/03/2013,103.52,0.005035843
12/03/2013,103,0.007308193
11/03/2013,102.25,0.000489117
08/03/2013,102.2,0.005396138
07/03/2013,101.65,0.001575269
06/03/2013,101.49,0.001084438
05/03/2013,101.38,0.003557316
04/03/2013,101.02,0.002974127
01/03/2013,100.72,0.004378116
28/02/2013,100.28,-0.002191454
27/02/2013,100.5,0.024170361
26/02/2013,98.1,0.023202897
25/02/2013,95.85,-0.024425391
22/02/2013,98.22,0.020676558
21/02/2013,96.21,-0.009619935
20/02/2013,97.14,-0.015323622
19/02/2013,98.64,0.002436055
15/02/2013,98.4,0.005094255
14/02/2013,97.9,-0.002550371
13/02/2013,98.15,0.003776864
12/02/2013,97.78,0.00276512
11/02/2013,97.51,-0.004195882
08/02/2013,97.92,0.006660202
07/02/2013,97.27,0.00133738
06/02/2013,97.14,0.003196373
05/02/2013,96.83,0.016661845
04/02/2013,95.23,-0.012937061
01/02/2013,96.47,0.012832058
31/01/2013,95.24,0.005791624
30/01/2013,94.69,-0.003163225
29/01/2013,94.99,0.021494762
28/01/2013,92.97,-0.00268543
25/01/2013,93.22,-0.000536222
24/01/2013,93.27,0.004297847
23/01/2013,92.87,-0.022044447
22/01/2013,94.94,0.014107898
18/01/2013,93.61,0.003102768
17/01/2013,93.32,0.011315386
16/01/2013,92.27,-0.003138021
15/01/2013,92.56,0.002812941
14/01/2013,92.3,-0.006587141
11/01/2013,92.91,-0.006223196
10/01/2013,93.49,-0.000534674
09/01/2013,93.54,-0.00213584
08/01/2013,93.74,-0.000319983
07/01/2013,93.77,-0.010502404
04/01/2013,94.76,0.010395766
03/01/2013,93.78,0.00192123
02/01/2013,93.6,0.024989131
31/12/2012,91.29,0.006373648
28/12/2012,90.71,-0.008999183
27/12/2012,91.53,-0.00935196
26/12/2012,92.39,0.000649632
24/12/2012,92.33,0.008593081
21/12/2012,91.54,-0.006424588
20/12/2012,92.13,0.014431211
19/12/2012,90.81,-0.010951812
18/12/2012,91.81,0.022358991
17/12/2012,89.78,0.008950608
14/12/2012,88.98,-0.008059144
13/12/2012,89.7,-0.007330923
12/12/2012,90.36,-0.010677629
11/12/2012,91.33,-0.000328425
10/12/2012,91.36,0.004058136
07/12/2012,90.99,0.018860111
06/12/2012,89.29,0.01296304
05/12/2012,88.14,0.009346928
04/12/2012,87.32,0.004936581
03/12/2012,86.89,-0.019150249
30/11/2012,88.57,0.003506196
29/11/2012,88.26,-0.00328036
28/11/2012,88.55,0.006344193
27/11/2012,87.99,-0.027795132
26/11/2012,90.47,0.005208634
23/11/2012,90,0.005571045
21/11/2012,89.5,-0.001116695
20/11/2012,89.6,0.00604502
19/11/2012,89.06,0.026625762
16/11/2012,86.72,0.008918806
15/11/2012,85.95,-0.012372245
14/11/2012,87.02,-0.002868784
13/11/2012,87.27,0.006898958
12/11/2012,86.67,-0.015342641
09/11/2012,88.01,0.005240386
08/11/2012,87.55,-0.010905481
07/11/2012,88.51,-0.010340656
06/11/2012,89.43,-0.000223614
05/11/2012,89.45,0.001902311
02/11/2012,89.28,-0.004135701
01/11/2012,89.65,0.007613966
31/10/2012,88.97,0.025384096
26/10/2012,86.74,0.004506334
25/10/2012,86.35,0.011531198
24/10/2012,85.36,0.01737119
23/10/2012,83.89,0.027922283
22/10/2012,81.58,-0.0055009
19/10/2012,82.03,-0.01512339
18/10/2012,83.28,0.001923078
17/10/2012,83.12,0.01246914
16/10/2012,82.09,0.017201554
15/10/2012,80.69,0.007213962
12/10/2012,80.11,-0.006470098
11/10/2012,80.63,-0.004084417
10/10/2012,80.96,-0.01252011
09/10/2012,81.98,-0.007171103
08/10/2012,82.57,0.00060573
05/10/2012,82.52,-0.001816091
04/10/2012,82.67,0.005701477
03/10/2012,82.2,-0.003036747
02/10/2012,82.45,-0.007732309
01/10/2012,83.09,0.00955325
28/09/2012,82.3,-0.007866909
27/09/2012,82.95,0.007866909
26/09/2012,82.3,-0.016748388
25/09/2012,83.69,-0.00226771
24/09/2012,83.88,-0.013381691
21/09/2012,85.01,0.013620155
20/09/2012,83.86,0.005740269
19/09/2012,83.38,0.008672663
18/09/2012,82.66,0.001573945
17/09/2012,82.53,0.005833046
14/09/2012,82.05,0.001219512
13/09/2012,81.95,-0.012851777
12/09/2012,83.01,-0.028502107
11/09/2012,85.41,-0.003156236
10/09/2012,85.68,-0.003844142
07/09/2012,86.01,0.016765737
06/09/2012,84.58,0.025263241
05/09/2012,82.47,0.002671201
04/09/2012,82.25,-0.009920236
31/08/2012,83.07,0.018835237
30/08/2012,81.52,-0.007089628
29/08/2012,82.1,0.002072792
28/08/2012,81.93,0.00097692
27/08/2012,81.85,-0.004510278
24/08/2012,82.22,-0.011247624
23/08/2012,83.15,-0.011835873
22/08/2012,84.14,0.011595372
21/08/2012,83.17,-0.009691969
20/08/2012,83.98,-0.003447255
17/08/2012,84.27,0.002852052
16/08/2012,84.03,0.014625051
15/08/2012,82.81,0.000845666
14/08/2012,82.74,-0.007945148
13/08/2012,83.4,-0.001078555
10/08/2012,83.49,0.001318392
09/08/2012,83.38,0.002161125
08/08/2012,83.2,0.004940067
07/08/2012,82.79,0.011174658
06/08/2012,81.87,0.015509912
03/08/2012,80.61,0.022709714
02/08/2012,78.8,-0.005694416
01/08/2012,79.25,-0.000882891
31/07/2012,79.32,-0.00778605
30/07/2012,79.94,0.018050348
27/07/2012,78.51,0.004851899
26/07/2012,78.13,-0.004597122
25/07/2012,78.49,-0.022922918
24/07/2012,80.31,-0.018627566
23/07/2012,81.82,-0.019366376
20/07/2012,83.42,-0.009544334
19/07/2012,84.22,0.01002395
18/07/2012,83.38,0.003845234
17/07/2012,83.06,0.012234421
16/07/2012,82.05,-0.004256619
13/07/2012,82.4,0.009266099
12/07/2012,81.64,-0.006227507
11/07/2012,82.15,0.017808269
10/07/2012,80.7,-0.007899325
09/07/2012,81.34,-0.013190225
06/07/2012,82.42,-0.013736811
05/07/2012,83.56,-0.003226002
03/07/2012,83.83,0.002149511
02/07/2012,83.65,-0.004294412
29/06/2012,84.01,0.033281949
28/06/2012,81.26,0.01188427
27/06/2012,80.3,-0.010283185
26/06/2012,81.13,0.004942553
25/06/2012,80.73,-0.011821342
22/06/2012,81.69,-0.008046861
21/06/2012,82.35,-0.033905599
20/06/2012,85.19,-0.008532575
19/06/2012,85.92,0.016665096
18/06/2012,84.5,-0.004133457
15/06/2012,84.85,0.017236682
14/06/2012,83.4,-0.00966537
13/06/2012,84.21,-0.018705327
12/06/2012,85.8,0.006900209
11/06/2012,85.21,-0.010855082
08/06/2012,86.14,0.00804247
07/06/2012,85.45,0.00457452
06/06/2012,85.06,0.01731337
05/06/2012,83.6,-0.007388903
04/06/2012,84.22,0.003687627
01/06/2012,83.91,-0.033977027
31/05/2012,86.81,-0.009857943
30/05/2012,87.67,-0.004211491
29/05/2012,88.04,0.0030715
25/05/2012,87.77,-0.010878294
24/05/2012,88.73,0.005084469
23/05/2012,88.28,0.017252642
22/05/2012,86.77,0.005431342
21/05/2012,86.3,0.035381049
18/05/2012,83.3,-0.003834177
17/05/2012,83.62,-0.06493458
16/05/2012,89.23,-0.015457633
15/05/2012,90.62,-0.00374491
14/05/2012,90.96,-0.012237915
11/05/2012,92.08,-0.004442766
10/05/2012,92.49,0.012730709
09/05/2012,91.32,-0.006548812
08/05/2012,91.92,0.004251846
07/05/2012,91.53,-0.001964637
04/05/2012,91.71,-0.003591841
03/05/2012,92.04,0.008839475
02/05/2012,91.23,-0.000547915
01/05/2012,91.28,-0.003936152
30/04/2012,91.64,0.000545762
27/04/2012,91.59,0.011199063
26/04/2012,90.57,0.001657551
25/04/2012,90.42,0.013248176
24/04/2012,89.23,-0.004807433
23/04/2012,89.66,-0.008883025
20/04/2012,90.46,0.003432814
19/04/2012,90.15,0.002109823
18/04/2012,89.96,-0.004215203
17/04/2012,90.34,0.013484352
16/04/2012,89.13,-0.001121328
13/04/2012,89.23,0.00044838
12/04/2012,89.19,0.015251948
11/04/2012,87.84,0.021751246
10/04/2012,85.95,-0.035769111
09/04/2012,89.08,-0.008940605
05/04/2012,89.88,0.005354765
04/04/2012,89.4,-0.012891932
03/04/2012,90.56,0.009430369
02/04/2012,89.71,0.008283011
30/03/2012,88.97,0.005861814
29/03/2012,88.45,0.001244414
28/03/2012,88.34,-0.01226319
27/03/2012,89.43,0.016005752
26/03/2012,88.01,0.018115607
23/03/2012,86.43,0.012925944
22/03/2012,85.32,-0.011768269
21/03/2012,86.33,0.00744103
20/03/2012,85.69,0.008084876
19/03/2012,85,0.001884127
16/03/2012,84.84,-0.001295718
15/03/2012,84.95,0.011603256
14/03/2012,83.97,0.002384644
13/03/2012,83.77,0.014791924
12/03/2012,82.54,-0.006039395
09/03/2012,83.04,-0.001564286
08/03/2012,83.17,0.01954776
07/03/2012,81.56,0.014076044
06/03/2012,80.42,-0.013953428
05/03/2012,81.55,-0.008425473
02/03/2012,82.24,-0.000850805
01/03/2012,82.31,-0.000242954
29/02/2012,82.33,-0.001941513
28/02/2012,82.49,0.002913684
27/02/2012,82.25,0.004875086
24/02/2012,81.85,0.000244379
23/02/2012,81.83,0.008714385
22/02/2012,81.12,0.01340303
21/02/2012,80.04,-0.007592295
17/02/2012,80.65,0.003477832
16/02/2012,80.37,0.011387222
15/02/2012,79.46,0.005426223
14/02/2012,79.03,-0.00303222
13/02/2012,79.27,0.007470753
10/02/2012,78.68,-0.014259816
09/02/2012,79.81,0.001002883
08/02/2012,79.73,0.011098613
07/02/2012,78.85,0.00623372
06/02/2012,78.36,-0.005726299
03/02/2012,78.81,0.022974764
02/02/2012,77.02,-0.025762399
01/02/2012,79.03,0.001266143
31/01/2012,78.93,0.000126703
30/01/2012,78.92,0.003172793
27/01/2012,78.67,0.017956106
26/01/2012,77.27,-0.037591728
25/01/2012,80.23,0.015449657
24/01/2012,79,-0.010326247
23/01/2012,79.82,0.005275731
20/01/2012,79.4,-0.017726091
19/01/2012,80.82,-0.004567627
18/01/2012,81.19,-0.000738734
17/01/2012,81.25,0.00790811
13/01/2012,80.61,-0.010489391
12/01/2012,81.46,0.011109854
11/01/2012,80.56,0.010858141
10/01/2012,79.69,0.008696255
09/01/2012,79,-0.008445251
06/01/2012,79.67,0.002891084
05/01/2012,79.44,-0.007399545
04/01/2012,80.03,0.012700579
03/01/2012,79.02,0.011967043
30/12/2011,78.08,-0.018400367
29/12/2011,79.53,0.006559882
28/12/2011,79.01,-0.015198434
27/12/2011,80.22,0.003997008
23/12/2011,79.9,0.004264399
22/12/2011,79.56,0.013285449
21/12/2011,78.51,-0.002671248
20/12/2011,78.72,0.032010993
19/12/2011,76.24,-0.004188488
16/12/2011,76.56,0.001045478
15/12/2011,76.48,0.018874711
14/12/2011,75.05,-0.010603148
13/12/2011,75.85,-0.009708814
12/12/2011,76.59,-0.014774763
09/12/2011,77.73,0.017651334
08/12/2011,76.37,-0.009124151
07/12/2011,77.07,0.008862302
06/12/2011,76.39,-0.010806693
05/12/2011,77.22,0.006756782
02/12/2011,76.7,0.00287244
01/12/2011,76.48,-0.006126592
30/11/2011,76.95,0.055302552
29/11/2011,72.81,-0.003427713
28/11/2011,73.06,0.046937242
25/11/2011,69.71,-0.003722799
23/11/2011,69.97,-0.011651169
22/11/2011,70.79,0.007230484
21/11/2011,70.28,-0.009347186
18/11/2011,70.94,0.012910728
17/11/2011,70.03,-0.036867305
16/11/2011,72.66,-0.002474228
15/11/2011,72.84,0.002199011
14/11/2011,72.68,-0.005898913
11/11/2011,73.11,0.024507976
10/11/2011,71.34,0.018247907
09/11/2011,70.05,-0.02717903
08/11/2011,71.98,0.002643112
07/11/2011,71.79,0.008392831
04/11/2011,71.19,0.004928546
03/11/2011,70.84,0.024290378
02/11/2011,69.14,0.024302177
01/11/2011,67.48,-0.021550347
31/10/2011,68.95,-0.035336345
28/10/2011,71.43,0.002944271
27/10/2011,71.22,0.027617414
26/10/2011,69.28,0.01894272
25/10/2011,67.98,-0.01894272
24/10/2011,69.28,0.003904843
21/10/2011,69.01,0.015037877
20/10/2011,67.98,0.00501402
19/10/2011,67.64,-0.018891973
18/10/2011,68.93,0.019335596
17/10/2011,67.61,-0.021074979
14/10/2011,69.05,0.022555145
13/10/2011,67.51,-0.003696315
12/10/2011,67.76,0.015617184
11/10/2011,66.71,-0.01694452
10/10/2011,67.85,0.0265846
07/10/2011,66.07,-0.002569724
06/10/2011,66.24,0.014445625
05/10/2011,65.29,0.020424662
04/10/2011,63.97,0.023727782
03/10/2011,62.47,-0.021380179
30/09/2011,63.82,-0.030097186
29/09/2011,65.77,0.006712458
28/09/2011,65.33,-0.022251732
27/09/2011,66.8,0.010080579
26/09/2011,66.13,0.016620036
23/09/2011,65.04,0.018935844
22/09/2011,63.82,-0.022772264
21/09/2011,65.29,-0.022414993
20/09/2011,66.77,0.014330134
19/09/2011,65.82,-0.001518142
16/09/2011,65.92,0.01343942
15/09/2011,65.04,0.02427757
14/09/2011,63.48,0.019084549
13/09/2011,62.28,0.021586491
12/09/2011,60.95,-0.005236471
09/09/2011,61.27,-0.031013974
08/09/2011,63.2,-0.013359727
07/09/2011,64.05,0.024497472
06/09/2011,62.5,-0.004310696
02/09/2011,62.77,-0.027342998
01/09/2011,64.51,-0.005719159
31/08/2011,64.88,0.004789503
30/08/2011,64.57,0.008085878
29/08/2011,64.05,0.02321829
26/08/2011,62.58,0.015134728
25/08/2011,61.64,0.001298701
24/08/2011,61.56,0.002113994
23/08/2011,61.43,0.029068934
22/08/2011,59.67,0.001341607
19/08/2011,59.59,-0.006023107
18/08/2011,59.95,-0.031201217
17/08/2011,61.85,-0.008853177
16/08/2011,62.4,-0.01226423
15/08/2011,63.17,-0.006783965
12/08/2011,63.6,0.010749392
11/08/2011,62.92,0.056560261
10/08/2011,59.46,-0.033408101
09/08/2011,61.48,0.049685164
08/08/2011,58.5,-0.079490287
05/08/2011,63.34,0.007288893
04/08/2011,62.88,-0.065551843
03/08/2011,67.14,0.007324945
02/08/2011,66.65,-0.026502402
01/08/2011,68.44,-0.00379175
29/07/2011,68.7,-0.000727537
28/07/2011,68.75,0.003642991
27/07/2011,68.5,-0.013917302
26/07/2011,69.46,-0.010882123
25/07/2011,70.22,0.001995724
22/07/2011,70.08,-0.005691535
21/07/2011,70.48,0.012564414
20/07/2011,69.6,-0.003585518
19/07/2011,69.85,0.016455337
18/07/2011,68.71,-0.016025753
15/07/2011,69.82,0.012248874
14/07/2011,68.97,-0.011532491
13/07/2011,69.77,0.0108078
12/07/2011,69.02,-0.003759947
11/07/2011,69.28,-0.017172717
08/07/2011,70.48,-0.003399437
07/07/2011,70.72,0.010233176
06/07/2011,70,0.001715757
05/07/2011,69.88,-0.008265688
01/07/2011,70.46,0.005978665
30/06/2011,70.04,0.000999929
29/06/2011,69.97,0.005589409
28/06/2011,69.58,0.010837473
27/06/2011,68.83,0.009048515
24/06/2011,68.21,0.002054594
23/06/2011,68.07,-0.004543797
22/06/2011,68.38,0.004837655
21/06/2011,68.05,0.017941025
20/06/2011,66.84,0.007810193
17/06/2011,66.32,0.002717803
16/06/2011,66.14,0.001361677
15/06/2011,66.05,-0.009792922
14/06/2011,66.7,0.010853287
13/06/2011,65.98,0.001820389
10/06/2011,65.86,-0.017310585
09/06/2011,67.01,0.013370589
08/06/2011,66.12,-0.003773874
07/06/2011,66.37,0.008625309
06/06/2011,65.8,-0.006815627
03/06/2011,66.25,-0.019728633
02/06/2011,67.57,0.006980054
01/06/2011,67.1,-0.029081209
31/05/2011,69.08,0.011062704
27/05/2011,68.32,0.007050558
26/05/2011,67.84,-0.001767305
25/05/2011,67.96,0.020214719
24/05/2011,66.6,-0.000150139
23/05/2011,66.61,-0.003746165
20/05/2011,66.86,-0.008044137
19/05/2011,67.4,0.008792248
18/05/2011,66.81,0.004650822
17/05/2011,66.5,-0.006594748
16/05/2011,66.94,-0.002834342
13/05/2011,67.13,-0.013611691
12/05/2011,68.05,-0.002348453
11/05/2011,68.21,-0.008467204
10/05/2011,68.79,0.011844841
09/05/2011,67.98,0.009756175
06/05/2011,67.32,-0.000445534
05/05/2011,67.35,-0.004740047
04/05/2011,67.67,-0.003393084
03/05/2011,67.9,-0.011858714
02/05/2011,68.71,-0.01071232
29/04/2011,69.45,0.006500565
28/04/2011,69,0.011368728
27/04/2011,68.22,-0.000586166
26/04/2011,68.26,0.002640459
25/04/2011,68.08,0.0007347
21/04/2011,68.03,0.00560143
20/04/2011,67.65,0.005335717
19/04/2011,67.29,0.01180969
18/04/2011,66.5,-0.002853069
15/04/2011,66.69,0.01282746
14/04/2011,65.84,-0.004092465
13/04/2011,66.11,-0.003925126
12/04/2011,66.37,-0.004659911
11/04/2011,66.68,-0.004489009
08/04/2011,66.98,0.001494099
07/04/2011,66.88,-0.008338345
06/04/2011,67.44,0.004309391
05/04/2011,67.15,0.00672397
04/04/2011,66.7,-0.002246351
01/04/2011,66.85,0.006453088
31/03/2011,66.42,0.001506705
30/03/2011,66.32,0.002869009
29/03/2011,66.13,-0.009781133
28/03/2011,66.78,0.004652916
25/03/2011,66.47,0.011499597
24/03/2011,65.71,0.038314109
23/03/2011,63.24,0.00586791
22/03/2011,62.87,0.0022293
21/03/2011,62.73,0.010254857
18/03/2011,62.09,0.00776075
17/03/2011,61.61,0.012083753
16/03/2011,60.87,-0.022578723
15/03/2011,62.26,-0.018933029
14/03/2011,63.45,0.014285957
11/03/2011,62.55,0.003523386
10/03/2011,62.33,-0.015284488
09/03/2011,63.29,-0.000947568
08/03/2011,63.35,0.008719833
07/03/2011,62.8,-0.007140054
04/03/2011,63.25,0.003960401
03/03/2011,63,0.009890015
02/03/2011,62.38,0.002246831
01/03/2011,62.24,-0.005447858
28/02/2011,62.58,0.001119194
25/02/2011,62.51,0.00609758
24/02/2011,62.13,0.005811154
23/02/2011,61.77,-0.016378015
22/02/2011,62.79,-0.020336478
18/02/2011,64.08,-0.001091788
17/02/2011,64.15,-0.003112843
16/02/2011,64.35,0.009681525
15/02/2011,63.73,0.006454174
14/02/2011,63.32,-0.007865386
11/02/2011,63.82,-0.002816463
10/02/2011,64,0.007528266
09/02/2011,63.52,0.016028273
08/02/2011,62.51,-0.010661251
07/02/2011,63.18,-0.008353741
04/02/2011,63.71,0.004089342
03/02/2011,63.45,0.000946074
02/02/2011,63.39,-0.002992835
01/02/2011,63.58,0.014416091
31/01/2011,62.67,0.004638153
28/01/2011,62.38,0.004498722
27/01/2011,62.1,0.002095592
26/01/2011,61.97,-0.000967742
25/01/2011,62.03,-0.019793144
