Date,Close,MA
25/04/2011,271.43,-0.006792631
21/04/2011,273.28,0.01200088
20/04/2011,270.02,0.011022678
19/04/2011,267.06,0.007554865
18/04/2011,265.05,-0.0095001
15/04/2011,267.58,-0.004809404
14/04/2011,268.87,-0.003304683
13/04/2011,269.76,0.025530745
12/04/2011,262.96,-0.013784987
11/04/2011,266.61,0.013404773
08/04/2011,263.06,-0.007988987
07/04/2011,265.17,-0.001168379
06/04/2011,265.48,0.009651671
05/04/2011,262.93,0.006410034
04/04/2011,261.25,0.029916761
01/04/2011,253.55,0.007243684
31/03/2011,251.72,-0.007677429
30/03/2011,253.66,0.007717156
29/03/2011,251.71,-0.002618633
28/03/2011,252.37,0.018677928
25/03/2011,247.7,-0.018440154
24/03/2011,252.31,0.021837116
23/03/2011,246.86,0.00040517
22/03/2011,246.76,-0.004851238
21/03/2011,247.96,0.025652906
18/03/2011,241.68,-0.008569598
17/03/2011,243.76,-0.002212844
16/03/2011,244.3,-0.001431639
15/03/2011,244.65,-0.016981502
14/03/2011,248.84,0.001689258
11/03/2011,248.42,0.019757543
10/03/2011,243.56,-0.017984779
09/03/2011,247.98,-0.004104799
08/03/2011,249,0.006972039
07/03/2011,247.27,-0.009979561
04/03/2011,249.75,-0.007578816
03/03/2011,251.65,0.021976258
02/03/2011,246.18,0.023925176
01/03/2011,240.36,-0.000831739
28/02/2011,240.56,-0.025244019
25/02/2011,246.71,0.0103079
24/02/2011,244.18,0.000245751
23/02/2011,244.12,-0.013265708
22/02/2011,247.38,-0.01349093
18/02/2011,250.74,-0.004298001
17/02/2011,251.82,-0.010114665
16/02/2011,254.38,-0.006738781
15/02/2011,256.1,0.004461323
14/02/2011,254.96,0.005782296
11/02/2011,253.49,0.005379547
10/02/2011,252.13,0.014501982
09/02/2011,248.5,-0.004456854
08/02/2011,249.61,-0.001481215
07/02/2011,249.98,0.01102139
04/02/2011,247.24,0.007510743
03/02/2011,245.39,0.02475476
02/02/2011,239.39,0.005193294
01/02/2011,238.15,0.006910237
31/01/2011,236.51,0.006958321
28/01/2011,234.87,-0.017891528
27/01/2011,239.11,-0.004464945
26/01/2011,240.18,-0.005646449
