Date,Close,RL
27/06/2013,173.65,0.019069237
26/06/2013,170.37,0.000645862
25/06/2013,170.26,0.009916266
24/06/2013,168.58,-0.003020703
21/06/2013,169.09,-0.007306614
20/06/2013,170.33,-0.042977833
19/06/2013,177.81,-0.006111426
18/06/2013,178.9,0.015774975
17/06/2013,176.1,0.016893745
14/06/2013,173.15,-0.007365244
13/06/2013,174.43,0.01135819
12/06/2013,172.46,-0.007624806
11/06/2013,173.78,-0.011556854
10/06/2013,175.8,-0.000796043
07/06/2013,175.94,0.00770266
06/06/2013,174.59,0.004880439
05/06/2013,173.74,-0.014740597
04/06/2013,176.32,0.003807147
03/06/2013,175.65,0.003193251
31/05/2013,175.09,-0.002737696
30/05/2013,175.57,-0.00997458
29/05/2013,177.33,-0.006408116
28/05/2013,178.47,-0.013910752
24/05/2013,180.97,-0.014918282
23/05/2013,183.69,-0.023511507
22/05/2013,188.06,-0.007944536
21/05/2013,189.56,0.015309676
20/05/2013,186.68,-0.00176617
17/05/2013,187.01,0.011887932
16/05/2013,184.8,-0.010282452
15/05/2013,186.71,0.000857311
14/05/2013,186.55,0.014905498
13/05/2013,183.79,-0.006562024
10/05/2013,185,0.00748742
09/05/2013,183.62,-0.009485423
08/05/2013,185.37,0.00194395
07/05/2013,185.01,0.022354933
06/05/2013,180.92,0.009217679
03/05/2013,179.26,0.00964133
02/05/2013,177.54,-0.005784746
01/05/2013,178.57,-0.016715647
30/04/2013,181.58,0.025546595
29/04/2013,177,0.007941051
26/04/2013,175.6,0.001253633
25/04/2013,175.38,0.022721697
24/04/2013,171.44,0.004032853
23/04/2013,170.75,0.028634486
22/04/2013,165.93,-0.019160762
19/04/2013,169.14,0.010639347
18/04/2013,167.35,-0.007263666
17/04/2013,168.57,-0.01594855
16/04/2013,171.28,0.002513666
15/04/2013,170.85,-0.018384257
12/04/2013,174.02,-0.005558594
11/04/2013,174.99,0.013752051
10/04/2013,172.6,0.014707864
09/04/2013,170.08,0.002826191
08/04/2013,169.6,0.005142919
05/04/2013,168.73,-0.005260837
04/04/2013,169.62,0.005260837
03/04/2013,168.73,0.004752578
02/04/2013,167.93,0.007051541
01/04/2013,166.75,-0.015235669
28/03/2013,169.31,-0.002359744
27/03/2013,169.71,0.012689924
26/03/2013,167.57,0.000776096
25/03/2013,167.44,-0.005776404
22/03/2013,168.41,-0.001068249
21/03/2013,168.59,-0.011324214
20/03/2013,170.51,0.019603245
19/03/2013,167.2,-0.012008943
18/03/2013,169.22,-0.012216762
15/03/2013,171.3,-0.010799617
14/03/2013,173.16,0.000751033
13/03/2013,173.03,-0.007943859
12/03/2013,174.41,-0.011912027
11/03/2013,176.5,-0.005424355
08/03/2013,177.46,0.001579066
07/03/2013,177.18,-0.001353638
06/03/2013,177.42,0.001861725
05/03/2013,177.09,0.015306566
04/03/2013,174.4,0.001319678
01/03/2013,174.17,0.00402716
28/02/2013,173.47,0.000922775
27/02/2013,173.31,0.018577828
26/02/2013,170.12,0.007315667
25/02/2013,168.88,-0.013176661
22/02/2013,171.12,0.002926203
21/02/2013,170.62,-0.016796373
20/02/2013,173.51,-0.020140461
19/02/2013,177.04,0.005494053
15/02/2013,176.07,0.006895989
14/02/2013,174.86,-0.004393856
13/02/2013,175.63,-0.006583078
12/02/2013,176.79,-0.001243641
11/02/2013,177.01,-0.003102352
08/02/2013,177.56,-0.002811992
07/02/2013,178.06,0.019451122
06/02/2013,174.63,0.057269579
05/02/2013,164.91,0.015460603
04/02/2013,162.38,0.005186477
01/02/2013,161.54,-0.030122392
31/01/2013,166.48,-0.005630443
30/01/2013,167.42,-0.003160691
29/01/2013,167.95,-0.005225975
28/01/2013,168.83,-0.007376623
25/01/2013,170.08,0.028023058
24/01/2013,165.38,0.007221562
23/01/2013,164.19,-0.006858696
22/01/2013,165.32,-0.014293679
18/01/2013,167.7,-0.00214439
17/01/2013,168.06,0.007825374
16/01/2013,166.75,-0.001198682
15/01/2013,166.95,0.00366048
14/01/2013,166.34,0.002467874
11/01/2013,165.93,-0.009297928
10/01/2013,167.48,0.011409479
09/01/2013,165.58,0.020316106
08/01/2013,162.25,0.004509382
07/01/2013,161.52,0.013274945
04/01/2013,159.39,0.013771538
03/01/2013,157.21,0.033044292
02/01/2013,152.1,0.014436381
31/12/2012,149.92,0.019601207
28/12/2012,147.01,-0.009006325
27/12/2012,148.34,0.015694856
26/12/2012,146.03,-0.033997418
24/12/2012,151.08,-0.001190713
21/12/2012,151.26,-0.000660895
20/12/2012,151.36,-0.012735681
19/12/2012,153.3,0.004707737
18/12/2012,152.58,-0.006662772
17/12/2012,153.6,0.023116707
14/12/2012,150.09,0.008833625
13/12/2012,148.77,-0.011561595
12/12/2012,150.5,-0.02402794
11/12/2012,154.16,0.014242091
10/12/2012,151.98,-0.021931703
07/12/2012,155.35,0.010287691
06/12/2012,153.76,0.006655816
05/12/2012,152.74,-0.01152169
04/12/2012,154.51,-0.018912639
03/12/2012,157.46,0.002352568
30/11/2012,157.09,-0.020851806
29/11/2012,160.4,-0.013314951
28/11/2012,162.55,0.021327012
27/11/2012,159.12,0.000943129
26/11/2012,158.97,-0.005833115
23/11/2012,159.9,0.02149261
21/11/2012,156.5,-6.38957E-05
20/11/2012,156.51,-0.000191663
19/11/2012,156.54,0.033518336
16/11/2012,151.38,0.010158438
15/11/2012,149.85,0.004816385
14/11/2012,149.13,-0.022411759
13/11/2012,152.51,0.004073593
12/11/2012,151.89,0.004090255
09/11/2012,151.27,0.006433023
08/11/2012,150.3,-0.036645621
07/11/2012,155.91,-0.028641123
06/11/2012,160.44,-0.004911876
05/11/2012,161.23,0.002981554
02/11/2012,160.75,0.01069462
01/11/2012,159.04,0.034218156
31/10/2012,153.69,0.007641852
26/10/2012,152.52,-0.008032172
25/10/2012,153.75,-0.004995631
24/10/2012,154.52,-0.004648769
23/10/2012,155.24,-0.023931896
22/10/2012,159,-0.018259941
19/10/2012,161.93,-0.013921054
18/10/2012,164.2,0.007212304
17/10/2012,163.02,-0.005017449
16/10/2012,163.84,0.024904732
15/10/2012,159.81,0.031528703
12/10/2012,154.85,-0.004446027
11/10/2012,155.54,-0.002824861
10/10/2012,155.98,0.011347639
09/10/2012,154.22,-0.013397083
08/10/2012,156.3,-0.008092567
05/10/2012,157.57,-0.002851803
04/10/2012,158.02,0.022203939
03/10/2012,154.55,0.004669572
02/10/2012,153.83,0.013547771
01/10/2012,151.76,0.003498469
28/09/2012,151.23,-0.004881276
27/09/2012,151.97,0.0069995
26/09/2012,150.91,-0.003835984
25/09/2012,151.49,-0.014222753
24/09/2012,153.66,-0.014151637
21/09/2012,155.85,0.002441219
20/09/2012,155.47,-0.022702956
19/09/2012,159.04,0.000314436
18/09/2012,158.99,-0.023988225
17/09/2012,162.85,-0.000368369
14/09/2012,162.91,0.016712446
13/09/2012,160.21,0.010163199
12/09/2012,158.59,0.015056985
11/09/2012,156.22,-0.025844171
10/09/2012,160.31,-0.004791695
07/09/2012,161.08,0.013940775
06/09/2012,158.85,0.0258264
05/09/2012,154.8,-0.014239225
04/09/2012,157.02,-0.010327332
31/08/2012,158.65,0.005118656
30/08/2012,157.84,-0.009458422
29/08/2012,159.34,0.001758794
28/08/2012,159.06,0.00289618
27/08/2012,158.6,-0.006160055
24/08/2012,159.58,0.019617158
23/08/2012,156.48,-0.009856682
22/08/2012,158.03,0.010432001
21/08/2012,156.39,-0.004911507
20/08/2012,157.16,-0.016596058
17/08/2012,159.79,0.04735181
16/08/2012,152.4,-0.000721524
15/08/2012,152.51,0.001903325
14/08/2012,152.22,-0.005176436
13/08/2012,153.01,0.018801886
10/08/2012,150.16,0.011587926
09/08/2012,148.43,-0.019481569
08/08/2012,151.35,-0.011038945
07/08/2012,153.03,0.019598766
06/08/2012,150.06,0.029691425
03/08/2012,145.67,0.038844591
02/08/2012,140.12,-0.015649107
01/08/2012,142.33,-0.014023323
31/07/2012,144.34,-0.019008979
30/07/2012,147.11,-0.007044668
27/07/2012,148.15,0.004125949
26/07/2012,147.54,0.030695411
25/07/2012,143.08,-0.01381247
24/07/2012,145.07,-0.014983347
23/07/2012,147.26,-0.012283343
20/07/2012,149.08,-0.021106511
19/07/2012,152.26,0.052448496
18/07/2012,144.48,0.017173197
17/07/2012,142.02,0.000140835
16/07/2012,142,0.007067167
13/07/2012,141,0.02972832
12/07/2012,136.87,-0.013858375
11/07/2012,138.78,-0.034837848
10/07/2012,143.7,0.009017572
09/07/2012,142.41,-0.0140155
06/07/2012,144.42,-0.021712438
05/07/2012,147.59,0.02067434
03/07/2012,144.57,0.028698689
02/07/2012,140.48,0.002994228
29/06/2012,140.06,0.025013955
28/06/2012,136.6,-0.010196738
27/06/2012,138,-0.021506205
26/06/2012,141,0.000780446
25/06/2012,140.89,-0.013535631
22/06/2012,142.81,-0.003425259
21/06/2012,143.3,-0.029904273
20/06/2012,147.65,0.001762473
19/06/2012,147.39,0.015176665
18/06/2012,145.17,-0.005564157
15/06/2012,145.98,0.022584957
14/06/2012,142.72,0.02045727
13/06/2012,139.83,-0.020036778
12/06/2012,142.66,0.011917075
11/06/2012,140.97,-0.028531409
08/06/2012,145.05,0.005391967
07/06/2012,144.27,-0.00656329
06/06/2012,145.22,0.014077414
05/06/2012,143.19,0.00230729
04/06/2012,142.86,0.008647107
01/06/2012,141.63,-0.049385099
31/05/2012,148.8,0.000739521
30/05/2012,148.69,-0.022214268
29/05/2012,152.03,0.014509812
25/05/2012,149.84,0.007771713
24/05/2012,148.68,-0.008105346
23/05/2012,149.89,-0.002531984
22/05/2012,150.27,0.026774368
21/05/2012,146.3,0.033288922
18/05/2012,141.51,-0.01952408
17/05/2012,144.3,-0.038474126
16/05/2012,149.96,-0.010415033
15/05/2012,151.53,-0.039086179
14/05/2012,157.57,-0.018860181
11/05/2012,160.57,0.013164684
10/05/2012,158.47,-0.015466324
09/05/2012,160.94,-0.015047151
08/05/2012,163.38,-0.032102489
07/05/2012,168.71,0.001008154
04/05/2012,168.54,-0.034465057
03/05/2012,174.45,-0.014511565
02/05/2012,177,0.027086719
01/05/2012,172.27,0
30/04/2012,172.27,-0.005383983
27/04/2012,173.2,0.012081931
26/04/2012,171.12,0.021262318
25/04/2012,167.52,0.02001755
24/04/2012,164.2,-0.022938304
23/04/2012,168.01,-0.019217757
20/04/2012,171.27,0.011273679
19/04/2012,169.35,-0.023056617
18/04/2012,173.3,0.002657886
17/04/2012,172.84,0.012458681
16/04/2012,170.7,-0.010547576
13/04/2012,172.51,0.004124196
12/04/2012,171.8,0.005545031
11/04/2012,170.85,0.006164705
10/04/2012,169.8,-0.038416276
09/04/2012,176.45,-0.009083022
05/04/2012,178.06,0.023065273
04/04/2012,174,-0.009096433
03/04/2012,175.59,0.001709987
02/04/2012,175.29,0.00549169
30/03/2012,174.33,-0.002406326
29/03/2012,174.75,-0.000286082
28/03/2012,174.8,-0.007579896
27/03/2012,176.13,-0.005718022
26/03/2012,177.14,0.016965963
23/03/2012,174.16,-0.007664626
22/03/2012,175.5,-0.006134989
21/03/2012,176.58,-0.002319202
20/03/2012,176.99,0.002205946
19/03/2012,176.6,-0.006490781
16/03/2012,177.75,-0.001686341
15/03/2012,178.05,-0.002692245
14/03/2012,178.53,-0.007477713
13/03/2012,179.87,0.012475337
12/03/2012,177.64,0.007061578
09/03/2012,176.39,0.014907321
08/03/2012,173.78,0.014140245
07/03/2012,171.34,0.004855941
06/03/2012,170.51,-0.036112076
05/03/2012,176.78,0.00096211
02/03/2012,176.61,-0.007333893
01/03/2012,177.91,0.023775435
29/02/2012,173.73,-0.005567847
28/02/2012,174.7,0.001374728
27/02/2012,174.46,0.006555892
24/02/2012,173.32,0.000461681
23/02/2012,173.24,0.010036342
22/02/2012,171.51,-0.006219323
21/02/2012,172.58,-0.01089191
17/02/2012,174.47,0.000229292
16/02/2012,174.43,0.010430868
15/02/2012,172.62,-0.012435393
14/02/2012,174.78,0.013884711
13/02/2012,172.37,-0.001333449
10/02/2012,172.6,0.000347685
09/02/2012,172.54,0.006104138
08/02/2012,171.49,0.08783339
07/02/2012,157.07,-0.002162301
06/02/2012,157.41,0.009190185
03/02/2012,155.97,0.01922576
02/02/2012,153,-0.005930095
01/02/2012,153.91,0.012487495
31/01/2012,152,0.006600684
30/01/2012,151,-0.003437793
27/01/2012,151.52,0.008217409
26/01/2012,150.28,-0.009602405
25/01/2012,151.73,0.006612469
24/01/2012,150.73,0.032089036
23/01/2012,145.97,-0.006623219
20/01/2012,146.94,0.001839175
19/01/2012,146.67,0.00656682
18/01/2012,145.71,0.024454154
17/01/2012,142.19,-0.010354812
13/01/2012,143.67,-0.005345193
12/01/2012,144.44,-0.000692089
11/01/2012,144.54,-0.019050806
10/01/2012,147.32,0.006537751
09/01/2012,146.36,0.039439376
06/01/2012,140.7,-0.01032322
05/01/2012,142.16,-0.005051933
04/01/2012,142.88,0.041148662
03/01/2012,137.12,-0.006976772
30/12/2011,138.08,-0.002314816
29/12/2011,138.4,-0.00230947
28/12/2011,138.72,-0.013745921
27/12/2011,140.64,0.009573553
23/12/2011,139.3,0.024195608
22/12/2011,135.97,-0.004769076
21/12/2011,136.62,-0.004964963
20/12/2011,137.3,0.009660497
19/12/2011,135.98,-0.022900932
16/12/2011,139.13,-0.007019081
15/12/2011,140.11,0.008817577
14/12/2011,138.88,-0.015220559
13/12/2011,141.01,-0.029281293
12/12/2011,145.2,-0.013544225
09/12/2011,147.18,0.005723646
08/12/2011,146.34,-0.020359863
07/12/2011,149.35,-0.008533954
06/12/2011,150.63,0.003191704
05/12/2011,150.15,0.036903055
02/12/2011,144.71,0.009651847
01/12/2011,143.32,0.010239237
30/11/2011,141.86,0.008495025
29/11/2011,140.66,-0.032730194
28/11/2011,145.34,0.046041777
25/11/2011,138.8,-0.021313042
23/11/2011,141.79,-0.002746771
22/11/2011,142.18,-0.006030451
21/11/2011,143.04,-0.021988025
18/11/2011,146.22,-0.01358532
17/11/2011,148.22,-0.025182864
16/11/2011,152,-0.022186265
15/11/2011,155.41,-0.004494101
14/11/2011,156.11,0.003915155
11/11/2011,155.5,0.027910001
10/11/2011,151.22,0.008500516
09/11/2011,149.94,-0.058983404
08/11/2011,159.05,0.010936671
07/11/2011,157.32,-0.000127121
04/11/2011,157.34,-0.000317733
03/11/2011,157.39,-0.013567873
02/11/2011,159.54,0.014076294
01/11/2011,157.31,-0.009364194
31/10/2011,158.79,-0.020445766
28/10/2011,162.07,0.017427465
27/10/2011,159.27,0.038595555
26/10/2011,153.24,-0.002411603
25/10/2011,153.61,-0.025325945
24/10/2011,157.55,0.04418637
21/10/2011,150.74,0.036893584
20/10/2011,145.28,0.010726375
19/10/2011,143.73,-0.031435562
18/10/2011,148.32,0.027685558
17/10/2011,144.27,-0.027011113
14/10/2011,148.22,0.016804831
13/10/2011,145.75,0.006194101
12/10/2011,144.85,0.010897966
11/10/2011,143.28,-0.010690834
10/10/2011,144.82,0.026377155
07/10/2011,141.05,-0.001700078
06/10/2011,141.29,0.06136805
05/10/2011,132.88,0.009071728
04/10/2011,131.68,0.046715313
03/10/2011,125.67,-0.031564668
30/09/2011,129.7,-0.074988738
29/09/2011,139.8,-0.026540236
28/09/2011,143.56,-0.035648423
27/09/2011,148.77,0.013194142
26/09/2011,146.82,0.001977161
23/09/2011,146.53,0.019502393
22/09/2011,143.7,-0.021547662
21/09/2011,146.83,-0.033090762
20/09/2011,151.77,0.008270251
19/09/2011,150.52,0.021149535
16/09/2011,147.37,-0.003319449
15/09/2011,147.86,0.031883971
14/09/2011,143.22,0.033583789
13/09/2011,138.49,0.025893781
12/09/2011,134.95,0.007213804
09/09/2011,133.98,-0.024623434
08/09/2011,137.32,0.003793963
07/09/2011,136.8,0.043017385
06/09/2011,131.04,-0.006010594
02/09/2011,131.83,-0.029301745
01/09/2011,135.75,-0.009968565
31/08/2011,137.11,0.009453044
30/08/2011,135.82,0.001621104
29/08/2011,135.6,0.02956249
26/08/2011,131.65,0.018321006
25/08/2011,129.26,-0.027319517
24/08/2011,132.84,0.017695544
23/08/2011,130.51,0.074750629
22/08/2011,121.11,-8.25662E-05
19/08/2011,121.12,-0.046932744
18/08/2011,126.94,-0.052183083
17/08/2011,133.74,-0.028380632
16/08/2011,137.59,-0.02228064
15/08/2011,140.69,0.021626736
12/08/2011,137.68,0.053175857
11/08/2011,130.55,0.041205063
10/08/2011,125.28,0.044310271
09/08/2011,119.85,0.048639988
08/08/2011,114.16,-0.086865372
05/08/2011,124.52,0.03472713
04/08/2011,120.27,-0.074096094
03/08/2011,129.52,0.0228028
02/08/2011,126.6,-0.067570059
01/08/2011,135.45,0.002809406
29/07/2011,135.07,-0.003768709
28/07/2011,135.58,0.018987205
27/07/2011,133.03,-0.032321713
26/07/2011,137.4,-0.008190529
25/07/2011,138.53,-0.006188851
22/07/2011,139.39,-0.005009313
21/07/2011,140.09,0.013583162
20/07/2011,138.2,0.002028104
19/07/2011,137.92,0.024812254
18/07/2011,134.54,-0.001708069
15/07/2011,134.77,-0.001853294
14/07/2011,135.02,0.003858717
13/07/2011,134.5,0.003425936
12/07/2011,134.04,-0.001937841
11/07/2011,134.3,-0.024347494
08/07/2011,137.61,-0.011416309
07/07/2011,139.19,0.023699859
06/07/2011,135.93,0.002873248
05/07/2011,135.54,0.009190696
01/07/2011,134.3,0.012663614
30/06/2011,132.61,0.011986185
29/06/2011,131.03,0.008661381
28/06/2011,129.9,0.028817737
27/06/2011,126.21,0.005004181
24/06/2011,125.58,-0.018696557
23/06/2011,127.95,0.005957531
22/06/2011,127.19,-0.005019225
21/06/2011,127.83,0.013150314
20/06/2011,126.16,0.016946848
17/06/2011,124.04,0.01445417
16/06/2011,122.26,0.013919427
15/06/2011,120.57,-0.015717254
14/06/2011,122.48,0.016630004
13/06/2011,120.46,0.006914101
10/06/2011,119.63,-0.018222984
09/06/2011,121.83,0.019393945
08/06/2011,119.49,-0.021361965
07/06/2011,122.07,0.005915719
06/06/2011,121.35,-0.011389365
03/06/2011,122.74,0.01560094
02/06/2011,120.84,-0.005035299
01/06/2011,121.45,-0.042871766
31/05/2011,126.77,0.002685626
27/05/2011,126.43,0.066295977
26/05/2011,118.32,0.031072794
25/05/2011,114.7,-0.120511075
24/05/2011,129.39,0.005968779
23/05/2011,128.62,-0.012286211
20/05/2011,130.21,-0.044241378
19/05/2011,136.1,0.015475486
18/05/2011,134.01,0.019972778
17/05/2011,131.36,-0.006752425
16/05/2011,132.25,-0.007983172
13/05/2011,133.31,-0.009481575
12/05/2011,134.58,0.020342229
11/05/2011,131.87,-0.006198992
10/05/2011,132.69,0.023871486
09/05/2011,129.56,-0.000385847
06/05/2011,129.61,-0.003158343
05/05/2011,130.02,0.013550867
04/05/2011,128.27,0.003983913
03/05/2011,127.76,-0.011904439
02/05/2011,129.29,-0.011382112
29/04/2011,130.77,-0.006022966
28/04/2011,131.56,-0.005684633
27/04/2011,132.31,0.01002667
26/04/2011,130.99,-0.009497469
25/04/2011,132.24,-0.005730675
21/04/2011,133,0.00929115
20/04/2011,131.77,0.025206898
19/04/2011,128.49,0.008676335
18/04/2011,127.38,-0.012637659
15/04/2011,129,0.00778214
14/04/2011,128,-0.003042243
13/04/2011,128.39,0.032294061
12/04/2011,124.31,-0.001366615
11/04/2011,124.48,0.007094515
08/04/2011,123.6,-0.019866081
07/04/2011,126.08,0.004690552
06/04/2011,125.49,-0.024402974
05/04/2011,128.59,0.004598784
04/04/2011,128,0.010760815
01/04/2011,126.63,0.023814454
31/03/2011,123.65,-0.009658023
30/03/2011,124.85,0.01070993
29/03/2011,123.52,0.033672661
28/03/2011,119.43,-0.009002311
25/03/2011,120.51,0.007245503
24/03/2011,119.64,0.00133824
23/03/2011,119.48,0.008320425
22/03/2011,118.49,-0.010577667
21/03/2011,119.75,0.020756736
18/03/2011,117.29,-0.036827327
17/03/2011,121.69,0.004199784
16/03/2011,121.18,-0.016450835
15/03/2011,123.19,-0.004293069
14/03/2011,123.72,-0.027975524
11/03/2011,127.23,0.013611035
10/03/2011,125.51,-0.010067864
09/03/2011,126.78,0.001420791
08/03/2011,126.6,0.015763403
07/03/2011,124.62,-0.005361943
04/03/2011,125.29,-0.009295002
03/03/2011,126.46,0.017308508
02/03/2011,124.29,0.001529853
01/03/2011,124.1,-0.020813319
28/02/2011,126.71,0.011269961
25/02/2011,125.29,0.012044469
24/02/2011,123.79,0.0137462
23/02/2011,122.1,-0.013665415
22/02/2011,123.78,-0.033368205
18/02/2011,127.98,0.024200469
17/02/2011,124.92,-0.0051102
16/02/2011,125.56,0.004150046
15/02/2011,125.04,-0.011292367
14/02/2011,126.46,-0.003236888
11/02/2011,126.87,-0.000866654
10/02/2011,126.98,0.012919769
09/02/2011,125.35,0.07950436
08/02/2011,115.77,0.01681151
07/02/2011,113.84,0.011307541
04/02/2011,112.56,0.035907091
03/02/2011,108.59,0.016434147
02/02/2011,106.82,-0.000842184
01/02/2011,106.91,-0.002522305
31/01/2011,107.18,0.030311091
28/01/2011,103.98,-0.013943498
27/01/2011,105.44,-0.006051456
