Date,Close,BCR
25/01/2011,93,0.00733869
24/01/2011,92.32,-0.006800911
21/01/2011,92.95,-0.001719876
20/01/2011,93.11,0.000967066
19/01/2011,93.02,0.0008604
18/01/2011,92.94,0.018351131
14/01/2011,91.25,-0.004483087
13/01/2011,91.66,-0.000218174
12/01/2011,91.68,0.007444746
11/01/2011,91,-0.0005493
10/01/2011,91.05,0.001428807
07/01/2011,90.92,-0.011373701
06/01/2011,91.96,-0.000326176
05/01/2011,91.99,0.000108713
04/01/2011,91.98,-0.002931121
03/01/2011,92.25,0.005216836
31/12/2010,91.77,-0.008139391
30/12/2010,92.52,-0.001943635
29/12/2010,92.7,-0.004090866
28/12/2010,93.08,-0.000751759
27/12/2010,93.15,-0.002037643
23/12/2010,93.34,0.000428633
22/12/2010,93.3,-0.002569044
21/12/2010,93.54,-0.004480007
20/12/2010,93.96,-0.018558103
17/12/2010,95.72,0.009763345
16/12/2010,94.79,0.037075111
15/12/2010,91.34,0.019568365
14/12/2010,89.57,0.04009192
13/12/2010,86.05,-0.005678212
10/12/2010,86.54,0.009403912
09/12/2010,85.73,-0.001282276
08/12/2010,85.84,-0.001862198
07/12/2010,86,-0.000581226
06/12/2010,86.05,-0.00324864
03/12/2010,86.33,0
02/12/2010,86.33,0.00429509
01/12/2010,85.96,0.01299708
30/11/2010,84.85,-0.002236742
29/11/2010,85.04,0.000352837
26/11/2010,85.01,-0.002584588
24/11/2010,85.23,0.004468493
23/11/2010,84.85,-0.004937701
22/11/2010,85.27,0.006234948
19/11/2010,84.74,0.000590214
18/11/2010,84.69,0.005208962
17/11/2010,84.25,-0.001778832
16/11/2010,84.4,-0.007907045
15/11/2010,85.07,-0.00469099
12/11/2010,85.47,-0.004669088
11/11/2010,85.87,-0.003603608
10/11/2010,86.18,0.002905121
09/11/2010,85.93,0.013827265
08/11/2010,84.75,-0.00294551
05/11/2010,85,-0.005748154
04/11/2010,85.49,0.012002968
03/11/2010,84.47,0.005341576
02/11/2010,84.02,0.005729307
01/11/2010,83.54,0.005040212
29/10/2010,83.12,-0.001562782
28/10/2010,83.25,-0.002758953
27/10/2010,83.48,-0.00394525
26/10/2010,83.81,0.004065046
25/10/2010,83.47,0.005526203
22/10/2010,83.01,-0.025335878
21/10/2010,85.14,0.005181359
20/10/2010,84.7,0.010205381
19/10/2010,83.84,-0.015621619
18/10/2010,85.16,0.009319952
15/10/2010,84.37,0.008929162
14/10/2010,83.62,0.000478469
13/10/2010,83.58,0.000598408
12/10/2010,83.53,-0.000359088
11/10/2010,83.56,0.006965322
08/10/2010,82.98,0.007014178
07/10/2010,82.4,-0.00665258
06/10/2010,82.95,-0.003009331
05/10/2010,83.2,0.021258013
04/10/2010,81.45,-0.003798791
01/10/2010,81.76,0.004044371
30/09/2010,81.43,-0.001104633
29/09/2010,81.52,-0.000490557
28/09/2010,81.56,0.019812436
27/09/2010,79.96,0.001501878
24/09/2010,79.84,0.013746354
23/09/2010,78.75,-0.017122413
22/09/2010,80.11,-0.004608016
21/09/2010,80.48,-0.005575877
20/09/2010,80.93,0.009061069
17/09/2010,80.2,-0.004106271
16/09/2010,80.53,0.007353433
15/09/2010,79.94,0.031643786
14/09/2010,77.45,0.008818628
13/09/2010,76.77,-0.007009374
10/09/2010,77.31,-0.00168013
09/09/2010,77.44,0.00064587
08/09/2010,77.39,-0.00438371
07/09/2010,77.73,-0.007178598
03/09/2010,78.29,-0.004079037
02/09/2010,78.61,0.00817478
01/09/2010,77.97,0.014728948
31/08/2010,76.83,-0.004545167
30/08/2010,77.18,-0.010312027
27/08/2010,77.98,0.018638904
26/08/2010,76.54,-0.006511287
25/08/2010,77.04,0.005988821
24/08/2010,76.58,-0.023870561
23/08/2010,78.43,-0.004960265
20/08/2010,78.82,-0.00506202
19/08/2010,79.22,-0.019376817
18/08/2010,80.77,0
17/08/2010,80.77,0.01660359
16/08/2010,79.44,-0.006024115
13/08/2010,79.92,0.003384098
12/08/2010,79.65,0.003143668
11/08/2010,79.4,-0.020074236
10/08/2010,81.01,0.002595638
09/08/2010,80.8,0.00123839
06/08/2010,80.7,-0.002846008
05/08/2010,80.93,-0.00271471
04/08/2010,81.15,0.007421184
03/08/2010,80.55,0.0039806
02/08/2010,80.23,0.021416792
30/07/2010,78.53,0.009339286
29/07/2010,77.8,-0.008320048
28/07/2010,78.45,-0.005973202
27/07/2010,78.92,0.004699316
26/07/2010,78.55,-0.002161888
23/07/2010,78.72,0.017556676
22/07/2010,77.35,0.015241616
21/07/2010,76.18,-0.022455353
20/07/2010,77.91,0.009154857
19/07/2010,77.2,-0.004910205
16/07/2010,77.58,-0.01585711
15/07/2010,78.82,-0.006323532
14/07/2010,79.32,-0.004277274
13/07/2010,79.66,0.012251495
12/07/2010,78.69,-0.005196792
09/07/2010,79.1,0.002785164
08/07/2010,78.88,0.013015368
07/07/2010,77.86,0.009290389
06/07/2010,77.14,0.008592684
02/07/2010,76.48,0.002487401
01/07/2010,76.29,-0.01612309
30/06/2010,77.53,-0.005659179
29/06/2010,77.97,-0.015652161
28/06/2010,79.2,0.008877674
25/06/2010,78.5,-0.00419501
24/06/2010,78.83,-0.009720458
23/06/2010,79.6,-0.012732665
22/06/2010,80.62,-0.00494928
21/06/2010,81.02,0.008926417
18/06/2010,80.3,-0.011268771
17/06/2010,81.21,0.000246305
16/06/2010,81.19,0.005557971
15/06/2010,80.74,0.011710611
14/06/2010,79.8,-0.003377748
11/06/2010,80.07,0.00287662
10/06/2010,79.84,0.026783349
09/06/2010,77.73,0.001544998
08/06/2010,77.61,-0.009489684
07/06/2010,78.35,-0.007882065
04/06/2010,78.97,-0.028954974
03/06/2010,81.29,-0.001229408
02/06/2010,81.39,0.018476563
01/06/2010,79.9,-0.013302863
28/05/2010,80.97,-0.00762799
27/05/2010,81.59,0.017806826
26/05/2010,80.15,0.002748627
25/05/2010,79.93,-0.004618369
24/05/2010,80.3,0.009132484
21/05/2010,79.57,-0.00763697
20/05/2010,80.18,-0.034446011
19/05/2010,82.99,-0.000602301
18/05/2010,83.04,-0.002645822
17/05/2010,83.26,0.00674864
14/05/2010,82.7,-0.011302273
13/05/2010,83.64,-0.007029278
12/05/2010,84.23,0.002496287
11/05/2010,84.02,-0.00628821
10/05/2010,84.55,0.018863979
07/05/2010,82.97,-0.014953326
06/05/2010,84.22,-0.01625286
05/05/2010,85.6,0.001285873
04/05/2010,85.49,-0.013362193
03/05/2010,86.64,0.001270428
30/04/2010,86.53,-0.011718884
29/04/2010,87.55,0.010217642
28/04/2010,86.66,0.023703603
27/04/2010,84.63,-0.00283186
26/04/2010,84.87,-0.012528704
23/04/2010,85.94,0.006069113
22/04/2010,85.42,-0.018212904
21/04/2010,86.99,-0.003557293
20/04/2010,87.3,0.016166634
19/04/2010,85.9,0.001048279
16/04/2010,85.81,-0.005114506
15/04/2010,86.25,0.001276176
14/04/2010,86.14,0.009916665
13/04/2010,85.29,0.002465224
12/04/2010,85.08,-0.001526808
09/04/2010,85.21,0.013350071
08/04/2010,84.08,-0.000713352
07/04/2010,84.14,-0.004624423
06/04/2010,84.53,0.00391158
05/04/2010,84.2,-0.003083128
01/04/2010,84.46,-0.025252686
31/03/2010,86.62,0.000115453
30/03/2010,86.61,0.00184907
29/03/2010,86.45,0.007896917
26/03/2010,85.77,0.002802103
25/03/2010,85.53,0.011760691
24/03/2010,84.53,-0.005780022
23/03/2010,85.02,0.004125175
22/03/2010,84.67,0.010089705
19/03/2010,83.82,-0.005116927
18/03/2010,84.25,0.004997631
17/03/2010,83.83,0.007423406
16/03/2010,83.21,0.000961885
15/03/2010,83.13,0.013930332
12/03/2010,81.98,-0.009469538
11/03/2010,82.76,-0.005663007
10/03/2010,83.23,0.000600925
09/03/2010,83.18,-0.005754032
08/03/2010,83.66,-0.012472692
05/03/2010,84.71,0.010562016
04/03/2010,83.82,-0.002145156
03/03/2010,84,-0.00510599
02/03/2010,84.43,0.000473878
01/03/2010,84.39,0.007254596
26/02/2010,83.78,0.007067167
25/02/2010,83.19,0.00240703
24/02/2010,82.99,-0.003248123
23/02/2010,83.26,-0.005509656
22/02/2010,83.72,0.003350087
19/02/2010,83.44,-0.000599054
18/02/2010,83.49,-0.002751033
17/02/2010,83.72,0.008998801
16/02/2010,82.97,0.01212577
12/02/2010,81.97,0.005627615
11/02/2010,81.51,0.006153108
10/02/2010,81.01,-0.004311148
09/02/2010,81.36,0.007401958
08/02/2010,80.76,0.010455659
05/02/2010,79.92,-0.013793322
04/02/2010,81.03,-0.022815606
03/02/2010,82.9,-0.008049542
02/02/2010,83.57,0.016042802
01/02/2010,82.24,-0.007872626
29/01/2010,82.89,0.029257243
28/01/2010,80.5,-0.000496771
27/01/2010,80.54,0.005602953
26/01/2010,80.09,-0.000374508
25/01/2010,80.12,0.008523491
22/01/2010,79.44,-0.01722244
21/01/2010,80.82,-0.019360977
20/01/2010,82.4,-0.017205502
19/01/2010,83.83,0.014539157
15/01/2010,82.62,-0.011193473
14/01/2010,83.55,0.011072444
13/01/2010,82.63,0.026612644
12/01/2010,80.46,-0.009893724
11/01/2010,81.26,0.00927249
08/01/2010,80.51,0.004731085
07/01/2010,80.13,0.014075889
06/01/2010,79.01,-0.00429402
05/01/2010,79.35,0.008479453
04/01/2010,78.68,0.009963041
31/12/2009,77.9,-0.017307635
30/12/2009,79.26,0.003285735
29/12/2009,79,0.000379819
28/12/2009,78.97,-0.001391965
24/12/2009,79.08,0.003547001
23/12/2009,78.8,-0.00594675
22/12/2009,79.27,0.007979271
21/12/2009,78.64,0.001909248
18/12/2009,78.49,-0.069748521
17/12/2009,84.16,-0.01051957
16/12/2009,85.05,0.000352796
15/12/2009,85.02,0.016603797
14/12/2009,83.62,0.00683989
11/12/2009,83.05,-0.000842511
10/12/2009,83.12,0.016008103
09/12/2009,81.8,0
08/12/2009,81.8,-0.012392335
07/12/2009,82.82,-0.002652841
04/12/2009,83.04,0.002049305
03/12/2009,82.87,-0.007813009
02/12/2009,83.52,0.005643288
01/12/2009,83.05,0.010165887
30/11/2009,82.21,0.004266478
27/11/2009,81.86,-0.001708776
25/11/2009,82,-0.000121944
24/11/2009,82.01,0.012392036
23/11/2009,81,0.003462779
20/11/2009,80.72,-0.014390507
19/11/2009,81.89,-0.000732422
18/11/2009,81.95,0.001343184
17/11/2009,81.84,0.002324302
16/11/2009,81.65,0.010960026
13/11/2009,80.76,0.007457156
12/11/2009,80.16,-0.009189187
11/11/2009,80.9,0.002971035
10/11/2009,80.66,0.010218157
09/11/2009,79.84,0.018328264
06/11/2009,78.39,0.005243985
05/11/2009,77.98,0.01277684
04/11/2009,76.99,0.016369121
03/11/2009,75.74,-0.001846723
02/11/2009,75.88,0.010732133
30/10/2009,75.07,-0.009149437
29/10/2009,75.76,0.002643406
28/10/2009,75.56,-0.004884821
27/10/2009,75.93,0.001977458
26/10/2009,75.78,-0.012588679
23/10/2009,76.74,-0.00182268
22/10/2009,76.88,0.021296979
21/10/2009,75.26,-0.006357637
20/10/2009,75.74,-0.015849438
19/10/2009,76.95,0.00992564
16/10/2009,76.19,-0.016531454
15/10/2009,77.46,-0.001676879
14/10/2009,77.59,-0.000644205
13/10/2009,77.64,0.00206292
12/10/2009,77.48,-0.005919461
09/10/2009,77.94,-0.001794642
08/10/2009,78.08,0.011593586
07/10/2009,77.18,-0.001165426
06/10/2009,77.27,0.002721443
05/10/2009,77.06,-0.004273234
02/10/2009,77.39,-0.001807385
01/10/2009,77.53,-0.01383396
30/09/2009,78.61,0.002547448
29/09/2009,78.41,-0.004326807
28/09/2009,78.75,0.008800516
25/09/2009,78.06,-0.000512295
24/09/2009,78.1,-0.005872607
23/09/2009,78.56,-0.011139356
22/09/2009,79.44,-0.008148983
21/09/2009,80.09,-0.000748877
18/09/2009,80.15,-0.003735994
17/09/2009,80.45,-0.010387134
16/09/2009,81.29,-0.015502294
15/09/2009,82.56,0.01501035
14/09/2009,81.33,0.010133552
11/09/2009,80.51,-0.002976562
10/09/2009,80.75,-0.000742758
09/09/2009,80.81,0.021135033
08/09/2009,79.12,-0.016670186
04/09/2009,80.45,-0.000993912
03/09/2009,80.53,-0.001241003
02/09/2009,80.63,0.001737836
01/09/2009,80.49,-0.001117527
31/08/2009,80.58,0.003356334
28/08/2009,80.31,0.016572884
27/08/2009,78.99,0.009540236
26/08/2009,78.24,0.007054477
25/08/2009,77.69,0.018709133
24/08/2009,76.25,0.009090373
21/08/2009,75.56,0.006106484
20/08/2009,75.1,0.01300025
19/08/2009,74.13,0.010441481
18/08/2009,73.36,-0.00081755
17/08/2009,73.42,-0.00272035
14/08/2009,73.62,0.006541315
13/08/2009,73.14,-0.010608015
12/08/2009,73.92,0.000270599
11/08/2009,73.9,-0.000541126
10/08/2009,73.94,0.008556928
07/08/2009,73.31,0.000818777
06/08/2009,73.25,-0.013424841
05/08/2009,74.24,-0.010185025
04/08/2009,75,0.007091754
03/08/2009,74.47,0.012159026
31/07/2009,73.57,-0.004069458
30/07/2009,73.87,0.000541638
29/07/2009,73.83,0.024543633
28/07/2009,72.04,0.014541643
27/07/2009,71,-0.007017573
24/07/2009,71.5,-0.000419492
23/07/2009,71.53,-0.01856009
22/07/2009,72.87,-0.023463476
21/07/2009,74.6,0.011188362
20/07/2009,73.77,0.003122669
17/07/2009,73.54,-0.008665096
16/07/2009,74.18,0.008121322
15/07/2009,73.58,0.004495002
14/07/2009,73.25,0.005063995
13/07/2009,72.88,0.001647899
10/07/2009,72.76,-0.021348285
09/07/2009,74.33,-0.005768344
08/07/2009,74.76,-0.00160385
07/07/2009,74.88,0.001202646
06/07/2009,74.79,0.032201682
02/07/2009,72.42,-0.031800478
01/07/2009,74.76,0.004155223
30/06/2009,74.45,-0.003887665
29/06/2009,74.74,0.011844015
26/06/2009,73.86,-0.013314701
25/06/2009,74.85,0.018200705
24/06/2009,73.5,0.008196767
23/06/2009,72.9,-0.000274311
22/06/2009,72.92,-0.019420723
19/06/2009,74.35,0.002289101
18/06/2009,74.18,0.006898911
17/06/2009,73.67,0.031437857
16/06/2009,71.39,0.005618781
15/06/2009,70.99,-0.042201519
12/06/2009,74.05,0.000810592
11/06/2009,73.99,0.008823786
10/06/2009,73.34,-0.010039428
09/06/2009,74.08,0.010584981
08/06/2009,73.3,-0.011799147
05/06/2009,74.17,-0.005110285
04/06/2009,74.55,-0.029864799
03/06/2009,76.81,0.014424588
02/06/2009,75.71,0.036039936
01/06/2009,73.03,0.021312736
29/05/2009,71.49,0.00125971
28/05/2009,71.4,-0.001679262
27/05/2009,71.52,-0.004464293
26/05/2009,71.84,0.005303571
22/05/2009,71.46,0.01409268
21/05/2009,70.46,-0.014232608
20/05/2009,71.47,-0.001398211
19/05/2009,71.57,-0.002233078
18/05/2009,71.73,0.012908836
15/05/2009,70.81,-0.013605652
14/05/2009,71.78,-0.016853555
13/05/2009,73,-0.026228352
12/05/2009,74.94,0.012893007
11/05/2009,73.98,0.006237308
08/05/2009,73.52,0.015213067
07/05/2009,72.41,0.028293204
06/05/2009,70.39,-0.017183521
05/05/2009,71.61,-0.002371157
04/05/2009,71.78,-0.00611113
01/05/2009,72.22,0.008203035
30/04/2009,71.63,0.003776492
29/04/2009,71.36,0.004916776
28/04/2009,71.01,0.002961711
27/04/2009,70.8,-0.005633818
24/04/2009,71.2,-0.007416252
23/04/2009,71.73,-0.079431254
22/04/2009,77.66,-0.004496699
21/04/2009,78.01,-0.01223101
20/04/2009,78.97,-0.014207821
17/04/2009,80.1,0.012815856
16/04/2009,79.08,0.020698324
15/04/2009,77.46,0.005826391
14/04/2009,77.01,0.017289232
13/04/2009,75.69,-0.018716599
09/04/2009,77.12,-0.011217963
08/04/2009,77.99,0.007335468
07/04/2009,77.42,-0.001548787
06/04/2009,77.54,-0.007068075
03/04/2009,78.09,-0.02616263
02/04/2009,80.16,0.016477324
01/04/2009,78.85,-0.010973182
31/03/2009,79.72,0.004904128
30/03/2009,79.33,-0.008035197
27/03/2009,79.97,0.004135085
26/03/2009,79.64,0.015692552
25/03/2009,78.4,0.009226103
24/03/2009,77.68,-0.013553462
23/03/2009,78.74,0.032002731
20/03/2009,76.26,-0.007186286
19/03/2009,76.81,0
18/03/2009,76.81,0.011522977
17/03/2009,75.93,0.019684104
16/03/2009,74.45,-0.006560034
13/03/2009,74.94,0.035587077
12/03/2009,72.32,0.014765556
11/03/2009,71.26,-0.012550716
10/03/2009,72.16,0.011568879
09/03/2009,71.33,-0.014613022
06/03/2009,72.38,-0.023215572
05/03/2009,74.08,-0.036970093
04/03/2009,76.87,-0.012025748
03/03/2009,77.8,0.005542323
02/03/2009,77.37,-0.036672256
27/02/2009,80.26,-0.013612387
26/02/2009,81.36,-0.028594146
25/02/2009,83.72,-0.019048195
24/02/2009,85.33,0.01048487
23/02/2009,84.44,-0.014578203
20/02/2009,85.68,-0.005470537
19/02/2009,86.15,-0.005787053
18/02/2009,86.65,-0.002075168
17/02/2009,86.83,-0.001726023
13/02/2009,86.98,0.00057501
12/02/2009,86.93,0.01635293
11/02/2009,85.52,0.00609901
10/02/2009,85,-0.013554776
09/02/2009,86.16,-0.005093783
06/02/2009,86.6,-0.007363126
05/02/2009,87.24,0.010717475
04/02/2009,86.31,-0.008422317
03/02/2009,87.04,0.012602051
02/02/2009,85.95,0.004430977
30/01/2009,85.57,-0.002101332
29/01/2009,85.75,-0.00291121
28/01/2009,86,0.005246296
27/01/2009,85.55,-0.008844466
26/01/2009,86.31,0.006043017
23/01/2009,85.79,-0.030082636
22/01/2009,88.41,0.013322144
21/01/2009,87.24,0.038679823
20/01/2009,83.93,-0.02448045
16/01/2009,86.01,0.005713302
15/01/2009,85.52,0.021511289
14/01/2009,83.7,-0.012112724
13/01/2009,84.72,0.0176237
12/01/2009,83.24,-0.000960615
09/01/2009,83.32,-0.00107959
08/01/2009,83.41,0.00083958
07/01/2009,83.34,0.008434801
06/01/2009,82.64,-0.007954724
05/01/2009,83.3,
