Date,Close,AKAM
17/12/2013,45.58,0.004177207
16/12/2013,45.39,-0.007244022
13/12/2013,45.72,0.043815681
12/12/2013,43.76,-0.015419807
11/12/2013,44.44,-0.012744723
10/12/2013,45.01,0.014771979
09/12/2013,44.35,-0.013438052
06/12/2013,44.95,-0.003774846
05/12/2013,45.12,-0.01626767
04/12/2013,45.86,0.00458967
03/12/2013,45.65,0.034317093
02/12/2013,44.11,-0.013734315
29/11/2013,44.72,0.007181359
27/11/2013,44.4,0.002932223
26/11/2013,44.27,-0.008099032
25/11/2013,44.63,0.00968149
22/11/2013,44.2,-0.005640173
21/11/2013,44.45,-0.017174505
20/11/2013,45.22,-0.00287071
19/11/2013,45.35,-0.008344361
18/11/2013,45.73,-0.000655809
15/11/2013,45.76,-0.008919889
14/11/2013,46.17,-0.007767029
13/11/2013,46.53,0.030993314
12/11/2013,45.11,-0.0028777
11/11/2013,45.24,-0.00066291
08/11/2013,45.27,0.017604912
07/11/2013,44.48,-0.015172089
06/11/2013,45.16,-0.001106562
05/11/2013,45.21,-0.010123326
04/11/2013,45.67,0.01322479
01/11/2013,45.07,0.006901953
31/10/2013,44.76,-0.01749574
30/10/2013,45.55,-0.022145933
29/10/2013,46.57,0.017109242
28/10/2013,45.78,-0.002181978
25/10/2013,45.88,-0.003915602
24/10/2013,46.06,-0.118795694
23/10/2013,51.87,-0.028882874
22/10/2013,53.39,0.022540968
21/10/2013,52.2,0.000958313
18/10/2013,52.15,0.002111528
17/10/2013,52.04,0.004429473
16/10/2013,51.81,0.009697516
15/10/2013,51.31,-0.011240428
14/10/2013,51.89,0
11/10/2013,51.89,0.016124682
10/10/2013,51.06,0.035077331
09/10/2013,49.3,-0.014098924
08/10/2013,50,-0.032854337
07/10/2013,51.67,-0.012501365
04/10/2013,52.32,0.02242073
03/10/2013,51.16,-0.020507587
02/10/2013,52.22,-0.003822635
01/10/2013,52.42,0.013830416
30/09/2013,51.7,-0.000966651
27/09/2013,51.75,-0.019518415
26/09/2013,52.77,0.01316185
25/09/2013,52.08,0.00288434
24/09/2013,51.93,-0.000962371
23/09/2013,51.98,-0.013946162
20/09/2013,52.71,-0.001137657
19/09/2013,52.77,0.007418008
18/09/2013,52.38,0.015390839
17/09/2013,51.58,0.004079656
16/09/2013,51.37,0.001948559
13/09/2013,51.27,0.013747271
12/09/2013,50.57,0.008738884
11/09/2013,50.13,0.014062104
10/09/2013,49.43,0.010984651
09/09/2013,48.89,0.027160372
06/09/2013,47.58,-0.007120449
05/09/2013,47.92,0.010278014
04/09/2013,47.43,0.012303931
03/09/2013,46.85,0.018744489
30/08/2013,45.98,-0.011245793
29/08/2013,46.5,0.001937359
28/08/2013,46.41,0.002372992
27/08/2013,46.3,-0.00645858
26/08/2013,46.6,-0.01067246
23/08/2013,47.1,-0.004237294
22/08/2013,47.3,0.02158434
21/08/2013,46.29,0.00172973
20/08/2013,46.21,0.004554828
19/08/2013,46,0.001958438
16/08/2013,45.91,-0.006080366
15/08/2013,46.19,-0.013333531
14/08/2013,46.81,-0.002773335
13/08/2013,46.94,0.004911916
12/08/2013,46.71,0.004075947
09/08/2013,46.52,-0.002361783
08/08/2013,46.63,0.011648104
07/08/2013,46.09,-0.00368165
06/08/2013,46.26,-0.013740019
05/08/2013,46.9,0.001066667
02/08/2013,46.85,-0.016721736
01/08/2013,47.64,0.009278852
31/07/2013,47.2,0.002758037
30/07/2013,47.07,0.0068216
29/07/2013,46.75,-0.010215028
26/07/2013,47.23,0.04415346
25/07/2013,45.19,0.029645108
24/07/2013,43.87,-0.008624656
23/07/2013,44.25,0.003395589
22/07/2013,44.1,-0.015971546
19/07/2013,44.81,-0.011758316
18/07/2013,45.34,0.005529153
17/07/2013,45.09,0.014970674
16/07/2013,44.42,-0.006059944
15/07/2013,44.69,-0.005133367
12/07/2013,44.92,0.009393941
11/07/2013,44.5,0.022268587
10/07/2013,43.52,-0.000918696
09/07/2013,43.56,0.012241751
08/07/2013,43.03,0
05/07/2013,43.03,0.007932846
03/07/2013,42.69,0.003284846
02/07/2013,42.55,-0.009822343
01/07/2013,42.97,0.009822343
28/06/2013,42.55,-0.003284846
27/06/2013,42.69,-0.001638385
26/06/2013,42.76,0.020078624
25/06/2013,41.91,0.012002064
24/06/2013,41.41,0.016066558
21/06/2013,40.75,-0.012195273
20/06/2013,41.25,-0.031263732
19/06/2013,42.56,-0.006557401
18/06/2013,42.84,-0.002331547
17/06/2013,42.94,0.008888947
14/06/2013,42.56,-0.001877935
13/06/2013,42.64,0.002818226
12/06/2013,42.52,-0.030572089
11/06/2013,43.84,-0.020544802
10/06/2013,44.75,-0.011332195
07/06/2013,45.26,0.015587045
06/06/2013,44.56,0.005851919
05/06/2013,44.3,-0.00786963
04/06/2013,44.65,-0.027828651
03/06/2013,45.91,-0.004563737
31/05/2013,46.12,-0.020813969
30/05/2013,47.09,0.015623646
29/05/2013,46.36,-0.004304785
28/05/2013,46.56,0.01123122
24/05/2013,46.04,-0.006710708
23/05/2013,46.35,0.004974597
22/05/2013,46.12,-0.024840678
21/05/2013,47.28,-0.012819341
20/05/2013,47.89,0.008387552
17/05/2013,47.49,0.011862033
16/05/2013,46.93,-0.023168686
15/05/2013,48.03,0.02380814
14/05/2013,46.9,0.004059401
13/05/2013,46.71,0.00021411
10/05/2013,46.7,0.023617174
09/05/2013,45.61,0.007040733
08/05/2013,45.29,0.003095978
07/05/2013,45.15,0.001995345
06/05/2013,45.06,-0.004649626
03/05/2013,45.27,0.021208519
02/05/2013,44.32,0.015461881
01/05/2013,43.64,-0.006167924
30/04/2013,43.91,0.020244538
29/04/2013,43.03,0.009808579
26/04/2013,42.61,0.003055591
25/04/2013,42.48,0.163017558
24/04/2013,36.09,0.01732855
23/04/2013,35.47,0.034125175
22/04/2013,34.28,0.02152523
19/04/2013,33.55,-0.005647214
18/04/2013,33.74,-0.012956601
17/04/2013,34.18,-0.017689311
16/04/2013,34.79,0.01011131
15/04/2013,34.44,-0.027775587
12/04/2013,35.41,-0.010674259
11/04/2013,35.79,-0.006960908
10/04/2013,36.04,0.038754673
09/04/2013,34.67,0.005205333
08/04/2013,34.49,0.009028749
05/04/2013,34.18,0.003517002
04/04/2013,34.06,-0.020918834
03/04/2013,34.78,-0.001723643
02/04/2013,34.84,-0.001720677
01/04/2013,34.9,-0.011962547
28/03/2013,35.32,0.004540303
27/03/2013,35.16,0.002277905
26/03/2013,35.08,0.019574603
25/03/2013,34.4,-0.010985945
22/03/2013,34.78,-0.006591226
21/03/2013,35.01,-0.012489518
20/03/2013,35.45,0.022248493
19/03/2013,34.67,0.003467209
18/03/2013,34.55,-0.004043911
15/03/2013,34.69,0.000865177
14/03/2013,34.66,0
13/03/2013,34.66,-0.003168662
12/03/2013,34.77,-0.023590692
11/03/2013,35.6,-0.045037815
08/03/2013,37.24,-0.001073537
07/03/2013,37.28,-0.006683623
06/03/2013,37.53,0.001066382
05/03/2013,37.49,0.002403526
04/03/2013,37.4,0.020257276
01/03/2013,36.65,-0.008422818
28/02/2013,36.96,0.010334604
27/02/2013,36.58,0.006032374
26/02/2013,36.36,0.001376084
25/02/2013,36.31,0.001102232
22/02/2013,36.27,-0.021817064
21/02/2013,37.07,-0.008862687
20/02/2013,37.4,-0.031063303
19/02/2013,38.58,0.00233554
15/02/2013,38.49,0.016239225
14/02/2013,37.87,0.014897855
13/02/2013,37.31,0.015395307
12/02/2013,36.74,0.03969987
11/02/2013,35.31,-0.003110422
08/02/2013,35.42,0.004527455
07/02/2013,35.26,-0.164870105
06/02/2013,41.58,0.012828447
05/02/2013,41.05,-0.007523394
04/02/2013,41.36,-0.010821315
01/02/2013,41.81,0.026661783
31/01/2013,40.71,0.007643978
30/01/2013,40.4,0.005460426
29/01/2013,40.18,-0.012613003
28/01/2013,40.69,-0.011241565
25/01/2013,41.15,0.014441568
24/01/2013,40.56,0.012404029
23/01/2013,40.06,0.003250409
22/01/2013,39.93,-0.000751033
18/01/2013,39.96,0.005269113
17/01/2013,39.75,0.009605736
16/01/2013,39.37,-0.007339018
15/01/2013,39.66,-0.0082863
14/01/2013,39.99,0.010052862
11/01/2013,39.59,0.002275889
10/01/2013,39.5,-0.005050516
09/01/2013,39.7,-0.011022156
08/01/2013,40.14,-0.015573173
07/01/2013,40.77,0.008374433
04/01/2013,40.43,-0.012779727
03/01/2013,40.95,-0.029120094
02/01/2013,42.16,0.030097372
31/12/2012,40.91,0.012544747
28/12/2012,40.4,-0.015473721
27/12/2012,41.03,-0.005347606
26/12/2012,41.25,-0.003388193
24/12/2012,41.39,-0.008899638
21/12/2012,41.76,-0.002391773
20/12/2012,41.86,0.010808319
19/12/2012,41.41,0.011414817
18/12/2012,40.94,0.03682008
17/12/2012,39.46,0.012752022
14/12/2012,38.96,-0.003331201
13/12/2012,39.09,-0.022262493
12/12/2012,39.97,0.009300054
11/12/2012,39.6,0.010152371
10/12/2012,39.2,0.009741169
07/12/2012,38.82,-0.006163348
06/12/2012,39.06,0.095566229
05/12/2012,35.5,-0.013986242
04/12/2012,36,-0.002773927
03/12/2012,36.1,-0.014301674
30/11/2012,36.62,0.010431058
29/11/2012,36.24,0.009983444
28/11/2012,35.88,0.037193783
27/11/2012,34.57,-0.033004418
26/11/2012,35.73,-0.006694586
23/11/2012,35.97,0.003899726
21/11/2012,35.83,0.005597552
20/11/2012,35.63,-0.006713312
19/11/2012,35.87,-0.006391574
16/11/2012,36.1,-0.00359464
15/11/2012,36.23,0.023740816
14/11/2012,35.38,-0.025946497
13/11/2012,36.31,-0.007135047
12/11/2012,36.57,0.004659458
09/11/2012,36.4,-0.018239243
08/11/2012,37.07,-0.013397842
07/11/2012,37.57,-0.034016885
06/11/2012,38.87,-0.002312734
05/11/2012,38.96,0.017607912
02/11/2012,38.28,-0.007547206
01/11/2012,38.57,0.015151805
31/10/2012,37.99,-0.010474042
26/10/2012,38.39,-0.003899654
25/10/2012,38.54,0.065126828
24/10/2012,36.11,-0.010468415
23/10/2012,36.49,-0.002189982
22/10/2012,36.57,0.005483973
19/10/2012,36.37,-0.024712731
18/10/2012,37.28,-0.018602716
17/10/2012,37.98,-0.019554788
16/10/2012,38.73,0.021663381
15/10/2012,37.9,0.008479118
12/10/2012,37.58,-0.008215231
11/10/2012,37.89,0.001584786
10/10/2012,37.83,-0.013912811
09/10/2012,38.36,-0.031813868
08/10/2012,39.6,0.004809527
05/10/2012,39.41,-0.000507357
04/10/2012,39.43,0.009940186
03/10/2012,39.04,0.015748357
02/10/2012,38.43,0.005741143
01/10/2012,38.21,-0.001307703
28/09/2012,38.26,-0.005993503
27/09/2012,38.49,0.014656112
26/09/2012,37.93,-0.013876384
25/09/2012,38.46,0.00260349
24/09/2012,38.36,-0.011662695
21/09/2012,38.81,0.003355275
20/09/2012,38.68,-0.007212808
19/09/2012,38.96,0.007988704
18/09/2012,38.65,-0.004903868
17/09/2012,38.84,-0.004879938
14/09/2012,39.03,0.022018763
13/09/2012,38.18,0.007624593
12/09/2012,37.89,-0.006051854
11/09/2012,38.12,-0.009659389
10/09/2012,38.49,-0.006216026
07/09/2012,38.73,-0.012317323
06/09/2012,39.21,0.039006505
05/09/2012,37.71,0.00106129
04/09/2012,37.67,0.004256458
31/08/2012,37.51,0.005346177
30/08/2012,37.31,-0.009868062
29/08/2012,37.68,0.009868062
28/08/2012,37.31,0.001877935
27/08/2012,37.24,0.003766483
24/08/2012,37.1,-0.000808299
23/08/2012,37.13,-0.022107706
22/08/2012,37.96,0.014060452
21/08/2012,37.43,0.01020417
20/08/2012,37.05,-0.013405026
17/08/2012,37.55,-0.00690024
16/08/2012,37.81,0.027075773
15/08/2012,36.8,0.037656719
14/08/2012,35.44,-0.008429384
13/08/2012,35.74,-0.006414748
10/08/2012,35.97,-0.006650066
09/08/2012,36.21,0.000828844
08/08/2012,36.18,-0.004412583
07/08/2012,36.34,0.014412666
06/08/2012,35.82,0.009537239
03/08/2012,35.48,0.022517696
02/08/2012,34.69,-0.012604005
01/08/2012,35.13,-0.001422273
31/07/2012,35.18,-0.018028657
30/07/2012,35.82,-0.001116072
27/07/2012,35.86,0.023132202
26/07/2012,35.04,0.215396808
25/07/2012,28.25,-0.004943513
24/07/2012,28.39,-0.009465452
23/07/2012,28.66,-0.04269045
20/07/2012,29.91,-0.019205888
19/07/2012,30.49,0.018871608
18/07/2012,29.92,-0.010307656
17/07/2012,30.23,0.007304149
16/07/2012,30.01,-0.00232984
13/07/2012,30.08,0.022525747
12/07/2012,29.41,0.001361007
11/07/2012,29.37,-0.011509944
10/07/2012,29.71,-0.009380303
09/07/2012,29.99,-0.042114923
06/07/2012,31.28,-0.029608462
05/07/2012,32.22,0.001863933
03/07/2012,32.16,0.019466863
02/07/2012,31.54,-0.006636144
29/06/2012,31.75,0.042463761
28/06/2012,30.43,-0.007203698
27/06/2012,30.65,0.008519055
26/06/2012,30.39,0.010253108
25/06/2012,30.08,-0.023978814
22/06/2012,30.81,0.01768219
21/06/2012,30.27,-0.045844051
20/06/2012,31.69,-0.005663955
19/06/2012,31.87,0.017089023
18/06/2012,31.33,0.006082939
15/06/2012,31.14,0.038963842
14/06/2012,29.95,0.013107228
13/06/2012,29.56,-0.023404612
12/06/2012,30.26,0.016997576
11/06/2012,29.75,-0.012360271
08/06/2012,30.12,0.035482688
07/06/2012,29.07,0.002755772
06/06/2012,28.99,0.05494914
05/06/2012,27.44,-0.032977899
04/06/2012,28.36,0.005657724
01/06/2012,28.2,-0.039629795
31/05/2012,29.34,0.004440656
30/05/2012,29.21,-0.026019376
29/05/2012,29.98,0.022601738
25/05/2012,29.31,-0.00306592
24/05/2012,29.4,-0.009478744
23/05/2012,29.68,0.016989875
22/05/2012,29.18,-0.004103973
21/05/2012,29.3,0.029439355
18/05/2012,28.45,-0.029098
17/05/2012,29.29,0.004105377
16/05/2012,29.17,-0.03436996
15/05/2012,30.19,0.017711407
14/05/2012,29.66,-0.049656757
11/05/2012,31.17,-0.006395928
10/05/2012,31.37,-0.017693985
09/05/2012,31.93,-0.010901837
08/05/2012,32.28,0
07/05/2012,32.28,-0.008636698
04/05/2012,32.56,-0.021872075
03/05/2012,33.28,-0.02404747
02/05/2012,34.09,0.014180444
01/05/2012,33.61,0.030818149
30/04/2012,32.59,-0.017941792
27/04/2012,33.18,0.000904568
26/04/2012,33.15,-0.156088039
25/04/2012,38.75,0.026410216
24/04/2012,37.74,-0.009493742
23/04/2012,38.1,0.018543578
20/04/2012,37.4,-0.012224441
19/04/2012,37.86,-0.014422697
18/04/2012,38.41,0.020516238
17/04/2012,37.63,0.024207745
16/04/2012,36.73,-0.000816438
13/04/2012,36.76,0.006002747
12/04/2012,36.54,0.015444322
11/04/2012,35.98,0.02419246
10/04/2012,35.12,-0.016099769
09/04/2012,35.69,-0.017773309
05/04/2012,36.33,-0.004120319
04/04/2012,36.48,0.002744992
03/04/2012,36.38,-0.009574687
02/04/2012,36.73,0.000817105
30/03/2012,36.7,-0.005976655
29/03/2012,36.92,0.001084011
28/03/2012,36.88,-0.021460051
27/03/2012,37.68,-0.002385687
26/03/2012,37.77,0.030920597
23/03/2012,36.62,0.00437877
22/03/2012,36.46,-0.013079206
21/03/2012,36.94,0.005156749
20/03/2012,36.75,-0.007860184
19/03/2012,37.04,-0.008602204
16/03/2012,37.36,0.000267702
15/03/2012,37.35,0.018646669
14/03/2012,36.66,-0.02185437
13/03/2012,37.47,0.022673036
12/03/2012,36.63,-0.005716635
09/03/2012,36.84,0.019737483
08/03/2012,36.12,0.015906572
07/03/2012,35.55,0.019313296
06/03/2012,34.87,-0.025482693
05/03/2012,35.77,-0.014708188
02/03/2012,36.3,0.011080446
01/03/2012,35.9,-0.002781643
29/02/2012,36,-0.0189853
28/02/2012,36.69,-0.010303779
27/02/2012,37.07,-0.003769525
24/02/2012,37.21,0.018717487
23/02/2012,36.52,-0.002461371
22/02/2012,36.61,-0.022151095
21/02/2012,37.43,-0.009836581
17/02/2012,37.8,-0.016269055
16/02/2012,38.42,0.009414295
15/02/2012,38.06,-0.010974764
14/02/2012,38.48,-0.002336146
13/02/2012,38.57,0.003636368
10/02/2012,38.43,0.009674543
09/02/2012,38.06,0.099945182
08/02/2012,34.44,0.023205623
07/02/2012,33.65,0.008355763
06/02/2012,33.37,-0.008058542
03/02/2012,33.64,0.039720243
02/02/2012,32.33,0.009947238
01/02/2012,32.01,-0.006849342
31/01/2012,32.23,0.005912574
30/01/2012,32.04,0.000936768
27/01/2012,32.01,0.018285503
26/01/2012,31.43,-0.013902278
25/01/2012,31.87,0.015175758
24/01/2012,31.39,-0.010458026
23/01/2012,31.72,-0.010037725
20/01/2012,32.04,-0.020084099
19/01/2012,32.69,0.008602204
18/01/2012,32.41,0.008676844
17/01/2012,32.13,-0.002797205
13/01/2012,32.22,-0.041045433
12/01/2012,33.57,-0.012727714
11/01/2012,34,0.025619513
10/01/2012,33.14,0.016122022
09/01/2012,32.61,-0.004589269
06/01/2012,32.76,0.010124339
05/01/2012,32.43,-0.000308309
04/01/2012,32.44,-0.014991867
03/01/2012,32.93,0.019936253
30/12/2011,32.28,-0.000619387
29/12/2011,32.3,0.015286524
28/12/2011,31.81,-0.012496258
27/12/2011,32.21,0.008730957
23/12/2011,31.93,0.009439969
22/12/2011,31.63,0.170566699
21/12/2011,26.67,-0.036809456
20/12/2011,27.67,0.040942469
19/12/2011,26.56,-0.003382826
16/12/2011,26.65,-0.013418017
15/12/2011,27.01,0.013042853
14/12/2011,26.66,0.006019582
13/12/2011,26.5,-0.032668087
12/12/2011,27.38,-0.029863705
09/12/2011,28.21,0.032789823
08/12/2011,27.3,-0.02674536
07/12/2011,28.04,-0.00675318
06/12/2011,28.23,-0.033098301
05/12/2011,29.18,0.006187713
02/12/2011,29,-0.005502077
01/12/2011,29.16,0.008610351
30/11/2011,28.91,0.041312141
29/11/2011,27.74,0.002888089
28/11/2011,27.66,0.050038231
25/11/2011,26.31,0.001140901
23/11/2011,26.28,-0.02961791
22/11/2011,27.07,-0.009558896
21/11/2011,27.33,-0.023147507
18/11/2011,27.97,-0.005704115
17/11/2011,28.13,-0.026312692
16/11/2011,28.88,-0.019884097
15/11/2011,29.46,0.01126484
14/11/2011,29.13,-0.027092751
11/11/2011,29.93,0.033636601
10/11/2011,28.94,-0.002415877
09/11/2011,29.01,-0.047788366
08/11/2011,30.43,0.02934522
07/11/2011,29.55,-0.009095565
04/11/2011,29.82,0.0210106
03/11/2011,29.2,0.048773041
02/11/2011,27.81,0.042981823
01/11/2011,26.64,-0.011198325
31/10/2011,26.94,-0.048896214
28/10/2011,28.29,0.030142217
27/10/2011,27.45,0.143521277
26/10/2011,23.78,0.020391531
25/10/2011,23.3,-0.056729137
24/10/2011,24.66,0.03339828
21/10/2011,23.85,0.015635222
20/10/2011,23.48,0.022395424
19/10/2011,22.96,-0.03719172
18/10/2011,23.83,-0.015407342
17/10/2011,24.2,-0.010686497
14/10/2011,24.46,-0.001225741
13/10/2011,24.49,0.046811722
12/10/2011,23.37,0.000856164
11/10/2011,23.35,-0.004699859
10/10/2011,23.46,0.01893344
07/10/2011,23.02,0.006100237
06/10/2011,22.88,0.023436845
05/10/2011,22.35,0.08347888
04/10/2011,20.56,0.097501294
03/10/2011,18.65,-0.063868055
30/09/2011,19.88,-0.054331933
29/09/2011,20.99,-0.011840063
28/09/2011,21.24,-0.041499731
27/09/2011,22.14,0.046218947
26/09/2011,21.14,0.016213994
23/09/2011,20.8,0.029765554
22/09/2011,20.19,-0.056332582
21/09/2011,21.36,-0.021765156
20/09/2011,21.83,-0.018607299
19/09/2011,22.24,-0.021353124
16/09/2011,22.72,0.002203129
15/09/2011,22.67,0.013321689
14/09/2011,22.37,0.050893403
13/09/2011,21.26,0.016599859
12/09/2011,20.91,0.006717876
09/09/2011,20.77,-0.038720607
08/09/2011,21.59,0
07/09/2011,21.59,0.059149333
06/09/2011,20.35,-0.007343974
02/09/2011,20.5,-0.045765851
01/09/2011,21.46,-0.022120718
31/08/2011,21.94,-0.001366432
30/08/2011,21.97,0.016059074
29/08/2011,21.62,0.046387872
26/08/2011,20.64,0.030998792
25/08/2011,20.01,-0.031967315
24/08/2011,20.66,-0.007714599
23/08/2011,20.82,0.041682916
22/08/2011,19.97,-0.015404031
19/08/2011,20.28,-0.025798462
18/08/2011,20.81,-0.08340083
17/08/2011,22.62,-0.010116647
16/08/2011,22.85,-0.017354015
15/08/2011,23.25,0.030570066
12/08/2011,22.55,0.011596919
11/08/2011,22.29,0.048251951
10/08/2011,21.24,-0.030143715
09/08/2011,21.89,0.037230917
08/08/2011,21.09,-0.068708336
05/08/2011,22.59,-0.012755836
04/08/2011,22.88,-0.031830644
03/08/2011,23.62,0.025296097
02/08/2011,23.03,-0.031626568
01/08/2011,23.77,-0.018754457
29/07/2011,24.22,0.015813896
28/07/2011,23.84,-0.212347225
27/07/2011,29.48,-0.040224801
26/07/2011,30.69,0.009165367
25/07/2011,30.41,0.001316223
22/07/2011,30.37,0.032120526
21/07/2011,29.41,0.001701549
20/07/2011,29.36,0.004095569
19/07/2011,29.24,0.006174977
18/07/2011,29.06,-0.026822182
15/07/2011,29.85,0.007735031
14/07/2011,29.62,-0.04392319
13/07/2011,30.95,0.000323154
12/07/2011,30.94,0.004210533
11/07/2011,30.81,-0.027214742
08/07/2011,31.66,0.003797473
07/07/2011,31.54,0.003493731
06/07/2011,31.43,0.007985987
05/07/2011,31.18,-0.009893171
01/07/2011,31.49,0.000635324
30/06/2011,31.47,0.021520021
29/06/2011,30.8,0.022657347
28/06/2011,30.11,0.020467079
27/06/2011,29.5,0.00851069
24/06/2011,29.25,-0.019970202
23/06/2011,29.84,-0.000670017
22/06/2011,29.86,-0.006675592
21/06/2011,30.06,0.027657749
20/06/2011,29.24,-0.008513588
17/06/2011,29.49,0.000678426
16/06/2011,29.47,0.016421854
15/06/2011,28.99,-0.018794334
14/06/2011,29.54,0.005090797
13/06/2011,29.39,-0.00203943
10/06/2011,29.45,-0.019835917
09/06/2011,30.04,-0.007296881
08/06/2011,30.26,-0.036025314
07/06/2011,31.37,-0.014871339
06/06/2011,31.84,-0.030619371
03/06/2011,32.83,-0.023778396
02/06/2011,33.62,0.012872502
01/06/2011,33.19,-0.022345634
31/05/2011,33.94,0.008284071
27/05/2011,33.66,0.014362904
26/05/2011,33.18,0.009082715
25/05/2011,32.88,-0.001823155
24/05/2011,32.94,-0.010869672
23/05/2011,33.3,-0.026668247
20/05/2011,34.2,0.046380788
19/05/2011,32.65,0.00522034
18/05/2011,32.48,0.002466092
17/05/2011,32.4,-0.016832838
16/05/2011,32.95,-0.029897593
13/05/2011,33.95,-0.005873732
12/05/2011,34.15,0.000292869
11/05/2011,34.14,-0.022303604
10/05/2011,34.91,0.009208698
09/05/2011,34.59,-0.000866927
06/05/2011,34.62,-0.015761897
05/05/2011,35.17,0.023591428
04/05/2011,34.35,0.026251323
03/05/2011,33.46,-0.022751757
02/05/2011,34.23,-0.005825825
29/04/2011,34.43,-0.014704027
28/04/2011,34.94,-0.159451838
27/04/2011,40.98,0.015244947
26/04/2011,40.36,-0.007897376
25/04/2011,40.68,0.017357242
21/04/2011,39.98,0.001001001
20/04/2011,39.94,0.008044287
19/04/2011,39.62,-0.002772529
18/04/2011,39.73,0.042154789
15/04/2011,38.09,0.018815978
14/04/2011,37.38,-0.004271229
13/04/2011,37.54,0.015029805
12/04/2011,36.98,0.014161457
11/04/2011,36.46,-0.024117142
08/04/2011,37.35,-0.000535332
07/04/2011,37.37,0.003484791
06/04/2011,37.24,0.004575435
05/04/2011,37.07,-0.016852077
04/04/2011,37.7,0.002656044
01/04/2011,37.6,-0.010582109
31/03/2011,38,-0.002628122
30/03/2011,38.1,0.003944778
29/03/2011,37.95,0.01166194
28/03/2011,37.51,-0.024751132
25/03/2011,38.45,0.018108355
24/03/2011,37.76,0.029291359
23/03/2011,36.67,0.003004235
22/03/2011,36.56,0.004935573
21/03/2011,36.38,0.005236336
18/03/2011,36.19,-0.007707167
17/03/2011,36.47,0.042285454
16/03/2011,34.96,-0.022065959
15/03/2011,35.74,-0.008913708
14/03/2011,36.06,-0.003874901
11/03/2011,36.2,-0.005784343
10/03/2011,36.41,-0.00438477
09/03/2011,36.57,0.001642036
08/03/2011,36.51,-0.000821355
07/03/2011,36.54,-0.022460693
04/03/2011,37.37,-0.010911619
03/03/2011,37.78,-0.008696853
02/03/2011,38.11,0.019876102
01/03/2011,37.36,-0.00454
28/02/2011,37.53,-0.050653601
25/02/2011,39.48,-0.004548909
24/02/2011,39.66,-0.0082863
23/02/2011,39.99,-0.005734961
22/02/2011,40.22,-0.033014369
18/02/2011,41.57,-0.026117344
17/02/2011,42.67,-0.002808333
16/02/2011,42.79,-0.003732218
15/02/2011,42.95,0.019988908
14/02/2011,42.1,0.016042485
11/02/2011,41.43,0.016549416
10/02/2011,40.75,-0.163536816
09/02/2011,47.99,-0.002289521
08/02/2011,48.1,0.014870941
07/02/2011,47.39,-0.010286645
04/02/2011,47.88,-0.004792175
03/02/2011,48.11,0.001039825
02/02/2011,48.06,-0.02079762
01/02/2011,49.07,0.015402296
31/01/2011,48.32,0.011866487
