Date,Close,CERN
03/01/2014,54.7,-0.006741394
02/01/2014,55.07,-0.012092919
31/12/2013,55.74,-0.000358744
30/12/2013,55.76,0.003233342
27/12/2013,55.58,-0.001617978
26/12/2013,55.67,0.005222884
24/12/2013,55.38,0.001264794
23/12/2013,55.31,0.011638611
20/12/2013,54.67,-0.000365764
19/12/2013,54.69,-0.019375889
18/12/2013,55.76,0.014997119
17/12/2013,54.93,0.011167164
16/12/2013,54.32,0.002765234
13/12/2013,54.17,0.002587802
12/12/2013,54.03,-0.010494435
11/12/2013,54.6,-0.022814678
10/12/2013,55.86,-0.015102002
09/12/2013,56.71,-0.012442113
06/12/2013,57.42,0.023435131
05/12/2013,56.09,-0.005511615
04/12/2013,56.4,-0.018445846
03/12/2013,57.45,-0.003995489
02/12/2013,57.68,0.00364742
29/11/2013,57.47,-0.003127174
27/11/2013,57.65,-0.000520246
26/11/2013,57.68,-0.009661911
25/11/2013,58.24,0.004819286
22/11/2013,57.96,0.004669269
21/11/2013,57.69,0.030625414
20/11/2013,55.95,-0.003568246
19/11/2013,56.15,-0.008688768
18/11/2013,56.64,-0.012283011
15/11/2013,57.34,0.00436949
14/11/2013,57.09,0.005444819
13/11/2013,56.78,0.005474627
12/11/2013,56.47,0.001417686
11/11/2013,56.39,-0.011460938
08/11/2013,57.04,0.016973533
07/11/2013,56.08,-0.006576048
06/11/2013,56.45,0.00979091
05/11/2013,55.9,-0.010499251
04/11/2013,56.49,0.005680825
01/11/2013,56.17,0.002495545
31/10/2013,56.03,0.002680727
30/10/2013,55.88,-0.005176272
29/10/2013,56.17,-0.006565546
28/10/2013,56.54,0.007277923
25/10/2013,56.13,-0.028626066
24/10/2013,57.76,-0.004146516
23/10/2013,58,-0.003270508
22/10/2013,58.19,0.002064339
21/10/2013,58.07,0.00517957
18/10/2013,57.77,0.011315292
17/10/2013,57.12,0.010736704
16/10/2013,56.51,0.023092407
15/10/2013,55.22,-0.013133228
14/10/2013,55.95,0.022960423
11/10/2013,54.68,0.003113841
10/10/2013,54.51,0.033768716
09/10/2013,52.7,-0.008878872
08/10/2013,53.17,-0.019002062
07/10/2013,54.19,-0.009550118
04/10/2013,54.71,0.021057298
03/10/2013,53.57,-0.003912441
02/10/2013,53.78,-0.003526686
01/10/2013,53.97,0.026663239
30/09/2013,52.55,-0.001141118
27/09/2013,52.61,0.076611359
26/09/2013,48.73,-0.005321339
25/09/2013,48.99,0.002043319
24/09/2013,48.89,-0.007539516
23/09/2013,49.26,-0.011304117
20/09/2013,49.82,-0.00100311
19/09/2013,49.87,0.006033808
18/09/2013,49.57,0.001817265
17/09/2013,49.48,-0.003631233
16/09/2013,49.66,0.013787729
13/09/2013,48.98,0.007994303
12/09/2013,48.59,0.001235585
11/09/2013,48.53,0.008068731
10/09/2013,48.14,0.015913234
09/09/2013,47.38,0.014456034
06/09/2013,46.7,0.001929054
05/09/2013,46.61,-0.014695185
04/09/2013,47.3,0.008279423
03/09/2013,46.91,0.018285978
30/08/2013,46.06,-0.012942372
29/08/2013,46.66,0.006881748
28/08/2013,46.34,-0.006667408
27/08/2013,46.65,-0.017425005
26/08/2013,47.47,0.000632178
23/08/2013,47.44,-0.00399706
22/08/2013,47.63,0.012677119
21/08/2013,47.03,-0.012677119
20/08/2013,47.63,0.002943652
19/08/2013,47.49,0.002318964
16/08/2013,47.38,0.007201895
15/08/2013,47.04,-0.034886044
14/08/2013,48.71,-0.005731848
13/08/2013,48.99,0.00122549
12/08/2013,48.93,0.003890657
09/08/2013,48.74,0.002259424
08/08/2013,48.63,-0.000411184
07/08/2013,48.65,-0.01367787
06/08/2013,49.32,-0.008077588
05/08/2013,49.72,-0.00701476
02/08/2013,50.07,0.004202948
01/08/2013,49.86,0.01739878
31/07/2013,49,-0.005698021
30/07/2013,49.28,0.020293819
29/07/2013,48.29,-0.007632837
26/07/2013,48.66,-0.019738152
25/07/2013,49.63,0.004847515
24/07/2013,49.39,-0.01067375
23/07/2013,49.92,-0.012343378
22/07/2013,50.54,0.014950941
19/07/2013,49.79,0.002413032
18/07/2013,49.67,0.000201349
17/07/2013,49.66,0.005451806
16/07/2013,49.39,-0.00303245
15/07/2013,49.54,-0.000403633
12/07/2013,49.56,0.009325022
11/07/2013,49.1,0.03123638
10/07/2013,47.59,0.001261565
09/07/2013,47.53,-0.029029615
08/07/2013,48.93,-0.018427169
05/07/2013,49.84,0.026017728
03/07/2013,48.56,-0.001234822
02/07/2013,48.62,-0.002670229
01/07/2013,48.75,-0.678580055
28/06/2013,96.09,-0.007258431
27/06/2013,96.79,0.004452505
26/06/2013,96.36,0.01474074
25/06/2013,94.95,0.003270218
24/06/2013,94.64,0.000528457
21/06/2013,94.59,0.000634518
20/06/2013,94.53,-0.027030083
19/06/2013,97.12,-0.019273528
18/06/2013,99.01,0.008010995
17/06/2013,98.22,0
14/06/2013,98.22,-0.006899378
13/06/2013,98.9,0.018367863
12/06/2013,97.1,-0.010653655
11/06/2013,98.14,-0.003153774
10/06/2013,98.45,-0.009100164
07/06/2013,99.35,0.000906299
06/06/2013,99.26,0.025302309
05/06/2013,96.78,-0.023083448
04/06/2013,99.04,0.001819101
03/06/2013,98.86,0.007105907
31/05/2013,98.16,0.002447982
30/05/2013,97.92,0.007894643
29/05/2013,97.15,0.017653626
28/05/2013,95.45,-0.006682702
24/05/2013,96.09,-0.003324678
23/05/2013,96.41,0.001660958
22/05/2013,96.25,-0.01423585
21/05/2013,97.63,0.00626768
20/05/2013,97.02,-0.01848406
17/05/2013,98.83,0.025102491
16/05/2013,96.38,-0.005587185
15/05/2013,96.92,0.012772096
14/05/2013,95.69,0.006710731
13/05/2013,95.05,-0.000315574
10/05/2013,95.08,0.010892087
09/05/2013,94.05,-0.001699777
08/05/2013,94.21,-0.007929417
07/05/2013,94.96,-0.006612462
06/05/2013,95.59,-0.011234904
03/05/2013,96.67,-0.001757016
02/05/2013,96.84,0.012155362
01/05/2013,95.67,-0.011432259
30/04/2013,96.77,0.02067311
29/04/2013,94.79,-0.011433491
26/04/2013,95.88,0.04501133
25/04/2013,91.66,-0.00522308
24/04/2013,92.14,-0.008537362
23/04/2013,92.93,0.015070486
22/04/2013,91.54,-0.002836262
19/04/2013,91.8,0.006557401
18/04/2013,91.2,-0.012314219
17/04/2013,92.33,-0.018244765
16/04/2013,94.03,0.026619385
15/04/2013,91.56,-0.03350829
12/04/2013,94.68,-0.009042223
11/04/2013,95.54,0.002830042
10/04/2013,95.27,0.022718599
09/04/2013,93.13,-0.003109089
08/04/2013,93.42,0.013904832
05/04/2013,92.13,-0.000434075
04/04/2013,92.17,-0.007242883
03/04/2013,92.84,-0.021102776
02/04/2013,94.82,0.006241755
01/04/2013,94.23,-0.005397695
28/03/2013,94.74,0.021983598
27/03/2013,92.68,-0.005809591
26/03/2013,93.22,0.007537454
25/03/2013,92.52,-0.00614193
22/03/2013,93.09,0.027443735
21/03/2013,90.57,-0.009013031
20/03/2013,91.39,0.006917403
19/03/2013,90.76,-0.003958659
18/03/2013,91.12,-0.01805378
15/03/2013,92.78,-0.002368394
14/03/2013,93,0.000968211
13/03/2013,92.91,-0.001720616
12/03/2013,93.07,0.003120799
11/03/2013,92.78,0.005295306
08/03/2013,92.29,0.008487537
07/03/2013,91.51,0.00657825
06/03/2013,90.91,-0.014957427
05/03/2013,92.28,0.029472113
04/03/2013,89.6,0.004138014
01/03/2013,89.23,0.02003576
28/02/2013,87.46,-0.002740353
27/02/2013,87.7,0.005946953
26/02/2013,87.18,0.020863065
25/02/2013,85.38,-0.025212391
22/02/2013,87.56,0.01611824
21/02/2013,86.16,-0.011080446
20/02/2013,87.12,-0.014698607
19/02/2013,88.41,0.005444042
15/02/2013,87.93,0.000341239
14/02/2013,87.9,0.003190522
13/02/2013,87.62,0.000799224
12/02/2013,87.55,0.000571265
11/02/2013,87.5,-0.00683374
08/02/2013,88.1,0.017634718
07/02/2013,86.56,0.012789385
06/02/2013,85.46,0.02200491
05/02/2013,83.6,0.006119162
04/02/2013,83.09,-0.012319993
01/02/2013,84.12,0.01884018
31/01/2013,82.55,0.00096958
30/01/2013,82.47,-0.022895816
29/01/2013,84.38,0.014924759
28/01/2013,83.13,-0.003002825
25/01/2013,83.38,0.003845234
24/01/2013,83.06,0.004827429
23/01/2013,82.66,-0.004104799
22/01/2013,83,0.022048521
18/01/2013,81.19,0.015390648
17/01/2013,79.95,0.011194381
16/01/2013,79.06,-0.020531517
15/01/2013,80.7,-0.01792999
14/01/2013,82.16,0.006594236
11/01/2013,81.62,-0.007202619
10/01/2013,82.21,0.011130933
09/01/2013,81.3,-0.007719208
08/01/2013,81.93,-0.013216318
07/01/2013,83.02,0.023768564
04/01/2013,81.07,0.010664784
03/01/2013,80.21,-0.002987678
02/01/2013,80.45,0.037228913
31/12/2012,77.51,0.018621542
28/12/2012,76.08,-0.00824666
27/12/2012,76.71,-0.006237837
26/12/2012,77.19,-0.017083454
24/12/2012,78.52,0.003061227
21/12/2012,78.28,-0.023981965
20/12/2012,80.18,0.01065774
19/12/2012,79.33,-0.008160236
18/12/2012,79.98,0.023914596
17/12/2012,78.09,0.01094455
14/12/2012,77.24,-0.015416544
13/12/2012,78.44,-0.009137119
12/12/2012,79.16,-0.007676373
11/12/2012,79.77,0.016940987
10/12/2012,78.43,0.004088418
07/12/2012,78.11,-0.004088418
06/12/2012,78.43,-0.001401542
05/12/2012,78.54,0.021492366
04/12/2012,76.87,-0.003895097
03/12/2012,77.17,-0.00064771
30/11/2012,77.22,-0.00090609
29/11/2012,77.29,-0.005676702
28/11/2012,77.73,0.011646094
27/11/2012,76.83,-0.00246994
26/11/2012,77.02,-0.013412633
23/11/2012,78.06,0.000256246
21/11/2012,78.04,0.000512689
20/11/2012,78,0.006818062
19/11/2012,77.47,0.005046921
16/11/2012,77.08,0.012007453
15/11/2012,76.16,0.005926138
14/11/2012,75.71,-0.012469808
13/11/2012,76.66,-0.004685068
12/11/2012,77.02,-0.020179336
09/11/2012,78.59,0.007535638
08/11/2012,78,-0.020430886
07/11/2012,79.61,-0.018789827
06/11/2012,81.12,0.025469542
05/11/2012,79.08,0.017218715
02/11/2012,77.73,0.00541797
01/11/2012,77.31,0.014593093
31/10/2012,76.19,-0.015368888
26/10/2012,77.37,0.122203415
25/10/2012,68.47,0.000584368
24/10/2012,68.43,0.00630362
23/10/2012,68,-0.017348638
22/10/2012,69.19,-0.017762965
19/10/2012,70.43,-0.023573422
18/10/2012,72.11,0.005980962
17/10/2012,71.68,-0.01564154
16/10/2012,72.81,0.000824402
15/10/2012,72.75,0.004546402
12/10/2012,72.42,-0.001931301
11/10/2012,72.56,-0.036402098
10/10/2012,75.25,-0.009390982
09/10/2012,75.96,-0.026501941
08/10/2012,78,-0.006771891
05/10/2012,78.53,-0.013030737
04/10/2012,79.56,-0.001507159
03/10/2012,79.68,0.016832644
02/10/2012,78.35,0.012069998
01/10/2012,77.41,0.000258398
28/09/2012,77.39,0.038058448
27/09/2012,74.5,0.006058585
26/09/2012,74.05,-0.010478333
25/09/2012,74.83,0.006166239
24/09/2012,74.37,-0.001209434
21/09/2012,74.46,0.011481182
20/09/2012,73.61,0.004902638
19/09/2012,73.25,0.025020311
18/09/2012,71.44,0.00617806
17/09/2012,71,-0.014402822
14/09/2012,72.03,-0.016659021
13/09/2012,73.24,0.02544385
12/09/2012,71.4,-0.019692773
11/09/2012,72.82,-0.013368089
10/09/2012,73.8,-0.020785193
07/09/2012,75.35,0.00092943
06/09/2012,75.28,0.023657017
05/09/2012,73.52,0.000272072
04/09/2012,73.5,0.004909993
31/08/2012,73.14,-0.00477393
30/08/2012,73.49,0.003134585
29/08/2012,73.26,0.022082045
28/08/2012,71.66,0.006720832
27/08/2012,71.18,-0.001263601
24/08/2012,71.27,0.003373159
23/08/2012,71.03,-0.011060666
22/08/2012,71.82,0.0096538
21/08/2012,71.13,0.000281215
20/08/2012,71.11,-0.020185832
17/08/2012,72.56,-0.016267189
16/08/2012,73.75,0.003531653
15/08/2012,73.49,0.027591763
14/08/2012,71.49,0.003924322
13/08/2012,71.21,0.001264667
10/08/2012,71.12,-0.008122156
09/08/2012,71.7,-0.009024705
08/08/2012,72.35,-0.003311718
07/08/2012,72.59,0.001240609
06/08/2012,72.5,-0.01614483
03/08/2012,73.68,0.01642073
02/08/2012,72.48,-0.002342728
01/08/2012,72.65,-0.017330037
31/07/2012,73.92,0.001218274
30/07/2012,73.83,0.001626678
27/07/2012,73.71,-0.057083041
26/07/2012,78.04,0.031765233
25/07/2012,75.6,0.001588563
24/07/2012,75.48,-0.012638399
23/07/2012,76.44,-0.007559009
20/07/2012,77.02,-0.014436961
19/07/2012,78.14,-0.005360574
18/07/2012,78.56,0.006256804
17/07/2012,78.07,0.006167307
16/07/2012,77.59,-0.034206527
13/07/2012,80.29,0.005119572
12/07/2012,79.88,-0.008724971
11/07/2012,80.58,-0.015271233
10/07/2012,81.82,-0.012027115
09/07/2012,82.81,0.009585707
06/07/2012,82.02,-0.011515977
05/07/2012,82.97,-0.00708584
03/07/2012,83.56,0.010103526
02/07/2012,82.72,0.000725602
29/06/2012,82.66,0.057642441
28/06/2012,78.03,0.004753044
27/06/2012,77.66,-0.004112059
26/06/2012,77.98,-0.003456446
25/06/2012,78.25,-0.032068136
22/06/2012,80.8,0.01370738
21/06/2012,79.7,-0.046696799
20/06/2012,83.51,-0.039906715
19/06/2012,86.91,0.010991029
18/06/2012,85.96,0.039388247
15/06/2012,82.64,0.013522774
14/06/2012,81.53,0.019944916
13/06/2012,79.92,-0.005365958
12/06/2012,80.35,0.031222912
11/06/2012,77.88,-0.01364556
08/06/2012,78.95,0.007501148
07/06/2012,78.36,0.001788224
06/06/2012,78.22,0.019232603
05/06/2012,76.73,0.003394259
04/06/2012,76.47,0.001308558
01/06/2012,76.37,-0.020605926
31/05/2012,77.96,-0.022073711
30/05/2012,79.7,0.000250973
29/05/2012,79.68,0.008444187
25/05/2012,79.01,-0.004546036
24/05/2012,79.37,-0.005904169
23/05/2012,79.84,0.009185343
22/05/2012,79.11,0.01131392
21/05/2012,78.22,0.022496101
18/05/2012,76.48,-0.019807755
17/05/2012,78.01,-0.015391769
16/05/2012,79.22,-0.009172647
15/05/2012,79.95,0.009046424
14/05/2012,79.23,-0.008671119
11/05/2012,79.92,0.010060447
10/05/2012,79.12,0.002784459
09/05/2012,78.9,-0.031316888
08/05/2012,81.41,0.000122843
07/05/2012,81.4,0.011366567
04/05/2012,80.48,-0.019563835
03/05/2012,82.07,-0.011268066
02/05/2012,83,0.002412546
01/05/2012,82.8,0.020621803
30/04/2012,81.11,0.045399298
27/04/2012,77.51,0.048777263
26/04/2012,73.82,0.014463344
25/04/2012,72.76,0.006895628
24/04/2012,72.26,-0.015380693
23/04/2012,73.38,-0.015147706
20/04/2012,74.5,0.005788533
19/04/2012,74.07,-0.004176496
18/04/2012,74.38,0.007828357
17/04/2012,73.8,0.007617012
16/04/2012,73.24,0.004241643
13/04/2012,72.93,-0.00846537
12/04/2012,73.55,-0.00488269
11/04/2012,73.91,0.014994828
10/04/2012,72.81,-0.022543051
09/04/2012,74.47,-0.01862499
05/04/2012,75.87,0.005948858
04/04/2012,75.42,-0.015394028
03/04/2012,76.59,-0.003649163
02/04/2012,76.87,0.009279293
30/03/2012,76.16,0.000131311
29/03/2012,76.15,0.004738722
28/03/2012,75.79,-0.004870033
27/03/2012,76.16,-0.025537716
26/03/2012,78.13,0.018342028
23/03/2012,76.71,0.001304461
22/03/2012,76.61,0.004054678
21/03/2012,76.3,0.000524384
20/03/2012,76.26,-0.007837031
19/03/2012,76.86,-0.000910332
16/03/2012,76.93,-0.005832432
15/03/2012,77.38,0.015891959
14/03/2012,76.16,-0.008758798
13/03/2012,76.83,0.014552863
12/03/2012,75.72,-0.014943259
09/03/2012,76.86,0.010331616
08/03/2012,76.07,0.006991652
07/03/2012,75.54,0.013192276
06/03/2012,74.55,-0.01517601
05/03/2012,75.69,0.004502126
02/03/2012,75.35,0.008262307
01/03/2012,74.73,0.012116465
29/02/2012,73.83,-0.013320076
28/02/2012,74.82,0.007243492
27/02/2012,74.28,0.007025157
24/02/2012,73.76,0.008304452
23/02/2012,73.15,0.009477442
22/02/2012,72.46,0.009010943
21/02/2012,71.81,0.01148472
17/02/2012,70.99,-0.013988198
16/02/2012,71.99,0.02489405
15/02/2012,70.22,-0.005963386
14/02/2012,70.64,0.005393909
13/02/2012,70.26,0.014190735
10/02/2012,69.27,-0.001730853
09/02/2012,69.39,-0.021245541
08/02/2012,70.88,0.124702376
07/02/2012,62.57,-0.003350621
06/02/2012,62.78,-0.004925727
03/02/2012,63.09,0.022926856
02/02/2012,61.66,0.004062734
01/02/2012,61.41,0.008503731
31/01/2012,60.89,0.000328515
30/01/2012,60.87,0.00626238
27/01/2012,60.49,0.011806905
26/01/2012,59.78,-0.013953715
25/01/2012,60.62,0.004132579
24/01/2012,60.37,0.006314411
23/01/2012,59.99,-0.017187665
20/01/2012,61.03,-0.007834217
19/01/2012,61.51,0.008489847
18/01/2012,60.99,0.002462449
17/01/2012,60.84,-0.011764842
13/01/2012,61.56,-0.007122076
12/01/2012,62,-0.016000341
11/01/2012,63,0.004932781
10/01/2012,62.69,-0.007310904
09/01/2012,63.15,-0.005054505
06/01/2012,63.47,0.016521424
05/01/2012,62.43,0.011437902
04/01/2012,61.72,-0.013358209
03/01/2012,62.55,0.021002387
30/12/2011,61.25,-0.00877769
29/12/2011,61.79,0.004704364
28/12/2011,61.5,-0.014688344
27/12/2011,62.41,0.020395657
23/12/2011,61.15,0.020152648
22/12/2011,59.93,0.004347833
21/12/2011,59.67,-0.003680165
20/12/2011,59.89,0.036732577
19/12/2011,57.73,0.024194729
16/12/2011,56.35,0.01070483
15/12/2011,55.75,-0.016720418
14/12/2011,56.69,-0.016965864
13/12/2011,57.66,-0.021956285
12/12/2011,58.94,-0.029588452
09/12/2011,60.71,0.023330503
08/12/2011,59.31,-0.015558658
07/12/2011,60.24,-0.013520404
06/12/2011,61.06,-0.012208176
05/12/2011,61.81,0.013355247
02/12/2011,60.99,-0.018519048
01/12/2011,62.13,0.018683023
30/11/2011,60.98,0.046832423
29/11/2011,58.19,-0.007874056
28/11/2011,58.65,0.028185492
25/11/2011,57.02,-0.00873063
23/11/2011,57.52,0.003657585
22/11/2011,57.31,0.002795738
21/11/2011,57.15,-0.01390118
18/11/2011,57.95,-0.034597312
17/11/2011,59.99,-0.036177118
16/11/2011,62.2,-0.029465144
15/11/2011,64.06,0.000468421
14/11/2011,64.03,-0.015189381
11/11/2011,65.01,0.013784776
10/11/2011,64.12,0.007042834
09/11/2011,63.67,-0.022518228
08/11/2011,65.12,0.021419413
07/11/2011,63.74,0.0001569
04/11/2011,63.73,-0.002663952
03/11/2011,63.9,0.024395317
02/11/2011,62.36,0.00369508
01/11/2011,62.13,-0.020707972
31/10/2011,63.43,-0.025987614
28/10/2011,65.1,-0.00597291
27/10/2011,65.49,-0.007302634
26/10/2011,65.97,-0.01414834
25/10/2011,66.91,-0.022755119
24/10/2011,68.45,0.02395147
21/10/2011,66.83,0.017053156
20/10/2011,65.7,0.004576667
19/10/2011,65.4,-0.004576667
18/10/2011,65.7,-0.001976736
17/10/2011,65.83,-0.060990917
14/10/2011,69.97,0.016426882
13/10/2011,68.83,0.014487705
12/10/2011,67.84,-0.021581473
11/10/2011,69.32,0.013068285
10/10/2011,68.42,0.036010438
07/10/2011,66,-0.015037877
06/10/2011,67,-0.01349068
05/10/2011,67.91,0.043949887
04/10/2011,64.99,-0.008732342
03/10/2011,65.56,-0.04415992
30/09/2011,68.52,-0.028345182
29/09/2011,70.49,0.001845936
28/09/2011,70.36,-0.035189333
27/09/2011,72.88,0.021917926
26/09/2011,71.3,0.030473667
23/09/2011,69.16,0.008275909
22/09/2011,68.59,-0.009576394
21/09/2011,69.25,-0.014764118
20/09/2011,70.28,0.042287448
19/09/2011,67.37,-0.00636238
16/09/2011,67.8,0.00576882
15/09/2011,67.41,-0.013701872
14/09/2011,68.34,0.029551486
13/09/2011,66.35,0.03138413
12/09/2011,64.3,0.01409577
09/09/2011,63.4,-0.040796758
08/09/2011,66.04,0.000605877
07/09/2011,66,0.023765013
06/09/2011,64.45,0.007006646
02/09/2011,64,-0.021944939
01/09/2011,65.42,-0.008220476
31/08/2011,65.96,-0.020260316
30/08/2011,67.31,0.012859029
29/08/2011,66.45,0.02175487
26/08/2011,65.02,0.048205899
25/08/2011,61.96,-0.017439047
24/08/2011,63.05,0.021806219
23/08/2011,61.69,0.087173491
22/08/2011,56.54,0.011562879
19/08/2011,55.89,0.009166956
18/08/2011,55.38,-0.045189475
17/08/2011,57.94,-0.014903916
16/08/2011,58.81,-0.012336447
15/08/2011,59.54,0.023106703
12/08/2011,58.18,0.001203887
11/08/2011,58.11,0.056278119
10/08/2011,54.93,-0.05988544
09/08/2011,58.32,0.054257759
08/08/2011,55.24,-0.081656733
05/08/2011,59.94,-0.012929071
04/08/2011,60.72,-0.063178902
03/08/2011,64.68,0.003717476
02/08/2011,64.44,-0.026039149
01/08/2011,66.14,-0.005277853
29/07/2011,66.49,0.069594647
28/07/2011,62.02,0.002744815
27/07/2011,61.85,-0.019215964
26/07/2011,63.05,-0.017607749
25/07/2011,64.17,-0.013620393
22/07/2011,65.05,0.017523904
21/07/2011,63.92,0.024708257
20/07/2011,62.36,-0.018902953
19/07/2011,63.55,0.032139628
18/07/2011,61.54,-0.00583281
15/07/2011,61.9,0.001616815
14/07/2011,61.8,-0.012222732
13/07/2011,62.56,0.004325197
12/07/2011,62.29,-0.008631767
11/07/2011,62.83,-0.019387478
08/07/2011,64.06,-0.003583954
07/07/2011,64.29,0.009847676
06/07/2011,63.66,0.010421695
05/07/2011,63,0.007328374
01/07/2011,62.54,0.023130833
30/06/2011,61.11,0.009536409
29/06/2011,60.53,0.002150005
28/06/2011,60.4,0.023790702
27/06/2011,58.98,-0.676736556
24/06/2011,116.04,-0.006956102
23/06/2011,116.85,-0.006908048
22/06/2011,117.66,-0.009052898
21/06/2011,118.73,0.0112651
20/06/2011,117.4,0.002729446
17/06/2011,117.08,0.007200443
16/06/2011,116.24,-0.006773293
15/06/2011,117.03,-0.012145039
14/06/2011,118.46,0.02098516
13/06/2011,116,0.000431127
10/06/2011,115.95,-0.012768501
09/06/2011,117.44,-0.000425659
08/06/2011,117.49,0.006832378
07/06/2011,116.69,-0.004019676
06/06/2011,117.16,0.007625449
03/06/2011,116.27,-0.014769552
02/06/2011,118,-0.009698579
01/06/2011,119.15,-0.007941526
31/05/2011,120.1,-0.001497629
27/05/2011,120.28,-0.001661406
26/05/2011,120.48,0.002493145
25/05/2011,120.18,0.01096016
24/05/2011,118.87,-0.018421025
23/05/2011,121.08,-0.020275384
20/05/2011,123.56,-0.005166301
19/05/2011,124.2,0.011010474
18/05/2011,122.84,0.040876267
17/05/2011,117.92,-0.002710029
16/05/2011,118.24,-0.008757213
13/05/2011,119.28,-0.00401607
12/05/2011,119.76,-0.002751722
11/05/2011,120.09,0.0015834
10/05/2011,119.9,-0.000667
09/05/2011,119.98,0.00702579
06/05/2011,119.14,0.009529906
05/05/2011,118.01,-0.006419483
04/05/2011,118.77,-0.004284821
03/05/2011,119.28,-0.016298382
02/05/2011,121.24,0.008781433
29/04/2011,120.18,0.069688499
28/04/2011,112.09,0.001428444
27/04/2011,111.93,0.002594267
26/04/2011,111.64,0.001882818
25/04/2011,111.43,-0.007866314
21/04/2011,112.31,-0.002401175
20/04/2011,112.58,0.024002231
19/04/2011,109.91,0.000181984
18/04/2011,109.89,-0.016515876
15/04/2011,111.72,0.000985089
14/04/2011,111.61,0.001973095
13/04/2011,111.39,0.022515704
12/04/2011,108.91,-0.005494016
11/04/2011,109.51,0.004025991
08/04/2011,109.07,-0.004756252
07/04/2011,109.59,-0.027184392
06/04/2011,112.61,-0.016032761
05/04/2011,114.43,0.007015726
04/04/2011,113.63,0.006445085
01/04/2011,112.9,0.015172089
31/03/2011,111.2,0.008217121
30/03/2011,110.29,0.003997461
29/03/2011,109.85,0.009145011
28/03/2011,108.85,-0.001193591
25/03/2011,108.98,0.003032672
24/03/2011,108.65,0.005260013
23/03/2011,108.08,0.002594035
22/03/2011,107.8,0.016744229
21/03/2011,106.01,0.027834038
18/03/2011,103.1,0.004082035
17/03/2011,102.68,0.01580401
16/03/2011,101.07,-0.004245452
15/03/2011,101.5,-0.019802627
14/03/2011,103.53,0.003192573
11/03/2011,103.2,0.009443676
10/03/2011,102.23,-0.015240794
09/03/2011,103.8,0.007154628
08/03/2011,103.06,0.004278497
07/03/2011,102.62,-0.016142635
04/03/2011,104.29,-0.002394293
03/03/2011,104.54,0.025872283
02/03/2011,101.87,0.01026156
01/03/2011,100.83,0.003775839
28/02/2011,100.45,-0.003379053
25/02/2011,100.79,0.031854321
24/02/2011,97.63,0.01226377
23/02/2011,96.44,-0.017270166
22/02/2011,98.12,-0.016776543
18/02/2011,99.78,-0.003102019
17/02/2011,100.09,0.004305388
16/02/2011,99.66,0.005735865
15/02/2011,99.09,0.009327858
14/02/2011,98.17,-0.005485589
11/02/2011,98.71,0.005485589
10/02/2011,98.17,0.007361244
09/02/2011,97.45,-0.032110998
08/02/2011,100.63,0.00898389
07/02/2011,99.73,0.008559541
04/02/2011,98.88,0.016622011
03/02/2011,97.25,-0.01429325
02/02/2011,98.65,-0.014691349
01/02/2011,100.11,0.012666032
31/01/2011,98.85,0.024164174
28/01/2011,96.49,-0.004033723
27/01/2011,96.88,0.005070637
26/01/2011,96.39,0.000934143
