Date,Close,GT
10/01/2014,25.99,0.030074518
09/01/2014,25.22,0.020429311
08/01/2014,24.71,0.027073023
07/01/2014,24.05,0.012131502
06/01/2014,23.76,0.016550346
03/01/2014,23.37,-0.006823054
02/01/2014,23.53,-0.013508015
31/12/2013,23.85,0.008421102
30/12/2013,23.65,0.004662013
27/12/2013,23.54,0.002978092
26/12/2013,23.47,-0.006370801
24/12/2013,23.62,0.011925184
23/12/2013,23.34,0.01772253
20/12/2013,22.93,0.006563139
19/12/2013,22.78,0.008375628
18/12/2013,22.59,-0.005738263
17/12/2013,22.72,-0.001759015
16/12/2013,22.76,0.006170139
13/12/2013,22.62,0.012903405
12/12/2013,22.33,-0.004468283
11/12/2013,22.43,-0.001336601
10/12/2013,22.46,0.000445335
09/12/2013,22.45,-0.004887812
06/12/2013,22.56,0.025590622
05/12/2013,21.99,0.032350326
04/12/2013,21.29,-0.006554331
03/12/2013,21.43,-0.030333208
02/12/2013,22.09,-0.007666328
29/11/2013,22.26,-0.004034975
27/11/2013,22.35,0.011248713
26/11/2013,22.1,-0.000904568
25/11/2013,22.12,0.016868419
22/11/2013,21.75,0.002301497
21/11/2013,21.7,0.014856355
20/11/2013,21.38,0.00704063
19/11/2013,21.23,-0.011706994
18/11/2013,21.48,-0.007883185
15/11/2013,21.65,0.014890922
14/11/2013,21.33,-0.011652427
13/11/2013,21.58,0.024391453
12/11/2013,21.06,0
11/11/2013,21.06,0
08/11/2013,21.06,0.007147993
07/11/2013,20.91,0.015907783
06/11/2013,20.58,-0.023530497
05/11/2013,21.07,0.010976011
04/11/2013,20.84,-0.000959233
01/11/2013,20.86,-0.005259395
31/10/2013,20.97,-0.02123222
30/10/2013,21.42,0.031297007
29/10/2013,20.76,-0.060284544
28/10/2013,22.05,-0.007230036
25/10/2013,22.21,0.002705141
24/10/2013,22.15,0.012721662
23/10/2013,21.87,-0.00774315
22/10/2013,22.04,0.042638525
21/10/2013,21.12,-0.069056001
18/10/2013,22.63,0.012450139
17/10/2013,22.35,-0.00401876
16/10/2013,22.44,0.004466287
15/10/2013,22.34,-0.012455677
14/10/2013,22.62,-0.000883783
11/10/2013,22.64,0.008427639
10/10/2013,22.45,0.018885453
09/10/2013,22.03,0.008204239
08/10/2013,21.85,-0.027089693
07/10/2013,22.45,-0.02463829
04/10/2013,23.01,0.010045946
03/10/2013,22.78,-0.021282019
02/10/2013,23.27,0.000859845
01/10/2013,23.25,0.035014518
30/09/2013,22.45,-0.000445335
27/09/2013,22.46,-0.006213957
26/09/2013,22.6,-0.016674366
25/09/2013,22.98,0.006986928
24/09/2013,22.82,0.03160735
23/09/2013,22.11,-0.004512643
20/09/2013,22.21,-0.00090009
19/09/2013,22.23,0.002702704
18/09/2013,22.17,0.008607075
17/09/2013,21.98,0.007305969
16/09/2013,21.82,0
13/09/2013,21.82,0.002294105
12/09/2013,21.77,-0.015044733
11/09/2013,22.1,0.005899722
10/09/2013,21.97,0.03379169
09/09/2013,21.24,0.021414095
06/09/2013,20.79,0.000962464
05/09/2013,20.77,0.00048158
04/09/2013,20.76,0.02339288
03/09/2013,20.28,0.007920833
30/08/2013,20.12,-0.00939903
29/08/2013,20.31,0.023413274
28/08/2013,19.84,0.042734945
27/08/2013,19.01,0.019655347
26/08/2013,18.64,-0.01067246
23/08/2013,18.84,0
22/08/2013,18.84,0.013896536
21/08/2013,18.58,-0.013365609
20/08/2013,18.83,0.022557347
19/08/2013,18.41,-0.016698476
16/08/2013,18.72,-0.006389798
15/08/2013,18.84,-0.021528792
14/08/2013,19.25,0.002080084
13/08/2013,19.21,-0.00881063
12/08/2013,19.38,0.017174505
09/08/2013,19.05,0.011084832
08/08/2013,18.84,0.002125399
07/08/2013,18.8,-0.01268516
06/08/2013,19.04,0.01268516
05/08/2013,18.8,-0.011634187
02/08/2013,19.02,0.017502436
01/08/2013,18.69,0.010217889
31/07/2013,18.5,-0.003237995
30/07/2013,18.56,0.085445206
29/07/2013,17.04,0.01537582
26/07/2013,16.78,0.001789443
25/07/2013,16.75,-0.012459372
24/07/2013,16.96,-0.011723464
23/07/2013,17.16,-0.017331456
22/07/2013,17.46,0.0132605
19/07/2013,17.23,-0.004054451
18/07/2013,17.3,0.014556298
17/07/2013,17.05,0.032183946
16/07/2013,16.51,-0.011442461
15/07/2013,16.7,0.006006024
12/07/2013,16.6,-0.004807702
11/07/2013,16.68,0.016319492
10/07/2013,16.41,0.00060957
09/07/2013,16.4,0.011652999
08/07/2013,16.21,0.02182812
05/07/2013,15.86,0.030732252
03/07/2013,15.38,-0.003893581
02/07/2013,15.44,-0.00323311
01/07/2013,15.49,0.012341826
28/06/2013,15.3,0.02113685
27/06/2013,14.98,0.004683849
26/06/2013,14.91,0.013504594
25/06/2013,14.71,0.031770628
24/06/2013,14.25,-0.047285273
21/06/2013,14.94,0.006715942
20/06/2013,14.84,-0.029872782
19/06/2013,15.29,0.021150822
18/06/2013,14.97,-0.008646545
17/06/2013,15.1,-0.013811466
14/06/2013,15.31,-0.011688445
13/06/2013,15.49,0.036822043
12/06/2013,14.93,0.022351083
11/06/2013,14.6,-0.010221554
10/06/2013,14.75,-0.004734537
07/06/2013,14.82,0.011537284
06/06/2013,14.65,0.00273411
05/06/2013,14.61,-0.032988518
04/06/2013,15.1,-0.013811466
03/06/2013,15.31,0.011165962
31/05/2013,15.14,-0.043934714
30/05/2013,15.82,0.034075942
29/05/2013,15.29,0.024496425
28/05/2013,14.92,0.025111601
24/05/2013,14.55,-0.002059733
23/05/2013,14.58,0.005502077
22/05/2013,14.5,-0.020478531
21/05/2013,14.8,0.005420067
20/05/2013,14.72,-0.001357773
17/05/2013,14.74,0.067346621
16/05/2013,13.78,0.02423916
15/05/2013,13.45,0.034029749
14/05/2013,13,0.025712363
13/05/2013,12.67,-0.014106817
10/05/2013,12.85,-0.003108006
09/05/2013,12.89,-0.012336317
08/05/2013,13.05,-0.001531394
07/05/2013,13.07,0.016975716
06/05/2013,12.85,0.038069625
03/05/2013,12.37,0.011382237
02/05/2013,12.23,0.002455998
01/05/2013,12.2,-0.024292693
30/04/2013,12.5,-0.005584378
29/04/2013,12.57,0.004784698
26/04/2013,12.51,-0.033794965
25/04/2013,12.94,0.033794965
24/04/2013,12.51,0.024273036
23/04/2013,12.21,0.014851758
22/04/2013,12.03,-0.009102256
19/04/2013,12.14,0.013267193
18/04/2013,11.98,-0.003333336
17/04/2013,12.02,-0.032736147
16/04/2013,12.42,0.038576798
15/04/2013,11.95,-0.045797046
12/04/2013,12.51,-0.025257854
11/04/2013,12.83,0.010184185
10/04/2013,12.7,0.011881328
09/04/2013,12.55,0.00960776
08/04/2013,12.43,0.021961029
05/04/2013,12.16,-0.008190054
04/04/2013,12.26,0.016447739
03/04/2013,12.06,-0.013179762
02/04/2013,12.22,-0.016234123
01/04/2013,12.42,-0.015182073
28/03/2013,12.61,-0.01260852
27/03/2013,12.77,-0.003907781
26/03/2013,12.82,0.012559035
25/03/2013,12.66,-0.010997754
22/03/2013,12.8,-0.01473466
21/03/2013,12.99,-0.032566301
20/03/2013,13.42,0.011240283
19/03/2013,13.27,-0.010494849
18/03/2013,13.41,-0.023582522
15/03/2013,13.73,0.013196672
14/03/2013,13.55,0.009640416
13/03/2013,13.42,0.03333642
12/03/2013,12.98,0
11/03/2013,12.98,-0.007674635
08/03/2013,13.08,0.010761057
07/03/2013,12.94,0.003095978
06/03/2013,12.9,0.00778214
05/03/2013,12.8,0.010208177
04/03/2013,12.67,-0.022630697
01/03/2013,12.96,-0.00231214
28/02/2013,12.99,0.006952519
27/02/2013,12.9,0
26/02/2013,12.9,-0.007722046
25/02/2013,13,-0.034029749
22/02/2013,13.45,-0.005930336
21/02/2013,13.53,-0.024097552
20/02/2013,13.86,-0.016458332
19/02/2013,14.09,-0.000709471
15/02/2013,14.1,-0.004952256
14/02/2013,14.17,0.006371703
13/02/2013,14.08,0.015748357
12/02/2013,13.86,-0.003601012
11/02/2013,13.91,0.023273778
08/02/2013,13.59,0.004424786
07/02/2013,13.53,-0.004424786
06/02/2013,13.59,-0.002205073
05/02/2013,13.62,0.01404829
04/02/2013,13.43,-0.025727255
01/02/2013,13.78,0.002179441
31/01/2013,13.75,-0.005077994
30/01/2013,13.82,-0.007209837
29/01/2013,13.92,0.0028777
28/01/2013,13.88,0.000720721
25/01/2013,13.87,0.004335267
24/01/2013,13.81,0.007267474
23/01/2013,13.71,-0.011602741
22/01/2013,13.87,0.004335267
18/01/2013,13.81,-0.005055988
17/01/2013,13.88,0.002163722
16/01/2013,13.85,-0.011486128
15/01/2013,14.01,0.005008955
14/01/2013,13.94,0.01154414
11/01/2013,13.78,-0.025081931
10/01/2013,14.13,-0.016146367
09/01/2013,14.36,0.021112677
08/01/2013,14.06,-0.002840911
07/01/2013,14.1,-0.017575145
04/01/2013,14.35,0.019705071
03/01/2013,14.07,0.004273511
02/01/2013,14.01,0.014378393
31/12/2012,13.81,0.038381095
28/12/2012,13.29,-0.009734259
27/12/2012,13.42,0.018804616
26/12/2012,13.17,0.010687125
24/12/2012,13.03,-0.003829955
21/12/2012,13.08,-0.004576667
20/12/2012,13.14,-0.012103022
19/12/2012,13.3,-0.019360247
18/12/2012,13.56,0.036039936
17/12/2012,13.08,0.009988558
14/12/2012,12.95,0.006974069
13/12/2012,12.86,-0.021539294
12/12/2012,13.14,-0.002280503
11/12/2012,13.17,0.006092936
10/12/2012,13.09,0.023967131
07/12/2012,12.78,0.003134799
06/12/2012,12.74,-0.004698521
05/12/2012,12.8,0.003129893
04/12/2012,12.76,0.014207027
03/12/2012,12.58,-0.001588563
30/11/2012,12.6,0.020850795
29/11/2012,12.34,0.036307618
28/11/2012,11.9,0.019516954
27/11/2012,11.67,-0.013617232
26/11/2012,11.83,0
23/11/2012,11.83,0.018771882
21/11/2012,11.61,0.017376632
20/11/2012,11.41,0.010572786
19/11/2012,11.29,0.011581421
16/11/2012,11.16,-0.002684565
15/11/2012,11.19,0.018034754
14/11/2012,10.99,-0.02693161
13/11/2012,11.29,-0.027949418
12/11/2012,11.61,0.006914461
09/11/2012,11.53,-0.010353846
08/11/2012,11.65,-0.010247741
07/11/2012,11.77,-0.025169114
06/11/2012,12.07,0.034558854
05/11/2012,11.66,0.005159083
02/11/2012,11.6,-0.003442344
01/11/2012,11.64,0.019957278
31/10/2012,11.41,0.03477836
26/10/2012,11.02,-0.109887459
25/10/2012,12.3,0.003257332
24/10/2012,12.26,-0.003257332
23/10/2012,12.3,-0.019324273
22/10/2012,12.54,0.01203384
19/10/2012,12.39,-0.027071717
18/10/2012,12.73,-0.004702203
17/10/2012,12.79,0.017350593
16/10/2012,12.57,0.01361655
15/10/2012,12.4,0.00972455
12/10/2012,12.28,-0.012945165
11/10/2012,12.44,0.00888177
10/10/2012,12.33,-0.02324754
09/10/2012,12.62,0.004765696
08/10/2012,12.56,-0.014229489
05/10/2012,12.74,0.000785238
04/10/2012,12.73,0.024653336
03/10/2012,12.42,0.002418381
02/10/2012,12.39,0.007290433
01/10/2012,12.3,0.008983319
28/09/2012,12.19,-0.02190757
27/09/2012,12.46,0.038450544
26/09/2012,11.99,-0.014900938
25/09/2012,12.17,-0.048907542
24/09/2012,12.78,0.003920036
21/09/2012,12.73,-0.049799642
20/09/2012,13.38,-0.007446051
19/09/2012,13.48,0.040111317
18/09/2012,12.95,-0.016086138
17/09/2012,13.16,-0.026248226
14/09/2012,13.51,0.017171008
13/09/2012,13.28,0.019772507
12/09/2012,13.02,-0.003067487
11/09/2012,13.06,-0.00458366
10/09/2012,13.12,-0.003044142
07/09/2012,13.16,0.013772215
06/09/2012,12.98,0.034486176
05/09/2012,12.54,0.034066555
04/09/2012,12.12,-0.006578971
31/08/2012,12.2,0.035032774
30/08/2012,11.78,-0.00761103
29/08/2012,11.87,0.024734736
28/08/2012,11.58,-0.009454303
27/08/2012,11.69,-0.016122538
24/08/2012,11.88,0.00168492
23/08/2012,11.86,0
22/08/2012,11.86,-0.010901575
21/08/2012,11.99,-0.011608754
20/08/2012,12.13,0.007447283
17/08/2012,12.04,0.022680519
16/08/2012,11.77,0.011106479
15/08/2012,11.64,-0.000858738
14/08/2012,11.65,-0.014486832
13/08/2012,11.82,0.006791198
10/08/2012,11.74,0.004268039
09/08/2012,11.69,0.005145809
08/08/2012,11.63,0.009503311
07/08/2012,11.52,0.022828033
06/08/2012,11.26,0.008920666
03/08/2012,11.16,0.011717124
02/08/2012,11.03,-0.042597389
01/08/2012,11.51,0.005226493
31/07/2012,11.45,0.099072708
30/07/2012,10.37,-0.019102778
27/07/2012,10.57,0.066495654
26/07/2012,9.89,0.015283028
25/07/2012,9.74,-0.006141268
24/07/2012,9.8,-0.024194729
23/07/2012,10.04,0.023174841
20/07/2012,9.81,-0.028142561
19/07/2012,10.09,-0.006913608
18/07/2012,10.16,0
17/07/2012,10.16,0.004933409
16/07/2012,10.11,-0.012776587
13/07/2012,10.24,0
12/07/2012,10.24,-0.03171818
11/07/2012,10.57,-0.024300261
10/07/2012,10.83,-0.014665707
09/07/2012,10.99,-0.009058033
06/07/2012,11.09,-0.04668395
05/07/2012,11.62,0.015611765
03/07/2012,11.44,0.001749782
02/07/2012,11.42,-0.033580426
29/06/2012,11.81,0.017941532
28/06/2012,11.6,0.01476362
27/06/2012,11.43,0.030197676
26/06/2012,11.09,0.009968365
25/06/2012,10.98,-0.042787275
22/06/2012,11.46,0.022056474
21/06/2012,11.21,-0.038499943
20/06/2012,11.65,0.010353846
19/06/2012,11.53,0.054356364
18/06/2012,10.92,-0.009115833
15/06/2012,11.02,0.036972788
14/06/2012,10.62,0.019011979
13/06/2012,10.42,-0.005741643
12/06/2012,10.48,0.031010237
11/06/2012,10.16,-0.03196398
08/06/2012,10.49,0.020222162
07/06/2012,10.28,0.031623188
06/06/2012,9.96,0.043083586
05/06/2012,9.54,0.010537505
04/06/2012,9.44,-0.044543873
01/06/2012,9.87,-0.057102125
31/05/2012,10.45,0.009615459
30/05/2012,10.35,-0.057265762
29/05/2012,10.96,0.034342122
25/05/2012,10.59,0.016183123
24/05/2012,10.42,-0.009551171
23/05/2012,10.52,-0.008518745
22/05/2012,10.61,0.01903007
21/05/2012,10.41,0.036189768
18/05/2012,10.04,-0.017769471
17/05/2012,10.22,-0.04496214
16/05/2012,10.69,0.047901878
15/05/2012,10.19,-0.039447154
14/05/2012,10.6,0.004728141
11/05/2012,10.55,0.023981965
10/05/2012,10.3,-0.010622987
09/05/2012,10.41,-0.040476113
08/05/2012,10.84,-0.003683245
07/05/2012,10.88,0.003683245
04/05/2012,10.84,-0.005519793
03/05/2012,10.9,-0.021779445
02/05/2012,11.14,-0.012489012
01/05/2012,11.28,0.02695581
30/04/2012,10.98,-0.030495637
27/04/2012,11.32,-0.052485163
26/04/2012,11.93,0.028051138
25/04/2012,11.6,0.035984576
24/04/2012,11.19,-0.007123806
23/04/2012,11.27,0.002665484
20/04/2012,11.24,0.006247231
19/04/2012,11.17,0.038325859
18/04/2012,10.75,0.016885955
17/04/2012,10.57,0.015252917
16/04/2012,10.41,-0.017143277
13/04/2012,10.59,-0.034342122
12/04/2012,10.96,0.029631798
11/04/2012,10.64,0.023776679
10/04/2012,10.39,-0.027529028
09/04/2012,10.68,-0.03133897
05/04/2012,11.02,-0.004526943
04/04/2012,11.07,-0.011675032
03/04/2012,11.2,-0.016821999
02/04/2012,11.39,0.015037877
30/03/2012,11.22,-0.014159529
29/03/2012,11.38,-0.007005283
28/03/2012,11.46,-0.034308682
27/03/2012,11.86,-0.012568243
26/03/2012,12.01,0.008361253
23/03/2012,11.91,0.011824462
22/03/2012,11.77,-0.025997271
21/03/2012,12.08,0
20/03/2012,12.08,-0.005777977
19/03/2012,12.15,-0.000822707
16/03/2012,12.16,-0.015504187
15/03/2012,12.35,0.002432105
14/03/2012,12.32,-0.00162206
13/03/2012,12.34,0.015516849
12/03/2012,12.15,-0.018753097
09/03/2012,12.38,0.000808081
08/03/2012,12.37,0.013018898
07/03/2012,12.21,-0.003270649
06/03/2012,12.25,-0.037649621
05/03/2012,12.72,-0.030962226
02/03/2012,13.12,0.020016065
01/03/2012,12.86,0
29/02/2012,12.86,-0.006974069
28/02/2012,12.95,0.000772499
27/02/2012,12.94,-0.013052009
24/02/2012,13.11,-0.00911168
23/02/2012,13.23,0.00606522
22/02/2012,13.15,-0.024785347
21/02/2012,13.48,0.004460974
17/02/2012,13.42,0.017287165
16/02/2012,13.19,0.006846737
15/02/2012,13.1,-0.011385322
14/02/2012,13.25,-0.052914621
13/02/2012,13.97,0.006463218
10/02/2012,13.88,-0.019972133
09/02/2012,14.16,0.01494158
08/02/2012,13.95,-0.004291852
07/02/2012,14.01,0.002143624
06/02/2012,13.98,0.008620743
03/02/2012,13.86,0.04274785
02/02/2012,13.28,0
01/02/2012,13.28,0.021309787
31/01/2012,13,-0.023566275
30/01/2012,13.31,-0.014174053
27/01/2012,13.5,0.003710579
26/01/2012,13.45,-0.009619016
25/01/2012,13.58,-0.008067517
24/01/2012,13.69,0.011017372
23/01/2012,13.54,-0.008091254
20/01/2012,13.65,-0.008026311
19/01/2012,13.76,0.019817162
18/01/2012,13.49,0.009683502
17/01/2012,13.36,-0.010424517
13/01/2012,13.5,-0.024873265
12/01/2012,13.84,0.004344685
11/01/2012,13.78,-0.016553095
10/01/2012,14.01,-0.086773423
09/01/2012,15.28,0.008544252
06/01/2012,15.15,0.015968403
05/01/2012,14.91,0.012145898
04/01/2012,14.73,0.01092161
03/01/2012,14.57,0.027837567
30/12/2011,14.17,0.002119393
29/12/2011,14.14,0.014245255
28/12/2011,13.94,-0.015658683
27/12/2011,14.16,-0.010537505
23/12/2011,14.31,0.016913722
22/12/2011,14.07,0.016481921
21/12/2011,13.84,0.013091096
20/12/2011,13.66,0.041096556
19/12/2011,13.11,-0.035222824
16/12/2011,13.58,0.00368868
15/12/2011,13.53,0.020157457
14/12/2011,13.26,-0.011994147
13/12/2011,13.42,-0.06281386
12/12/2011,14.29,-0.018031002
09/12/2011,14.55,0.043546206
08/12/2011,13.93,-0.025515204
07/12/2011,14.29,0.00140056
06/12/2011,14.27,0.001402525
05/12/2011,14.25,0.009164675
02/12/2011,14.12,0.014265577
01/12/2011,13.92,-0.005016134
30/11/2011,13.99,0.088116673
29/11/2011,12.81,-0.007001195
28/11/2011,12.9,0.078171075
25/11/2011,11.93,-0.0066834
23/11/2011,12.01,-0.027916427
22/11/2011,12.35,0.017150277
21/11/2011,12.14,-0.049809492
18/11/2011,12.76,-0.017864553
17/11/2011,12.99,-0.045889962
16/11/2011,13.6,-0.022538213
15/11/2011,13.91,0.013753384
14/11/2011,13.72,-0.015190165
11/11/2011,13.93,0.030614636
10/11/2011,13.51,0.009669097
09/11/2011,13.38,-0.065098902
08/11/2011,14.28,0.005617992
07/11/2011,14.2,-0.007017573
04/11/2011,14.3,-0.005578815
03/11/2011,14.38,0.038275402
02/11/2011,13.84,0.018228722
01/11/2011,13.59,-0.055112335
31/10/2011,14.36,-0.032879674
28/10/2011,14.84,0.047611614
27/10/2011,14.15,0.0499923
26/10/2011,13.46,0.008955284
25/10/2011,13.34,-0.022239612
24/10/2011,13.64,0.050367654
21/10/2011,12.97,0.066957275
20/10/2011,12.13,0.017464061
19/10/2011,11.92,-0.037056525
18/10/2011,12.37,0.044635508
17/10/2011,11.83,-0.036518581
14/10/2011,12.27,0.037364247
13/10/2011,11.82,-0.002534856
12/10/2011,11.85,0.035211882
11/10/2011,11.44,0.045604684
10/10/2011,10.93,0.059367407
07/10/2011,10.3,-0.040899661
06/10/2011,10.73,0.045765851
05/10/2011,10.25,0.036765194
04/10/2011,9.88,0.052999416
03/10/2011,9.37,-0.074031738
30/09/2011,10.09,-0.035057144
29/09/2011,10.45,0.049029427
28/09/2011,9.95,-0.057604992
27/09/2011,10.54,0.036719101
26/09/2011,10.16,0.029972274
23/09/2011,9.86,0.048840875
22/09/2011,9.39,-0.0639393
21/09/2011,10.01,-0.065724132
20/09/2011,10.69,-0.024943556
19/09/2011,10.96,-0.01179152
16/09/2011,11.09,0.002708805
15/09/2011,11.06,0.00725956
14/09/2011,10.98,0.019310945
13/09/2011,10.77,0.041712208
12/09/2011,10.33,-0.042640282
09/09/2011,10.78,-0.041786279
08/09/2011,11.24,-0.033248907
07/09/2011,11.62,0.049392755
06/09/2011,11.06,-0.039012039
02/09/2011,11.5,-0.048376
01/09/2011,12.07,-0.031800478
31/08/2011,12.46,0.002410608
30/08/2011,12.43,-0.006415419
29/08/2011,12.51,0.057581694
26/08/2011,11.81,0.036210853
25/08/2011,11.39,-0.056328882
24/08/2011,12.05,0.030330884
23/08/2011,11.69,0.08104121
22/08/2011,10.78,-0.009233676
19/08/2011,10.88,-0.076926999
18/08/2011,11.75,-0.1269138
17/08/2011,13.34,-0.028816179
16/08/2011,13.73,-0.01947411
15/08/2011,14,0.037850224
12/08/2011,13.48,0.069894083
11/08/2011,12.57,0.058141629
10/08/2011,11.86,-0.045331206
09/08/2011,12.41,0.072683338
08/08/2011,11.54,-0.160567286
05/08/2011,13.55,-0.036947339
04/08/2011,14.06,-0.097506138
03/08/2011,15.5,0.02614528
02/08/2011,15.1,-0.057893978
01/08/2011,16,-0.010568951
29/07/2011,16.17,0.01495355
28/07/2011,15.93,-0.074959551
27/07/2011,17.17,-0.027572108
26/07/2011,17.65,0
25/07/2011,17.65,-0.013506114
22/07/2011,17.89,0.00279877
21/07/2011,17.84,0.028427156
20/07/2011,17.34,-0.00918491
19/07/2011,17.5,0.012072581
18/07/2011,17.29,-0.031314827
15/07/2011,17.84,0.019242246
14/07/2011,17.5,0.010338978
13/07/2011,17.32,0.00986373
12/07/2011,17.15,0.021810473
11/07/2011,16.78,-0.02646435
08/07/2011,17.23,-0.011540809
07/07/2011,17.43,-0.023810649
06/07/2011,17.85,0.028411002
05/07/2011,17.35,0.003464207
01/07/2011,17.29,0.030536724
30/06/2011,16.77,0.01018888
29/06/2011,16.6,0.020694591
28/06/2011,16.26,0.013622502
27/06/2011,16.04,0.010025147
24/06/2011,15.88,0.006951055
23/06/2011,15.77,0.019206736
22/06/2011,15.47,-0.007727018
21/06/2011,15.59,0.043927088
20/06/2011,14.92,0.008075414
17/06/2011,14.8,0.003384098
16/06/2011,14.75,-0.013468217
15/06/2011,14.95,-0.004671346
14/06/2011,15.02,0.016107731
13/06/2011,14.78,-0.014108397
10/06/2011,14.99,-0.068948396
09/06/2011,16.06,0.004368182
08/06/2011,15.99,-0.00125
07/06/2011,16.01,-0.003118182
06/06/2011,16.06,-0.027634549
03/06/2011,16.51,-0.013237257
02/06/2011,16.73,-0.008925974
01/06/2011,16.88,-0.049128631
31/05/2011,17.73,0.012485974
27/05/2011,17.51,0.001142857
26/05/2011,17.49,0.021966201
25/05/2011,17.11,0.021862023
24/05/2011,16.74,-0.031748698
23/05/2011,17.28,-0.016643139
20/05/2011,17.57,-0.008501043
19/05/2011,17.72,0.015927527
18/05/2011,17.44,0.026141483
17/05/2011,16.99,-0.032998653
16/05/2011,17.56,-0.011888054
13/05/2011,17.77,-0.012304406
12/05/2011,17.99,0.008933616
11/05/2011,17.83,-0.048710039
10/05/2011,18.72,0.026523882
09/05/2011,18.23,0.037445
06/05/2011,17.56,0.005711038
05/05/2011,17.46,-0.007418008
04/05/2011,17.59,-0.003971636
03/05/2011,17.66,-0.005083321
02/05/2011,17.75,-0.022285045
29/04/2011,18.15,0.113659318
28/04/2011,16.2,0.002472189
27/04/2011,16.16,0.006207345
26/04/2011,16.06,-0.010529673
25/04/2011,16.23,0.01677579
21/04/2011,15.96,0.024739606
20/04/2011,15.57,0.012278022
19/04/2011,15.38,0.008488461
18/04/2011,15.25,0.006578971
15/04/2011,15.15,0.020674294
14/04/2011,14.84,-0.011390408
13/04/2011,15.01,-0.000666001
12/04/2011,15.02,0.027676421
11/04/2011,14.61,-0.026343975
08/04/2011,15,-0.004655812
07/04/2011,15.07,-0.008589415
06/04/2011,15.2,-0.007863736
05/04/2011,15.32,0.019776518
04/04/2011,15.02,-0.013227706
01/04/2011,15.22,0.015894374
31/03/2011,14.98,0.002004678
30/03/2011,14.95,0.014146413
29/03/2011,14.74,0.011600267
28/03/2011,14.57,-0.058644383
25/03/2011,15.45,0.023576731
24/03/2011,15.09,0.015359233
23/03/2011,14.86,-0.011375164
22/03/2011,15.03,-0.023669744
21/03/2011,15.39,0.037740328
18/03/2011,14.82,0.019074148
17/03/2011,14.54,0.004135085
16/03/2011,14.48,-0.031942913
15/03/2011,14.95,-0.007994713
14/03/2011,15.07,0.005990035
11/03/2011,14.98,0.064093582
10/03/2011,14.05,-0.023911125
09/03/2011,14.39,0.018941289
08/03/2011,14.12,0.056825192
07/03/2011,13.34,-0.025167872
04/03/2011,13.68,-0.021692825
03/03/2011,13.98,-0.000715052
02/03/2011,13.99,0.017303965
01/03/2011,13.75,-0.030793697
28/02/2011,14.18,0.019943681
25/02/2011,13.9,0.019615594
24/02/2011,13.63,-0.002930405
23/02/2011,13.67,-0.017404355
22/02/2011,13.91,-0.068081841
18/02/2011,14.89,-0.000671366
17/02/2011,14.9,-0.005354765
16/02/2011,14.98,0.040182457
15/02/2011,14.39,0.01399603
14/02/2011,14.19,-0.007722046
11/02/2011,14.3,0
10/02/2011,14.3,0.133731213
09/02/2011,12.51,-0.033794965
08/02/2011,12.94,-0.000772499
07/02/2011,12.95,0.01478051
04/02/2011,12.76,0.040789341
03/02/2011,12.25,0.013147272
02/02/2011,12.09,-0.000826788
01/02/2011,12.1,0.018349139
31/01/2011,11.88,0.018692133
28/01/2011,11.66,-0.054247759
27/01/2011,12.31,-0.015316704
26/01/2011,12.5,0.027576768
25/01/2011,12.16,0.028358865
24/01/2011,11.82,0.02051354
