Date,Close,WU
19/05/2011,20.72,0.002416044
18/05/2011,20.67,0.005335933
17/05/2011,20.56,-0.00097229
16/05/2011,20.58,-0.00581397
13/05/2011,20.7,-0.014388737
12/05/2011,21,0.006209717
11/05/2011,20.87,-0.007637269
10/05/2011,21.03,0.009075773
09/05/2011,20.84,0.005774799
06/05/2011,20.72,0.003868477
05/05/2011,20.64,-0.004833262
04/05/2011,20.74,-0.010074444
03/05/2011,20.95,-0.01374755
02/05/2011,21.24,-0.000470699
29/04/2011,21.25,-0.00936775
28/04/2011,21.45,0.007017573
27/04/2011,21.3,-0.010740239
26/04/2011,21.53,0.009332779
25/04/2011,21.33,-0.001405482
21/04/2011,21.36,0.002812941
20/04/2011,21.3,0.006121988
19/04/2011,21.17,0.00758657
18/04/2011,21.01,-0.001902045
15/04/2011,21.05,0.004761914
14/04/2011,20.95,0.002389487
13/04/2011,20.9,0.010582109
12/04/2011,20.68,-0.007227206
11/04/2011,20.83,0.003366197
08/04/2011,20.76,-0.010064787
07/04/2011,20.97,-0.000953289
06/04/2011,20.99,0.014879084
05/04/2011,20.68,-0.006266591
04/04/2011,20.81,0.001924003
01/04/2011,20.77,0
31/03/2011,20.77,-0.016710821
30/03/2011,21.12,-0.003308913
29/03/2011,21.19,-0.030213779
28/03/2011,21.84,0.003669729
25/03/2011,21.76,0.001839927
24/03/2011,21.72,0.010645784
23/03/2011,21.49,0.004196789
22/03/2011,21.4,0.00327639
21/03/2011,21.33,0.011315538
18/03/2011,21.09,0.023993473
17/03/2011,20.59,0.008290708
16/03/2011,20.42,-0.017957289
15/03/2011,20.79,-0.007666544
14/03/2011,20.95,-0.009973961
11/03/2011,21.16,0.000472701
10/03/2011,21.15,-0.021053409
09/03/2011,21.6,-0.005079669
08/03/2011,21.71,0.004616813
07/03/2011,21.61,-0.005077325
04/03/2011,21.72,-0.007796416
03/03/2011,21.89,0.011486458
02/03/2011,21.64,0.006490519
01/03/2011,21.5,-0.022534869
28/02/2011,21.99,0.01235431
25/02/2011,21.72,0.033711057
24/02/2011,21,0.002383791
23/02/2011,20.95,-0.007608215
22/02/2011,21.11,-0.02572038
18/02/2011,21.66,0.007414306
17/02/2011,21.5,0.000930665
16/02/2011,21.48,0.007945824
15/02/2011,21.31,-0.007480166
14/02/2011,21.47,0.00326569
11/02/2011,21.4,0.007504726
10/02/2011,21.24,0.010887682
09/02/2011,21.01,-0.017457391
08/02/2011,21.38,0.00987082
07/02/2011,21.17,0.009969226
04/02/2011,20.96,0.01344881
03/02/2011,20.68,-0.004342588
02/02/2011,20.77,0.023381484
01/02/2011,20.29,0.000492975
31/01/2011,20.28,0.026481687
28/01/2011,19.75,-0.029435899
27/01/2011,20.34,0.009881503
26/01/2011,20.14,0.022089252
25/01/2011,19.7,0
24/01/2011,19.7,0.019995539
