Date,Close,RF
19/11/2013,9.58,-0.008316056
18/11/2013,9.66,-0.019477807
15/11/2013,9.85,0.004069182
14/11/2013,9.81,0.014373964
13/11/2013,9.67,0.003107201
12/11/2013,9.64,-0.016461277
11/11/2013,9.8,0.002042902
08/11/2013,9.78,0.054635435
07/11/2013,9.26,-0.020310693
06/11/2013,9.45,-0.009478744
05/11/2013,9.54,0.009478744
04/11/2013,9.45,-0.010526413
01/11/2013,9.55,-0.008342071
31/10/2013,9.63,0.00938974
30/10/2013,9.54,0.004201687
29/10/2013,9.5,-0.006295928
28/10/2013,9.56,0.007349114
25/10/2013,9.49,-0.005254873
24/10/2013,9.54,-0.005227403
23/10/2013,9.59,-0.009341012
22/10/2013,9.68,-0.036515213
21/10/2013,10.04,-0.006947919
18/10/2013,10.11,0.016958012
17/10/2013,9.94,0.013164747
16/10/2013,9.81,0.024769068
15/10/2013,9.57,-0.015552413
14/10/2013,9.72,0.01346473
11/10/2013,9.59,0.012591982
10/10/2013,9.47,0.02026736
09/10/2013,9.28,0.006486509
08/10/2013,9.22,-0.005408342
07/10/2013,9.27,-0.017112717
04/10/2013,9.43,0.013881696
03/10/2013,9.3,-0.003220615
02/10/2013,9.33,-0.007474674
01/10/2013,9.4,0.015005641
30/09/2013,9.26,-0.004310352
27/09/2013,9.3,0.012987196
26/09/2013,9.18,-0.007596347
25/09/2013,9.25,0.006507615
24/09/2013,9.19,0.013143672
23/09/2013,9.07,-0.023966289
20/09/2013,9.29,0.008648703
19/09/2013,9.21,-0.042514373
18/09/2013,9.61,-0.003116886
17/09/2013,9.64,0.00520022
16/09/2013,9.59,0.00732604
13/09/2013,9.52,0.004210533
12/09/2013,9.48,-0.007356838
11/09/2013,9.55,-0.011452494
10/09/2013,9.66,0.012500163
09/09/2013,9.54,-0.001047669
06/09/2013,9.55,-0.002092051
05/09/2013,9.57,0.008394593
04/09/2013,9.49,0.014862269
03/09/2013,9.35,-0.005333346
30/08/2013,9.4,-0.009528923
29/08/2013,9.49,0.005282632
28/08/2013,9.44,-0.002116403
27/08/2013,9.46,-0.036329891
26/08/2013,9.81,-0.013164747
23/08/2013,9.94,-0.012000144
22/08/2013,10.06,0.022111454
21/08/2013,9.84,-0.002030458
20/08/2013,9.86,0.018424267
19/08/2013,9.68,-0.01639381
16/08/2013,9.84,0.003053437
15/08/2013,9.81,-0.014170278
14/08/2013,9.95,0.007060039
13/08/2013,9.88,0.003041057
12/08/2013,9.85,-0.007081466
09/08/2013,9.92,-0.001007557
08/08/2013,9.93,0.00201613
07/08/2013,9.91,-0.011038747
06/08/2013,10.02,-0.02269461
05/08/2013,10.25,0.000976086
02/08/2013,10.24,-0.00195122
01/08/2013,10.26,0.024668246
31/07/2013,10.01,-0.002992521
30/07/2013,10.04,-0.00199005
29/07/2013,10.06,-0.016757415
26/07/2013,10.23,0.004899569
25/07/2013,10.18,-0.003921574
24/07/2013,10.22,-0.019380452
23/07/2013,10.42,0
22/07/2013,10.42,0.018402456
19/07/2013,10.23,0
18/07/2013,10.23,0.02474149
17/07/2013,9.98,0.024341973
16/07/2013,9.74,-0.01931936
15/07/2013,9.93,-0.007024615
12/07/2013,10,0.012072581
11/07/2013,9.88,-0.024988807
10/07/2013,10.13,-0.006886402
09/07/2013,10.2,0.004914015
08/07/2013,10.15,-0.002951306
05/07/2013,10.18,0.029912499
03/07/2013,9.88,0.006091389
02/07/2013,9.82,0.008180005
01/07/2013,9.74,0.0217964
28/06/2013,9.53,-0.018711565
27/06/2013,9.71,0.018711565
26/06/2013,9.53,0.027661338
25/06/2013,9.27,0.018508966
24/06/2013,9.1,0
21/06/2013,9.1,0.004405293
20/06/2013,9.06,-0.001103144
19/06/2013,9.07,-0.004400447
18/06/2013,9.11,0.015487035
17/06/2013,8.97,-0.001114206
14/06/2013,8.98,-0.020937404
13/06/2013,9.17,0.010965022
12/06/2013,9.07,-0.016402773
11/06/2013,9.22,-0.015070253
10/06/2013,9.36,0.01615544
07/06/2013,9.21,0.019737483
06/06/2013,9.03,0.01675081
05/06/2013,8.88,-0.011198325
04/06/2013,8.98,-0.015469922
03/06/2013,9.12,-0.001095891
31/05/2013,9.13,-0.027014068
30/05/2013,9.38,0.012875714
29/05/2013,9.26,0.003245
28/05/2013,9.23,0.014184635
24/05/2013,9.1,0.012161565
23/05/2013,8.99,-0.003331486
22/05/2013,9.02,-0.015401845
21/05/2013,9.16,0.001092299
20/05/2013,9.15,0.010989122
17/05/2013,9.05,0.011111225
16/05/2013,8.95,-0.021006853
15/05/2013,9.14,0.015435808
14/05/2013,9,0.017937701
13/05/2013,8.84,0.003399437
10/05/2013,8.81,0
09/05/2013,8.81,0
08/05/2013,8.81,0.00912207
07/05/2013,8.73,0.002293579
06/05/2013,8.71,0.015037877
03/05/2013,8.58,0.01408474
02/05/2013,8.46,0.003552402
01/05/2013,8.43,-0.007092228
30/04/2013,8.49,0.008279172
29/04/2013,8.42,0.005955944
26/04/2013,8.37,0.00599163
25/04/2013,8.32,0.012092046
24/04/2013,8.22,0.025879448
23/04/2013,8.01,0.035581898
22/04/2013,7.73,-0.012853647
19/04/2013,7.83,0.020645895
18/04/2013,7.67,-0.015524245
17/04/2013,7.79,-0.022843633
16/04/2013,7.97,0.021560759
15/04/2013,7.8,-0.038974134
12/04/2013,8.11,-0.013472341
11/04/2013,8.22,-0.001215806
10/04/2013,8.23,0.018394142
09/04/2013,8.08,0.004962789
08/04/2013,8.04,0.006238323
05/04/2013,7.99,0.002506267
04/04/2013,7.97,0.01262643
03/04/2013,7.87,-0.021371021
02/04/2013,8.04,0.002490661
01/04/2013,8.02,-0.020975476
28/03/2013,8.19,-0.003656311
27/03/2013,8.22,-0.009685306
26/03/2013,8.3,0.002412546
25/03/2013,8.28,0.008490045
22/03/2013,8.21,-0.001217286
21/03/2013,8.22,-0.021661497
20/03/2013,8.4,0.013181737
19/03/2013,8.29,0.00241546
18/03/2013,8.27,-0.010823918
15/03/2013,8.36,0.005998818
14/03/2013,8.31,0.007246409
13/03/2013,8.25,0.014652277
12/03/2013,8.13,-0.021898685
11/03/2013,8.31,0.019441682
08/03/2013,8.15,-0.008552282
07/03/2013,8.22,0.022141126
06/03/2013,8.04,0.015037877
05/03/2013,7.92,0.008877674
04/03/2013,7.85,0.017995344
01/03/2013,7.71,0.00781254
28/02/2013,7.65,0.003929278
27/02/2013,7.62,0.015873349
26/02/2013,7.5,0.002670229
25/02/2013,7.48,-0.038037372
22/02/2013,7.77,0.023438573
21/02/2013,7.59,-0.015686596
20/02/2013,7.71,-0.031910812
19/02/2013,7.96,0.013915468
15/02/2013,7.85,-0.00761425
14/02/2013,7.91,0.00761425
13/02/2013,7.85,-0.010139504
12/02/2013,7.93,-0.00126024
11/02/2013,7.94,0.00126024
08/02/2013,7.93,-0.003775964
07/02/2013,7.96,0.002515725
06/02/2013,7.94,0.00126024
05/02/2013,7.93,0.015248072
04/02/2013,7.81,-0.00892294
01/02/2013,7.88,0.012771566
31/01/2013,7.78,-0.003848626
30/01/2013,7.81,0.012886776
29/01/2013,7.71,0
28/01/2013,7.71,0.002597404
25/01/2013,7.69,0.002604168
24/01/2013,7.67,0.001304632
23/01/2013,7.66,-0.01297035
22/01/2013,7.76,0.043456475
18/01/2013,7.43,-0.002688174
17/01/2013,7.45,0.009440394
16/01/2013,7.38,0.012270093
15/01/2013,7.29,0.013812374
14/01/2013,7.19,-0.006930035
11/01/2013,7.24,-0.015079107
10/01/2013,7.35,0.006825965
09/01/2013,7.3,-0.013605652
08/01/2013,7.4,-0.008075414
07/01/2013,7.46,-0.017276177
04/01/2013,7.59,0.034856076
03/01/2013,7.33,0.002732242
02/01/2013,7.31,0.024932039
31/12/2012,7.13,0.028451421
28/12/2012,6.93,-0.008620743
27/12/2012,6.99,-0.004282662
26/12/2012,7.02,0.004282662
24/12/2012,6.99,-0.017021688
21/12/2012,7.11,-0.009797139
20/12/2012,7.18,0.018271766
19/12/2012,7.05,0
18/12/2012,7.05,0.020057979
17/12/2012,6.91,0.030862111
14/12/2012,6.7,-0.004467617
13/12/2012,6.73,-0.007401958
12/12/2012,6.78,0.002954212
11/12/2012,6.76,0.007423939
10/12/2012,6.71,0.010486987
07/12/2012,6.64,0.015174798
06/12/2012,6.54,-0.004576667
05/12/2012,6.57,0.018433702
04/12/2012,6.45,-0.019954615
03/12/2012,6.58,-0.013585115
30/11/2012,6.67,0
29/11/2012,6.67,0.00752449
28/11/2012,6.62,0.004542021
27/11/2012,6.59,-0.009063506
26/11/2012,6.65,-0.005997019
23/11/2012,6.69,0.016579129
21/11/2012,6.58,-0.004548909
20/11/2012,6.61,0.021407545
19/11/2012,6.47,0.0234569
16/11/2012,6.32,0.003169575
15/11/2012,6.3,0.00796817
14/11/2012,6.25,-0.031498667
13/11/2012,6.45,-0.012326812
12/11/2012,6.53,0.012326812
09/11/2012,6.45,0.010912033
08/11/2012,6.38,-0.023238846
07/11/2012,6.53,-0.040515669
06/11/2012,6.8,0.032887867
05/11/2012,6.58,-0.012084739
02/11/2012,6.66,-0.002998503
01/11/2012,6.68,0.024243612
31/10/2012,6.52,-0.009160369
26/10/2012,6.58,-0.004548909
25/10/2012,6.61,0.022954336
24/10/2012,6.46,-0.012307848
23/10/2012,6.54,-0.079336742
22/10/2012,7.08,-0.007037327
19/10/2012,7.13,-0.012543718
18/10/2012,7.22,0.00555557
17/10/2012,7.18,0.009797139
16/10/2012,7.11,-0.038625491
15/10/2012,7.39,0.014996873
12/10/2012,7.28,-0.045645507
11/10/2012,7.62,0.009228806
10/10/2012,7.55,0.016021705
09/10/2012,7.43,-0.009377162
08/10/2012,7.5,-0.009290047
05/10/2012,7.57,0.007957602
04/10/2012,7.51,0.025625138
03/10/2012,7.32,0.020704673
02/10/2012,7.17,0.00559442
01/10/2012,7.13,-0.009769792
28/09/2012,7.2,-0.011049836
27/09/2012,7.28,0.018018506
26/09/2012,7.15,-0.008356595
25/09/2012,7.21,-0.031401898
24/09/2012,7.44,-0.010695289
21/09/2012,7.52,-0.007947062
20/09/2012,7.58,-0.009192448
19/09/2012,7.65,0.049574786
18/09/2012,7.28,-0.014996873
17/09/2012,7.39,-0.030648635
14/09/2012,7.62,0.003944778
13/09/2012,7.59,0.040328045
12/09/2012,7.29,-0.00547197
11/09/2012,7.33,-0.012203541
10/09/2012,7.42,0.006761351
07/09/2012,7.37,0.020562753
06/09/2012,7.22,0.032374397
05/09/2012,6.99,-0.002857145
04/09/2012,7.01,0.007158227
31/08/2012,6.96,-0.010007231
30/08/2012,7.03,-0.002840911
29/08/2012,7.05,-0.008474627
28/08/2012,7.11,0.00140746
27/08/2012,7.1,-0.011204599
24/08/2012,7.18,0.023961682
23/08/2012,7.01,-0.011347639
22/08/2012,7.09,0.008498635
21/08/2012,7.03,-0.014124529
20/08/2012,7.13,-0.004198747
17/08/2012,7.16,0.002797205
16/08/2012,7.14,0.01268516
15/08/2012,7.05,0
14/08/2012,7.05,0.008547061
13/08/2012,6.99,-0.001429593
10/08/2012,7,0.004294924
09/08/2012,6.97,0.007199455
08/08/2012,6.92,-0.005763705
07/08/2012,6.96,-0.005730675
06/08/2012,7,0.010050336
03/08/2012,6.93,0.030771659
02/08/2012,6.72,-0.020619287
01/08/2012,6.86,-0.014472033
31/07/2012,6.96,-0.012848142
30/07/2012,7.05,-0.007067167
27/07/2012,7.1,0.004234304
26/07/2012,7.07,0.022890842
25/07/2012,6.91,0.038352783
24/07/2012,6.65,0.039882586
23/07/2012,6.39,-0.003125003
20/07/2012,6.41,-0.036757584
19/07/2012,6.65,-0.0104713
18/07/2012,6.72,-0.019160498
17/07/2012,6.85,0.028129168
16/07/2012,6.66,-0.005988042
13/07/2012,6.7,0.034931418
12/07/2012,6.47,-0.013814494
11/07/2012,6.56,0.020016065
10/07/2012,6.43,-0.030630266
09/07/2012,6.63,-0.007513183
06/07/2012,6.68,-0.008941937
05/07/2012,6.74,-0.017647517
03/07/2012,6.86,0.001458789
02/07/2012,6.85,0.014706147
29/06/2012,6.75,0.031605339
28/06/2012,6.54,0.020077895
27/06/2012,6.41,0.007830894
26/06/2012,6.36,-0.006269613
25/06/2012,6.4,-0.04132187
22/06/2012,6.67,0.024280404
21/06/2012,6.51,-0.034720469
20/06/2012,6.74,0.001484781
19/06/2012,6.73,0.014970339
18/06/2012,6.63,0.027524673
15/06/2012,6.45,0.018779895
14/06/2012,6.33,0.022365149
13/06/2012,6.19,0
12/06/2012,6.19,0.031175617
11/06/2012,6,-0.024692613
08/06/2012,6.15,0.009804
07/06/2012,6.09,0.023256862
06/06/2012,5.95,0.051735674
05/06/2012,5.65,0.017857617
04/06/2012,5.55,-0.057758834
01/06/2012,5.88,-0.067404309
31/05/2012,6.29,0.014411779
30/05/2012,6.2,-0.039530839
29/05/2012,6.45,0.020360923
25/05/2012,6.32,-0.001581028
24/05/2012,6.33,0.00316456
23/05/2012,6.31,0.003174606
22/05/2012,6.29,0.014411779
21/05/2012,6.2,0.011354542
18/05/2012,6.13,-0.009740337
17/05/2012,6.19,-0.012841268
16/05/2012,6.27,-0.009523882
15/05/2012,6.33,-0.020329082
14/05/2012,6.46,-0.030490167
11/05/2012,6.66,-0.001500375
10/05/2012,6.67,0.016629257
09/05/2012,6.56,-0.021116923
08/05/2012,6.7,-0.001491425
07/05/2012,6.71,0.001491425
04/05/2012,6.7,-0.04094139
03/05/2012,6.98,0.024656797
02/05/2012,6.81,-0.004395611
01/05/2012,6.84,0.014727807
30/04/2012,6.74,-0.020558727
27/04/2012,6.88,0.019076147
26/04/2012,6.75,0.01492565
25/04/2012,6.65,0.030536724
24/04/2012,6.45,0.057432049
23/04/2012,6.09,0.003289477
20/04/2012,6.07,-0.008203491
19/04/2012,6.12,-0.014598799
18/04/2012,6.21,-0.012800175
17/04/2012,6.29,0.012800175
16/04/2012,6.21,0.016234123
13/04/2012,6.11,-0.03062286
12/04/2012,6.3,0.017614547
11/04/2012,6.19,0.017930391
10/04/2012,6.08,-0.022765211
09/04/2012,6.22,-0.033204631
05/04/2012,6.43,-0.00620157
04/04/2012,6.47,-0.027440746
03/04/2012,6.65,0.010582109
02/04/2012,6.58,-0.001518603
30/03/2012,6.59,0.010678973
29/03/2012,6.52,-0.004590674
28/03/2012,6.55,-0.004569696
27/03/2012,6.58,-0.004548909
26/03/2012,6.61,0.027609116
23/03/2012,6.43,-0.001554002
22/03/2012,6.44,-0.023024808
21/03/2012,6.59,0.019924031
20/03/2012,6.46,0.017174505
19/03/2012,6.35,-0.009404458
16/03/2012,6.41,-0.004669269
15/03/2012,6.44,0.042829702
14/03/2012,6.17,0.065295155
13/03/2012,5.78,0.026294241
12/03/2012,5.63,-0.029748475
09/03/2012,5.8,0.001725626
08/03/2012,5.79,-0.006884709
07/03/2012,5.83,0.013817146
06/03/2012,5.75,-0.030824358
05/03/2012,5.93,-0.005046268
02/03/2012,5.96,0.01862882
01/03/2012,5.85,0.015504187
29/02/2012,5.76,-0.012079526
28/02/2012,5.83,0
27/02/2012,5.83,0.005159083
24/02/2012,5.8,-0.018787914
23/02/2012,5.91,0.018787914
22/02/2012,5.8,-0.03056265
21/02/2012,5.98,-0.003338901
17/02/2012,6,0.015113638
16/02/2012,5.91,0.022242149
15/02/2012,5.78,0.022748138
14/02/2012,5.65,-0.01754431
13/02/2012,5.75,0.014010737
10/02/2012,5.67,-0.001762115
09/02/2012,5.68,0.028573372
08/02/2012,5.52,-0.012601427
07/02/2012,5.59,0
06/02/2012,5.59,-0.008904778
03/02/2012,5.64,0.036105005
02/02/2012,5.44,0.022305758
01/02/2012,5.32,0.018975901
31/01/2012,5.22,0.009624713
30/01/2012,5.17,-0.026719147
27/01/2012,5.31,0.026719147
26/01/2012,5.17,-0.028600615
25/01/2012,5.32,0.017062025
24/01/2012,5.23,0.061102748
23/01/2012,4.92,0.002034589
20/01/2012,4.91,-0.006091389
19/01/2012,4.94,0.006091389
18/01/2012,4.91,0.022658024
17/01/2012,4.8,0.002085506
13/01/2012,4.79,0.021097829
12/01/2012,4.69,-0.023183335
11/01/2012,4.8,0.021053409
10/01/2012,4.7,0.036840569
09/01/2012,4.53,0.02684725
06/01/2012,4.41,-0.024637304
05/01/2012,4.52,0.040637646
04/01/2012,4.34,-0.002301497
03/01/2012,4.35,0.011560822
30/12/2011,4.3,-0.013857035
29/12/2011,4.36,0.027908788
28/12/2011,4.24,-0.027908788
27/12/2011,4.36,-0.009132484
23/12/2011,4.4,0
22/12/2011,4.4,0.041769413
21/12/2011,4.22,0.028848154
20/12/2011,4.1,0.070736551
19/12/2011,3.82,-0.043540808
16/12/2011,3.99,0.005025136
15/12/2011,3.97,-0.002515725
14/12/2011,3.98,-0.012484557
13/12/2011,4.03,0.007472015
12/12/2011,4,-0.029558802
09/12/2011,4.12,0.029558802
08/12/2011,4,-0.036813973
07/12/2011,4.15,-0.00240674
06/12/2011,4.16,-0.03542283
05/12/2011,4.31,0.021102776
02/12/2011,4.22,0.023981965
01/12/2011,4.12,0.002430135
30/11/2011,4.11,0.135270826
29/11/2011,3.59,-0.051571807
28/11/2011,3.78,0.024097552
25/11/2011,3.69,0.002713706
23/11/2011,3.68,-0.058063801
22/11/2011,3.9,-0.017789542
21/11/2011,3.97,-0.032220879
18/11/2011,4.1,0.03980625
17/11/2011,3.94,-0.025063969
16/11/2011,4.04,0
15/11/2011,4.04,0.004962789
14/11/2011,4.02,-0.036634133
11/11/2011,4.17,0.007220248
10/11/2011,4.14,0.014598799
09/11/2011,4.08,-0.070951736
08/11/2011,4.38,0.05153365
07/11/2011,4.16,0.034233172
04/11/2011,4.02,0.007490672
03/11/2011,3.99,0.027956077
02/11/2011,3.88,0.047502334
01/11/2011,3.7,-0.060306606
31/10/2011,3.93,-0.082974401
28/10/2011,4.27,0.007050558
27/10/2011,4.24,0.099090903
26/10/2011,3.84,0.03444049
25/10/2011,3.71,-0.049944677
24/10/2011,3.9,0.031252544
21/10/2011,3.78,0.024097552
20/10/2011,3.69,-0.00809721
19/10/2011,3.72,-0.029141135
18/10/2011,3.83,0.101596214
17/10/2011,3.46,-0.067064231
14/10/2011,3.7,0.005420067
13/10/2011,3.68,-0.03733767
12/10/2011,3.82,0.051017774
11/10/2011,3.63,0.008298803
10/10/2011,3.6,0.057158414
07/10/2011,3.4,-0.073687716
06/10/2011,3.66,0.094490843
05/10/2011,3.33,0.042951387
04/10/2011,3.19,0.054764085
03/10/2011,3.02,-0.097715473
30/09/2011,3.33,-0.063975299
29/09/2011,3.55,0.034387342
28/09/2011,3.43,-0.051147511
27/09/2011,3.61,0.002773927
26/09/2011,3.6,0.048373584
23/09/2011,3.43,0.00291971
22/09/2011,3.42,-0.056833475
21/09/2011,3.62,-0.043249984
20/09/2011,3.78,-0.00790518
19/09/2011,3.81,-0.048665172
16/09/2011,4,0.017654935
15/09/2011,3.93,0.025774623
14/09/2011,3.83,-0.01811175
13/09/2011,3.9,-0.022814678
12/09/2011,3.99,0.005025136
09/09/2011,3.97,-0.051545152
08/09/2011,4.18,-0.044451763
07/09/2011,4.37,0.116353851
06/09/2011,3.89,-0.059868249
02/09/2011,4.13,-0.042660497
01/09/2011,4.31,-0.051989108
31/08/2011,4.54,0.013303966
30/08/2011,4.48,0.00671895
29/08/2011,4.45,0.077050933
26/08/2011,4.12,0.017136282
25/08/2011,4.05,-0.026798193
24/08/2011,4.16,0.031748698
23/08/2011,4.03,0.037931222
22/08/2011,3.88,0.00516797
19/08/2011,3.86,-0.08203355
18/08/2011,4.19,-0.080226278
17/08/2011,4.54,0.033597785
16/08/2011,4.39,-0.035798006
15/08/2011,4.55,0.05651221
12/08/2011,4.3,-0.045462374
11/08/2011,4.5,0.061875404
10/08/2011,4.23,-0.122238553
09/08/2011,4.78,0.080565857
08/08/2011,4.41,-0.14536585
05/08/2011,5.1,-0.045985113
04/08/2011,5.34,-0.077446428
03/08/2011,5.77,0.012205906
02/08/2011,5.7,-0.036179657
01/08/2011,5.91,-0.03000225
29/07/2011,6.09,-0.013050756
28/07/2011,6.17,0.006504088
27/07/2011,6.13,-0.046223368
26/07/2011,6.42,0.033257222
25/07/2011,6.21,0.001611604
22/07/2011,6.2,-0.004827041
21/07/2011,6.23,0.035951584
20/07/2011,6.01,0.018472398
19/07/2011,5.9,0.010221554
18/07/2011,5.84,-0.025360615
15/07/2011,5.99,0.016835414
14/07/2011,5.89,-0.010135222
13/07/2011,5.95,-0.00836825
12/07/2011,6,0.016807118
11/07/2011,5.9,-0.041499731
08/07/2011,6.15,-0.003246756
07/07/2011,6.17,0.024611579
06/07/2011,6.02,-0.024611579
05/07/2011,6.17,-0.020850795
01/07/2011,6.3,0.016000341
30/06/2011,6.2,0.00972455
29/06/2011,6.14,0.033115609
28/06/2011,5.94,0
27/06/2011,5.94,0
24/06/2011,5.94,-0.037989705
23/06/2011,6.17,-0.006462058
22/06/2011,6.21,-0.014388737
21/06/2011,6.3,0.017614547
20/06/2011,6.19,-0.012841268
17/06/2011,6.27,0.017699577
16/06/2011,6.16,0.001624696
15/06/2011,6.15,-0.017728103
14/06/2011,6.26,0.034121913
13/06/2011,6.05,-0.01476647
10/06/2011,6.14,0.003262646
09/06/2011,6.12,-0.001632653
08/06/2011,6.13,0.009836145
07/06/2011,6.07,0.003300333
06/06/2011,6.05,-0.049970105
03/06/2011,6.36,-0.027908788
02/06/2011,6.54,0
01/06/2011,6.54,-0.076507886
31/05/2011,7.06,0.011396135
27/05/2011,6.98,0.005747142
26/05/2011,6.94,0.020379162
25/05/2011,6.8,0.004421525
24/05/2011,6.77,-0.008823587
23/05/2011,6.83,-0.017416986
20/05/2011,6.95,-0.021353124
19/05/2011,7.1,-0.00421645
18/05/2011,7.13,-0.016690234
17/05/2011,7.25,0.016690234
16/05/2011,7.13,0.011283618
13/05/2011,7.05,-0.016878038
12/05/2011,7.17,0.00559442
11/05/2011,7.13,0
10/05/2011,7.13,0.001403509
09/05/2011,7.12,0.004222385
06/05/2011,7.09,-0.002816903
05/05/2011,7.11,-0.035915462
04/05/2011,7.37,0
03/05/2011,7.37,0.002717393
02/05/2011,7.35,0.001361471
29/04/2011,7.34,-0.013532006
28/04/2011,7.44,0.00809721
27/04/2011,7.38,0.005434796
26/04/2011,7.34,0.026226486
25/04/2011,7.15,-0.002793298
21/04/2011,7.17,0.015460603
20/04/2011,7.06,-0.015460603
19/04/2011,7.17,0.026856738
18/04/2011,6.98,-0.026856738
15/04/2011,7.17,-0.009715552
14/04/2011,7.24,0.004152255
13/04/2011,7.21,-0.00828734
12/04/2011,7.27,0.001376463
11/04/2011,7.26,-0.001376463
08/04/2011,7.27,-0.008219224
07/04/2011,7.33,-0.012203541
06/04/2011,7.42,0.031487885
05/04/2011,7.19,-0.015183176
04/04/2011,7.3,0.001370802
01/04/2011,7.29,0.004123717
31/03/2011,7.26,0.004140793
30/03/2011,7.23,0.011126679
29/03/2011,7.15,0.00139958
28/03/2011,7.14,-0.005586607
25/03/2011,7.18,0.006988149
24/03/2011,7.13,-0.00559442
23/03/2011,7.17,-0.017968694
22/03/2011,7.3,0.006872879
21/03/2011,7.25,0.020906685
18/03/2011,7.1,-0.034605529
17/03/2011,7.35,0.020619287
16/03/2011,7.2,-0.01789449
15/03/2011,7.33,-0.006798123
14/03/2011,7.38,-0.013459153
11/03/2011,7.48,0.018893949
10/03/2011,7.34,-0.05177002
09/03/2011,7.73,0.011711259
08/03/2011,7.64,0.030567164
07/03/2011,7.41,-0.009402353
04/03/2011,7.48,-0.023779192
03/03/2011,7.66,0.025116985
02/03/2011,7.47,0.00536914
01/03/2011,7.43,-0.027871744
28/02/2011,7.64,0.010526413
25/02/2011,7.56,0.020040751
24/02/2011,7.41,0.004056801
23/02/2011,7.38,0
22/02/2011,7.38,-0.054067221
18/02/2011,7.79,0.011620531
17/02/2011,7.7,-0.007762005
16/02/2011,7.76,-0.0102565
15/02/2011,7.84,-0.008888947
14/02/2011,7.91,-0.01381064
11/02/2011,8.02,0.036829559
10/02/2011,7.73,0.015645691
09/02/2011,7.61,-0.024660562
08/02/2011,7.8,0.001282874
07/02/2011,7.79,-0.006397974
04/02/2011,7.84,0.040343793
03/02/2011,7.53,0.037893573
02/02/2011,7.25,-0.009608859
01/02/2011,7.32,0.030515544
31/01/2011,7.1,0.031476132
28/01/2011,6.88,-0.038493705
27/01/2011,7.15,0.025497132
26/01/2011,6.97,-0.007147993
25/01/2011,7.02,-0.03911113
24/01/2011,7.3,-0.013605652
21/01/2011,7.4,0.023240964
20/01/2011,7.23,0.013927802
