Date,Close,HRS
11/02/2013,46.54,-0.001717476
08/02/2013,46.62,0.001932368
07/02/2013,46.53,0.000644953
06/02/2013,46.5,0.004094392
05/02/2013,46.31,0.013697355
04/02/2013,45.68,-0.013049337
01/02/2013,46.28,0.001730104
31/01/2013,46.2,-0.015037877
30/01/2013,46.9,-0.004042989
29/01/2013,47.09,-0.044848703
28/01/2013,49.25,-0.004861261
25/01/2013,49.49,0.000202081
24/01/2013,49.48,-0.001413713
23/01/2013,49.55,-0.006036236
22/01/2013,49.85,-0.001803788
18/01/2013,49.94,0.004213912
17/01/2013,49.73,0.004837744
16/01/2013,49.49,-0.003227762
15/01/2013,49.65,0.00930804
14/01/2013,49.19,-0.011320113
11/01/2013,49.75,-0.005812222
10/01/2013,50.04,0.00079968
09/01/2013,50,0.022041131
08/01/2013,48.91,-0.023440152
07/01/2013,50.07,0.003801906
04/01/2013,49.88,0.008860308
03/01/2013,49.44,-0.015454397
02/01/2013,50.21,0.025210572
31/12/2012,48.96,0.01336506
28/12/2012,48.31,-0.016627705
27/12/2012,49.12,-0.005481691
26/12/2012,49.39,-0.00303245
24/12/2012,49.54,-0.002620705
21/12/2012,49.67,-0.004619874
20/12/2012,49.9,-0.004000005
19/12/2012,50.1,0.008016075
18/12/2012,49.7,0.021558695
17/12/2012,48.64,0.009709817
14/12/2012,48.17,-0.012993892
13/12/2012,48.8,-0.005313726
12/12/2012,49.06,-0.005082861
11/12/2012,49.31,0.005898522
10/12/2012,49.02,0.010870787
07/12/2012,48.49,0.009531775
06/12/2012,48.03,0.001041558
05/12/2012,47.98,0.007741434
04/12/2012,47.61,0.025312422
03/12/2012,46.42,-0.01517934
30/11/2012,47.13,-0.00233125
29/11/2012,47.24,0.00509339
28/11/2012,47,0.007474674
27/11/2012,46.65,0.00171637
26/11/2012,46.57,-0.005567466
23/11/2012,46.83,0.012246366
21/11/2012,46.26,-0.000216146
20/11/2012,46.27,-0.006892123
19/11/2012,46.59,0.003655525
16/11/2012,46.42,0.00258844
15/11/2012,46.3,-0.012022472
14/11/2012,46.86,-0.022785796
13/11/2012,47.94,-0.004163203
12/11/2012,48.14,-0.010538376
09/11/2012,48.65,0.014284478
08/11/2012,47.96,-0.006028498
07/11/2012,48.25,-0.02051354
06/11/2012,49.25,0.017822862
05/11/2012,48.38,0.019199254
02/11/2012,47.46,-0.004205221
01/11/2012,47.66,0.040245157
31/10/2012,45.78,-0.029274583
26/10/2012,47.14,0.001698514
25/10/2012,47.06,0.008750456
24/10/2012,46.65,0.010342691
23/10/2012,46.17,-0.003243597
22/10/2012,46.32,-0.000215866
19/10/2012,46.33,-0.013293506
18/10/2012,46.95,-0.004038692
17/10/2012,47.14,0.003825722
16/10/2012,46.96,0.002131742
15/10/2012,46.86,-0.041385216
12/10/2012,48.84,-0.040330473
11/10/2012,50.85,-0.000196637
10/10/2012,50.86,-0.004707737
09/10/2012,51.1,-0.011479842
08/10/2012,51.69,-0.00540229
05/10/2012,51.97,0.016490819
04/10/2012,51.12,-0.008570368
03/10/2012,51.56,0.003302577
02/10/2012,51.39,0.009973682
01/10/2012,50.88,-0.006660162
28/09/2012,51.22,-0.002340095
27/09/2012,51.34,0.010573821
26/09/2012,50.8,-0.004713284
25/09/2012,51.04,-0.003520442
24/09/2012,51.22,0.001172104
21/09/2012,51.16,0.009032066
20/09/2012,50.7,0.001974334
19/09/2012,50.6,0.005747712
18/09/2012,50.31,0.002188838
17/09/2012,50.2,-0.006354271
14/09/2012,50.52,0.019588873
13/09/2012,49.54,0.014845214
12/09/2012,48.81,0.021537382
11/09/2012,47.77,0.020728323
10/09/2012,46.79,-0.006603496
07/09/2012,47.1,0.003189795
06/09/2012,46.95,0.018270256
05/09/2012,46.1,-0.015070253
04/09/2012,46.8,-0.004902493
31/08/2012,47.03,-0.001274968
30/08/2012,47.09,-0.009721125
29/08/2012,47.55,0.005694416
28/08/2012,47.28,0.00551433
27/08/2012,47.02,0.010475777
24/08/2012,46.53,-0.002361276
23/08/2012,46.64,0.010128306
22/08/2012,46.17,-0.006906999
21/08/2012,46.49,0.00086077
20/08/2012,46.45,0.002155173
17/08/2012,46.35,0.007579896
16/08/2012,46,0.002830088
15/08/2012,45.87,0.006342285
14/08/2012,45.58,-0.003066815
13/08/2012,45.72,0.001751314
10/08/2012,45.64,0.001754386
09/08/2012,45.56,0.009261367
08/08/2012,45.14,0.004663048
07/08/2012,44.93,0.019553382
06/08/2012,44.06,0.018092787
03/08/2012,43.27,0.020547069
02/08/2012,42.39,0.001889021
01/08/2012,42.31,0.015722096
31/07/2012,41.65,-0.012170536
30/07/2012,42.16,-0.008267438
27/07/2012,42.51,0.03008823
26/07/2012,41.25,0.02230758
25/07/2012,40.34,0.00971486
24/07/2012,39.95,-0.019581739
23/07/2012,40.74,-0.012440702
20/07/2012,41.25,-0.012527266
19/07/2012,41.77,0.010105957
18/07/2012,41.35,0.022005778
17/07/2012,40.45,0.001236859
16/07/2012,40.4,-0.011077036
13/07/2012,40.85,0.014796817
12/07/2012,40.25,-0.006685676
11/07/2012,40.52,-0.002957124
10/07/2012,40.64,-0.016109697
09/07/2012,41.3,-0.015854284
06/07/2012,41.96,-0.030049209
05/07/2012,43.24,0.023635124
03/07/2012,42.23,0.015752116
02/07/2012,41.57,-0.006713044
29/06/2012,41.85,0.022472856
28/06/2012,40.92,-0.016721582
27/06/2012,41.61,0.018188934
26/06/2012,40.86,0.003677827
25/06/2012,40.71,-0.016565543
22/06/2012,41.39,0.008979553
21/06/2012,41.02,-0.029307887
20/06/2012,42.24,0.009036922
19/06/2012,41.86,0.005029348
18/06/2012,41.65,0.010135222
15/06/2012,41.23,0.010729193
14/06/2012,40.79,0.009112241
13/06/2012,40.42,-0.010092393
12/06/2012,40.83,0.015301384
11/06/2012,40.21,-0.016035868
08/06/2012,40.86,0.004660869
07/06/2012,40.67,-0.005394814
06/06/2012,40.89,0.021756112
05/06/2012,40.01,0.010300305
04/06/2012,39.6,0.012706651
01/06/2012,39.1,-0.017241806
31/05/2012,39.78,0.005040333
30/05/2012,39.58,-0.016040444
29/05/2012,40.22,0.021360279
25/05/2012,39.37,0.004837692
24/05/2012,39.18,-0.025949308
23/05/2012,40.21,0.010248809
22/05/2012,39.8,0.003775964
21/05/2012,39.65,0.031252544
18/05/2012,38.43,-0.013440368
17/05/2012,38.95,-0.017307635
16/05/2012,39.63,-0.014777977
15/05/2012,40.22,-0.010880424
14/05/2012,40.66,-0.013921339
11/05/2012,41.23,-0.002664408
10/05/2012,41.34,-0.001450327
09/05/2012,41.4,-0.005059642
08/05/2012,41.61,0.009902267
07/05/2012,41.2,0.004378504
04/05/2012,41.02,-0.021703287
03/05/2012,41.92,-0.018670045
02/05/2012,42.71,-0.041056104
01/05/2012,44.5,-0.023101871
30/04/2012,45.54,-0.002193464
27/04/2012,45.64,0.006374348
26/04/2012,45.35,0.009972382
25/04/2012,44.9,0.02411928
24/04/2012,43.83,0.005490748
23/04/2012,43.59,-0.011632016
20/04/2012,44.1,-0.002491225
19/04/2012,44.21,-0.009007041
18/04/2012,44.61,-0.001344086
17/04/2012,44.67,0.018527417
16/04/2012,43.85,-0.0129151
13/04/2012,44.42,0.001802614
12/04/2012,44.34,0.012025102
11/04/2012,43.81,0.019359904
10/04/2012,42.97,-0.018674894
09/04/2012,43.78,-0.006375249
05/04/2012,44.06,-0.007912328
04/04/2012,44.41,-0.014530266
03/04/2012,45.06,-0.014103363
02/04/2012,45.7,0.013659609
30/03/2012,45.08,0.00801786
29/03/2012,44.72,-0.001117443
28/03/2012,44.77,0.000893855
27/03/2012,44.73,-0.006684517
26/03/2012,45.03,0.022003582
23/03/2012,44.05,0.007519689
22/03/2012,43.72,-0.002284671
21/03/2012,43.82,-0.003872001
20/03/2012,43.99,-0.00860123
19/03/2012,44.37,-0.000675904
16/03/2012,44.4,0.00451468
15/03/2012,44.2,0.008406275
14/03/2012,43.83,-0.001367989
13/03/2012,43.89,0.007547206
12/03/2012,43.56,-0.001376463
09/03/2012,43.62,0.007825126
08/03/2012,43.28,0.014897855
07/03/2012,42.64,-0.000234494
06/03/2012,42.65,-0.022259208
05/03/2012,43.61,-0.004118999
02/03/2012,43.79,-0.003191977
01/03/2012,43.93,0.006852471
29/02/2012,43.63,0.003443925
28/02/2012,43.48,0.002302557
27/02/2012,43.38,0.006243517
24/02/2012,43.11,0.003252791
23/02/2012,42.97,0.011939742
22/02/2012,42.46,-0.011008426
21/02/2012,42.93,0.006309169
17/02/2012,42.66,-0.001405482
16/02/2012,42.72,0.005633818
15/02/2012,42.48,0.000470921
14/02/2012,42.46,0.003066402
13/02/2012,42.33,0.003549879
10/02/2012,42.18,-0.007087202
09/02/2012,42.48,-0.002351283
08/02/2012,42.58,0.011574477
07/02/2012,42.09,0.006196397
06/02/2012,41.83,-0.002387776
03/02/2012,41.93,0.01950694
02/02/2012,41.12,-0.001215215
01/02/2012,41.17,0.004137769
31/01/2012,41,0.04464025
30/01/2012,39.21,-0.012419371
27/01/2012,39.7,0.011399743
26/01/2012,39.25,0.010500801
25/01/2012,38.84,0.007494543
24/01/2012,38.55,-0.00852388
23/01/2012,38.88,-0.013285837
20/01/2012,39.4,0.002032521
19/01/2012,39.32,0.00509945
18/01/2012,39.12,0.019618595
17/01/2012,38.36,-0.001302592
13/01/2012,38.41,-0.007004828
12/01/2012,38.68,0.014845956
11/01/2012,38.11,0.005525603
10/01/2012,37.9,0.011677415
09/01/2012,37.46,0.007502715
06/01/2012,37.18,0.013539335
05/01/2012,36.68,0.004645452
04/01/2012,36.51,-0.004372786
03/01/2012,36.67,0.017329549
30/12/2011,36.04,-0.004429686
29/12/2011,36.2,0.001658834
28/12/2011,36.14,-0.023247321
27/12/2011,36.99,0.002978207
23/12/2011,36.88,0.006528859
22/12/2011,36.64,0.033017287
21/12/2011,35.45,0.007645514
20/12/2011,35.18,0.038834205
19/12/2011,33.84,-0.013210232
16/12/2011,34.29,0.008199167
15/12/2011,34.01,-0.006447854
14/12/2011,34.23,-0.014213437
13/12/2011,34.72,-0.016567074
12/12/2011,35.3,-0.005931383
09/12/2011,35.51,0.013038733
08/12/2011,35.05,-0.024240195
07/12/2011,35.91,-0.008319516
06/12/2011,36.21,-0.005508138
05/12/2011,36.41,0.014942171
02/12/2011,35.87,0.00447053
01/12/2011,35.71,0.003085124
30/11/2011,35.6,0.049225652
29/11/2011,33.89,-0.010566579
28/11/2011,34.25,0.029331091
25/11/2011,33.26,-0.012548716
23/11/2011,33.68,-0.023185191
22/11/2011,34.47,-0.033659766
21/11/2011,35.65,-0.024384694
18/11/2011,36.53,-0.009264371
17/11/2011,36.87,-0.019605838
16/11/2011,37.6,-0.018706908
15/11/2011,38.31,0.015785647
14/11/2011,37.71,-0.015263454
11/11/2011,38.29,0.0272684
10/11/2011,37.26,0.007002453
09/11/2011,37,-0.026668247
08/11/2011,38,0.005012542
07/11/2011,37.81,-0.004749349
04/11/2011,37.99,-0.004202791
03/11/2011,38.15,0.030878152
02/11/2011,36.99,0.008961363
01/11/2011,36.66,-0.029299233
31/10/2011,37.75,-0.028722601
28/10/2011,38.85,0.009569451
27/10/2011,38.48,0.03949102
26/10/2011,36.99,0.000811359
25/10/2011,36.96,-0.021149229
24/10/2011,37.75,0.025759407
21/10/2011,36.79,0.015614617
20/10/2011,36.22,0.011942928
19/10/2011,35.79,-0.019917671
18/10/2011,36.51,0.018800664
17/10/2011,35.83,-0.025080548
14/10/2011,36.74,0.015636034
13/10/2011,36.17,-0.006063966
12/10/2011,36.39,0.006340476
11/10/2011,36.16,0.009168004
10/10/2011,35.83,0.036667459
07/10/2011,34.54,-0.041123049
06/10/2011,35.99,0.030181391
05/10/2011,34.92,0.018497637
04/10/2011,34.28,0.031109011
03/10/2011,33.23,-0.027894984
30/09/2011,34.17,-0.036775187
29/09/2011,35.45,0.009067787
28/09/2011,35.13,-0.046170603
27/09/2011,36.79,0.013959444
26/09/2011,36.28,0.020607803
23/09/2011,35.54,0.009896871
22/09/2011,35.19,-0.059838662
21/09/2011,37.36,-0.046033232
20/09/2011,39.12,-0.022995328
19/09/2011,40.03,-0.017090199
16/09/2011,40.72,0.00073701
15/09/2011,40.69,0.014606028
14/09/2011,40.1,0.011285386
13/09/2011,39.65,0.011669336
12/09/2011,39.19,0.017503664
09/09/2011,38.51,-0.023101643
08/09/2011,39.41,0.002540652
07/09/2011,39.31,0.035209436
06/09/2011,37.95,-0.007351044
02/09/2011,38.23,-0.037226735
01/09/2011,39.68,-0.016744112
31/08/2011,40.35,0.009212066
30/08/2011,39.98,0.008792922
29/08/2011,39.63,0.0501916
26/08/2011,37.69,0.031260966
25/08/2011,36.53,-0.027539537
24/08/2011,37.55,0.013944983
23/08/2011,37.03,0.060675258
22/08/2011,34.85,0.002010628
19/08/2011,34.78,0.002014679
18/08/2011,34.71,-0.063349396
17/08/2011,36.98,-0.001891126
16/08/2011,37.05,-0.011805879
15/08/2011,37.49,0.021297476
12/08/2011,36.7,0.002182216
11/08/2011,36.62,0.059055673
10/08/2011,34.52,-0.058509374
09/08/2011,36.6,0.047561411
08/08/2011,34.9,-0.072120735
05/08/2011,37.51,0.021830809
04/08/2011,36.7,-0.063089925
03/08/2011,39.09,0.028806974
02/08/2011,37.98,-0.026245498
01/08/2011,38.99,-0.022318958
29/07/2011,39.87,-0.013700551
28/07/2011,40.42,-0.021053409
27/07/2011,41.28,-0.034054964
26/07/2011,42.71,-0.005836365
25/07/2011,42.96,-0.009267907
22/07/2011,43.36,0.000922935
21/07/2011,43.32,0.020287509
20/07/2011,42.45,-0.000235544
19/07/2011,42.46,0.014948671
18/07/2011,41.83,-0.016360768
15/07/2011,42.52,0.003770033
14/07/2011,42.36,-0.012200996
13/07/2011,42.88,-0.00302713
12/07/2011,43.01,0.002560821
11/07/2011,42.9,-0.037740328
08/07/2011,44.55,-0.007825641
07/07/2011,44.9,0.002676184
06/07/2011,44.78,-0.001338987
05/07/2011,44.84,-0.015710026
01/07/2011,45.55,0.010815689
30/06/2011,45.06,0.008245172
29/06/2011,44.69,0.002464435
28/06/2011,44.58,0.006300651
27/06/2011,44.3,0.006113457
24/06/2011,44.03,-0.02001191
23/06/2011,44.92,-0.00177936
22/06/2011,45,-0.00840899
21/06/2011,45.38,0.015321716
20/06/2011,44.69,0.007862559
17/06/2011,44.34,0.004294277
16/06/2011,44.15,-0.009019227
15/06/2011,44.55,-0.022637451
14/06/2011,45.57,0.009480834
13/06/2011,45.14,-0.001991812
10/06/2011,45.23,-0.017967179
09/06/2011,46.05,0.006317416
08/06/2011,45.76,-0.01086731
07/06/2011,46.26,0.00194742
06/06/2011,46.17,-0.012484019
03/06/2011,46.75,-0.018228567
02/06/2011,47.61,-0.009823467
01/06/2011,48.08,-0.027893523
31/05/2011,49.44,0.009756175
27/05/2011,48.96,0.006763014
26/05/2011,48.63,0.005981249
25/05/2011,48.34,0.015006534
24/05/2011,47.62,-0.015420185
23/05/2011,48.36,-0.022895522
20/05/2011,49.48,0.00101102
19/05/2011,49.43,0.003445135
18/05/2011,49.26,0.013900469
17/05/2011,48.58,0.010969788
16/05/2011,48.05,-0.017126179
13/05/2011,48.88,0.012350919
12/05/2011,48.28,-0.013781973
11/05/2011,48.95,-0.007935742
10/05/2011,49.34,0.014083302
09/05/2011,48.65,0.010123008
06/05/2011,48.16,0.010856057
05/05/2011,47.64,-0.018509419
04/05/2011,48.53,-0.087543552
03/05/2011,52.97,0.010628303
02/05/2011,52.41,-0.013644328
29/04/2011,53.13,0.003016025
28/04/2011,52.97,-0.00150915
27/04/2011,53.05,0.003777153
26/04/2011,52.85,0.016598683
25/04/2011,51.98,-0.004606534
21/04/2011,52.22,0.009814377
20/04/2011,51.71,0.026056915
19/04/2011,50.38,0.007771285
18/04/2011,49.99,-0.00119952
15/04/2011,50.05,0.00039968
14/04/2011,50.03,0.005813387
13/04/2011,49.74,-0.009603915
12/04/2011,50.22,-0.006747396
11/04/2011,50.56,-0.004735605
08/04/2011,50.8,-0.00451734
07/04/2011,51.03,-0.007224477
06/04/2011,51.4,0.015093886
05/04/2011,50.63,-0.00295829
04/04/2011,50.78,0.014480071
01/04/2011,50.05,0.009031672
31/03/2011,49.6,0.005255723
30/03/2011,49.34,0.004265265
29/03/2011,49.13,0.014970032
28/03/2011,48.4,0.007049583
25/03/2011,48.06,-0.00228619
24/03/2011,48.17,-0.011353203
23/03/2011,48.72,0.008865124
22/03/2011,48.29,0.006440242
21/03/2011,47.98,0.03090193
18/03/2011,46.52,0.027679658
17/03/2011,45.25,0.038292967
16/03/2011,43.55,-0.015945668
15/03/2011,44.25,-0.009894391
14/03/2011,44.69,-0.019719261
11/03/2011,45.58,0.019271834
10/03/2011,44.71,-0.014874289
09/03/2011,45.38,-0.014873415
08/03/2011,46.06,0.0102565
07/03/2011,45.59,-0.01285841
04/03/2011,46.18,-0.012267452
03/03/2011,46.75,0.018784963
02/03/2011,45.88,-0.001524557
01/03/2011,45.95,-0.015333418
28/02/2011,46.66,0.004510801
25/02/2011,46.45,0.009300381
24/02/2011,46.02,0.000434688
23/02/2011,46,-0.031456536
22/02/2011,47.47,-0.024553876
18/02/2011,48.65,0.003913093
17/02/2011,48.46,-0.002473208
16/02/2011,48.58,-0.004928141
15/02/2011,48.82,-0.009784016
14/02/2011,49.3,0.001827226
11/02/2011,49.21,-0.002840911
10/02/2011,49.35,0.002840911
09/02/2011,49.21,0.008776462
08/02/2011,48.78,0.010095893
07/02/2011,48.29,0.019446509
04/02/2011,47.36,0.019401525
03/02/2011,46.45,-0.00086077
02/02/2011,46.49,-0.000645092
01/02/2011,46.52,-0.00042983
31/01/2011,46.54,0.003875139
28/01/2011,46.36,-0.038714512
27/01/2011,48.19,-0.012168862
