Date,Close,WAT
13/01/2014,100.51,-0.009407407
10/01/2014,101.46,0.008313587
09/01/2014,100.62,0.001392342
08/01/2014,100.48,0.000995718
07/01/2014,100.38,0.020023811
06/01/2014,98.39,0.003563614
03/01/2014,98.04,-0.011964048
02/01/2014,99.22,-0.007830579
31/12/2013,100,-0.002995509
30/12/2013,100.3,0.009416077
27/12/2013,99.36,-0.002412546
26/12/2013,99.6,0
24/12/2013,99.6,0.001306073
23/12/2013,99.47,-0.00110525
20/12/2013,99.58,0.005639491
19/12/2013,99.02,0.002224245
18/12/2013,98.8,0.027708289
17/12/2013,96.1,-0.00643089
16/12/2013,96.72,0.007159564
13/12/2013,96.03,0.00020829
12/12/2013,96.01,0.007947339
11/12/2013,95.25,-0.018515195
10/12/2013,97.03,-0.014934811
09/12/2013,98.49,0.002846977
06/12/2013,98.21,-0.002846977
05/12/2013,98.49,-0.007182994
04/12/2013,99.2,-0.001410295
03/12/2013,99.34,-0.002413032
02/12/2013,99.58,0.000502235
29/11/2013,99.53,-0.003710579
27/11/2013,99.9,0.002304957
26/11/2013,99.67,-0.009883772
25/11/2013,100.66,-0.004262708
22/11/2013,101.09,-0.002864624
21/11/2013,101.38,0.009713626
20/11/2013,100.4,-0.00099552
19/11/2013,100.5,-0.007434978
18/11/2013,101.25,-0.008555886
15/11/2013,102.12,0.014797547
14/11/2013,100.62,0.005680984
13/11/2013,100.05,0.005311432
12/11/2013,99.52,-0.001405764
11/11/2013,99.66,-0.004605074
08/11/2013,100.12,0.016820661
07/11/2013,98.45,-0.012516566
06/11/2013,99.69,0.00220928
05/11/2013,99.47,-0.013282264
04/11/2013,100.8,0.002184925
01/11/2013,100.58,-0.003374693
31/10/2013,100.92,-0.000594354
30/10/2013,100.98,-0.011519844
29/10/2013,102.15,-0.000880669
28/10/2013,102.24,0.002448221
25/10/2013,101.99,0.00688708
24/10/2013,101.29,-0.005218859
23/10/2013,101.82,0.019737809
22/10/2013,99.83,-0.061949527
21/10/2013,106.21,-0.002538908
18/10/2013,106.48,0.001221632
17/10/2013,106.35,0.021287509
16/10/2013,104.11,0.009651653
15/10/2013,103.11,-0.010323793
14/10/2013,104.18,-0.002875493
11/10/2013,104.48,0.005855548
10/10/2013,103.87,0.014839514
09/10/2013,102.34,-0.003900922
08/10/2013,102.74,-0.01036078
07/10/2013,103.81,-0.011398045
04/10/2013,105,0.003912405
03/10/2013,104.59,-0.010083799
02/10/2013,105.65,-0.000473149
01/10/2013,105.7,-0.004813373
30/09/2013,106.21,-0.010023973
27/09/2013,107.28,-0.004185858
26/09/2013,107.73,0.009419515
25/09/2013,106.72,0.000562377
24/09/2013,106.66,0.006584541
23/09/2013,105.96,-0.005458837
20/09/2013,106.54,0.000939055
19/09/2013,106.44,-0.00159587
18/09/2013,106.61,0.005926919
17/09/2013,105.98,0.002172579
16/09/2013,105.75,0.014861663
13/09/2013,104.19,-0.002109301
12/09/2013,104.41,-0.004968005
11/09/2013,104.93,0.009960814
10/09/2013,103.89,0.007730254
09/09/2013,103.09,0.014362027
06/09/2013,101.62,-0.000786937
05/09/2013,101.7,0.005323881
04/09/2013,101.16,0.011733256
03/09/2013,99.98,0.011366616
30/08/2013,98.85,-0.00080898
29/08/2013,98.93,0.004051459
28/08/2013,98.53,0.000812265
27/08/2013,98.45,-0.010005642
26/08/2013,99.44,-0.001908877
23/08/2013,99.63,-0.005605059
22/08/2013,100.19,0.016098547
21/08/2013,98.59,-0.003846937
20/08/2013,98.97,0.008217974
19/08/2013,98.16,-0.003153133
16/08/2013,98.47,-0.013015368
15/08/2013,99.76,-0.030893155
14/08/2013,102.89,-0.006200969
13/08/2013,103.53,0.00057971
12/08/2013,103.47,0.000580046
09/08/2013,103.41,0.004263986
08/08/2013,102.97,0.010543884
07/08/2013,101.89,-0.003233553
06/08/2013,102.22,-0.004100367
05/08/2013,102.64,0.005372943
02/08/2013,102.09,-0.008194368
01/08/2013,102.93,0.019522865
31/07/2013,100.94,0.004269056
30/07/2013,100.51,0.008793901
29/07/2013,99.63,-0.005305583
26/07/2013,100.16,-0.006071785
25/07/2013,100.77,0.004575301
24/07/2013,100.31,0.011429842
23/07/2013,99.17,-0.061021959
22/07/2013,105.41,0.006376419
19/07/2013,104.74,0.001050771
18/07/2013,104.63,0.013277086
17/07/2013,103.25,-0.002418381
16/07/2013,103.5,-0.010954275
15/07/2013,104.64,0.001051776
12/07/2013,104.53,0.000382738
11/07/2013,104.49,0.002011784
10/07/2013,104.28,0.020245763
09/07/2013,102.19,0.004806523
08/07/2013,101.7,-0.003043545
05/07/2013,102.01,0.015211672
03/07/2013,100.47,0.001095454
02/07/2013,100.36,-0.019829979
01/07/2013,102.37,0.02292364
28/06/2013,100.05,-0.003292923
27/06/2013,100.38,0.009609684
26/06/2013,99.42,-0.003113234
25/06/2013,99.73,0.021281711
24/06/2013,97.63,-0.016557847
21/06/2013,99.26,0.019327221
20/06/2013,97.36,-0.028952321
19/06/2013,100.22,-0.016624171
18/06/2013,101.9,0.016723956
17/06/2013,100.21,0.016196722
14/06/2013,98.6,-0.004250588
13/06/2013,99.02,0.018756921
12/06/2013,97.18,0
11/06/2013,97.18,-0.01176424
10/06/2013,98.33,-0.000508363
07/06/2013,98.38,0.010730265
06/06/2013,97.33,0.01147003
05/06/2013,96.22,-0.00383798
04/06/2013,96.59,-0.00433885
03/06/2013,97.01,0.003097256
31/05/2013,96.71,-0.010389437
30/05/2013,97.72,0.001536177
29/05/2013,97.57,-0.017273341
28/05/2013,99.27,0.015021088
24/05/2013,97.79,0.0063603
23/05/2013,97.17,0.004848619
22/05/2013,96.7,-0.01417007
21/05/2013,98.08,0.005623449
20/05/2013,97.53,-0.004807456
17/05/2013,98,0.009535111
16/05/2013,97.07,-0.014522652
15/05/2013,98.49,0.007541821
14/05/2013,97.75,0.012870191
13/05/2013,96.5,-0.004239704
10/05/2013,96.91,0.005069064
09/05/2013,96.42,0.006450964
08/05/2013,95.8,0.013980361
07/05/2013,94.47,0.010000083
06/05/2013,93.53,0.005682747
03/05/2013,93,0.00398643
02/05/2013,92.63,0.002702558
01/05/2013,92.38,-0.000216474
30/04/2013,92.4,-0.000540979
29/04/2013,92.45,0.001623816
26/04/2013,92.3,-0.006264196
25/04/2013,92.88,0.004315932
24/04/2013,92.48,0.004117462
23/04/2013,92.1,0.031657637
22/04/2013,89.23,0.008779885
19/04/2013,88.45,0.002377046
18/04/2013,88.24,-0.018081238
17/04/2013,89.85,-0.020271709
16/04/2013,91.69,0.004153011
15/04/2013,91.31,-0.032538962
12/04/2013,94.33,-0.011908039
11/04/2013,95.46,0.003568059
10/04/2013,95.12,0.020928155
09/04/2013,93.15,0.001289075
08/04/2013,93.03,0.006903274
05/04/2013,92.39,-0.023321553
04/04/2013,94.57,0.002965162
03/04/2013,94.29,-0.012751108
02/04/2013,95.5,0.019028058
01/04/2013,93.7,-0.002238688
28/03/2013,93.91,0.008018432
27/03/2013,93.16,-0.001072846
26/03/2013,93.26,0.007642252
25/03/2013,92.55,-0.007642252
22/03/2013,93.26,0.001609701
21/03/2013,93.11,-0.017776827
20/03/2013,94.78,0.008370023
19/03/2013,93.99,0.000212811
18/03/2013,93.97,-0.009004775
15/03/2013,94.82,0.001688833
14/03/2013,94.66,0.004446805
13/03/2013,94.24,0
12/03/2013,94.24,-0.004974871
11/03/2013,94.71,0.002431419
08/03/2013,94.48,0.00233125
07/03/2013,94.26,-0.003811949
06/03/2013,94.62,-0.00358688
05/03/2013,94.96,0.012930758
04/03/2013,93.74,-0.000319983
01/03/2013,93.77,0.011260776
28/02/2013,92.72,-0.002800217
27/02/2013,92.98,0.01615474
26/02/2013,91.49,0.011764195
25/02/2013,90.42,-0.024363471
22/02/2013,92.65,0.009325594
21/02/2013,91.79,-0.005865757
20/02/2013,92.33,-0.011093872
19/02/2013,93.36,0.008065861
15/02/2013,92.61,-0.009243402
14/02/2013,93.47,0.002678238
13/02/2013,93.22,0.013282415
12/02/2013,91.99,-0.005204392
11/02/2013,92.47,-0.000648649
08/02/2013,92.53,0.012287438
07/02/2013,91.4,-0.008823106
06/02/2013,92.21,0.006746489
05/02/2013,91.59,0.00844257
04/02/2013,90.82,-0.024687241
01/02/2013,93.09,0.01646306
31/01/2013,91.57,-0.006205452
30/01/2013,92.14,-0.005411854
29/01/2013,92.64,-0.001186688
28/01/2013,92.75,0.001510574
25/01/2013,92.61,0.018087222
24/01/2013,90.95,0.000879991
23/01/2013,90.87,-0.004392233
22/01/2013,91.27,-0.006770063
18/01/2013,91.89,0.014469177
17/01/2013,90.57,0.000110418
16/01/2013,90.56,-0.003747387
15/01/2013,90.9,0.006622541
14/01/2013,90.3,-0.003427122
11/01/2013,90.61,-0.007147993
10/01/2013,91.26,0.002633313
09/01/2013,91.02,0.025368517
08/01/2013,88.74,0.018768679
07/01/2013,87.09,0.003105057
04/01/2013,86.82,0.006934841
03/01/2013,86.22,-0.028470453
02/01/2013,88.71,0.018086144
31/12/2012,87.12,0.010036423
28/12/2012,86.25,-0.014731536
27/12/2012,87.53,0.001715168
26/12/2012,87.38,-0.014091142
24/12/2012,88.62,0.002259377
21/12/2012,88.42,-0.010239189
20/12/2012,89.33,0.010578537
19/12/2012,88.39,-0.009122199
18/12/2012,89.2,0.01150086
17/12/2012,88.18,0.009457143
14/12/2012,87.35,-0.000915437
13/12/2012,87.43,-0.002056673
12/12/2012,87.61,0.006297611
11/12/2012,87.06,0.01225024
10/12/2012,86,0.00583092
07/12/2012,85.5,0.005629853
06/12/2012,85.02,0.010285602
05/12/2012,84.15,-0.003321868
04/12/2012,84.43,0.003440711
03/12/2012,84.14,-0.004860997
30/11/2012,84.55,0
29/11/2012,84.55,0.009745739
28/11/2012,83.73,0.00935932
27/11/2012,82.95,-0.003850324
26/11/2012,83.27,-0.004433534
23/11/2012,83.64,0.018218517
21/11/2012,82.13,-0.008607679
20/11/2012,82.84,-0.003975669
19/11/2012,83.17,0.023848314
16/11/2012,81.21,0.000985586
15/11/2012,81.13,0.004818691
14/11/2012,80.74,-0.020229955
13/11/2012,82.39,-0.006291612
12/11/2012,82.91,-0.000723415
09/11/2012,82.97,-0.002888436
08/11/2012,83.21,-0.009449266
07/11/2012,84,-0.016295082
06/11/2012,85.38,0.007524136
05/11/2012,84.74,0.014860881
02/11/2012,83.49,-0.008349285
01/11/2012,84.19,0.028676664
31/10/2012,81.81,0.00306054
26/10/2012,81.56,0.010972187
25/10/2012,80.67,0.013352666
24/10/2012,79.6,0.008959616
23/10/2012,78.89,-0.027135144
22/10/2012,81.06,0.014664113
19/10/2012,79.88,-0.015157453
18/10/2012,81.1,-0.012376851
17/10/2012,82.11,0.005128216
16/10/2012,81.69,0.013432946
15/10/2012,80.6,0.00273326
12/10/2012,80.38,-0.006324818
11/10/2012,80.89,0.006200417
10/10/2012,80.39,-0.019585525
09/10/2012,81.98,-0.028736573
08/10/2012,84.37,0.000237079
05/10/2012,84.35,-0.001184834
04/10/2012,84.45,0.001540558
03/10/2012,84.32,0.003683245
02/10/2012,84.01,-0.00178391
01/10/2012,84.16,0.009911121
28/09/2012,83.33,-0.009435722
27/09/2012,84.12,0.009075773
26/09/2012,83.36,-0.009075773
25/09/2012,84.12,-0.005926294
24/09/2012,84.62,-0.000826886
21/09/2012,84.69,-0.004711989
20/09/2012,85.09,0.000940623
19/09/2012,85.01,-0.002701911
18/09/2012,85.24,0.00376117
17/09/2012,84.92,-0.001412097
14/09/2012,85.04,-0.001292673
13/09/2012,85.15,0.017892533
12/09/2012,83.64,0.002633786
11/09/2012,83.42,0.002400385
10/09/2012,83.22,0.000480769
07/09/2012,83.18,0.018320197
06/09/2012,81.67,0.025547024
05/09/2012,79.61,-0.0032606
04/09/2012,79.87,-0.003998506
31/08/2012,80.19,0.013812374
30/08/2012,79.09,-0.001137297
29/08/2012,79.18,0.020929809
28/08/2012,77.54,-0.006043091
27/08/2012,78.01,0.003724399
24/08/2012,77.72,0.008009344
23/08/2012,77.1,0.005853675
22/08/2012,76.65,0.008516265
21/08/2012,76,0.003294896
20/08/2012,75.75,0.006489659
17/08/2012,75.26,-0.012018899
16/08/2012,76.17,-0.027962987
15/08/2012,78.33,0.012848693
14/08/2012,77.33,-0.008883225
13/08/2012,78.02,-0.008042425
10/08/2012,78.65,0.001144965
09/08/2012,78.56,-0.008997083
08/08/2012,79.27,0.007470753
07/08/2012,78.68,0.021583572
06/08/2012,77,-0.001427552
03/08/2012,77.11,0.022425699
02/08/2012,75.4,-0.025145379
01/08/2012,77.32,-0.002067184
31/07/2012,77.48,-0.008098251
30/07/2012,78.11,-0.012088968
27/07/2012,79.06,0.025233487
26/07/2012,77.09,0.026019865
25/07/2012,75.11,-0.007692346
24/07/2012,75.69,0.001322052
23/07/2012,75.59,-0.011705269
20/07/2012,76.48,-0.026196736
19/07/2012,78.51,-0.001527301
18/07/2012,78.63,0.019390656
17/07/2012,77.12,0.01213243
16/07/2012,76.19,-0.005758424
13/07/2012,76.63,0.016048753
12/07/2012,75.41,0.001459757
11/07/2012,75.3,0.008535661
10/07/2012,74.66,-0.017262412
09/07/2012,75.96,-0.017616427
06/07/2012,77.31,-0.031950786
05/07/2012,79.82,0.004897969
03/07/2012,79.43,0.011777506
02/07/2012,78.5,-0.012280967
29/06/2012,79.47,0.033003763
28/06/2012,76.89,-0.016126261
27/06/2012,78.14,0.003975129
26/06/2012,77.83,-0.021481601
25/06/2012,79.52,-0.019551087
22/06/2012,81.09,0.013033139
21/06/2012,80.04,-0.028451947
20/06/2012,82.35,-0.000364232
19/06/2012,82.38,0.013442705
18/06/2012,81.28,0.008897735
15/06/2012,80.56,0.002983592
14/06/2012,80.32,0.010261634
13/06/2012,79.5,0.001510574
12/06/2012,79.38,0.014209831
11/06/2012,78.26,-0.006622541
08/06/2012,78.78,0.005473189
07/06/2012,78.35,-0.006107666
06/06/2012,78.83,0.0238779
05/06/2012,76.97,0.010710656
04/06/2012,76.15,-0.01200902
01/06/2012,77.07,-0.034558747
31/05/2012,79.78,-0.012704119
30/05/2012,80.8,-0.020457625
29/05/2012,82.47,0.004496574
25/05/2012,82.1,-0.001825373
24/05/2012,82.25,0.001947183
23/05/2012,82.09,-0.008249471
22/05/2012,82.77,0.002661507
21/05/2012,82.55,0.02130345
18/05/2012,80.81,-0.020939968
17/05/2012,82.52,-0.007966246
16/05/2012,83.18,0.000721588
15/05/2012,83.12,-0.008624874
14/05/2012,83.84,-0.011621143
11/05/2012,84.82,0.00626813
10/05/2012,84.29,-0.000711575
09/05/2012,84.35,-0.001776725
08/05/2012,84.5,0.008557219
07/05/2012,83.78,0.00322793
04/05/2012,83.51,-0.000119739
03/05/2012,83.52,-0.003585518
02/05/2012,83.82,-0.001192322
01/05/2012,83.92,-0.002261502
30/04/2012,84.11,0.003453823
27/04/2012,83.82,-0.005710223
26/04/2012,84.3,0.012293525
25/04/2012,83.27,0.017811097
24/04/2012,81.8,-0.076915763
23/04/2012,88.34,-0.004630422
20/04/2012,88.75,0.008032172
19/04/2012,88.04,-0.001702321
18/04/2012,88.19,-0.004186711
17/04/2012,88.56,0.018347048
16/04/2012,86.95,-0.006991032
13/04/2012,87.56,-0.019453226
12/04/2012,89.28,0.01273759
11/04/2012,88.15,0.008087065
10/04/2012,87.44,-0.029745321
09/04/2012,90.08,-0.020329253
05/04/2012,91.93,0.001850945
04/04/2012,91.76,-0.022947411
03/04/2012,93.89,-0.001064509
02/04/2012,93.99,0.014251514
30/03/2012,92.66,0.009215656
29/03/2012,91.81,-0.011371758
28/03/2012,92.86,-0.002688607
27/03/2012,93.11,-0.00983229
26/03/2012,94.03,0.033963896
23/03/2012,90.89,-0.003514556
22/03/2012,91.21,-0.012745965
21/03/2012,92.38,-0.005397832
20/03/2012,92.88,0.003235202
19/03/2012,92.58,-0.004096158
16/03/2012,92.96,-0.001827073
15/03/2012,93.13,0.010253179
14/03/2012,92.18,-0.000975874
13/03/2012,92.27,0.01925872
12/03/2012,90.51,-0.00517936
09/03/2012,90.98,0.012386798
08/03/2012,89.86,0.022280656
07/03/2012,87.88,0.006392716
06/03/2012,87.32,-0.018157557
05/03/2012,88.92,-0.004712227
02/03/2012,89.34,-0.010688144
01/03/2012,90.3,0.00778214
29/02/2012,89.6,-0.003342621
28/02/2012,89.9,0.010286316
27/02/2012,88.98,0.004731337
24/02/2012,88.56,0.005094255
23/02/2012,88.11,-0.000113488
22/02/2012,88.12,0.007746678
21/02/2012,87.44,-0.013517557
17/02/2012,88.63,-0.005288934
16/02/2012,89.1,0.013332024
15/02/2012,87.92,-0.00668823
14/02/2012,88.51,0.004189081
13/02/2012,88.14,0.003864959
10/02/2012,87.8,-0.006131506
09/02/2012,88.34,-0.002487282
08/02/2012,88.56,-0.003044142
07/02/2012,88.83,-0.004829028
06/02/2012,89.26,-0.002573428
03/02/2012,89.49,0.007965488
02/02/2012,88.78,0.005081599
01/02/2012,88.33,0.020126466
31/01/2012,86.57,0.003471422
30/01/2012,86.27,-0.006355097
27/01/2012,86.82,-0.001496231
26/01/2012,86.95,-0.010980323
25/01/2012,87.91,0.03319183
24/01/2012,85.04,0.07671648
23/01/2012,78.76,0.00982464
20/01/2012,77.99,-0.017665834
19/01/2012,79.38,0.039704579
18/01/2012,76.29,-0.019342461
17/01/2012,77.78,0.022361826
13/01/2012,76.06,-0.008509575
12/01/2012,76.71,0.017357438
11/01/2012,75.39,0.016719443
10/01/2012,74.14,-0.001751904
09/01/2012,74.27,0.001617033
06/01/2012,74.15,0.005951593
05/01/2012,73.71,-0.009989284
04/01/2012,74.45,-0.019815796
03/01/2012,75.94,0.025203014
30/12/2011,74.05,-0.001214657
29/12/2011,74.14,0.01194044
28/12/2011,73.26,-0.01839381
27/12/2011,74.62,0.000402118
23/12/2011,74.59,0.000938904
22/12/2011,74.52,0.010657774
21/12/2011,73.73,-0.005140704
20/12/2011,74.11,0.032780827
19/12/2011,71.72,0.00153492
16/12/2011,71.61,-0.004458695
15/12/2011,71.93,0.001252
14/12/2011,71.84,-0.008455245
13/12/2011,72.45,-0.014932807
12/12/2011,73.54,-0.017255753
09/12/2011,74.82,-0.009841814
08/12/2011,75.56,-0.046417744
07/12/2011,79.15,-0.012804594
06/12/2011,80.17,0.001497941
05/12/2011,80.05,0.002125931
02/12/2011,79.88,-0.000875931
01/12/2011,79.95,-0.000625195
30/11/2011,80,0.062141397
29/11/2011,75.18,0.000266064
28/11/2011,75.16,0.035343195
25/11/2011,72.55,-0.003165213
23/11/2011,72.78,-0.025637213
22/11/2011,74.67,0.004294732
21/11/2011,74.35,-0.005633062
18/11/2011,74.77,-0.018550949
17/11/2011,76.17,-0.032167083
16/11/2011,78.66,-0.007346455
15/11/2011,79.24,-0.002772529
14/11/2011,79.46,-0.007147814
11/11/2011,80.03,0.026590577
10/11/2011,77.93,0.005791149
09/11/2011,77.48,-0.050583182
08/11/2011,81.5,0.026104652
07/11/2011,79.4,0.010763004
04/11/2011,78.55,-0.014157739
03/11/2011,79.67,0.028131429
02/11/2011,77.46,0.007906204
01/11/2011,76.85,-0.041670041
31/10/2011,80.12,-0.025873071
28/10/2011,82.22,0.015566901
27/10/2011,80.95,0.049766552
26/10/2011,77.02,-0.024116099
25/10/2011,78.9,-0.052344706
24/10/2011,83.14,0.031151361
21/10/2011,80.59,0.036261948
20/10/2011,77.72,0.022247714
19/10/2011,76.01,-0.008515149
18/10/2011,76.66,0.018962907
17/10/2011,75.22,-0.026629763
14/10/2011,77.25,0.01684003
13/10/2011,75.96,-0.017875093
12/10/2011,77.33,-0.011571227
11/10/2011,78.23,0.030104778
10/10/2011,75.91,0.042107236
07/10/2011,72.78,-0.083271683
06/10/2011,79.1,0.026907453
05/10/2011,77,0.020600348
04/10/2011,75.43,0.021033664
03/10/2011,73.86,-0.021828788
30/09/2011,75.49,-0.029498354
29/09/2011,77.75,0.009303595
28/09/2011,77.03,-0.032819136
27/09/2011,79.6,0.036330422
26/09/2011,76.76,0.021996277
23/09/2011,75.09,0.010980292
22/09/2011,74.27,-0.038174086
21/09/2011,77.16,-0.051649633
20/09/2011,81.25,0.007660033
19/09/2011,80.63,-0.02207866
16/09/2011,82.43,0.007549963
15/09/2011,81.81,0.0261299
14/09/2011,79.7,0.025800503
13/09/2011,77.67,0.028998897
12/09/2011,75.45,0.011061617
09/09/2011,74.62,-0.031656561
08/09/2011,77.02,-0.022340125
07/09/2011,78.76,0.037647548
06/09/2011,75.85,0.000131848
02/09/2011,75.84,-0.038667777
01/09/2011,78.83,-0.013106678
31/08/2011,79.87,-0.008974259
30/08/2011,80.59,0.003480426
29/08/2011,80.31,0.024835818
26/08/2011,78.34,0.022200189
25/08/2011,76.62,-0.008835816
24/08/2011,77.3,0.01985955
23/08/2011,75.78,0.039706447
22/08/2011,72.83,0.00619794
19/08/2011,72.38,0.002628486
18/08/2011,72.19,-0.081118349
17/08/2011,78.29,0.00692133
16/08/2011,77.75,-0.042307707
15/08/2011,81.11,0.027751781
12/08/2011,78.89,0.040748055
11/08/2011,75.74,0.034794295
10/08/2011,73.15,-0.048952895
09/08/2011,76.82,0.048269602
08/08/2011,73.2,-0.063641603
05/08/2011,78.01,-0.010963904
04/08/2011,78.87,-0.049351509
03/08/2011,82.86,0.012264133
02/08/2011,81.85,-0.052825413
01/08/2011,86.29,-0.018372316
29/07/2011,87.89,0.004790155
28/07/2011,87.47,0.009418861
27/07/2011,86.65,-0.029564404
26/07/2011,89.25,-0.084299955
25/07/2011,97.1,-0.009838161
22/07/2011,98.06,-0.011155171
21/07/2011,99.16,0.028643529
20/07/2011,96.36,0.002285715
19/07/2011,96.14,0.032561016
18/07/2011,93.06,-0.006747014
15/07/2011,93.69,0.002671941
14/07/2011,93.44,-0.010962805
13/07/2011,94.47,0.000635324
12/07/2011,94.41,-0.006756069
11/07/2011,95.05,-0.036160965
08/07/2011,98.55,-0.000202922
07/07/2011,98.57,0.005493401
06/07/2011,98.03,0.001020617
05/07/2011,97.93,0.003068114
01/07/2011,97.63,0.019548639
30/06/2011,95.74,0.004081852
29/06/2011,95.35,0.014046806
28/06/2011,94.02,0.014031184
27/06/2011,92.71,0.013355972
24/06/2011,91.48,-0.017983368
23/06/2011,93.14,-0.009722818
22/06/2011,94.05,-0.002654634
21/06/2011,94.3,0.018300045
20/06/2011,92.59,0.005414785
17/06/2011,92.09,0.006973985
16/06/2011,91.45,0.004383569
15/06/2011,91.05,-0.023016975
14/06/2011,93.17,0.017977526
13/06/2011,91.51,-0.008054027
10/06/2011,92.25,-0.020811736
09/06/2011,94.19,0.013682736
08/06/2011,92.91,-0.010599104
07/06/2011,93.9,0.013617323
06/06/2011,92.63,-0.014788096
03/06/2011,94.01,-0.021988156
02/06/2011,96.1,0.00166632
01/06/2011,95.94,-0.026942504
31/05/2011,98.56,0.007740923
27/05/2011,97.8,-0.001838799
26/05/2011,97.98,0.004090822
25/05/2011,97.58,0.004725227
24/05/2011,97.12,-0.001440478
23/05/2011,97.26,-0.015001047
20/05/2011,98.73,-0.008371626
19/05/2011,99.56,0.011110103
18/05/2011,98.46,0.025510538
17/05/2011,95.98,-0.012322185
16/05/2011,97.17,-0.005439537
13/05/2011,97.7,-0.007444077
12/05/2011,98.43,0.011649427
11/05/2011,97.29,-0.00747533
10/05/2011,98.02,0.002246962
09/05/2011,97.8,0.009554704
06/05/2011,96.87,0.012674178
05/05/2011,95.65,-0.012674178
04/05/2011,96.87,-0.006482505
03/05/2011,97.5,-0.008069915
02/05/2011,98.29,0.002954814
29/04/2011,98,0.000408247
28/04/2011,97.96,-0.003566519
27/04/2011,98.31,-0.000101714
26/04/2011,98.32,0.080339402
25/04/2011,90.73,-0.000771222
21/04/2011,90.8,0.012634547
20/04/2011,89.66,0.036921329
19/04/2011,86.41,0.005221338
18/04/2011,85.96,-0.021293318
15/04/2011,87.81,0.006971058
14/04/2011,87.2,-0.004005728
13/04/2011,87.55,0.004464549
12/04/2011,87.16,-0.007885305
11/04/2011,87.85,0.002279203
08/04/2011,87.65,-0.006255352
07/04/2011,88.2,-0.01328998
06/04/2011,89.38,-0.003796766
05/04/2011,89.72,0.007832646
04/04/2011,89.02,0.01232002
01/04/2011,87.93,0.011783011
31/03/2011,86.9,0.00103621
30/03/2011,86.81,0.009490812
29/03/2011,85.99,0.005363819
28/03/2011,85.53,0.000350816
25/03/2011,85.5,0.010227562
24/03/2011,84.63,0.006639029
23/03/2011,84.07,-0.004036093
22/03/2011,84.41,-0.006494679
21/03/2011,84.96,0.016495953
18/03/2011,83.57,0.021896478
17/03/2011,81.76,0.014661755
16/03/2011,80.57,-0.02609323
15/03/2011,82.7,-0.024250128
14/03/2011,84.73,-0.007525021
11/03/2011,85.37,0.004225854
10/03/2011,85.01,-0.022794335
09/03/2011,86.97,-0.001723247
08/03/2011,87.12,0.01282291
07/03/2011,86.01,-0.01144455
04/03/2011,87,0.02738301
03/03/2011,84.65,0.02657566
02/03/2011,82.43,0.004742515
01/03/2011,82.04,-0.012235903
28/02/2011,83.05,0.00737208
25/02/2011,82.44,0.010241494
24/02/2011,81.6,0.013820556
23/02/2011,80.48,-0.03022931
22/02/2011,82.95,-0.005170456
18/02/2011,83.38,0.035275519
17/02/2011,80.49,0.001865324
16/02/2011,80.34,0.005491776
15/02/2011,79.9,-0.003747662
14/02/2011,80.2,0.004123202
11/02/2011,79.87,0.005146563
10/02/2011,79.46,0.019699436
09/02/2011,77.91,0.013698844
08/02/2011,76.85,0.009413065
07/02/2011,76.13,0.010033087
04/02/2011,75.37,-0.002252999
03/02/2011,75.54,-0.004622606
02/02/2011,75.89,-0.023570334
01/02/2011,77.7,0.01700346
31/01/2011,76.39,0.004329295
28/01/2011,76.06,-0.021075321
27/01/2011,77.68,0.013217764
26/01/2011,76.66,-0.017200553
