Date,Close,QEP
22/10/2013,32.9,0.056586434
21/10/2013,31.09,-0.004172691
18/10/2013,31.22,0.010626408
17/10/2013,30.89,0.008126162
16/10/2013,30.64,0.027462437
15/10/2013,29.81,0.003360218
14/10/2013,29.71,0.008450278
11/10/2013,29.46,0.012982758
10/10/2013,29.08,0.027895812
09/10/2013,28.28,0.006029456
08/10/2013,28.11,-0.001777146
07/10/2013,28.16,-0.018297484
04/10/2013,28.68,0.023281475
03/10/2013,28.02,-0.005339041
02/10/2013,28.17,-0.003189795
01/10/2013,28.26,0.02037604
