Date,Close,M
16/10/2013,43.79,0.030372104
15/10/2013,42.48,-0.002351283
14/10/2013,42.58,-0.00140812
11/10/2013,42.64,-0.01327917
10/10/2013,43.21,0.019867429
09/10/2013,42.36,-0.002122392
08/10/2013,42.45,-0.012640618
07/10/2013,42.99,-0.024811748
04/10/2013,44.07,-0.003171729
03/10/2013,44.21,0.005443425
02/10/2013,43.97,0.012126908
01/10/2013,43.44,0.003921121
30/09/2013,43.27,-0.005761048
27/09/2013,43.52,0.00460618
26/09/2013,43.32,0.01207632
25/09/2013,42.8,-0.018060227
24/09/2013,43.58,-0.025151433
23/09/2013,44.69,0.001567574
20/09/2013,44.62,-0.018430632
19/09/2013,45.45,-0.002856203
18/09/2013,45.58,0.01169604
17/09/2013,45.05,0.001777383
16/09/2013,44.97,0.006022099
13/09/2013,44.7,0.026523146
12/09/2013,43.53,-0.013916045
11/09/2013,44.14,-0.009918927
10/09/2013,44.58,-0.018226777
09/09/2013,45.4,0.007073416
06/09/2013,45.08,-0.020637395
05/09/2013,46.02,0.026867945
04/09/2013,44.8,0.011675032
03/09/2013,44.28,-0.003381809
30/08/2013,44.43,-0.004043132
29/08/2013,44.61,0.006522007
28/08/2013,44.32,0.019364997
27/08/2013,43.47,-0.015748357
26/08/2013,44.16,-0.014165498
23/08/2013,44.79,-0.003565861
22/08/2013,44.95,0.000445038
21/08/2013,44.93,-0.015021268
20/08/2013,45.61,0.01457623
19/08/2013,44.95,-0.000889482
16/08/2013,44.99,-0.028701718
15/08/2013,46.3,-0.000647738
14/08/2013,46.33,-0.045774099
13/08/2013,48.5,0.008073742
12/08/2013,48.11,-0.008486028
09/08/2013,48.52,0.00599485
08/08/2013,48.23,0.008328176
07/08/2013,47.83,-0.012672861
06/08/2013,48.44,-0.02507521
05/08/2013,49.67,0.004236867
02/08/2013,49.46,0.003848886
01/08/2013,49.27,0.019056001
31/07/2013,48.34,0.003730574
30/07/2013,48.16,-0.002281449
29/07/2013,48.27,0.002073829
26/07/2013,48.17,0.00353541
25/07/2013,48,-0.00623055
24/07/2013,48.3,-0.010093813
23/07/2013,48.79,-0.002456501
22/07/2013,48.91,-0.002450481
19/07/2013,49.03,-0.003664499
18/07/2013,49.21,-0.006481692
17/07/2013,49.53,-0.004431917
16/07/2013,49.75,-0.00940289
15/07/2013,50.22,0.015855826
12/07/2013,49.43,-0.005246178
11/07/2013,49.69,0.00443728
10/07/2013,49.47,-0.018029335
09/07/2013,50.37,0.001987282
08/07/2013,50.27,0.021921441
05/07/2013,49.18,0.014335695
03/07/2013,48.48,0.001651528
02/07/2013,48.4,0.002896754
01/07/2013,48.26,0.005402049
28/06/2013,48,-0.003120127
27/06/2013,48.15,0.008761007
26/06/2013,47.73,0.024388867
25/06/2013,46.58,0.009491012
24/06/2013,46.14,-0.01548418
21/06/2013,46.86,0.000853971
20/06/2013,46.82,-0.031742024
19/06/2013,48.33,-0.020277192
18/06/2013,49.32,0.010394468
17/06/2013,48.81,0.006783868
14/06/2013,48.48,-0.005758963
13/06/2013,48.76,0.014460074
12/06/2013,48.06,-0.010349916
11/06/2013,48.56,-0.007590559
10/06/2013,48.93,0.006561434
07/06/2013,48.61,0.00453609
06/06/2013,48.39,0.02151519
05/06/2013,47.36,-0.02151519
04/06/2013,48.39,-0.007412017
03/06/2013,48.75,0.008445822
31/05/2013,48.34,-0.017430976
30/05/2013,49.19,0.006935972
29/05/2013,48.85,-0.011600822
28/05/2013,49.42,0.004258346
24/05/2013,49.21,0.004684803
23/05/2013,48.98,-0.000408247
22/05/2013,49,-0.008737229
21/05/2013,49.43,0.011803149
20/05/2013,48.85,0.003691555
17/05/2013,48.67,0.016364943
16/05/2013,47.88,-0.014308176
15/05/2013,48.57,0.02459482
14/05/2013,47.39,0.010820091
13/05/2013,46.88,-0.007438139
10/05/2013,47.23,0.016652819
09/05/2013,46.45,-0.004082077
08/05/2013,46.64,0.003006229
07/05/2013,46.5,0.010810916
06/05/2013,46,-0.004987542
03/05/2013,46.23,0.031867327
02/05/2013,44.78,0.00178811
01/05/2013,44.7,0.002239643
30/04/2013,44.6,-0.010482978
29/04/2013,45.07,0.009810558
26/04/2013,44.63,-0.003355333
25/04/2013,44.78,0.020075107
24/04/2013,43.89,-0.00136612
23/04/2013,43.95,0.009372568
22/04/2013,43.54,0
19/04/2013,43.54,0.013876263
18/04/2013,42.94,-0.015482689
17/04/2013,43.61,-0.007310976
16/04/2013,43.93,0.011677294
15/04/2013,43.42,-0.022994752
12/04/2013,44.43,0.002704532
11/04/2013,44.31,-0.001127777
10/04/2013,44.36,0.015676795
09/04/2013,43.67,-0.007300968
08/04/2013,43.99,0.013733336
05/04/2013,43.39,-0.003910298
04/04/2013,43.56,0.027226813
03/04/2013,42.39,0.008528836
02/04/2013,42.03,0.009562588
01/04/2013,41.63,-0.005031759
28/03/2013,41.84,0.002632525
27/03/2013,41.73,-0.0062112
26/03/2013,41.99,-0.008773026
25/03/2013,42.36,-0.007057192
22/03/2013,42.66,0.011552645
21/03/2013,42.17,-0.008970787
20/03/2013,42.55,0.02089841
19/03/2013,41.67,0.002162163
18/03/2013,41.58,-0.004798474
15/03/2013,41.78,-0.008816928
14/03/2013,42.15,0.000949442
13/03/2013,42.11,0.003330165
12/03/2013,41.97,0.006214169
11/03/2013,41.71,0.000959463
08/03/2013,41.67,0.010615299
07/03/2013,41.23,0.003644762
06/03/2013,41.08,-0.015459245
05/03/2013,41.72,0.004323812
04/03/2013,41.54,0.020920247
01/03/2013,40.68,-0.01027155
28/02/2013,41.1,0.012732787
27/02/2013,40.58,0.024698773
26/02/2013,39.59,0.027398974
25/02/2013,38.52,-0.01443324
22/02/2013,39.08,-0.006376759
21/02/2013,39.33,-0.004566218
20/02/2013,39.51,-0.023018279
19/02/2013,40.43,0.032938238
15/02/2013,39.12,-0.010678973
14/02/2013,39.54,-0.010566136
13/02/2013,39.96,-0.003746726
12/02/2013,40.11,-0.003235846
11/02/2013,40.24,0.007984074
08/02/2013,39.92,-0.008729323
07/02/2013,40.27,0.01981256
06/02/2013,39.48,-0.009328191
05/02/2013,39.85,0.028766143
04/02/2013,38.72,-0.020197542
01/02/2013,39.51,0
31/01/2013,39.51,-0.000759013
30/01/2013,39.54,-0.010315854
29/01/2013,39.95,0.014116695
28/01/2013,39.39,0.016639319
25/01/2013,38.74,-0.006688988
24/01/2013,39,0.019941098
23/01/2013,38.23,0.001308729
22/01/2013,38.18,-0.006266339
18/01/2013,38.42,0.009151587
17/01/2013,38.07,-0.009411834
16/01/2013,38.43,0.013623475
15/01/2013,37.91,0.022137189
14/01/2013,37.08,0.005137229
11/01/2013,36.89,-0.009711433
10/01/2013,37.25,0.015147706
09/01/2013,36.69,-0.009764113
08/01/2013,37.05,-0.016064603
07/01/2013,37.65,-0.00767301
04/01/2013,37.94,0.012465352
03/01/2013,37.47,-0.022170346
02/01/2013,38.31,-0.018363376
31/12/2012,39.02,0.043473722
28/12/2012,37.36,0.007522873
27/12/2012,37.08,-0.001347527
26/12/2012,37.13,-0.010448856
24/12/2012,37.52,0.00026656
21/12/2012,37.51,-0.010607365
20/12/2012,37.91,-0.022431822
19/12/2012,38.77,-0.008731437
18/12/2012,39.11,0.010280224
17/12/2012,38.71,0.016671394
14/12/2012,38.07,-0.003932368
13/12/2012,38.22,-0.016606505
12/12/2012,38.86,0
11/12/2012,38.86,-0.012530531
10/12/2012,39.35,-0.001523616
07/12/2012,39.41,0.012511334
06/12/2012,38.92,0.001285512
05/12/2012,38.87,0.015556445
04/12/2012,38.27,0.004452017
03/12/2012,38.1,-0.015625318
30/11/2012,38.7,0.002069323
29/11/2012,38.62,-0.044068918
28/11/2012,40.36,0.018252788
27/11/2012,39.63,-0.005786908
26/11/2012,39.86,-0.04584698
23/11/2012,41.73,0.017404355
21/11/2012,41.01,0.005869423
20/11/2012,40.77,-0.003916774
19/11/2012,40.93,0.018493931
16/11/2012,40.18,0.021127546
15/11/2012,39.34,0.011247562
14/11/2012,38.9,-0.004616577
13/11/2012,39.08,0.009771227
12/11/2012,38.7,-0.005925562
09/11/2012,38.93,-0.002052862
08/11/2012,39.01,-0.03624862
07/11/2012,40.45,-0.022731029
06/11/2012,41.38,0.005330761
05/11/2012,41.16,0.013452569
02/11/2012,40.61,0.002218662
01/11/2012,40.52,0.062369109
31/10/2012,38.07,-0.010712055
26/10/2012,38.48,-0.005184045
25/10/2012,38.68,-0.005157309
24/10/2012,38.88,-0.014807521
23/10/2012,39.46,-0.013341922
22/10/2012,39.99,0
19/10/2012,39.99,-0.011684409
18/10/2012,40.46,-0.009348162
17/10/2012,40.84,0.009101034
16/10/2012,40.47,0.01393404
15/10/2012,39.91,0.012607328
12/10/2012,39.41,0.004577831
11/10/2012,39.23,0.005880114
10/10/2012,39,-0.016024761
09/10/2012,39.63,0.008107468
08/10/2012,39.31,-0.007602672
05/10/2012,39.61,-0.001513623
04/10/2012,39.67,0.004547759
03/10/2012,39.49,0.020724805
02/10/2012,38.68,0.002588663
01/10/2012,38.58,0.025198184
28/09/2012,37.62,0.00292826
27/09/2012,37.51,-0.006377912
26/09/2012,37.75,0
25/09/2012,37.75,-0.001588142
24/09/2012,37.81,-0.015223391
21/09/2012,38.39,-0.006749766
20/09/2012,38.65,-0.010039987
19/09/2012,39.04,0.01392852
18/09/2012,38.5,-0.001297859
17/09/2012,38.55,-0.017740535
14/09/2012,39.24,-0.001018849
13/09/2012,39.28,0.001528663
12/09/2012,39.22,-0.001274048
11/09/2012,39.27,-0.018168554
10/09/2012,39.99,-0.011684409
07/09/2012,40.46,0.002722437
06/09/2012,40.35,0.011967233
05/09/2012,39.87,-0.008740223
04/09/2012,40.22,-0.002235193
31/08/2012,40.31,0.000248108
30/08/2012,40.3,-0.00420949
29/08/2012,40.47,0.001236247
28/08/2012,40.42,0.019738305
27/08/2012,39.63,-0.003023434
24/08/2012,39.75,0.021101584
23/08/2012,38.92,-0.010479329
22/08/2012,39.33,0.001272103
21/08/2012,39.28,0.01126484
20/08/2012,38.84,-0.002828129
17/08/2012,38.95,0.005406114
16/08/2012,38.74,0.005175995
15/08/2012,38.54,0.007814575
14/08/2012,38.24,0.009722846
13/08/2012,37.87,-0.003426918
10/08/2012,38,-0.003152919
09/08/2012,38.12,0.002889796
08/08/2012,38.01,0.02693137
07/08/2012,37,0.004333701
06/08/2012,36.84,-0.011336154
03/08/2012,37.26,0.023351591
02/08/2012,36.4,0.037507895
01/08/2012,35.06,-0.022003709
31/07/2012,35.84,-0.022621654
30/07/2012,36.66,0.003278691
27/07/2012,36.54,0.026623869
26/07/2012,35.58,0.02966561
25/07/2012,34.54,0.003189795
24/07/2012,34.43,-0.01727656
23/07/2012,35.03,-0.016140801
20/07/2012,35.6,0.003094671
19/07/2012,35.49,0.019346265
18/07/2012,34.81,0.017971498
17/07/2012,34.19,0.007928393
16/07/2012,33.92,0.008288976
13/07/2012,33.64,0.024373104
12/07/2012,32.83,-0.009699985
11/07/2012,33.15,-0.042521906
10/07/2012,34.59,0.011338979
09/07/2012,34.2,0.004983156
06/07/2012,34.03,-0.007027847
05/07/2012,34.27,0.026912758
03/07/2012,33.36,-0.015762408
02/07/2012,33.89,-0.013482033
29/06/2012,34.35,0.026550232
28/06/2012,33.45,0.009310775
27/06/2012,33.14,-0.031484632
26/06/2012,34.2,0.011173301
25/06/2012,33.82,0.001183432
22/06/2012,33.78,-0.03319082
21/06/2012,34.92,-0.057587875
20/06/2012,36.99,-0.004854378
19/06/2012,37.17,0.015180557
18/06/2012,36.61,0.015137209
15/06/2012,36.06,0.006677821
14/06/2012,35.82,0.021445517
13/06/2012,35.06,-0.05169253
12/06/2012,36.92,0.01528414
11/06/2012,36.36,-0.023108273
08/06/2012,37.21,0.019539292
07/06/2012,36.49,-0.024097552
06/06/2012,37.38,0.021634159
05/06/2012,36.58,0.004383569
04/06/2012,36.42,-0.011737544
01/06/2012,36.85,-0.032045466
31/05/2012,38.05,-0.006548812
30/05/2012,38.3,-0.017855307
29/05/2012,38.99,0.032054862
25/05/2012,37.76,-0.006861996
24/05/2012,38.02,0.025843985
23/05/2012,37.05,0.015778347
22/05/2012,36.47,0.00522338
21/05/2012,36.28,0.029084824
18/05/2012,35.24,-0.005377118
17/05/2012,35.43,-0.051166275
16/05/2012,37.29,0.007537048
15/05/2012,37.01,0.008956499
14/05/2012,36.68,-0.034828058
11/05/2012,37.98,0.003957267
10/05/2012,37.83,-0.005798646
09/05/2012,38.05,-0.03765272
08/05/2012,39.51,-0.019549495
07/05/2012,40.29,-0.020148102
04/05/2012,41.11,-0.01064612
03/05/2012,41.55,0.006761678
02/05/2012,41.27,-0.004110754
01/05/2012,41.44,0.010186845
30/04/2012,41.02,-0.003892949
27/04/2012,41.18,0.012953866
26/04/2012,40.65,0.017620508
25/04/2012,39.94,0.02844275
24/04/2012,38.82,0.001546791
23/04/2012,38.76,-0.00873368
20/04/2012,39.1,-0.013968481
19/04/2012,39.65,-0.012033236
18/04/2012,40.13,-0.001245175
17/04/2012,40.18,0.004239937
16/04/2012,40.01,0.000750094
13/04/2012,39.98,-0.00871628
12/04/2012,40.33,0.023583632
11/04/2012,39.39,0.021296507
10/04/2012,38.56,-0.036163859
09/04/2012,39.98,-0.022016969
05/04/2012,40.87,-0.000733765
04/04/2012,40.9,0.000244529
03/04/2012,40.89,0.016024009
02/04/2012,40.24,0.012754956
30/03/2012,39.73,-0.005021351
29/03/2012,39.93,-0.002751033
28/03/2012,40.04,-0.009445758
27/03/2012,40.42,-0.000494682
26/03/2012,40.44,0.014947961
23/03/2012,39.84,-0.005506898
22/03/2012,40.06,-0.010182629
21/03/2012,40.47,0.019209771
20/03/2012,39.7,0.002017146
19/03/2012,39.62,-0.002772529
16/03/2012,39.73,-0.001006289
15/03/2012,39.77,-0.00351406
14/03/2012,39.91,0.008555664
13/03/2012,39.57,-0.000252685
12/03/2012,39.58,-0.002271294
09/03/2012,39.67,0.009370716
08/03/2012,39.3,0.021345802
07/03/2012,38.47,0.031421727
06/03/2012,37.28,-0.025425098
05/03/2012,38.24,-0.001828871
02/03/2012,38.31,-0.013997118
01/03/2012,38.85,0.022911703
29/02/2012,37.97,0.00342963
28/02/2012,37.84,0.012498501
27/02/2012,37.37,0.008330023
24/02/2012,37.06,0.001890615
23/02/2012,36.99,-0.018481844
22/02/2012,37.68,0.026625211
21/02/2012,36.69,0.012064857
17/02/2012,36.25,0.026556417
16/02/2012,35.3,0.009392413
15/02/2012,34.97,-0.01673086
14/02/2012,35.56,-0.006726483
13/02/2012,35.8,0.003357586
10/02/2012,35.68,-0.014745016
09/02/2012,36.21,0.009712856
08/02/2012,35.86,-0.000278823
07/02/2012,35.87,0.004190536
06/02/2012,35.72,-0.011135973
03/02/2012,36.12,0.024948736
02/02/2012,35.23,0.035831629
01/02/2012,33.99,0.008865306
31/01/2012,33.69,-0.018527217
30/01/2012,34.32,0.014675931
27/01/2012,33.82,0.016396253
26/01/2012,33.27,-0.027277114
25/01/2012,34.19,-0.031383027
24/01/2012,35.28,0.005400042
23/01/2012,35.09,-0.008230499
20/01/2012,35.38,-0.012359708
19/01/2012,35.82,0.012642393
18/01/2012,35.37,0.019700851
17/01/2012,34.68,0.007525361
13/01/2012,34.42,-0.017852475
12/01/2012,35.04,0.005724114
11/01/2012,34.84,-0.000860709
10/01/2012,34.87,0.01182763
09/01/2012,34.46,-0.002897713
06/01/2012,34.56,0.018692133
05/01/2012,33.92,0.038159955
04/01/2012,32.65,-0.000918414
03/01/2012,32.68,0.015418128
30/12/2011,32.18,-0.009587208
29/12/2011,32.49,-0.005524876
28/12/2011,32.67,0.012009382
27/12/2011,32.28,0.002481391
23/12/2011,32.2,0.010301324
22/12/2011,31.87,-0.005319994
21/12/2011,32.04,0.006261761
20/12/2011,31.84,0.040704225
19/12/2011,30.57,-0.014935343
16/12/2011,31.03,-0.014080233
15/12/2011,31.47,0.020870881
14/12/2011,30.82,0.003575495
13/12/2011,30.71,-0.054187182
12/12/2011,32.42,-0.011348075
09/12/2011,32.79,0.015366006
08/12/2011,32.29,-0.014145377
07/12/2011,32.75,-0.006088299
06/12/2011,32.95,-0.005749751
05/12/2011,33.14,0.01827091
02/12/2011,32.54,0.011746657
01/12/2011,32.16,-0.005272147
30/11/2011,32.33,0.041041113
29/11/2011,31.03,0.00614193
28/11/2011,30.84,0.046118639
25/11/2011,29.45,-0.003728186
23/11/2011,29.56,-0.030648635
22/11/2011,30.48,-0.017239002
21/11/2011,31.01,0.021183781
18/11/2011,30.36,-0.001974334
17/11/2011,30.42,-0.009813621
16/11/2011,30.72,-0.007135937
15/11/2011,30.94,0.01268516
14/11/2011,30.55,-0.019128481
11/11/2011,31.14,0.011952977
10/11/2011,30.77,0.010454195
09/11/2011,30.45,-0.05463745
08/11/2011,32.16,-0.005890577
07/11/2011,32.35,0.031080825
04/11/2011,31.36,-0.003501516
03/11/2011,31.47,0.033934424
02/11/2011,30.42,0.011904903
01/11/2011,30.06,-0.015514422
31/10/2011,30.53,-0.030007091
28/10/2011,31.46,-0.014515875
27/10/2011,31.92,0.043540808
26/10/2011,30.56,0
25/10/2011,30.56,-0.018158735
24/10/2011,31.12,0.042000924
21/10/2011,29.84,0.010104498
20/10/2011,29.54,0.004070562
19/10/2011,29.42,-0.018188443
18/10/2011,29.96,0.037753166
17/10/2011,28.85,-0.014111403
14/10/2011,29.26,0.031594365
13/10/2011,28.35,-0.002466092
12/10/2011,28.42,0.017033769
11/10/2011,27.94,0.008626941
10/10/2011,27.7,0.027449116
07/10/2011,26.95,0.019105282
06/10/2011,26.44,0.010264298
05/10/2011,26.17,0
04/10/2011,26.17,0.031046343
03/10/2011,25.37,-0.036761733
30/09/2011,26.32,-0.03509132
29/09/2011,27.26,0.002939018
28/09/2011,27.18,0
27/09/2011,27.18,-0.005137626
26/09/2011,27.32,0.064245738
23/09/2011,25.62,0.024897552
22/09/2011,24.99,-0.04422556
21/09/2011,26.12,-0.045649527
20/09/2011,27.34,-0.008014615
19/09/2011,27.56,-0.006509969
16/09/2011,27.74,0.009416948
15/09/2011,27.48,0.048462707
14/09/2011,26.18,0.03221703
13/09/2011,25.35,-0.013323081
12/09/2011,25.69,0.020449002
09/09/2011,25.17,-0.024334011
08/09/2011,25.79,-0.017298144
07/09/2011,26.24,0.054829707
06/09/2011,24.84,-0.020717873
02/09/2011,25.36,-0.043594174
01/09/2011,26.49,0.020595694
31/08/2011,25.95,-0.011494379
30/08/2011,26.25,0.00841627
29/08/2011,26.03,0.044381916
26/08/2011,24.9,0.018237588
25/08/2011,24.45,-0.029816874
24/08/2011,25.19,0.035559302
23/08/2011,24.31,0.03729743
22/08/2011,23.42,0.01030052
19/08/2011,23.18,0.004756766
18/08/2011,23.07,-0.063400032
17/08/2011,24.58,-0.024513986
16/08/2011,25.19,-0.021599112
15/08/2011,25.74,0.007408886
12/08/2011,25.55,0.002743486
11/08/2011,25.48,0.03840472
10/08/2011,24.52,-0.036833627
09/08/2011,25.44,0.052866859
08/08/2011,24.13,-0.095197149
05/08/2011,26.54,0.015568949
04/08/2011,26.13,-0.063030496
03/08/2011,27.83,0.007212437
02/08/2011,27.63,-0.05800255
01/08/2011,29.28,0.014101695
29/07/2011,28.87,-0.004147949
28/07/2011,28.99,-0.006875242
27/07/2011,29.19,-0.024700968
26/07/2011,29.92,-0.000668226
25/07/2011,29.94,-0.018531305
22/07/2011,30.5,0.018531305
21/07/2011,29.94,0.011421018
20/07/2011,29.6,-0.018078832
19/07/2011,30.14,0.015042904
18/07/2011,29.69,-0.009720204
15/07/2011,29.98,-0.002664892
14/07/2011,30.06,0.008016075
13/07/2011,29.82,0.005379973
12/07/2011,29.66,0.002024975
11/07/2011,29.6,-0.027325926
08/07/2011,30.42,-0.001314061
07/07/2011,30.46,0.053611354
06/07/2011,28.87,-0.024971368
05/07/2011,29.6,-0.009414999
01/07/2011,29.88,0.021651725
30/06/2011,29.24,0.016552102
29/06/2011,28.76,0.00104366
28/06/2011,28.73,0.020394518
27/06/2011,28.15,0.004628814
24/06/2011,28.02,-0.023978582
23/06/2011,28.7,0.021127546
22/06/2011,28.1,-0.005677801
21/06/2011,28.26,0.021821649
20/06/2011,27.65,0.013838531
17/06/2011,27.27,0.014404681
16/06/2011,26.88,-0.015137819
15/06/2011,27.29,-0.021747867
14/06/2011,27.89,0.027628075
13/06/2011,27.13,-0.00367918
10/06/2011,27.23,-0.032517316
09/06/2011,28.13,0.011081436
08/06/2011,27.82,0.001438849
07/06/2011,27.78,0.03033304
06/06/2011,26.95,-0.021656196
03/06/2011,27.54,-0.017279048
02/06/2011,28.02,-0.0092363
01/06/2011,28.28,-0.020994473
31/05/2011,28.88,-0.001038242
27/05/2011,28.91,0.009034113
26/05/2011,28.65,0.013352271
25/05/2011,28.27,-0.000707214
24/05/2011,28.29,-0.010198787
23/05/2011,28.58,-0.001747947
20/05/2011,28.63,-0.029935144
19/05/2011,29.5,0.010221554
18/05/2011,29.2,0.027779564
17/05/2011,28.4,0.01204407
16/05/2011,28.06,-0.014154518
13/05/2011,28.46,-0.005606181
12/05/2011,28.62,0.009126072
11/05/2011,28.36,0.074270728
10/05/2011,26.33,0.005713213
09/05/2011,26.18,0.003827023
06/05/2011,26.08,-0.010299538
05/05/2011,26.35,0.036719101
04/05/2011,25.4,0.016673669
03/05/2011,24.98,0.03254966
02/05/2011,24.18,0.011229064
29/04/2011,23.91,-0.012468989
28/04/2011,24.21,-0.014760416
27/04/2011,24.57,0.003261316
26/04/2011,24.49,0.020627794
25/04/2011,23.99,-0.007061296
21/04/2011,24.16,-0.014382824
20/04/2011,24.51,0.024366268
19/04/2011,23.92,0
18/04/2011,23.92,-0.019868203
15/04/2011,24.4,-0.001638002
14/04/2011,24.44,-0.009772065
13/04/2011,24.68,-0.001214821
12/04/2011,24.71,-0.011267725
11/04/2011,24.99,0.006423145
08/04/2011,24.83,-0.022696575
07/04/2011,25.4,0.008302084
06/04/2011,25.19,0.023700647
05/04/2011,24.6,0.027613541
04/04/2011,23.93,-0.017398948
01/04/2011,24.35,0.003702946
31/03/2011,24.26,0.000824742
30/03/2011,24.24,0.025063969
29/03/2011,23.64,0.02051354
28/03/2011,23.16,-0.0115906
25/03/2011,23.43,0.015917738
24/03/2011,23.06,0.004781578
23/03/2011,22.95,0.003491928
22/03/2011,22.87,-0.023337273
21/03/2011,23.41,0.018103943
18/03/2011,22.99,-0.005206086
17/03/2011,23.11,-0.003455727
16/03/2011,23.19,-0.002583981
15/03/2011,23.25,-0.009417878
14/03/2011,23.47,-0.011438379
11/03/2011,23.74,0.005914677
10/03/2011,23.6,-0.020134908
09/03/2011,24.08,0.029928472
08/03/2011,23.37,0.004718001
07/03/2011,23.26,-0.004290011
04/03/2011,23.36,-0.011915035
03/03/2011,23.64,0.002541297
02/03/2011,23.58,0.010230268
01/03/2011,23.34,-0.023709832
28/02/2011,23.9,0.012631747
25/02/2011,23.6,0.018388374
24/02/2011,23.17,-0.001724882
23/02/2011,23.21,-0.010713623
22/02/2011,23.46,-0.012285687
18/02/2011,23.75,-0.01296818
17/02/2011,24.06,0.00500001
16/02/2011,23.94,0.01642488
15/02/2011,23.55,-0.01349662
14/02/2011,23.87,-0.03093668
11/02/2011,24.62,0.016380383
10/02/2011,24.22,0.013300279
09/02/2011,23.9,-0.014950445
08/02/2011,24.26,0.031403041
07/02/2011,23.51,0.029788518
04/02/2011,22.82,0.025744875
03/02/2011,22.24,0.010395574
02/02/2011,22.01,-0.032628593
01/02/2011,22.74,-0.017869292
31/01/2011,23.15,0.006935442
28/01/2011,22.99,-0.037144078
27/01/2011,23.86,0.012653058
26/01/2011,23.56,0.009810273
25/01/2011,23.33,-0.005556757
